DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
20K187,2024-25,84.0,84.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
20K192,2024-25,84.0,84.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
20K201,2024-25,76.0,76.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
20K220,2024-25,81.0,81.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
20K223,2024-25,72.0,72.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
20K227,2024-25,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
20K229,2024-25,79.0,79.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
20K259,2024-25,79.0,79.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
20K407,2024-25,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
20K445,2024-25,81.0,81.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
20K485,2024-25,87.0,87.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
20K490,2024-25,88.0,88.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
20K505,2024-25,83.0,83.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
20K609,2024-25,72.0,72.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
20K686,2024-25,88.0,88.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
20K936,2024-25,87.0,87.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
21K095,2024-25,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
21K096,2024-25,82.0,82.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
21K098,2024-25,83.0,83.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
21K099,2024-25,70.0,70.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
21K121,2024-25,86.0,86.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
21K209,2024-25,75.0,75.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
21K225,2024-25,73.0,73.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
21K226,2024-25,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
21K228,2024-25,79.0,79.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
21K238,2024-25,66.0,66.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
21K239,2024-25,82.0,82.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
21K281,2024-25,76.0,76.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
21K288,2024-25,83.0,83.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
21K303,2024-25,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
21K337,2024-25,88.0,88.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
21K344,2024-25,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
21K348,2024-25,81.0,81.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
21K410,2024-25,90.0,90.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
21K468,2024-25,78.0,78.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
21K525,2024-25,88.0,88.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
21K540,2024-25,82.0,82.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
21K559,2024-25,90.0,90.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
21K572,2024-25,92.0,92.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
21K620,2024-25,78.0,78.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
21K690,2024-25,75.0,75.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
21K728,2024-25,91.0,91.0% of students know where to get mental health support,91.0,91.0% of students felt happy at school
