DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
03M862,2021-22,85.0,85.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
04M007,2021-22,80.0,80.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
04M012,2021-22,77.0,77.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
04M057,2021-22,80.0,80.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
04M072,2021-22,86.0,86.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
04M096,2021-22,76.0,76.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
04M108,2021-22,82.0,82.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
04M171,2021-22,79.0,79.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
04M206,2021-22,76.0,76.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
04M224,2021-22,78.0,78.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
04M310,2021-22,96.0,96.0% of students know where to get mental health support,96.0,96.0% of students felt happy at school
04M372,2021-22,82.0,82.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
04M377,2021-22,87.0,87.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
04M435,2021-22,90.0,90.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
04M495,2021-22,87.0,87.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
04M555,2021-22,88.0,88.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
04M610,2021-22,80.0,80.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
04M680,2021-22,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
04M825,2021-22,85.0,85.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
04M964,2021-22,87.0,87.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
05M046,2021-22,85.0,85.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
05M123,2021-22,76.0,76.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
05M129,2021-22,70.0,70.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
05M148,2021-22,70.0,70.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
05M157,2021-22,77.0,77.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
05M161,2021-22,75.0,75.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
05M285,2021-22,100.0,100.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
05M286,2021-22,89.0,89.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
05M304,2021-22,90.0,90.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
05M362,2021-22,75.0,75.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
05M369,2021-22,81.0,81.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
05M371,2021-22,71.0,71.0% of students know where to get mental health support,48.0,48.0% of students felt happy at school
05M499,2021-22,78.0,78.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
05M514,2021-22,78.0,78.0% of students know where to get mental health support,59.0,59.0% of students felt happy at school
05M517,2021-22,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
05M670,2021-22,81.0,81.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
05M692,2021-22,95.0,95.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
06M018,2021-22,88.0,88.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
06M052,2021-22,85.0,85.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
06M143,2021-22,88.0,88.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
06M187,2021-22,76.0,76.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
06M209,2021-22,78.0,78.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
06M210,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
06M211,2021-22,91.0,91.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
06M223,2021-22,82.0,82.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
06M278,2021-22,87.0,87.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
06M293,2021-22,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
06M311,2021-22,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
06M319,2021-22,83.0,83.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
06M322,2021-22,85.0,85.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
06M324,2021-22,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
06M328,2021-22,,Data not available,,Data not available
06M346,2021-22,91.0,91.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
06M348,2021-22,92.0,92.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
06M349,2021-22,92.0,92.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
06M366,2021-22,87.0,87.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
06M423,2021-22,98.0,98.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
06M462,2021-22,81.0,81.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
06M463,2021-22,91.0,91.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
06M467,2021-22,87.0,87.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
06M468,2021-22,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
06M528,2021-22,91.0,91.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
06M540,2021-22,79.0,79.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
06M552,2021-22,91.0,91.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
07X005,2021-22,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
07X029,2021-22,91.0,91.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
07X031,2021-22,74.0,74.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X221,2021-22,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X223,2021-22,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
07X224,2021-22,77.0,77.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
07X259,2021-22,85.0,85.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
07X296,2021-22,87.0,87.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
07X298,2021-22,88.0,88.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
07X334,2021-22,91.0,91.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
07X343,2021-22,76.0,76.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
07X379,2021-22,95.0,95.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
07X381,2021-22,95.0,95.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
07X427,2021-22,94.0,94.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
07X473,2021-22,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X495,2021-22,81.0,81.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X500,2021-22,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X522,2021-22,92.0,92.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
07X527,2021-22,86.0,86.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X548,2021-22,91.0,91.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
07X551,2021-22,82.0,82.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
07X557,2021-22,100.0,100.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
07X584,2021-22,86.0,86.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
07X600,2021-22,78.0,78.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X625,2021-22,89.0,89.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
07X670,2021-22,91.0,91.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
08X071,2021-22,74.0,74.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X101,2021-22,82.0,82.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
08X123,2021-22,83.0,83.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X131,2021-22,75.0,75.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
08X269,2021-22,74.0,74.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X282,2021-22,76.0,76.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
08X293,2021-22,86.0,86.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
08X301,2021-22,87.0,87.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
08X302,2021-22,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X312,2021-22,81.0,81.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X320,2021-22,81.0,81.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X337,2021-22,78.0,78.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X348,2021-22,78.0,78.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
08X349,2021-22,85.0,85.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X367,2021-22,75.0,75.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
08X371,2021-22,80.0,80.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
08X375,2021-22,84.0,84.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
08X376,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
08X377,2021-22,100.0,100.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
08X405,2021-22,83.0,83.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
08X424,2021-22,80.0,80.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X432,2021-22,93.0,93.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
08X448,2021-22,60.0,60.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
08X452,2021-22,87.0,87.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X467,2021-22,60.0,60.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
08X530,2021-22,90.0,90.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
08X537,2021-22,98.0,98.0% of students know where to get mental health support,98.0,98.0% of students felt happy at school
08X558,2021-22,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
08X561,2021-22,89.0,89.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
08X562,2021-22,80.0,80.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X004,2021-22,88.0,88.0% of students know where to get mental health support,91.0,91.0% of students felt happy at school
09X022,2021-22,80.0,80.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
09X117,2021-22,85.0,85.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X128,2021-22,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
09X215,2021-22,86.0,86.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X218,2021-22,75.0,75.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
09X219,2021-22,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
09X227,2021-22,86.0,86.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
09X229,2021-22,89.0,89.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
09X231,2021-22,79.0,79.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
09X232,2021-22,87.0,87.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
09X241,2021-22,85.0,85.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
09X250,2021-22,86.0,86.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
09X252,2021-22,83.0,83.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
09X260,2021-22,80.0,80.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
09X263,2021-22,85.0,85.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X297,2021-22,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X303,2021-22,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
09X313,2021-22,77.0,77.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X323,2021-22,83.0,83.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
09X324,2021-22,87.0,87.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
09X327,2021-22,87.0,87.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X328,2021-22,82.0,82.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X329,2021-22,79.0,79.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X339,2021-22,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X350,2021-22,84.0,84.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
09X361,2021-22,89.0,89.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
09X365,2021-22,100.0,100.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
09X403,2021-22,95.0,95.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
09X404,2021-22,88.0,88.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
09X412,2021-22,82.0,82.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
09X413,2021-22,73.0,73.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
09X454,2021-22,84.0,84.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
09X505,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
09X517,2021-22,91.0,91.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
09X525,2021-22,88.0,88.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
09X543,2021-22,82.0,82.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
09X564,2021-22,96.0,96.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
09X568,2021-22,82.0,82.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X593,2021-22,92.0,92.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
09X594,2021-22,85.0,85.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
10X003,2021-22,91.0,91.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
10X015,2021-22,72.0,72.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X020,2021-22,84.0,84.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X037,2021-22,90.0,90.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
10X045,2021-22,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X080,2021-22,87.0,87.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
10X086,2021-22,88.0,88.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
10X095,2021-22,82.0,82.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
10X118,2021-22,72.0,72.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X141,2021-22,76.0,76.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
10X206,2021-22,86.0,86.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
10X213,2021-22,92.0,92.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X225,2021-22,71.0,71.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
10X228,2021-22,88.0,88.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
10X237,2021-22,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
10X243,2021-22,75.0,75.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X244,2021-22,86.0,86.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
10X254,2021-22,79.0,79.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
10X264,2021-22,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
10X268,2021-22,88.0,88.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
10X279,2021-22,93.0,93.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
10X280,2021-22,86.0,86.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
10X284,2021-22,90.0,90.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
10X308,2021-22,93.0,93.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X315,2021-22,84.0,84.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
10X319,2021-22,98.0,98.0% of students know where to get mental health support,97.0,97.0% of students felt happy at school
10X331,2021-22,83.0,83.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
10X342,2021-22,93.0,93.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
10X351,2021-22,76.0,76.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
10X353,2021-22,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X363,2021-22,85.0,85.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
10X368,2021-22,80.0,80.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
10X374,2021-22,90.0,90.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
10X390,2021-22,,Data not available,,Data not available
10X391,2021-22,85.0,85.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X397,2021-22,93.0,93.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
10X433,2021-22,83.0,83.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X434,2021-22,66.0,66.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
10X437,2021-22,90.0,90.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X438,2021-22,89.0,89.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X439,2021-22,83.0,83.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
10X440,2021-22,86.0,86.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X442,2021-22,80.0,80.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
10X445,2021-22,84.0,84.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X447,2021-22,89.0,89.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
10X477,2021-22,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
10X524,2021-22,96.0,96.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
10X546,2021-22,91.0,91.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X549,2021-22,84.0,84.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
10X565,2021-22,81.0,81.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X696,2021-22,76.0,76.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
11X019,2021-22,79.0,79.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
11X083,2021-22,77.0,77.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X089,2021-22,74.0,74.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
11X127,2021-22,74.0,74.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X144,2021-22,83.0,83.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
11X175,2021-22,83.0,83.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
11X180,2021-22,71.0,71.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X181,2021-22,78.0,78.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X194,2021-22,75.0,75.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X249,2021-22,82.0,82.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
11X253,2021-22,95.0,95.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
11X265,2021-22,90.0,90.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
11X270,2021-22,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
11X275,2021-22,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X287,2021-22,81.0,81.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X288,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X290,2021-22,75.0,75.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
11X299,2021-22,89.0,89.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X326,2021-22,73.0,73.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
11X355,2021-22,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
11X370,2021-22,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X418,2021-22,77.0,77.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X455,2021-22,84.0,84.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
11X462,2021-22,84.0,84.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X468,2021-22,92.0,92.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
11X498,2021-22,88.0,88.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
11X508,2021-22,87.0,87.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X509,2021-22,91.0,91.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
11X513,2021-22,94.0,94.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
11X514,2021-22,81.0,81.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
11X529,2021-22,86.0,86.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
11X532,2021-22,81.0,81.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
11X542,2021-22,83.0,83.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X544,2021-22,79.0,79.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X545,2021-22,88.0,88.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
11X556,2021-22,80.0,80.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
11X566,2021-22,80.0,80.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
12X098,2021-22,,Data not available,,Data not available
12X129,2021-22,77.0,77.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
12X190,2021-22,84.0,84.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
12X211,2021-22,100.0,100.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
12X214,2021-22,71.0,71.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
12X217,2021-22,77.0,77.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
12X242,2021-22,89.0,89.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
12X248,2021-22,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X251,2021-22,88.0,88.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
12X267,2021-22,82.0,82.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
12X271,2021-22,86.0,86.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X273,2021-22,83.0,83.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
12X286,2021-22,85.0,85.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
12X316,2021-22,77.0,77.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X318,2021-22,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X341,2021-22,87.0,87.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
12X383,2021-22,80.0,80.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
12X388,2021-22,91.0,91.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
12X446,2021-22,95.0,95.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
12X478,2021-22,87.0,87.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
12X479,2021-22,86.0,86.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
12X480,2021-22,90.0,90.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X511,2021-22,81.0,81.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
12X521,2021-22,75.0,75.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
12X550,2021-22,85.0,85.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
12X682,2021-22,87.0,87.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
12X684,2021-22,77.0,77.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
13K113,2021-22,63.0,63.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
13K265,2021-22,62.0,62.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
13K266,2021-22,80.0,80.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
13K301,2021-22,89.0,89.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
13K313,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
13K350,2021-22,78.0,78.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
13K351,2021-22,88.0,88.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
13K412,2021-22,80.0,80.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
13K419,2021-22,72.0,72.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
13K430,2021-22,82.0,82.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
13K439,2021-22,94.0,94.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
13K483,2021-22,83.0,83.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
13K492,2021-22,77.0,77.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
13K527,2021-22,76.0,76.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
13K553,2021-22,93.0,93.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
13K594,2021-22,89.0,89.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
13K595,2021-22,87.0,87.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
13K605,2021-22,85.0,85.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
13K616,2021-22,86.0,86.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
13K670,2021-22,80.0,80.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
13K674,2021-22,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
13K691,2021-22,76.0,76.0% of students know where to get mental health support,59.0,59.0% of students felt happy at school
13K915,2021-22,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
14K050,2021-22,88.0,88.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
14K071,2021-22,93.0,93.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
14K084,2021-22,89.0,89.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K126,2021-22,78.0,78.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
14K157,2021-22,99.0,99.0% of students know where to get mental health support,96.0,96.0% of students felt happy at school
14K318,2021-22,82.0,82.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K449,2021-22,83.0,83.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
14K454,2021-22,90.0,90.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
14K474,2021-22,83.0,83.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
14K477,2021-22,89.0,89.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
14K478,2021-22,82.0,82.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K488,2021-22,90.0,90.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
