DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
19K409,2022-23,295.0,44.03,44.0% of students chronically absent
19K422,2022-23,245.0,51.47,51.5% of students chronically absent
19K452,2022-23,67.0,33.84,33.8% of students chronically absent
19K502,2022-23,88.0,38.26,38.3% of students chronically absent
19K504,2022-23,111.0,60.99,61.0% of students chronically absent
19K507,2022-23,93.0,26.42,26.4% of students chronically absent
19K510,2022-23,108.0,62.07,62.1% of students chronically absent
19K557,2022-23,182.0,55.66,55.7% of students chronically absent
19K583,2022-23,136.0,34.78,34.8% of students chronically absent
19K615,2022-23,309.0,36.23,36.2% of students chronically absent
19K618,2022-23,222.0,51.75,51.8% of students chronically absent
19K639,2022-23,182.0,44.72,44.7% of students chronically absent
19K654,2022-23,139.0,52.65,52.6% of students chronically absent
19K659,2022-23,208.0,48.6,48.6% of students chronically absent
19K660,2022-23,296.0,64.35,64.3% of students chronically absent
19K661,2022-23,165.0,35.26,35.3% of students chronically absent
19K662,2022-23,161.0,33.54,33.5% of students chronically absent
19K663,2022-23,66.0,52.8,52.8% of students chronically absent
19K677,2022-23,233.0,54.06,54.1% of students chronically absent
19K678,2022-23,76.0,29.69,29.7% of students chronically absent
19K683,2022-23,132.0,43.71,43.7% of students chronically absent
19K760,2022-23,92.0,32.62,32.6% of students chronically absent
19K764,2022-23,180.0,49.86,49.9% of students chronically absent
19K907,2022-23,61.0,37.89,37.9% of students chronically absent
19K935,2022-23,31.0,15.9,15.9% of students chronically absent
19K938,2022-23,73.0,48.67,48.7% of students chronically absent
19K953,2022-23,88.0,47.06,47.1% of students chronically absent
20K030,2022-23,284.0,29.34,29.3% of students chronically absent
20K048,2022-23,168.0,30.66,30.7% of students chronically absent
20K062,2022-23,309.0,31.09,31.1% of students chronically absent
20K069,2022-23,38.0,5.89,5.9% of students chronically absent
20K102,2022-23,265.0,23.02,23.0% of students chronically absent
20K104,2022-23,259.0,22.06,22.1% of students chronically absent
20K105,2022-23,73.0,5.69,5.7% of students chronically absent
20K112,2022-23,203.0,25.89,25.9% of students chronically absent
20K127,2022-23,135.0,21.36,21.4% of students chronically absent
20K160,2022-23,76.0,7.5,7.5% of students chronically absent
20K163,2022-23,196.0,29.08,29.1% of students chronically absent
20K164,2022-23,97.0,18.23,18.2% of students chronically absent
20K170,2022-23,125.0,13.21,13.2% of students chronically absent
20K176,2022-23,158.0,13.36,13.4% of students chronically absent
20K179,2022-23,269.0,36.95,37.0% of students chronically absent
20K180,2022-23,184.0,19.53,19.5% of students chronically absent
20K185,2022-23,158.0,26.2,26.2% of students chronically absent
20K186,2022-23,230.0,21.2,21.2% of students chronically absent
20K187,2022-23,40.0,4.29,4.3% of students chronically absent
20K192,2022-23,201.0,32.58,32.6% of students chronically absent
20K200,2022-23,492.0,36.61,36.6% of students chronically absent
20K201,2022-23,230.0,14.4,14.4% of students chronically absent
20K204,2022-23,208.0,19.01,19.0% of students chronically absent
20K205,2022-23,255.0,20.97,21.0% of students chronically absent
20K220,2022-23,127.0,9.61,9.6% of students chronically absent
20K223,2022-23,180.0,23.41,23.4% of students chronically absent
20K227,2022-23,320.0,21.75,21.8% of students chronically absent
20K229,2022-23,214.0,17.88,17.9% of students chronically absent
20K247,2022-23,146.0,19.39,19.4% of students chronically absent
20K259,2022-23,314.0,18.87,18.9% of students chronically absent
20K264,2022-23,116.0,27.55,27.6% of students chronically absent
20K310,2022-23,43.0,7.68,7.7% of students chronically absent
20K445,2022-23,1182.0,36.46,36.5% of students chronically absent
20K485,2022-23,209.0,15.85,15.8% of students chronically absent
20K490,2022-23,1448.0,35.54,35.5% of students chronically absent
20K503,2022-23,206.0,30.65,30.6% of students chronically absent
20K505,2022-23,1286.0,37.09,37.1% of students chronically absent
20K506,2022-23,127.0,26.35,26.4% of students chronically absent
20K609,2022-23,214.0,40.45,40.5% of students chronically absent
20K682,2022-23,73.0,19.16,19.2% of students chronically absent
20K686,2022-23,65.0,13.4,13.4% of students chronically absent
20K748,2022-23,75.0,16.45,16.4% of students chronically absent
20K768,2022-23,926.0,67.0,67.0% of students chronically absent
20K936,2022-23,73.0,16.26,16.3% of students chronically absent
20K939,2022-23,33.0,20.25,20.2% of students chronically absent
20K971,2022-23,63.0,27.88,27.9% of students chronically absent
21K090,2022-23,300.0,53.76,53.8% of students chronically absent
21K095,2022-23,249.0,25.08,25.1% of students chronically absent
21K096,2022-23,283.0,31.2,31.2% of students chronically absent
21K097,2022-23,235.0,25.27,25.3% of students chronically absent
21K098,2022-23,386.0,25.8,25.8% of students chronically absent
21K099,2022-23,331.0,38.27,38.3% of students chronically absent
21K100,2022-23,244.0,34.17,34.2% of students chronically absent
21K101,2022-23,198.0,17.87,17.9% of students chronically absent
21K121,2022-23,100.0,28.09,28.1% of students chronically absent
21K128,2022-23,159.0,32.32,32.3% of students chronically absent
21K153,2022-23,221.0,39.89,39.9% of students chronically absent
21K177,2022-23,377.0,39.94,39.9% of students chronically absent
21K188,2022-23,204.0,68.0,68.0% of students chronically absent
21K199,2022-23,224.0,38.55,38.5% of students chronically absent
21K209,2022-23,197.0,23.94,23.9% of students chronically absent
21K212,2022-23,279.0,43.26,43.3% of students chronically absent
21K215,2022-23,285.0,37.6,37.6% of students chronically absent
21K216,2022-23,313.0,39.97,40.0% of students chronically absent
21K225,2022-23,510.0,47.44,47.4% of students chronically absent
21K226,2022-23,326.0,33.4,33.4% of students chronically absent
21K228,2022-23,441.0,27.96,28.0% of students chronically absent
21K238,2022-23,268.0,40.48,40.5% of students chronically absent
21K239,2022-23,236.0,19.57,19.6% of students chronically absent
21K253,2022-23,325.0,33.54,33.5% of students chronically absent
21K281,2022-23,294.0,22.63,22.6% of students chronically absent
21K288,2022-23,309.0,55.38,55.4% of students chronically absent
21K303,2022-23,122.0,26.18,26.2% of students chronically absent
21K329,2022-23,208.0,57.14,57.1% of students chronically absent
21K337,2022-23,147.0,41.88,41.9% of students chronically absent
21K344,2022-23,258.0,41.55,41.5% of students chronically absent
21K348,2022-23,184.0,48.94,48.9% of students chronically absent
21K410,2022-23,1338.0,60.24,60.2% of students chronically absent
21K468,2022-23,307.0,40.93,40.9% of students chronically absent
21K525,2022-23,1165.0,31.3,31.3% of students chronically absent
21K540,2022-23,684.0,30.17,30.2% of students chronically absent
21K559,2022-23,130.0,47.97,48.0% of students chronically absent
21K572,2022-23,170.0,44.27,44.3% of students chronically absent
21K620,2022-23,380.0,56.97,57.0% of students chronically absent
21K690,2022-23,290.0,30.66,30.7% of students chronically absent
21K840,2022-23,247.0,75.77,75.8% of students chronically absent
22K014,2022-23,285.0,51.08,51.1% of students chronically absent
22K052,2022-23,419.0,50.0,50.0% of students chronically absent
22K078,2022-23,189.0,32.2,32.2% of students chronically absent
22K109,2022-23,299.0,49.59,49.6% of students chronically absent
22K119,2022-23,188.0,43.42,43.4% of students chronically absent
22K134,2022-23,111.0,20.9,20.9% of students chronically absent
22K139,2022-23,265.0,34.96,35.0% of students chronically absent
22K152,2022-23,209.0,38.63,38.6% of students chronically absent
22K193,2022-23,191.0,36.17,36.2% of students chronically absent
22K194,2022-23,306.0,53.68,53.7% of students chronically absent
22K195,2022-23,127.0,33.16,33.2% of students chronically absent
22K197,2022-23,448.0,42.38,42.4% of students chronically absent
22K198,2022-23,149.0,46.27,46.3% of students chronically absent
22K203,2022-23,249.0,44.62,44.6% of students chronically absent
22K206,2022-23,496.0,30.3,30.3% of students chronically absent
22K207,2022-23,257.0,27.72,27.7% of students chronically absent
22K217,2022-23,423.0,43.47,43.5% of students chronically absent
22K222,2022-23,146.0,20.59,20.6% of students chronically absent
22K234,2022-23,392.0,28.36,28.4% of students chronically absent
22K236,2022-23,174.0,29.69,29.7% of students chronically absent
22K240,2022-23,160.0,33.54,33.5% of students chronically absent
22K245,2022-23,67.0,28.51,28.5% of students chronically absent
22K251,2022-23,159.0,46.49,46.5% of students chronically absent
22K254,2022-23,266.0,35.66,35.7% of students chronically absent
22K255,2022-23,320.0,37.12,37.1% of students chronically absent
22K277,2022-23,87.0,25.74,25.7% of students chronically absent
22K278,2022-23,358.0,31.68,31.7% of students chronically absent
22K312,2022-23,244.0,37.03,37.0% of students chronically absent
22K315,2022-23,228.0,38.51,38.5% of students chronically absent
22K326,2022-23,64.0,38.1,38.1% of students chronically absent
22K361,2022-23,207.0,46.21,46.2% of students chronically absent
22K381,2022-23,109.0,35.5,35.5% of students chronically absent
22K405,2022-23,1146.0,28.14,28.1% of students chronically absent
22K425,2022-23,1356.0,35.99,36.0% of students chronically absent
22K535,2022-23,194.0,19.84,19.8% of students chronically absent
22K555,2022-23,84.0,13.29,13.3% of students chronically absent
22K611,2022-23,288.0,59.38,59.4% of students chronically absent
22K853,2022-23,281.0,72.61,72.6% of students chronically absent
22K889,2022-23,104.0,25.74,25.7% of students chronically absent
22K890,2022-23,56.0,18.36,18.4% of students chronically absent
23K041,2022-23,112.0,60.54,60.5% of students chronically absent
23K137,2022-23,82.0,53.95,54.0% of students chronically absent
23K150,2022-23,89.0,56.33,56.3% of students chronically absent
23K155,2022-23,188.0,50.67,50.7% of students chronically absent
23K156,2022-23,259.0,48.5,48.5% of students chronically absent
23K165,2022-23,133.0,59.38,59.4% of students chronically absent
23K178,2022-23,207.0,56.4,56.4% of students chronically absent
23K184,2022-23,318.0,61.75,61.8% of students chronically absent
23K284,2022-23,125.0,49.6,49.6% of students chronically absent
23K298,2022-23,183.0,46.1,46.1% of students chronically absent
23K323,2022-23,256.0,42.45,42.5% of students chronically absent
23K327,2022-23,185.0,61.46,61.5% of students chronically absent
23K363,2022-23,126.0,40.65,40.6% of students chronically absent
23K392,2022-23,89.0,27.99,28.0% of students chronically absent
23K401,2022-23,150.0,44.78,44.8% of students chronically absent
23K446,2022-23,143.0,44.27,44.3% of students chronically absent
23K493,2022-23,261.0,56.25,56.2% of students chronically absent
23K514,2022-23,84.0,32.18,32.2% of students chronically absent
23K518,2022-23,43.0,40.57,40.6% of students chronically absent
23K522,2022-23,67.0,45.89,45.9% of students chronically absent
23K599,2022-23,184.0,43.09,43.1% of students chronically absent
23K644,2022-23,186.0,28.93,28.9% of students chronically absent
23K664,2022-23,49.0,26.63,26.6% of students chronically absent
23K668,2022-23,49.0,36.84,36.8% of students chronically absent
23K671,2022-23,112.0,57.44,57.4% of students chronically absent
23K697,2022-23,135.0,58.95,59.0% of students chronically absent
24Q005,2022-23,372.0,25.32,25.3% of students chronically absent
24Q007,2022-23,377.0,28.82,28.8% of students chronically absent
24Q012,2022-23,218.0,23.9,23.9% of students chronically absent
24Q013,2022-23,348.0,31.02,31.0% of students chronically absent
24Q014,2022-23,446.0,37.38,37.4% of students chronically absent
24Q016,2022-23,265.0,23.39,23.4% of students chronically absent
24Q019,2022-23,391.0,22.29,22.3% of students chronically absent
24Q028,2022-23,109.0,31.14,31.1% of students chronically absent
24Q049,2022-23,263.0,21.3,21.3% of students chronically absent
24Q058,2022-23,213.0,24.8,24.8% of students chronically absent
24Q061,2022-23,769.0,33.12,33.1% of students chronically absent
24Q068,2022-23,214.0,39.63,39.6% of students chronically absent
24Q071,2022-23,242.0,39.41,39.4% of students chronically absent
24Q073,2022-23,502.0,26.39,26.4% of students chronically absent
24Q077,2022-23,216.0,31.4,31.4% of students chronically absent
24Q081,2022-23,311.0,38.54,38.5% of students chronically absent
24Q087,2022-23,236.0,41.4,41.4% of students chronically absent
24Q088,2022-23,273.0,38.02,38.0% of students chronically absent
24Q089,2022-23,428.0,32.52,32.5% of students chronically absent
24Q091,2022-23,360.0,41.33,41.3% of students chronically absent
24Q093,2022-23,331.0,29.95,29.9% of students chronically absent
24Q102,2022-23,300.0,23.55,23.6% of students chronically absent
24Q110,2022-23,269.0,29.08,29.1% of students chronically absent
24Q113,2022-23,157.0,18.43,18.4% of students chronically absent
24Q119,2022-23,278.0,21.75,21.8% of students chronically absent
24Q125,2022-23,431.0,27.35,27.4% of students chronically absent
24Q128,2022-23,167.0,25.11,25.1% of students chronically absent
24Q143,2022-23,549.0,33.33,33.3% of students chronically absent
24Q153,2022-23,344.0,38.35,38.4% of students chronically absent
24Q199,2022-23,277.0,43.49,43.5% of students chronically absent
24Q211,2022-23,280.0,30.57,30.6% of students chronically absent
24Q229,2022-23,319.0,26.41,26.4% of students chronically absent
24Q236,2022-23,82.0,29.5,29.5% of students chronically absent
24Q239,2022-23,157.0,33.05,33.0% of students chronically absent
24Q264,2022-23,303.0,33.22,33.2% of students chronically absent
24Q267,2022-23,179.0,42.62,42.6% of students chronically absent
24Q290,2022-23,145.0,25.17,25.2% of students chronically absent
24Q293,2022-23,231.0,37.68,37.7% of students chronically absent
24Q296,2022-23,74.0,14.62,14.6% of students chronically absent
24Q299,2022-23,109.0,16.27,16.3% of students chronically absent
24Q305,2022-23,162.0,33.2,33.2% of students chronically absent
24Q307,2022-23,162.0,20.05,20.1% of students chronically absent
24Q311,2022-23,195.0,24.9,24.9% of students chronically absent
24Q330,2022-23,194.0,35.4,35.4% of students chronically absent
24Q331,2022-23,878.0,74.34,74.3% of students chronically absent
24Q343,2022-23,126.0,26.3,26.3% of students chronically absent
24Q419,2022-23,40.0,20.0,20.0% of students chronically absent
