DBN,cohort_year,school_year,cohort_size,graduation_rate,graduation_rate_label
02M303,2017,2020-21,66.0,81.82,81.8% 4-year graduation rate
02M305,2017,2020-21,60.0,88.33,88.3% 4-year graduation rate
02M308,2017,2020-21,76.0,80.26,80.3% 4-year graduation rate
02M313,2017,2020-21,86.0,54.65,54.6% 4-year graduation rate
02M316,2017,2020-21,35.0,74.29,74.3% 4-year graduation rate
02M374,2017,2020-21,86.0,95.35,95.3% 4-year graduation rate
02M376,2017,2020-21,116.0,100.0,100.0% 4-year graduation rate
02M392,2017,2020-21,103.0,93.2,93.2% 4-year graduation rate
02M393,2017,2020-21,98.0,86.73,86.7% 4-year graduation rate
02M394,2017,2020-21,95.0,48.42,48.4% 4-year graduation rate
02M399,2017,2020-21,44.0,81.82,81.8% 4-year graduation rate
02M400,2017,2020-21,286.0,93.01,93.0% 4-year graduation rate
02M407,2017,2020-21,71.0,98.59,98.6% 4-year graduation rate
02M408,2017,2020-21,96.0,98.96,99.0% 4-year graduation rate
02M411,2017,2020-21,127.0,99.21,99.2% 4-year graduation rate
02M412,2017,2020-21,109.0,96.33,96.3% 4-year graduation rate
02M413,2017,2020-21,101.0,97.03,97.0% 4-year graduation rate
02M414,2017,2020-21,105.0,98.1,98.1% 4-year graduation rate
02M416,2017,2020-21,133.0,100.0,100.0% 4-year graduation rate
02M418,2017,2020-21,158.0,99.37,99.4% 4-year graduation rate
02M419,2017,2020-21,73.0,84.93,84.9% 4-year graduation rate
02M420,2017,2020-21,449.0,96.44,96.4% 4-year graduation rate
02M422,2017,2020-21,82.0,84.15,84.2% 4-year graduation rate
02M425,2017,2020-21,93.0,87.1,87.1% 4-year graduation rate
02M427,2017,2020-21,62.0,66.13,66.1% 4-year graduation rate
02M432,2017,2020-21,75.0,84.0,84.0% 4-year graduation rate
02M437,2017,2020-21,111.0,85.59,85.6% 4-year graduation rate
02M438,2017,2020-21,94.0,88.3,88.3% 4-year graduation rate
02M439,2017,2020-21,119.0,100.0,100.0% 4-year graduation rate
02M449,2017,2020-21,102.0,67.65,67.7% 4-year graduation rate
02M459,2017,2020-21,72.0,69.44,69.4% 4-year graduation rate
02M475,2017,2020-21,809.0,99.51,99.5% 4-year graduation rate
02M489,2017,2020-21,174.0,91.95,92.0% 4-year graduation rate
02M500,2017,2020-21,58.0,96.55,96.5% 4-year graduation rate
02M507,2017,2020-21,105.0,99.05,99.0% 4-year graduation rate
02M519,2017,2020-21,110.0,98.18,98.2% 4-year graduation rate
02M520,2017,2020-21,21.0,80.95,81.0% 4-year graduation rate
02M529,2017,2020-21,65.0,83.08,83.1% 4-year graduation rate
02M531,2017,2020-21,57.0,96.49,96.5% 4-year graduation rate
02M533,2017,2020-21,89.0,87.64,87.6% 4-year graduation rate
02M534,2017,2020-21,108.0,90.74,90.7% 4-year graduation rate
02M542,2017,2020-21,144.0,95.14,95.1% 4-year graduation rate
02M543,2017,2020-21,100.0,87.0,87.0% 4-year graduation rate
02M544,2017,2020-21,124.0,26.61,26.6% 4-year graduation rate
02M545,2017,2020-21,99.0,98.99,99.0% 4-year graduation rate
02M546,2017,2020-21,109.0,92.66,92.7% 4-year graduation rate
02M550,2017,2020-21,155.0,36.77,36.8% 4-year graduation rate
02M551,2017,2020-21,126.0,89.68,89.7% 4-year graduation rate
02M560,2017,2020-21,196.0,55.61,55.6% 4-year graduation rate
02M565,2017,2020-21,44.0,56.82,56.8% 4-year graduation rate
02M570,2017,2020-21,80.0,12.5,12.5% 4-year graduation rate
02M575,2017,2020-21,242.0,23.97,24.0% 4-year graduation rate
02M580,2017,2020-21,86.0,88.37,88.4% 4-year graduation rate
02M586,2017,2020-21,29.0,62.07,62.1% 4-year graduation rate
02M600,2017,2020-21,334.0,95.21,95.2% 4-year graduation rate
02M605,2017,2020-21,69.0,94.2,94.2% 4-year graduation rate
02M615,2017,2020-21,108.0,88.89,88.9% 4-year graduation rate
02M630,2017,2020-21,328.0,92.99,93.0% 4-year graduation rate
02M655,2017,2020-21,134.0,83.58,83.6% 4-year graduation rate
03M299,2017,2020-21,91.0,78.02,78.0% 4-year graduation rate
03M307,2017,2020-21,98.0,88.78,88.8% 4-year graduation rate
03M402,2017,2020-21,75.0,94.67,94.7% 4-year graduation rate
03M403,2017,2020-21,113.0,89.38,89.4% 4-year graduation rate
03M404,2017,2020-21,51.0,21.57,21.6% 4-year graduation rate
03M415,2017,2020-21,46.0,100.0,100.0% 4-year graduation rate
03M417,2017,2020-21,103.0,97.09,97.1% 4-year graduation rate
03M479,2017,2020-21,382.0,98.17,98.2% 4-year graduation rate
03M485,2017,2020-21,768.0,98.57,98.6% 4-year graduation rate
03M492,2017,2020-21,83.0,75.9,75.9% 4-year graduation rate
03M494,2017,2020-21,99.0,82.83,82.8% 4-year graduation rate
03M541,2017,2020-21,110.0,97.27,97.3% 4-year graduation rate
03M610,2017,2020-21,79.0,100.0,100.0% 4-year graduation rate
03M859,2017,2020-21,45.0,100.0,100.0% 4-year graduation rate
03M860,2017,2020-21,64.0,90.62,90.6% 4-year graduation rate
04M310,2017,2020-21,64.0,34.38,34.4% 4-year graduation rate
04M372,2017,2020-21,85.0,84.71,84.7% 4-year graduation rate
04M435,2017,2020-21,429.0,97.2,97.2% 4-year graduation rate
04M495,2017,2020-21,92.0,100.0,100.0% 4-year graduation rate
04M505,2017,2020-21,85.0,11.76,11.8% 4-year graduation rate
04M555,2017,2020-21,130.0,99.23,99.2% 4-year graduation rate
04M680,2017,2020-21,68.0,75.0,75.0% 4-year graduation rate
05M148,2017,2020-21,47.0,72.34,72.3% 4-year graduation rate
05M157,2017,2020-21,59.0,77.97,78.0% 4-year graduation rate
05M285,2017,2020-21,87.0,17.24,17.2% 4-year graduation rate
05M304,2017,2020-21,46.0,80.43,80.4% 4-year graduation rate
05M362,2017,2020-21,94.0,96.81,96.8% 4-year graduation rate
05M369,2017,2020-21,97.0,81.44,81.4% 4-year graduation rate
05M410,2017,2020-21,1.0,,Data suppressed
05M499,2017,2020-21,187.0,83.42,83.4% 4-year graduation rate
05M670,2017,2020-21,79.0,82.28,82.3% 4-year graduation rate
05M692,2017,2020-21,139.0,100.0,100.0% 4-year graduation rate
06M211,2017,2020-21,102.0,88.24,88.2% 4-year graduation rate
06M293,2017,2020-21,88.0,100.0,100.0% 4-year graduation rate
06M346,2017,2020-21,104.0,91.35,91.3% 4-year graduation rate
06M348,2017,2020-21,100.0,93.0,93.0% 4-year graduation rate
06M423,2017,2020-21,56.0,69.64,69.6% 4-year graduation rate
06M462,2017,2020-21,88.0,90.91,90.9% 4-year graduation rate
06M463,2017,2020-21,89.0,86.52,86.5% 4-year graduation rate
06M467,2017,2020-21,108.0,63.89,63.9% 4-year graduation rate
06M468,2017,2020-21,112.0,72.32,72.3% 4-year graduation rate
06M540,2017,2020-21,338.0,83.43,83.4% 4-year graduation rate
06M552,2017,2020-21,156.0,96.15,96.2% 4-year graduation rate
07X221,2017,2020-21,81.0,97.53,97.5% 4-year graduation rate
07X223,2017,2020-21,88.0,95.45,95.5% 4-year graduation rate
07X259,2017,2020-21,91.0,92.31,92.3% 4-year graduation rate
07X334,2017,2020-21,103.0,71.84,71.8% 4-year graduation rate
07X379,2017,2020-21,78.0,23.08,23.1% 4-year graduation rate
07X381,2017,2020-21,51.0,25.49,25.5% 4-year graduation rate
07X427,2017,2020-21,79.0,67.09,67.1% 4-year graduation rate
07X473,2017,2020-21,70.0,61.43,61.4% 4-year graduation rate
07X495,2017,2020-21,154.0,98.7,98.7% 4-year graduation rate
07X500,2017,2020-21,98.0,79.59,79.6% 4-year graduation rate
07X522,2017,2020-21,84.0,72.62,72.6% 4-year graduation rate
07X527,2017,2020-21,144.0,80.56,80.6% 4-year graduation rate
07X548,2017,2020-21,114.0,77.19,77.2% 4-year graduation rate
07X551,2017,2020-21,79.0,83.54,83.5% 4-year graduation rate
07X557,2017,2020-21,111.0,52.25,52.2% 4-year graduation rate
07X600,2017,2020-21,101.0,94.06,94.1% 4-year graduation rate
07X670,2017,2020-21,110.0,75.45,75.5% 4-year graduation rate
08X269,2017,2020-21,82.0,81.71,81.7% 4-year graduation rate
08X282,2017,2020-21,58.0,72.41,72.4% 4-year graduation rate
08X293,2017,2020-21,115.0,85.22,85.2% 4-year graduation rate
08X312,2017,2020-21,100.0,79.0,79.0% 4-year graduation rate
08X320,2017,2020-21,119.0,75.63,75.6% 4-year graduation rate
08X348,2017,2020-21,101.0,85.15,85.2% 4-year graduation rate
08X349,2017,2020-21,100.0,83.0,83.0% 4-year graduation rate
08X367,2017,2020-21,79.0,67.09,67.1% 4-year graduation rate
08X376,2017,2020-21,60.0,86.67,86.7% 4-year graduation rate
08X377,2017,2020-21,56.0,19.64,19.6% 4-year graduation rate
08X405,2017,2020-21,172.0,80.23,80.2% 4-year graduation rate
08X432,2017,2020-21,102.0,89.22,89.2% 4-year graduation rate
08X452,2017,2020-21,143.0,67.83,67.8% 4-year graduation rate
08X530,2017,2020-21,85.0,82.35,82.3% 4-year graduation rate
08X537,2017,2020-21,43.0,23.26,23.3% 4-year graduation rate
08X558,2017,2020-21,112.0,87.5,87.5% 4-year graduation rate
08X559,2017,2020-21,41.0,51.22,51.2% 4-year graduation rate
08X561,2017,2020-21,102.0,87.25,87.2% 4-year graduation rate
09X227,2017,2020-21,86.0,94.19,94.2% 4-year graduation rate
09X231,2017,2020-21,71.0,83.1,83.1% 4-year graduation rate
09X241,2017,2020-21,86.0,89.53,89.5% 4-year graduation rate
09X250,2017,2020-21,105.0,88.57,88.6% 4-year graduation rate
09X252,2017,2020-21,86.0,84.88,84.9% 4-year graduation rate
09X260,2017,2020-21,110.0,94.55,94.5% 4-year graduation rate
09X263,2017,2020-21,90.0,71.11,71.1% 4-year graduation rate
09X297,2017,2020-21,117.0,91.45,91.5% 4-year graduation rate
09X324,2017,2020-21,66.0,98.48,98.5% 4-year graduation rate
09X327,2017,2020-21,107.0,87.85,87.8% 4-year graduation rate
09X329,2017,2020-21,50.0,86.0,86.0% 4-year graduation rate
09X350,2017,2020-21,60.0,36.67,36.7% 4-year graduation rate
09X365,2017,2020-21,77.0,100.0,100.0% 4-year graduation rate
09X403,2017,2020-21,98.0,88.78,88.8% 4-year graduation rate
09X404,2017,2020-21,85.0,60.0,60.0% 4-year graduation rate
09X412,2017,2020-21,63.0,80.95,81.0% 4-year graduation rate
09X413,2017,2020-21,70.0,81.43,81.4% 4-year graduation rate
09X505,2017,2020-21,115.0,83.48,83.5% 4-year graduation rate
09X517,2017,2020-21,98.0,74.49,74.5% 4-year graduation rate
09X525,2017,2020-21,123.0,80.49,80.5% 4-year graduation rate
09X543,2017,2020-21,64.0,78.12,78.1% 4-year graduation rate
09X564,2017,2020-21,83.0,86.75,86.8% 4-year graduation rate
09X568,2017,2020-21,62.0,93.55,93.5% 4-year graduation rate
10X141,2017,2020-21,188.0,91.49,91.5% 4-year graduation rate
10X213,2017,2020-21,81.0,79.01,79.0% 4-year graduation rate
10X225,2017,2020-21,71.0,81.69,81.7% 4-year graduation rate
10X237,2017,2020-21,93.0,82.8,82.8% 4-year graduation rate
10X243,2017,2020-21,61.0,100.0,100.0% 4-year graduation rate
10X264,2017,2020-21,81.0,81.48,81.5% 4-year graduation rate
10X268,2017,2020-21,119.0,58.82,58.8% 4-year graduation rate
10X284,2017,2020-21,100.0,83.0,83.0% 4-year graduation rate
10X319,2017,2020-21,67.0,10.45,10.4% 4-year graduation rate
10X342,2017,2020-21,93.0,79.57,79.6% 4-year graduation rate
10X351,2017,2020-21,144.0,88.19,88.2% 4-year graduation rate
10X353,2017,2020-21,132.0,100.0,100.0% 4-year graduation rate
10X368,2017,2020-21,150.0,82.67,82.7% 4-year graduation rate
10X374,2017,2020-21,110.0,100.0,100.0% 4-year graduation rate
10X397,2017,2020-21,79.0,46.84,46.8% 4-year graduation rate
10X433,2017,2020-21,102.0,78.43,78.4% 4-year graduation rate
10X434,2017,2020-21,91.0,75.82,75.8% 4-year graduation rate
10X437,2017,2020-21,83.0,96.39,96.4% 4-year graduation rate
10X438,2017,2020-21,65.0,100.0,100.0% 4-year graduation rate
10X439,2017,2020-21,84.0,97.62,97.6% 4-year graduation rate
10X440,2017,2020-21,206.0,90.78,90.8% 4-year graduation rate
10X442,2017,2020-21,90.0,100.0,100.0% 4-year graduation rate
10X445,2017,2020-21,740.0,100.0,100.0% 4-year graduation rate
10X477,2017,2020-21,106.0,99.06,99.1% 4-year graduation rate
10X524,2017,2020-21,91.0,86.81,86.8% 4-year graduation rate
10X546,2017,2020-21,76.0,88.16,88.2% 4-year graduation rate
10X549,2017,2020-21,110.0,90.0,90.0% 4-year graduation rate
10X565,2017,2020-21,81.0,93.83,93.8% 4-year graduation rate
10X696,2017,2020-21,93.0,98.92,98.9% 4-year graduation rate
11X249,2017,2020-21,60.0,98.33,98.3% 4-year graduation rate
11X253,2017,2020-21,89.0,73.03,73.0% 4-year graduation rate
11X265,2017,2020-21,88.0,79.55,79.5% 4-year graduation rate
11X270,2017,2020-21,88.0,79.55,79.5% 4-year graduation rate
11X275,2017,2020-21,116.0,82.76,82.8% 4-year graduation rate
11X288,2017,2020-21,153.0,86.93,86.9% 4-year graduation rate
11X290,2017,2020-21,83.0,92.77,92.8% 4-year graduation rate
11X299,2017,2020-21,113.0,78.76,78.8% 4-year graduation rate
11X418,2017,2020-21,123.0,81.3,81.3% 4-year graduation rate
11X455,2017,2020-21,523.0,80.31,80.3% 4-year graduation rate
11X508,2017,2020-21,124.0,81.45,81.5% 4-year graduation rate
11X509,2017,2020-21,109.0,95.41,95.4% 4-year graduation rate
11X513,2017,2020-21,73.0,83.56,83.6% 4-year graduation rate
11X514,2017,2020-21,86.0,84.88,84.9% 4-year graduation rate
11X542,2017,2020-21,123.0,92.68,92.7% 4-year graduation rate
11X544,2017,2020-21,109.0,78.9,78.9% 4-year graduation rate
11X545,2017,2020-21,79.0,78.48,78.5% 4-year graduation rate
12X242,2017,2020-21,93.0,95.7,95.7% 4-year graduation rate
12X248,2017,2020-21,82.0,73.17,73.2% 4-year graduation rate
12X251,2017,2020-21,57.0,78.95,79.0% 4-year graduation rate
12X267,2017,2020-21,75.0,93.33,93.3% 4-year graduation rate
12X271,2017,2020-21,106.0,79.25,79.2% 4-year graduation rate
12X372,2017,2020-21,2.0,,Data suppressed
12X388,2017,2020-21,84.0,89.29,89.3% 4-year graduation rate
12X446,2017,2020-21,87.0,22.99,23.0% 4-year graduation rate
12X478,2017,2020-21,78.0,94.87,94.9% 4-year graduation rate
12X479,2017,2020-21,65.0,80.0,80.0% 4-year graduation rate
12X480,2017,2020-21,53.0,20.75,20.8% 4-year graduation rate
12X511,2017,2020-21,102.0,86.27,86.3% 4-year graduation rate
12X521,2017,2020-21,101.0,76.24,76.2% 4-year graduation rate
12X550,2017,2020-21,131.0,91.6,91.6% 4-year graduation rate
12X682,2017,2020-21,113.0,81.42,81.4% 4-year graduation rate
12X684,2017,2020-21,87.0,71.26,71.3% 4-year graduation rate
13K265,2017,2020-21,54.0,87.04,87.0% 4-year graduation rate
13K350,2017,2020-21,23.0,82.61,82.6% 4-year graduation rate
13K412,2017,2020-21,128.0,86.72,86.7% 4-year graduation rate
13K419,2017,2020-21,154.0,99.35,99.3% 4-year graduation rate
13K430,2017,2020-21,1476.0,96.14,96.1% 4-year graduation rate
13K439,2017,2020-21,96.0,82.29,82.3% 4-year graduation rate
13K483,2017,2020-21,108.0,92.59,92.6% 4-year graduation rate
13K527,2017,2020-21,61.0,96.72,96.7% 4-year graduation rate
13K553,2017,2020-21,53.0,11.32,11.3% 4-year graduation rate
13K594,2017,2020-21,31.0,96.77,96.8% 4-year graduation rate
13K595,2017,2020-21,83.0,97.59,97.6% 4-year graduation rate
13K605,2017,2020-21,181.0,90.61,90.6% 4-year graduation rate
13K616,2017,2020-21,61.0,19.67,19.7% 4-year graduation rate
13K670,2017,2020-21,191.0,95.81,95.8% 4-year graduation rate
13K674,2017,2020-21,80.0,96.25,96.2% 4-year graduation rate
14K071,2017,2020-21,64.0,54.69,54.7% 4-year graduation rate
14K449,2017,2020-21,162.0,97.53,97.5% 4-year graduation rate
14K454,2017,2020-21,76.0,94.74,94.7% 4-year graduation rate
14K474,2017,2020-21,166.0,71.69,71.7% 4-year graduation rate
14K477,2017,2020-21,51.0,76.47,76.5% 4-year graduation rate
14K478,2017,2020-21,203.0,85.22,85.2% 4-year graduation rate
14K488,2017,2020-21,108.0,93.52,93.5% 4-year graduation rate
14K558,2017,2020-21,147.0,97.96,98.0% 4-year graduation rate
14K561,2017,2020-21,171.0,98.83,98.8% 4-year graduation rate
14K586,2017,2020-21,68.0,80.88,80.9% 4-year graduation rate
14K610,2017,2020-21,76.0,85.53,85.5% 4-year graduation rate
14K614,2017,2020-21,57.0,96.49,96.5% 4-year graduation rate
14K685,2017,2020-21,47.0,76.6,76.6% 4-year graduation rate
15K423,2017,2020-21,77.0,37.66,37.7% 4-year graduation rate
15K429,2017,2020-21,72.0,97.22,97.2% 4-year graduation rate
15K448,2017,2020-21,94.0,91.49,91.5% 4-year graduation rate
15K462,2017,2020-21,111.0,84.68,84.7% 4-year graduation rate
15K463,2017,2020-21,50.0,68.0,68.0% 4-year graduation rate
15K464,2017,2020-21,82.0,79.27,79.3% 4-year graduation rate
15K497,2017,2020-21,52.0,92.31,92.3% 4-year graduation rate
15K519,2017,2020-21,120.0,83.33,83.3% 4-year graduation rate
15K529,2017,2020-21,62.0,19.35,19.4% 4-year graduation rate
15K592,2017,2020-21,53.0,81.13,81.1% 4-year graduation rate
15K656,2017,2020-21,217.0,93.55,93.5% 4-year graduation rate
15K667,2017,2020-21,269.0,88.48,88.5% 4-year graduation rate
15K684,2017,2020-21,173.0,99.42,99.4% 4-year graduation rate
15K698,2017,2020-21,92.0,30.43,30.4% 4-year graduation rate
16K455,2017,2020-21,76.0,81.58,81.6% 4-year graduation rate
16K498,2017,2020-21,109.0,82.57,82.6% 4-year graduation rate
16K669,2017,2020-21,68.0,27.94,27.9% 4-year graduation rate
16K688,2017,2020-21,23.0,82.61,82.6% 4-year graduation rate
16K765,2017,2020-21,45.0,88.89,88.9% 4-year graduation rate
17K122,2017,2020-21,106.0,81.13,81.1% 4-year graduation rate
17K382,2017,2020-21,59.0,81.36,81.4% 4-year graduation rate
17K408,2017,2020-21,62.0,80.65,80.7% 4-year graduation rate
17K489,2017,2020-21,1.0,,Data suppressed
17K524,2017,2020-21,83.0,80.72,80.7% 4-year graduation rate
17K528,2017,2020-21,46.0,86.96,87.0% 4-year graduation rate
17K531,2017,2020-21,78.0,88.46,88.5% 4-year graduation rate
17K537,2017,2020-21,131.0,85.5,85.5% 4-year graduation rate
17K539,2017,2020-21,70.0,82.86,82.9% 4-year graduation rate
17K543,2017,2020-21,85.0,100.0,100.0% 4-year graduation rate
17K546,2017,2020-21,107.0,92.52,92.5% 4-year graduation rate
17K547,2017,2020-21,92.0,82.61,82.6% 4-year graduation rate
17K548,2017,2020-21,68.0,80.88,80.9% 4-year graduation rate
17K568,2017,2020-21,34.0,20.59,20.6% 4-year graduation rate
17K590,2017,2020-21,234.0,96.15,96.2% 4-year graduation rate
17K600,2017,2020-21,277.0,76.17,76.2% 4-year graduation rate
17K646,2017,2020-21,56.0,16.07,16.1% 4-year graduation rate
17K745,2017,2020-21,95.0,91.58,91.6% 4-year graduation rate
17K751,2017,2020-21,55.0,89.09,89.1% 4-year graduation rate
18K563,2017,2020-21,165.0,81.82,81.8% 4-year graduation rate
18K566,2017,2020-21,51.0,80.39,80.4% 4-year graduation rate
18K567,2017,2020-21,78.0,78.21,78.2% 4-year graduation rate
18K569,2017,2020-21,74.0,67.57,67.6% 4-year graduation rate
18K576,2017,2020-21,68.0,86.76,86.8% 4-year graduation rate
18K578,2017,2020-21,68.0,20.59,20.6% 4-year graduation rate
18K617,2017,2020-21,55.0,78.18,78.2% 4-year graduation rate
18K629,2017,2020-21,61.0,88.52,88.5% 4-year graduation rate
18K633,2017,2020-21,117.0,89.74,89.7% 4-year graduation rate
18K635,2017,2020-21,61.0,27.87,27.9% 4-year graduation rate
18K637,2017,2020-21,65.0,98.46,98.5% 4-year graduation rate
18K642,2017,2020-21,48.0,66.67,66.7% 4-year graduation rate
18K673,2017,2020-21,63.0,28.57,28.6% 4-year graduation rate
19K404,2017,2020-21,76.0,92.11,92.1% 4-year graduation rate
19K409,2017,2020-21,66.0,100.0,100.0% 4-year graduation rate
19K422,2017,2020-21,62.0,83.87,83.9% 4-year graduation rate
19K502,2017,2020-21,53.0,75.47,75.5% 4-year graduation rate
19K504,2017,2020-21,61.0,73.77,73.8% 4-year graduation rate
19K507,2017,2020-21,75.0,86.67,86.7% 4-year graduation rate
19K510,2017,2020-21,55.0,70.91,70.9% 4-year graduation rate
19K583,2017,2020-21,72.0,87.5,87.5% 4-year graduation rate
19K615,2017,2020-21,132.0,86.36,86.4% 4-year graduation rate
19K618,2017,2020-21,107.0,90.65,90.7% 4-year graduation rate
19K639,2017,2020-21,73.0,97.26,97.3% 4-year graduation rate
19K659,2017,2020-21,92.0,92.39,92.4% 4-year graduation rate
19K660,2017,2020-21,92.0,82.61,82.6% 4-year graduation rate
19K683,2017,2020-21,51.0,78.43,78.4% 4-year graduation rate
19K764,2017,2020-21,88.0,90.91,90.9% 4-year graduation rate
19K953,2017,2020-21,62.0,82.26,82.3% 4-year graduation rate
20K445,2017,2020-21,814.0,73.83,73.8% 4-year graduation rate
20K485,2017,2020-21,303.0,97.03,97.0% 4-year graduation rate
20K490,2017,2020-21,1168.0,81.93,81.9% 4-year graduation rate
20K505,2017,2020-21,760.0,74.47,74.5% 4-year graduation rate
20K609,2017,2020-21,87.0,91.95,92.0% 4-year graduation rate
21K337,2017,2020-21,89.0,73.03,73.0% 4-year graduation rate
21K344,2017,2020-21,151.0,88.74,88.7% 4-year graduation rate
21K348,2017,2020-21,74.0,72.97,73.0% 4-year graduation rate
21K410,2017,2020-21,399.0,86.22,86.2% 4-year graduation rate
21K468,2017,2020-21,91.0,100.0,100.0% 4-year graduation rate
21K525,2017,2020-21,867.0,85.93,85.9% 4-year graduation rate
21K540,2017,2020-21,558.0,82.62,82.6% 4-year graduation rate
21K559,2017,2020-21,59.0,96.61,96.6% 4-year graduation rate
21K572,2017,2020-21,88.0,93.18,93.2% 4-year graduation rate
21K620,2017,2020-21,91.0,73.63,73.6% 4-year graduation rate
21K690,2017,2020-21,159.0,86.16,86.2% 4-year graduation rate
21K728,2017,2020-21,76.0,25.0,25.0% 4-year graduation rate
22K405,2017,2020-21,994.0,95.67,95.7% 4-year graduation rate
22K425,2017,2020-21,994.0,91.55,91.5% 4-year graduation rate
22K535,2017,2020-21,240.0,95.42,95.4% 4-year graduation rate
22K555,2017,2020-21,153.0,97.39,97.4% 4-year graduation rate
22K611,2017,2020-21,83.0,92.77,92.8% 4-year graduation rate
22K630,2017,2020-21,90.0,24.44,24.4% 4-year graduation rate
23K493,2017,2020-21,72.0,88.89,88.9% 4-year graduation rate
23K514,2017,2020-21,26.0,100.0,100.0% 4-year graduation rate
23K643,2017,2020-21,64.0,28.12,28.1% 4-year graduation rate
23K644,2017,2020-21,80.0,95.0,95.0% 4-year graduation rate
23K647,2017,2020-21,112.0,19.64,19.6% 4-year graduation rate
23K697,2017,2020-21,41.0,75.61,75.6% 4-year graduation rate
24Q236,2017,2020-21,70.0,80.0,80.0% 4-year graduation rate
24Q264,2017,2020-21,190.0,97.37,97.4% 4-year graduation rate
24Q267,2017,2020-21,83.0,98.8,98.8% 4-year graduation rate
24Q293,2017,2020-21,143.0,94.41,94.4% 4-year graduation rate
24Q296,2017,2020-21,102.0,93.14,93.1% 4-year graduation rate
24Q299,2017,2020-21,160.0,98.12,98.1% 4-year graduation rate
24Q455,2017,2020-21,463.0,74.51,74.5% 4-year graduation rate
24Q485,2017,2020-21,407.0,77.15,77.2% 4-year graduation rate
24Q520,2017,2020-21,109.0,88.99,89.0% 4-year graduation rate
24Q530,2017,2020-21,106.0,90.57,90.6% 4-year graduation rate
24Q550,2017,2020-21,172.0,97.67,97.7% 4-year graduation rate
24Q560,2017,2020-21,114.0,96.49,96.5% 4-year graduation rate
24Q585,2017,2020-21,400.0,99.25,99.2% 4-year graduation rate
24Q600,2017,2020-21,371.0,83.83,83.8% 4-year graduation rate
24Q610,2017,2020-21,459.0,98.47,98.5% 4-year graduation rate
24Q744,2017,2020-21,84.0,10.71,10.7% 4-year graduation rate
25Q240,2017,2020-21,158.0,84.81,84.8% 4-year graduation rate
25Q241,2017,2020-21,105.0,91.43,91.4% 4-year graduation rate
25Q252,2017,2020-21,81.0,95.06,95.1% 4-year graduation rate
25Q263,2017,2020-21,103.0,83.5,83.5% 4-year graduation rate
25Q281,2017,2020-21,86.0,96.51,96.5% 4-year graduation rate
25Q285,2017,2020-21,84.0,100.0,100.0% 4-year graduation rate
25Q425,2017,2020-21,859.0,79.16,79.2% 4-year graduation rate
25Q460,2017,2020-21,320.0,83.44,83.4% 4-year graduation rate
25Q525,2017,2020-21,292.0,100.0,100.0% 4-year graduation rate
25Q540,2017,2020-21,132.0,15.15,15.2% 4-year graduation rate
25Q670,2017,2020-21,158.0,87.97,88.0% 4-year graduation rate
25Q792,2017,2020-21,41.0,2.44,2.4% 4-year graduation rate
26Q315,2017,2020-21,119.0,99.16,99.2% 4-year graduation rate
26Q415,2017,2020-21,799.0,93.37,93.4% 4-year graduation rate
26Q430,2017,2020-21,1114.0,94.34,94.3% 4-year graduation rate
26Q435,2017,2020-21,301.0,87.38,87.4% 4-year graduation rate
26Q495,2017,2020-21,706.0,99.43,99.4% 4-year graduation rate
26Q566,2017,2020-21,211.0,94.79,94.8% 4-year graduation rate
27Q260,2017,2020-21,86.0,48.84,48.8% 4-year graduation rate
27Q261,2017,2020-21,117.0,42.74,42.7% 4-year graduation rate
27Q262,2017,2020-21,151.0,98.68,98.7% 4-year graduation rate
27Q302,2017,2020-21,110.0,89.09,89.1% 4-year graduation rate
27Q308,2017,2020-21,159.0,98.74,98.7% 4-year graduation rate
27Q309,2017,2020-21,101.0,76.24,76.2% 4-year graduation rate
27Q314,2017,2020-21,97.0,91.75,91.8% 4-year graduation rate
27Q323,2017,2020-21,179.0,100.0,100.0% 4-year graduation rate
27Q324,2017,2020-21,64.0,82.81,82.8% 4-year graduation rate
27Q334,2017,2020-21,111.0,92.79,92.8% 4-year graduation rate
27Q351,2017,2020-21,81.0,79.01,79.0% 4-year graduation rate
27Q400,2017,2020-21,80.0,95.0,95.0% 4-year graduation rate
27Q475,2017,2020-21,447.0,74.05,74.0% 4-year graduation rate
27Q480,2017,2020-21,659.0,83.76,83.8% 4-year graduation rate
27Q650,2017,2020-21,257.0,98.83,98.8% 4-year graduation rate
28Q167,2017,2020-21,102.0,100.0,100.0% 4-year graduation rate
28Q284,2017,2020-21,92.0,98.91,98.9% 4-year graduation rate
28Q310,2017,2020-21,112.0,91.07,91.1% 4-year graduation rate
28Q325,2017,2020-21,105.0,96.19,96.2% 4-year graduation rate
28Q328,2017,2020-21,126.0,96.03,96.0% 4-year graduation rate
28Q338,2017,2020-21,57.0,10.53,10.5% 4-year graduation rate
28Q350,2017,2020-21,122.0,93.44,93.4% 4-year graduation rate
28Q440,2017,2020-21,891.0,91.58,91.6% 4-year graduation rate
28Q505,2017,2020-21,786.0,80.79,80.8% 4-year graduation rate
28Q620,2017,2020-21,558.0,94.09,94.1% 4-year graduation rate
28Q680,2017,2020-21,92.0,97.83,97.8% 4-year graduation rate
28Q686,2017,2020-21,250.0,85.6,85.6% 4-year graduation rate
28Q687,2017,2020-21,129.0,100.0,100.0% 4-year graduation rate
28Q690,2017,2020-21,90.0,87.78,87.8% 4-year graduation rate
