DBN,cohort_year,school_year,cohort_size,graduation_rate,graduation_rate_label
01M292,2012,2015-16,44.0,54.55,54.5% 4-year graduation rate
01M448,2012,2015-16,66.0,75.76,75.8% 4-year graduation rate
01M450,2012,2015-16,90.0,84.44,84.4% 4-year graduation rate
01M458,2012,2015-16,82.0,15.85,15.8% 4-year graduation rate
01M509,2012,2015-16,74.0,59.46,59.5% 4-year graduation rate
01M515,2012,2015-16,248.0,36.69,36.7% 4-year graduation rate
01M539,2012,2015-16,186.0,100.0,100.0% 4-year graduation rate
01M650,2012,2015-16,112.0,33.93,33.9% 4-year graduation rate
01M696,2012,2015-16,131.0,98.47,98.5% 4-year graduation rate
02M047,2012,2015-16,58.0,86.21,86.2% 4-year graduation rate
02M139,2012,2015-16,1.0,,Data suppressed
02M288,2012,2015-16,94.0,88.3,88.3% 4-year graduation rate
02M294,2012,2015-16,88.0,82.95,83.0% 4-year graduation rate
02M296,2012,2015-16,104.0,75.0,75.0% 4-year graduation rate
02M298,2012,2015-16,109.0,90.83,90.8% 4-year graduation rate
02M300,2012,2015-16,81.0,67.9,67.9% 4-year graduation rate
02M303,2012,2015-16,90.0,70.0,70.0% 4-year graduation rate
02M305,2012,2015-16,71.0,83.1,83.1% 4-year graduation rate
02M308,2012,2015-16,78.0,73.08,73.1% 4-year graduation rate
02M313,2012,2015-16,101.0,30.69,30.7% 4-year graduation rate
02M316,2012,2015-16,90.0,68.89,68.9% 4-year graduation rate
02M374,2012,2015-16,105.0,77.14,77.1% 4-year graduation rate
02M376,2012,2015-16,107.0,97.2,97.2% 4-year graduation rate
02M392,2012,2015-16,96.0,88.54,88.5% 4-year graduation rate
02M393,2012,2015-16,85.0,75.29,75.3% 4-year graduation rate
02M394,2012,2015-16,59.0,69.49,69.5% 4-year graduation rate
02M399,2012,2015-16,96.0,86.46,86.5% 4-year graduation rate
02M400,2012,2015-16,309.0,81.88,81.9% 4-year graduation rate
02M407,2012,2015-16,72.0,93.06,93.1% 4-year graduation rate
02M408,2012,2015-16,113.0,97.35,97.3% 4-year graduation rate
02M411,2012,2015-16,108.0,99.07,99.1% 4-year graduation rate
02M412,2012,2015-16,133.0,97.74,97.7% 4-year graduation rate
02M413,2012,2015-16,98.0,86.73,86.7% 4-year graduation rate
02M414,2012,2015-16,119.0,99.16,99.2% 4-year graduation rate
02M416,2012,2015-16,136.0,100.0,100.0% 4-year graduation rate
02M418,2012,2015-16,171.0,99.42,99.4% 4-year graduation rate
02M419,2012,2015-16,87.0,62.07,62.1% 4-year graduation rate
02M420,2012,2015-16,379.0,89.18,89.2% 4-year graduation rate
02M422,2012,2015-16,78.0,75.64,75.6% 4-year graduation rate
02M425,2012,2015-16,162.0,70.99,71.0% 4-year graduation rate
02M427,2012,2015-16,65.0,60.0,60.0% 4-year graduation rate
02M432,2012,2015-16,82.0,74.39,74.4% 4-year graduation rate
02M437,2012,2015-16,124.0,83.06,83.1% 4-year graduation rate
02M438,2012,2015-16,90.0,72.22,72.2% 4-year graduation rate
02M439,2012,2015-16,95.0,100.0,100.0% 4-year graduation rate
02M449,2012,2015-16,101.0,70.3,70.3% 4-year graduation rate
02M459,2012,2015-16,82.0,79.27,79.3% 4-year graduation rate
02M475,2012,2015-16,800.0,98.62,98.6% 4-year graduation rate
02M489,2012,2015-16,166.0,83.73,83.7% 4-year graduation rate
02M500,2012,2015-16,77.0,85.71,85.7% 4-year graduation rate
02M507,2012,2015-16,120.0,90.83,90.8% 4-year graduation rate
02M519,2012,2015-16,127.0,96.85,96.8% 4-year graduation rate
02M520,2012,2015-16,220.0,53.18,53.2% 4-year graduation rate
02M529,2012,2015-16,158.0,65.19,65.2% 4-year graduation rate
02M531,2012,2015-16,55.0,98.18,98.2% 4-year graduation rate
02M533,2012,2015-16,96.0,92.71,92.7% 4-year graduation rate
02M534,2012,2015-16,118.0,89.83,89.8% 4-year graduation rate
02M542,2012,2015-16,120.0,95.0,95.0% 4-year graduation rate
02M543,2012,2015-16,95.0,77.89,77.9% 4-year graduation rate
02M544,2012,2015-16,143.0,18.88,18.9% 4-year graduation rate
02M545,2012,2015-16,114.0,99.12,99.1% 4-year graduation rate
02M546,2012,2015-16,120.0,94.17,94.2% 4-year graduation rate
02M550,2012,2015-16,76.0,46.05,46.0% 4-year graduation rate
02M551,2012,2015-16,99.0,80.81,80.8% 4-year graduation rate
02M560,2012,2015-16,230.0,42.17,42.2% 4-year graduation rate
02M565,2012,2015-16,29.0,44.83,44.8% 4-year graduation rate
02M570,2012,2015-16,116.0,12.07,12.1% 4-year graduation rate
02M575,2012,2015-16,253.0,21.74,21.7% 4-year graduation rate
02M580,2012,2015-16,111.0,69.37,69.4% 4-year graduation rate
02M586,2012,2015-16,30.0,20.0,20.0% 4-year graduation rate
02M600,2012,2015-16,456.0,95.18,95.2% 4-year graduation rate
02M605,2012,2015-16,47.0,74.47,74.5% 4-year graduation rate
02M615,2012,2015-16,94.0,82.98,83.0% 4-year graduation rate
02M625,2012,2015-16,121.0,57.85,57.9% 4-year graduation rate
02M630,2012,2015-16,354.0,82.2,82.2% 4-year graduation rate
02M655,2012,2015-16,129.0,63.57,63.6% 4-year graduation rate
03M299,2012,2015-16,101.0,65.35,65.3% 4-year graduation rate
03M307,2012,2015-16,94.0,72.34,72.3% 4-year graduation rate
03M402,2012,2015-16,88.0,60.23,60.2% 4-year graduation rate
03M403,2012,2015-16,100.0,82.0,82.0% 4-year graduation rate
03M404,2012,2015-16,69.0,21.74,21.7% 4-year graduation rate
03M415,2012,2015-16,88.0,68.18,68.2% 4-year graduation rate
03M417,2012,2015-16,77.0,89.61,89.6% 4-year graduation rate
03M479,2012,2015-16,363.0,99.45,99.5% 4-year graduation rate
03M485,2012,2015-16,660.0,98.18,98.2% 4-year graduation rate
03M492,2012,2015-16,106.0,81.13,81.1% 4-year graduation rate
03M494,2012,2015-16,129.0,66.67,66.7% 4-year graduation rate
03M541,2012,2015-16,97.0,98.97,99.0% 4-year graduation rate
03M610,2012,2015-16,71.0,100.0,100.0% 4-year graduation rate
03M860,2012,2015-16,58.0,63.79,63.8% 4-year graduation rate
04M372,2012,2015-16,70.0,70.0,70.0% 4-year graduation rate
04M409,2012,2015-16,75.0,49.33,49.3% 4-year graduation rate
04M435,2012,2015-16,380.0,96.05,96.0% 4-year graduation rate
04M495,2012,2015-16,93.0,93.55,93.5% 4-year graduation rate
04M505,2012,2015-16,165.0,16.97,17.0% 4-year graduation rate
04M555,2012,2015-16,104.0,94.23,94.2% 4-year graduation rate
04M680,2012,2015-16,84.0,72.62,72.6% 4-year graduation rate
05M157,2012,2015-16,3.0,,Data suppressed
05M285,2012,2015-16,105.0,18.1,18.1% 4-year graduation rate
05M304,2012,2015-16,95.0,71.58,71.6% 4-year graduation rate
05M362,2012,2015-16,82.0,97.56,97.6% 4-year graduation rate
05M367,2012,2015-16,56.0,39.29,39.3% 4-year graduation rate
05M369,2012,2015-16,60.0,86.67,86.7% 4-year graduation rate
05M469,2012,2015-16,31.0,77.42,77.4% 4-year graduation rate
05M499,2012,2015-16,243.0,74.49,74.5% 4-year graduation rate
05M670,2012,2015-16,78.0,78.21,78.2% 4-year graduation rate
05M685,2012,2015-16,33.0,39.39,39.4% 4-year graduation rate
05M692,2012,2015-16,135.0,99.26,99.3% 4-year graduation rate
06M293,2012,2015-16,88.0,98.86,98.9% 4-year graduation rate
06M346,2012,2015-16,91.0,78.02,78.0% 4-year graduation rate
06M348,2012,2015-16,85.0,72.94,72.9% 4-year graduation rate
06M423,2012,2015-16,72.0,41.67,41.7% 4-year graduation rate
06M462,2012,2015-16,101.0,56.44,56.4% 4-year graduation rate
06M463,2012,2015-16,138.0,50.72,50.7% 4-year graduation rate
06M467,2012,2015-16,141.0,65.25,65.2% 4-year graduation rate
06M468,2012,2015-16,135.0,65.19,65.2% 4-year graduation rate
06M540,2012,2015-16,323.0,74.61,74.6% 4-year graduation rate
06M552,2012,2015-16,124.0,71.77,71.8% 4-year graduation rate
07X221,2012,2015-16,79.0,93.67,93.7% 4-year graduation rate
07X223,2012,2015-16,1.0,,Data suppressed
07X259,2012,2015-16,1.0,,Data suppressed
07X334,2012,2015-16,88.0,65.91,65.9% 4-year graduation rate
07X379,2012,2015-16,101.0,20.79,20.8% 4-year graduation rate
07X381,2012,2015-16,83.0,14.46,14.5% 4-year graduation rate
07X427,2012,2015-16,69.0,72.46,72.5% 4-year graduation rate
07X473,2012,2015-16,85.0,58.82,58.8% 4-year graduation rate
07X495,2012,2015-16,120.0,99.17,99.2% 4-year graduation rate
07X500,2012,2015-16,83.0,85.54,85.5% 4-year graduation rate
07X520,2012,2015-16,34.0,55.88,55.9% 4-year graduation rate
07X522,2012,2015-16,130.0,62.31,62.3% 4-year graduation rate
07X527,2012,2015-16,128.0,81.25,81.2% 4-year graduation rate
07X547,2012,2015-16,91.0,52.75,52.8% 4-year graduation rate
07X548,2012,2015-16,155.0,70.97,71.0% 4-year graduation rate
07X551,2012,2015-16,75.0,53.33,53.3% 4-year graduation rate
07X557,2012,2015-16,88.0,23.86,23.9% 4-year graduation rate
07X600,2012,2015-16,72.0,70.83,70.8% 4-year graduation rate
07X670,2012,2015-16,145.0,62.76,62.8% 4-year graduation rate
08X269,2012,2015-16,73.0,61.64,61.6% 4-year graduation rate
08X282,2012,2015-16,91.0,60.44,60.4% 4-year graduation rate
08X293,2012,2015-16,108.0,74.07,74.1% 4-year graduation rate
08X305,2012,2015-16,93.0,63.44,63.4% 4-year graduation rate
08X312,2012,2015-16,119.0,68.07,68.1% 4-year graduation rate
08X320,2012,2015-16,2.0,,Data suppressed
08X332,2012,2015-16,65.0,60.0,60.0% 4-year graduation rate
08X348,2012,2015-16,1.0,,Data suppressed
08X349,2012,2015-16,3.0,,Data suppressed
08X367,2012,2015-16,95.0,57.89,57.9% 4-year graduation rate
08X376,2012,2015-16,69.0,57.97,58.0% 4-year graduation rate
08X377,2012,2015-16,80.0,12.5,12.5% 4-year graduation rate
08X405,2012,2015-16,348.0,52.3,52.3% 4-year graduation rate
08X432,2012,2015-16,80.0,50.0,50.0% 4-year graduation rate
08X452,2012,2015-16,70.0,67.14,67.1% 4-year graduation rate
08X519,2012,2015-16,87.0,49.43,49.4% 4-year graduation rate
08X530,2012,2015-16,92.0,45.65,45.6% 4-year graduation rate
08X537,2012,2015-16,74.0,12.16,12.2% 4-year graduation rate
08X558,2012,2015-16,98.0,76.53,76.5% 4-year graduation rate
08X559,2012,2015-16,74.0,71.62,71.6% 4-year graduation rate
08X561,2012,2015-16,98.0,68.37,68.4% 4-year graduation rate
09X227,2012,2015-16,87.0,55.17,55.2% 4-year graduation rate
09X231,2012,2015-16,80.0,80.0,80.0% 4-year graduation rate
09X241,2012,2015-16,76.0,85.53,85.5% 4-year graduation rate
09X250,2012,2015-16,94.0,80.85,80.8% 4-year graduation rate
09X252,2012,2015-16,109.0,76.15,76.2% 4-year graduation rate
09X260,2012,2015-16,107.0,90.65,90.7% 4-year graduation rate
09X263,2012,2015-16,97.0,72.16,72.2% 4-year graduation rate
09X276,2012,2015-16,46.0,52.17,52.2% 4-year graduation rate
09X297,2012,2015-16,100.0,68.0,68.0% 4-year graduation rate
09X324,2012,2015-16,68.0,92.65,92.7% 4-year graduation rate
09X327,2012,2015-16,111.0,84.68,84.7% 4-year graduation rate
09X329,2012,2015-16,69.0,56.52,56.5% 4-year graduation rate
09X350,2012,2015-16,3.0,,Data suppressed
09X365,2012,2015-16,73.0,93.15,93.2% 4-year graduation rate
09X403,2012,2015-16,83.0,72.29,72.3% 4-year graduation rate
09X404,2012,2015-16,81.0,56.79,56.8% 4-year graduation rate
09X412,2012,2015-16,64.0,51.56,51.6% 4-year graduation rate
09X413,2012,2015-16,78.0,94.87,94.9% 4-year graduation rate
09X414,2012,2015-16,38.0,39.47,39.5% 4-year graduation rate
09X505,2012,2015-16,86.0,82.56,82.6% 4-year graduation rate
09X517,2012,2015-16,90.0,65.56,65.6% 4-year graduation rate
09X525,2012,2015-16,174.0,60.34,60.3% 4-year graduation rate
09X543,2012,2015-16,69.0,66.67,66.7% 4-year graduation rate
09X564,2012,2015-16,67.0,70.15,70.2% 4-year graduation rate
10X141,2012,2015-16,148.0,87.16,87.2% 4-year graduation rate
10X213,2012,2015-16,90.0,76.67,76.7% 4-year graduation rate
10X225,2012,2015-16,78.0,79.49,79.5% 4-year graduation rate
10X237,2012,2015-16,123.0,73.98,74.0% 4-year graduation rate
10X243,2012,2015-16,68.0,86.76,86.8% 4-year graduation rate
10X268,2012,2015-16,149.0,45.64,45.6% 4-year graduation rate
10X284,2012,2015-16,95.0,67.37,67.4% 4-year graduation rate
10X319,2012,2015-16,102.0,9.8,9.8% 4-year graduation rate
10X342,2012,2015-16,100.0,71.0,71.0% 4-year graduation rate
10X351,2012,2015-16,6.0,0.0,0.0% 4-year graduation rate
10X368,2012,2015-16,160.0,84.38,84.4% 4-year graduation rate
10X374,2012,2015-16,138.0,90.58,90.6% 4-year graduation rate
10X397,2012,2015-16,117.0,28.21,28.2% 4-year graduation rate
10X433,2012,2015-16,112.0,68.75,68.8% 4-year graduation rate
10X434,2012,2015-16,93.0,82.8,82.8% 4-year graduation rate
10X437,2012,2015-16,75.0,97.33,97.3% 4-year graduation rate
10X438,2012,2015-16,111.0,64.86,64.9% 4-year graduation rate
10X439,2012,2015-16,94.0,77.66,77.7% 4-year graduation rate
10X440,2012,2015-16,653.0,48.39,48.4% 4-year graduation rate
10X442,2012,2015-16,92.0,91.3,91.3% 4-year graduation rate
10X445,2012,2015-16,783.0,99.74,99.7% 4-year graduation rate
10X477,2012,2015-16,113.0,92.92,92.9% 4-year graduation rate
10X524,2012,2015-16,80.0,40.0,40.0% 4-year graduation rate
10X546,2012,2015-16,87.0,72.41,72.4% 4-year graduation rate
10X549,2012,2015-16,121.0,76.03,76.0% 4-year graduation rate
10X565,2012,2015-16,93.0,81.72,81.7% 4-year graduation rate
10X696,2012,2015-16,96.0,100.0,100.0% 4-year graduation rate
11X249,2012,2015-16,61.0,90.16,90.2% 4-year graduation rate
11X253,2012,2015-16,106.0,69.81,69.8% 4-year graduation rate
11X265,2012,2015-16,105.0,66.67,66.7% 4-year graduation rate
11X270,2012,2015-16,92.0,63.04,63.0% 4-year graduation rate
11X275,2012,2015-16,115.0,82.61,82.6% 4-year graduation rate
11X288,2012,2015-16,193.0,83.42,83.4% 4-year graduation rate
11X290,2012,2015-16,115.0,76.52,76.5% 4-year graduation rate
11X299,2012,2015-16,99.0,71.72,71.7% 4-year graduation rate
11X418,2012,2015-16,122.0,61.48,61.5% 4-year graduation rate
11X455,2012,2015-16,497.0,69.22,69.2% 4-year graduation rate
11X508,2012,2015-16,115.0,77.39,77.4% 4-year graduation rate
11X509,2012,2015-16,109.0,65.14,65.1% 4-year graduation rate
11X513,2012,2015-16,75.0,85.33,85.3% 4-year graduation rate
11X514,2012,2015-16,101.0,67.33,67.3% 4-year graduation rate
11X542,2012,2015-16,120.0,89.17,89.2% 4-year graduation rate
11X544,2012,2015-16,124.0,63.71,63.7% 4-year graduation rate
11X545,2012,2015-16,91.0,71.43,71.4% 4-year graduation rate
12X242,2012,2015-16,96.0,88.54,88.5% 4-year graduation rate
12X248,2012,2015-16,74.0,58.11,58.1% 4-year graduation rate
12X251,2012,2015-16,85.0,64.71,64.7% 4-year graduation rate
12X267,2012,2015-16,62.0,90.32,90.3% 4-year graduation rate
12X271,2012,2015-16,99.0,84.85,84.8% 4-year graduation rate
12X278,2012,2015-16,22.0,40.91,40.9% 4-year graduation rate
12X321,2012,2015-16,14.0,28.57,28.6% 4-year graduation rate
12X372,2012,2015-16,79.0,74.68,74.7% 4-year graduation rate
12X388,2012,2015-16,61.0,83.61,83.6% 4-year graduation rate
12X446,2012,2015-16,95.0,9.47,9.5% 4-year graduation rate
12X478,2012,2015-16,78.0,85.9,85.9% 4-year graduation rate
12X479,2012,2015-16,91.0,40.66,40.7% 4-year graduation rate
12X480,2012,2015-16,106.0,3.77,3.8% 4-year graduation rate
12X511,2012,2015-16,88.0,68.18,68.2% 4-year graduation rate
12X521,2012,2015-16,126.0,73.02,73.0% 4-year graduation rate
12X550,2012,2015-16,104.0,45.19,45.2% 4-year graduation rate
12X682,2012,2015-16,128.0,66.41,66.4% 4-year graduation rate
12X684,2012,2015-16,123.0,55.28,55.3% 4-year graduation rate
12X692,2012,2015-16,99.0,38.38,38.4% 4-year graduation rate
13K265,2012,2015-16,91.0,69.23,69.2% 4-year graduation rate
13K350,2012,2015-16,80.0,82.5,82.5% 4-year graduation rate
13K412,2012,2015-16,83.0,68.67,68.7% 4-year graduation rate
13K419,2012,2015-16,139.0,87.77,87.8% 4-year graduation rate
13K430,2012,2015-16,1370.0,97.81,97.8% 4-year graduation rate
13K439,2012,2015-16,86.0,81.4,81.4% 4-year graduation rate
13K483,2012,2015-16,105.0,95.24,95.2% 4-year graduation rate
13K499,2012,2015-16,130.0,69.23,69.2% 4-year graduation rate
13K527,2012,2015-16,63.0,73.02,73.0% 4-year graduation rate
13K553,2012,2015-16,67.0,19.4,19.4% 4-year graduation rate
13K575,2012,2015-16,53.0,32.08,32.1% 4-year graduation rate
13K594,2012,2015-16,36.0,63.89,63.9% 4-year graduation rate
13K595,2012,2015-16,86.0,97.67,97.7% 4-year graduation rate
13K605,2012,2015-16,132.0,81.06,81.1% 4-year graduation rate
13K616,2012,2015-16,78.0,19.23,19.2% 4-year graduation rate
13K670,2012,2015-16,225.0,96.89,96.9% 4-year graduation rate
13K674,2012,2015-16,107.0,85.98,86.0% 4-year graduation rate
14K071,2012,2015-16,113.0,48.67,48.7% 4-year graduation rate
14K322,2012,2015-16,26.0,50.0,50.0% 4-year graduation rate
14K449,2012,2015-16,116.0,95.69,95.7% 4-year graduation rate
14K454,2012,2015-16,56.0,69.64,69.6% 4-year graduation rate
14K474,2012,2015-16,283.0,71.38,71.4% 4-year graduation rate
14K477,2012,2015-16,158.0,61.39,61.4% 4-year graduation rate
14K478,2012,2015-16,233.0,84.12,84.1% 4-year graduation rate
14K488,2012,2015-16,121.0,90.08,90.1% 4-year graduation rate
14K558,2012,2015-16,136.0,94.12,94.1% 4-year graduation rate
14K561,2012,2015-16,181.0,89.5,89.5% 4-year graduation rate
14K586,2012,2015-16,76.0,67.11,67.1% 4-year graduation rate
14K610,2012,2015-16,100.0,57.0,57.0% 4-year graduation rate
14K614,2012,2015-16,63.0,100.0,100.0% 4-year graduation rate
14K632,2012,2015-16,22.0,68.18,68.2% 4-year graduation rate
14K685,2012,2015-16,66.0,77.27,77.3% 4-year graduation rate
15K423,2012,2015-16,53.0,20.75,20.8% 4-year graduation rate
15K429,2012,2015-16,43.0,79.07,79.1% 4-year graduation rate
15K448,2012,2015-16,97.0,89.69,89.7% 4-year graduation rate
15K462,2012,2015-16,64.0,82.81,82.8% 4-year graduation rate
15K463,2012,2015-16,43.0,72.09,72.1% 4-year graduation rate
15K464,2012,2015-16,79.0,84.81,84.8% 4-year graduation rate
15K497,2012,2015-16,61.0,68.85,68.8% 4-year graduation rate
15K519,2012,2015-16,129.0,81.4,81.4% 4-year graduation rate
15K529,2012,2015-16,81.0,11.11,11.1% 4-year graduation rate
15K592,2012,2015-16,52.0,67.31,67.3% 4-year graduation rate
15K656,2012,2015-16,225.0,87.56,87.6% 4-year graduation rate
15K667,2012,2015-16,313.0,67.41,67.4% 4-year graduation rate
15K684,2012,2015-16,119.0,97.48,97.5% 4-year graduation rate
15K698,2012,2015-16,74.0,10.81,10.8% 4-year graduation rate
16K393,2012,2015-16,19.0,63.16,63.2% 4-year graduation rate
16K455,2012,2015-16,132.0,58.33,58.3% 4-year graduation rate
16K498,2012,2015-16,144.0,76.39,76.4% 4-year graduation rate
16K669,2012,2015-16,104.0,18.27,18.3% 4-year graduation rate
16K688,2012,2015-16,39.0,71.79,71.8% 4-year graduation rate
16K765,2012,2015-16,1.0,,Data suppressed
17K122,2012,2015-16,111.0,67.57,67.6% 4-year graduation rate
17K382,2012,2015-16,95.0,58.95,59.0% 4-year graduation rate
17K408,2012,2015-16,58.0,51.72,51.7% 4-year graduation rate
17K489,2012,2015-16,40.0,10.0,10.0% 4-year graduation rate
17K524,2012,2015-16,79.0,72.15,72.2% 4-year graduation rate
17K528,2012,2015-16,57.0,64.91,64.9% 4-year graduation rate
17K531,2012,2015-16,78.0,82.05,82.0% 4-year graduation rate
17K533,2012,2015-16,74.0,56.76,56.8% 4-year graduation rate
17K537,2012,2015-16,95.0,76.84,76.8% 4-year graduation rate
17K539,2012,2015-16,106.0,75.47,75.5% 4-year graduation rate
17K543,2012,2015-16,78.0,94.87,94.9% 4-year graduation rate
17K546,2012,2015-16,104.0,93.27,93.3% 4-year graduation rate
17K547,2012,2015-16,146.0,76.71,76.7% 4-year graduation rate
17K548,2012,2015-16,77.0,88.31,88.3% 4-year graduation rate
17K568,2012,2015-16,83.0,24.1,24.1% 4-year graduation rate
17K590,2012,2015-16,235.0,95.74,95.7% 4-year graduation rate
17K600,2012,2015-16,332.0,71.99,72.0% 4-year graduation rate
17K646,2012,2015-16,112.0,16.96,17.0% 4-year graduation rate
17K745,2012,2015-16,96.0,92.71,92.7% 4-year graduation rate
17K751,2012,2015-16,72.0,76.39,76.4% 4-year graduation rate
18K563,2012,2015-16,125.0,87.2,87.2% 4-year graduation rate
18K566,2012,2015-16,65.0,67.69,67.7% 4-year graduation rate
18K567,2012,2015-16,66.0,68.18,68.2% 4-year graduation rate
18K569,2012,2015-16,72.0,72.22,72.2% 4-year graduation rate
18K576,2012,2015-16,73.0,78.08,78.1% 4-year graduation rate
18K578,2012,2015-16,111.0,18.92,18.9% 4-year graduation rate
18K589,2012,2015-16,55.0,69.09,69.1% 4-year graduation rate
18K617,2012,2015-16,75.0,74.67,74.7% 4-year graduation rate
18K629,2012,2015-16,81.0,61.73,61.7% 4-year graduation rate
18K633,2012,2015-16,111.0,87.39,87.4% 4-year graduation rate
18K635,2012,2015-16,74.0,13.51,13.5% 4-year graduation rate
18K637,2012,2015-16,80.0,81.25,81.2% 4-year graduation rate
18K642,2012,2015-16,75.0,65.33,65.3% 4-year graduation rate
18K673,2012,2015-16,100.0,27.0,27.0% 4-year graduation rate
19K404,2012,2015-16,71.0,88.73,88.7% 4-year graduation rate
19K409,2012,2015-16,58.0,91.38,91.4% 4-year graduation rate
19K502,2012,2015-16,53.0,84.91,84.9% 4-year graduation rate
19K504,2012,2015-16,78.0,65.38,65.4% 4-year graduation rate
19K507,2012,2015-16,108.0,76.85,76.8% 4-year graduation rate
19K510,2012,2015-16,69.0,73.91,73.9% 4-year graduation rate
19K583,2012,2015-16,46.0,67.39,67.4% 4-year graduation rate
19K615,2012,2015-16,246.0,74.8,74.8% 4-year graduation rate
19K618,2012,2015-16,87.0,74.71,74.7% 4-year graduation rate
19K639,2012,2015-16,81.0,60.49,60.5% 4-year graduation rate
19K659,2012,2015-16,82.0,75.61,75.6% 4-year graduation rate
19K660,2012,2015-16,106.0,66.04,66.0% 4-year graduation rate
19K683,2012,2015-16,74.0,60.81,60.8% 4-year graduation rate
19K764,2012,2015-16,1.0,,Data suppressed
20K445,2012,2015-16,730.0,72.47,72.5% 4-year graduation rate
20K485,2012,2015-16,299.0,83.61,83.6% 4-year graduation rate
20K490,2012,2015-16,1066.0,77.2,77.2% 4-year graduation rate
20K505,2012,2015-16,771.0,61.87,61.9% 4-year graduation rate
20K609,2012,2015-16,63.0,93.65,93.7% 4-year graduation rate
21K337,2012,2015-16,71.0,67.61,67.6% 4-year graduation rate
21K344,2012,2015-16,136.0,80.88,80.9% 4-year graduation rate
21K348,2012,2015-16,62.0,69.35,69.3% 4-year graduation rate
21K410,2012,2015-16,495.0,67.27,67.3% 4-year graduation rate
21K468,2012,2015-16,81.0,96.3,96.3% 4-year graduation rate
21K525,2012,2015-16,912.0,82.24,82.2% 4-year graduation rate
21K540,2012,2015-16,443.0,75.4,75.4% 4-year graduation rate
21K559,2012,2015-16,75.0,94.67,94.7% 4-year graduation rate
21K572,2012,2015-16,65.0,92.31,92.3% 4-year graduation rate
21K620,2012,2015-16,97.0,47.42,47.4% 4-year graduation rate
21K690,2012,2015-16,159.0,81.13,81.1% 4-year graduation rate
21K728,2012,2015-16,69.0,14.49,14.5% 4-year graduation rate
22K405,2012,2015-16,1065.0,90.52,90.5% 4-year graduation rate
22K425,2012,2015-16,754.0,81.3,81.3% 4-year graduation rate
22K495,2012,2015-16,167.0,64.67,64.7% 4-year graduation rate
22K535,2012,2015-16,265.0,95.09,95.1% 4-year graduation rate
22K555,2012,2015-16,147.0,97.96,98.0% 4-year graduation rate
22K611,2012,2015-16,1.0,,Data suppressed
22K630,2012,2015-16,102.0,19.61,19.6% 4-year graduation rate
23K493,2012,2015-16,86.0,67.44,67.4% 4-year graduation rate
23K514,2012,2015-16,72.0,58.33,58.3% 4-year graduation rate
23K643,2012,2015-16,72.0,16.67,16.7% 4-year graduation rate
23K644,2012,2015-16,71.0,88.73,88.7% 4-year graduation rate
23K647,2012,2015-16,77.0,23.38,23.4% 4-year graduation rate
23K697,2012,2015-16,91.0,67.03,67.0% 4-year graduation rate
24Q236,2012,2015-16,2.0,,Data suppressed
24Q264,2012,2015-16,124.0,91.13,91.1% 4-year graduation rate
24Q267,2012,2015-16,108.0,80.56,80.6% 4-year graduation rate
24Q293,2012,2015-16,112.0,91.07,91.1% 4-year graduation rate
24Q296,2012,2015-16,70.0,77.14,77.1% 4-year graduation rate
24Q299,2012,2015-16,154.0,98.05,98.0% 4-year graduation rate
24Q455,2012,2015-16,403.0,71.71,71.7% 4-year graduation rate
24Q485,2012,2015-16,388.0,63.66,63.7% 4-year graduation rate
24Q520,2012,2015-16,173.0,82.08,82.1% 4-year graduation rate
24Q530,2012,2015-16,167.0,89.22,89.2% 4-year graduation rate
24Q550,2012,2015-16,217.0,89.86,89.9% 4-year graduation rate
24Q560,2012,2015-16,133.0,87.22,87.2% 4-year graduation rate
24Q585,2012,2015-16,237.0,99.16,99.2% 4-year graduation rate
24Q600,2012,2015-16,418.0,84.45,84.5% 4-year graduation rate
24Q610,2012,2015-16,469.0,92.75,92.8% 4-year graduation rate
24Q744,2012,2015-16,65.0,6.15,6.2% 4-year graduation rate
25Q240,2012,2015-16,1.0,,Data suppressed
25Q252,2012,2015-16,75.0,97.33,97.3% 4-year graduation rate
25Q263,2012,2015-16,94.0,71.28,71.3% 4-year graduation rate
25Q281,2012,2015-16,86.0,96.51,96.5% 4-year graduation rate
25Q285,2012,2015-16,102.0,94.12,94.1% 4-year graduation rate
25Q425,2012,2015-16,783.0,74.2,74.2% 4-year graduation rate
25Q460,2012,2015-16,537.0,63.13,63.1% 4-year graduation rate
25Q525,2012,2015-16,281.0,100.0,100.0% 4-year graduation rate
25Q540,2012,2015-16,146.0,14.38,14.4% 4-year graduation rate
25Q670,2012,2015-16,170.0,85.88,85.9% 4-year graduation rate
25Q792,2012,2015-16,72.0,4.17,4.2% 4-year graduation rate
26Q415,2012,2015-16,866.0,89.61,89.6% 4-year graduation rate
26Q430,2012,2015-16,1094.0,87.57,87.6% 4-year graduation rate
26Q435,2012,2015-16,410.0,66.83,66.8% 4-year graduation rate
26Q495,2012,2015-16,778.0,95.12,95.1% 4-year graduation rate
26Q566,2012,2015-16,283.0,91.17,91.2% 4-year graduation rate
27Q260,2012,2015-16,106.0,66.04,66.0% 4-year graduation rate
27Q261,2012,2015-16,120.0,20.83,20.8% 4-year graduation rate
27Q262,2012,2015-16,124.0,95.16,95.2% 4-year graduation rate
27Q302,2012,2015-16,82.0,70.73,70.7% 4-year graduation rate
27Q308,2012,2015-16,151.0,89.4,89.4% 4-year graduation rate
27Q309,2012,2015-16,90.0,66.67,66.7% 4-year graduation rate
