DBN,school_year,ela_number_tested,ela_mean_scale_score,ela_pct_proficient,ela_pct_proficient_label
20K102,2023-24,457.0,456.6,67.83,67.8% ELA proficiency (Levels 3+4)
20K104,2023-24,754.0,451.5,56.76,56.8% ELA proficiency (Levels 3+4)
20K105,2023-24,529.0,453.9,65.22,65.2% ELA proficiency (Levels 3+4)
20K112,2023-24,270.0,449.5,53.33,53.3% ELA proficiency (Levels 3+4)
20K127,2023-24,278.0,455.3,66.55,66.5% ELA proficiency (Levels 3+4)
20K160,2023-24,416.0,451.4,59.86,59.9% ELA proficiency (Levels 3+4)
20K163,2023-24,310.0,460.7,74.19,74.2% ELA proficiency (Levels 3+4)
20K164,2023-24,199.0,453.5,56.78,56.8% ELA proficiency (Levels 3+4)
20K170,2023-24,408.0,451.9,59.07,59.1% ELA proficiency (Levels 3+4)
20K176,2023-24,574.0,454.5,64.11,64.1% ELA proficiency (Levels 3+4)
20K179,2023-24,280.0,441.4,37.14,37.1% ELA proficiency (Levels 3+4)
20K180,2023-24,623.0,451.4,58.11,58.1% ELA proficiency (Levels 3+4)
20K185,2023-24,256.0,456.0,68.75,68.8% ELA proficiency (Levels 3+4)
20K186,2023-24,484.0,447.8,49.17,49.2% ELA proficiency (Levels 3+4)
20K187,2023-24,855.0,473.0,89.24,89.2% ELA proficiency (Levels 3+4)
20K192,2023-24,329.0,449.5,55.32,55.3% ELA proficiency (Levels 3+4)
20K200,2023-24,545.0,447.4,48.62,48.6% ELA proficiency (Levels 3+4)
20K201,2023-24,1418.0,463.3,76.23,76.2% ELA proficiency (Levels 3+4)
20K204,2023-24,485.0,451.4,56.49,56.5% ELA proficiency (Levels 3+4)
20K205,2023-24,475.0,451.9,60.84,60.8% ELA proficiency (Levels 3+4)
20K220,2023-24,1050.0,452.9,59.33,59.3% ELA proficiency (Levels 3+4)
20K223,2023-24,556.0,450.3,57.37,57.4% ELA proficiency (Levels 3+4)
20K227,2023-24,1192.0,450.9,55.7,55.7% ELA proficiency (Levels 3+4)
20K229,2023-24,666.0,458.0,68.92,68.9% ELA proficiency (Levels 3+4)
20K247,2023-24,320.0,454.3,64.38,64.4% ELA proficiency (Levels 3+4)
20K259,2023-24,1604.0,459.5,70.07,70.1% ELA proficiency (Levels 3+4)
20K264,2023-24,156.0,455.1,61.54,61.5% ELA proficiency (Levels 3+4)
20K310,2023-24,258.0,454.4,63.95,64.0% ELA proficiency (Levels 3+4)
20K503,2023-24,262.0,444.5,42.75,42.8% ELA proficiency (Levels 3+4)
20K506,2023-24,212.0,437.4,33.02,33.0% ELA proficiency (Levels 3+4)
20K609,2023-24,139.0,451.2,56.12,56.1% ELA proficiency (Levels 3+4)
20K682,2023-24,159.0,453.6,58.49,58.5% ELA proficiency (Levels 3+4)
20K686,2023-24,311.0,469.7,88.1,88.1% ELA proficiency (Levels 3+4)
20K748,2023-24,188.0,452.8,60.64,60.6% ELA proficiency (Levels 3+4)
20K936,2023-24,406.0,452.0,57.88,57.9% ELA proficiency (Levels 3+4)
20K939,2023-24,52.0,445.3,42.31,42.3% ELA proficiency (Levels 3+4)
20K971,2023-24,90.0,440.7,37.78,37.8% ELA proficiency (Levels 3+4)
21K090,2023-24,158.0,441.9,39.87,39.9% ELA proficiency (Levels 3+4)
21K095,2023-24,568.0,450.4,56.87,56.9% ELA proficiency (Levels 3+4)
21K096,2023-24,694.0,443.9,44.81,44.8% ELA proficiency (Levels 3+4)
21K097,2023-24,338.0,447.5,51.48,51.5% ELA proficiency (Levels 3+4)
21K098,2023-24,1164.0,467.4,84.97,85.0% ELA proficiency (Levels 3+4)
21K099,2023-24,505.0,441.1,39.01,39.0% ELA proficiency (Levels 3+4)
21K100,2023-24,279.0,450.7,56.99,57.0% ELA proficiency (Levels 3+4)
21K101,2023-24,469.0,455.8,67.8,67.8% ELA proficiency (Levels 3+4)
21K121,2023-24,153.0,449.5,54.25,54.2% ELA proficiency (Levels 3+4)
21K128,2023-24,175.0,433.9,28.0,28.0% ELA proficiency (Levels 3+4)
21K153,2023-24,225.0,437.4,33.78,33.8% ELA proficiency (Levels 3+4)
21K177,2023-24,358.0,446.6,50.84,50.8% ELA proficiency (Levels 3+4)
21K188,2023-24,94.0,434.9,27.66,27.7% ELA proficiency (Levels 3+4)
21K199,2023-24,204.0,437.3,28.92,28.9% ELA proficiency (Levels 3+4)
21K209,2023-24,398.0,446.3,48.24,48.2% ELA proficiency (Levels 3+4)
21K212,2023-24,257.0,441.0,35.41,35.4% ELA proficiency (Levels 3+4)
21K215,2023-24,333.0,446.0,46.55,46.5% ELA proficiency (Levels 3+4)
21K216,2023-24,283.0,447.7,50.18,50.2% ELA proficiency (Levels 3+4)
21K225,2023-24,585.0,435.7,29.23,29.2% ELA proficiency (Levels 3+4)
21K226,2023-24,522.0,444.8,47.13,47.1% ELA proficiency (Levels 3+4)
21K228,2023-24,1382.0,454.2,63.97,64.0% ELA proficiency (Levels 3+4)
21K238,2023-24,319.0,437.3,31.35,31.4% ELA proficiency (Levels 3+4)
21K239,2023-24,1050.0,467.8,87.43,87.4% ELA proficiency (Levels 3+4)
21K253,2023-24,382.0,454.0,62.83,62.8% ELA proficiency (Levels 3+4)
21K281,2023-24,1045.0,449.9,54.64,54.6% ELA proficiency (Levels 3+4)
21K288,2023-24,288.0,431.6,21.18,21.2% ELA proficiency (Levels 3+4)
21K303,2023-24,343.0,444.2,43.15,43.1% ELA proficiency (Levels 3+4)
21K329,2023-24,135.0,429.1,15.56,15.6% ELA proficiency (Levels 3+4)
21K468,2023-24,229.0,449.6,51.09,51.1% ELA proficiency (Levels 3+4)
21K690,2023-24,283.0,445.3,44.17,44.2% ELA proficiency (Levels 3+4)
22K014,2023-24,381.0,437.4,34.65,34.6% ELA proficiency (Levels 3+4)
22K052,2023-24,289.0,441.9,40.48,40.5% ELA proficiency (Levels 3+4)
22K078,2023-24,539.0,445.8,46.94,46.9% ELA proficiency (Levels 3+4)
22K109,2023-24,313.0,445.8,46.33,46.3% ELA proficiency (Levels 3+4)
22K119,2023-24,196.0,441.3,38.27,38.3% ELA proficiency (Levels 3+4)
22K134,2023-24,224.0,459.4,69.2,69.2% ELA proficiency (Levels 3+4)
22K139,2023-24,271.0,448.7,53.87,53.9% ELA proficiency (Levels 3+4)
22K152,2023-24,185.0,437.0,31.35,31.4% ELA proficiency (Levels 3+4)
22K193,2023-24,212.0,443.2,40.09,40.1% ELA proficiency (Levels 3+4)
22K194,2023-24,164.0,439.8,31.71,31.7% ELA proficiency (Levels 3+4)
22K195,2023-24,143.0,458.2,72.73,72.7% ELA proficiency (Levels 3+4)
22K197,2023-24,462.0,442.6,42.21,42.2% ELA proficiency (Levels 3+4)
22K198,2023-24,97.0,443.7,41.24,41.2% ELA proficiency (Levels 3+4)
22K203,2023-24,199.0,441.3,39.7,39.7% ELA proficiency (Levels 3+4)
22K206,2023-24,974.0,446.5,49.69,49.7% ELA proficiency (Levels 3+4)
22K207,2023-24,525.0,450.0,56.0,56.0% ELA proficiency (Levels 3+4)
22K217,2023-24,389.0,445.6,46.79,46.8% ELA proficiency (Levels 3+4)
22K222,2023-24,319.0,455.0,67.08,67.1% ELA proficiency (Levels 3+4)
22K234,2023-24,1246.0,452.7,56.98,57.0% ELA proficiency (Levels 3+4)
22K236,2023-24,235.0,457.3,68.51,68.5% ELA proficiency (Levels 3+4)
22K240,2023-24,350.0,435.7,30.86,30.9% ELA proficiency (Levels 3+4)
22K245,2023-24,97.0,448.9,51.55,51.5% ELA proficiency (Levels 3+4)
22K251,2023-24,135.0,435.9,28.89,28.9% ELA proficiency (Levels 3+4)
22K254,2023-24,278.0,452.6,60.43,60.4% ELA proficiency (Levels 3+4)
22K255,2023-24,358.0,447.8,53.63,53.6% ELA proficiency (Levels 3+4)
22K277,2023-24,122.0,452.2,59.02,59.0% ELA proficiency (Levels 3+4)
22K278,2023-24,820.0,449.5,54.76,54.8% ELA proficiency (Levels 3+4)
22K312,2023-24,269.0,449.0,49.44,49.4% ELA proficiency (Levels 3+4)
22K315,2023-24,215.0,441.8,37.21,37.2% ELA proficiency (Levels 3+4)
22K361,2023-24,124.0,442.6,39.52,39.5% ELA proficiency (Levels 3+4)
22K381,2023-24,260.0,446.9,50.0,50.0% ELA proficiency (Levels 3+4)
22K889,2023-24,147.0,447.5,49.66,49.7% ELA proficiency (Levels 3+4)
22K890,2023-24,291.0,450.1,58.42,58.4% ELA proficiency (Levels 3+4)
23K041,2023-24,59.0,439.1,37.29,37.3% ELA proficiency (Levels 3+4)
23K137,2023-24,39.0,435.7,23.08,23.1% ELA proficiency (Levels 3+4)
23K150,2023-24,45.0,432.6,20.0,20.0% ELA proficiency (Levels 3+4)
23K155,2023-24,126.0,444.2,40.48,40.5% ELA proficiency (Levels 3+4)
23K156,2023-24,204.0,437.6,32.35,32.4% ELA proficiency (Levels 3+4)
23K165,2023-24,53.0,442.8,43.4,43.4% ELA proficiency (Levels 3+4)
23K178,2023-24,142.0,436.9,28.87,28.9% ELA proficiency (Levels 3+4)
23K184,2023-24,200.0,428.2,15.0,15.0% ELA proficiency (Levels 3+4)
23K284,2023-24,76.0,442.5,39.47,39.5% ELA proficiency (Levels 3+4)
23K298,2023-24,73.0,435.1,23.29,23.3% ELA proficiency (Levels 3+4)
23K323,2023-24,227.0,439.3,33.48,33.5% ELA proficiency (Levels 3+4)
23K327,2023-24,77.0,434.1,24.68,24.7% ELA proficiency (Levels 3+4)
23K363,2023-24,118.0,447.8,52.54,52.5% ELA proficiency (Levels 3+4)
23K392,2023-24,274.0,451.9,60.22,60.2% ELA proficiency (Levels 3+4)
23K401,2023-24,48.0,448.0,45.83,45.8% ELA proficiency (Levels 3+4)
23K446,2023-24,106.0,443.7,45.28,45.3% ELA proficiency (Levels 3+4)
23K518,2023-24,83.0,444.0,40.96,41.0% ELA proficiency (Levels 3+4)
23K522,2023-24,94.0,434.9,29.79,29.8% ELA proficiency (Levels 3+4)
23K599,2023-24,135.0,461.3,78.52,78.5% ELA proficiency (Levels 3+4)
23K644,2023-24,94.0,450.4,65.96,66.0% ELA proficiency (Levels 3+4)
23K664,2023-24,128.0,433.2,24.22,24.2% ELA proficiency (Levels 3+4)
23K668,2023-24,98.0,434.8,22.45,22.4% ELA proficiency (Levels 3+4)
23K671,2023-24,100.0,436.0,23.0,23.0% ELA proficiency (Levels 3+4)
24Q005,2023-24,1224.0,448.9,54.82,54.8% ELA proficiency (Levels 3+4)
24Q007,2023-24,427.0,457.1,68.62,68.6% ELA proficiency (Levels 3+4)
24Q012,2023-24,409.0,449.1,54.03,54.0% ELA proficiency (Levels 3+4)
24Q013,2023-24,308.0,448.2,50.97,51.0% ELA proficiency (Levels 3+4)
24Q014,2023-24,535.0,424.7,13.83,13.8% ELA proficiency (Levels 3+4)
24Q016,2023-24,588.0,427.5,18.03,18.0% ELA proficiency (Levels 3+4)
24Q019,2023-24,709.0,430.0,20.87,20.9% ELA proficiency (Levels 3+4)
24Q049,2023-24,719.0,450.8,56.47,56.5% ELA proficiency (Levels 3+4)
24Q058,2023-24,388.0,444.5,45.62,45.6% ELA proficiency (Levels 3+4)
24Q061,2023-24,1902.0,435.0,31.49,31.5% ELA proficiency (Levels 3+4)
24Q068,2023-24,187.0,439.0,31.02,31.0% ELA proficiency (Levels 3+4)
24Q071,2023-24,234.0,442.3,41.03,41.0% ELA proficiency (Levels 3+4)
24Q073,2023-24,1520.0,450.6,55.2,55.2% ELA proficiency (Levels 3+4)
24Q077,2023-24,539.0,435.6,29.87,29.9% ELA proficiency (Levels 3+4)
24Q081,2023-24,275.0,435.6,26.55,26.6% ELA proficiency (Levels 3+4)
24Q087,2023-24,243.0,454.3,64.61,64.6% ELA proficiency (Levels 3+4)
24Q088,2023-24,291.0,440.3,38.83,38.8% ELA proficiency (Levels 3+4)
24Q089,2023-24,454.0,439.2,34.36,34.4% ELA proficiency (Levels 3+4)
24Q091,2023-24,311.0,440.5,40.84,40.8% ELA proficiency (Levels 3+4)
24Q093,2023-24,879.0,441.5,40.96,41.0% ELA proficiency (Levels 3+4)
24Q102,2023-24,675.0,454.0,61.48,61.5% ELA proficiency (Levels 3+4)
24Q110,2023-24,360.0,433.8,26.94,26.9% ELA proficiency (Levels 3+4)
24Q113,2023-24,498.0,452.7,61.85,61.9% ELA proficiency (Levels 3+4)
24Q119,2023-24,804.0,460.0,71.77,71.8% ELA proficiency (Levels 3+4)
24Q125,2023-24,1305.0,446.4,49.35,49.4% ELA proficiency (Levels 3+4)
24Q128,2023-24,382.0,455.7,68.06,68.1% ELA proficiency (Levels 3+4)
24Q143,2023-24,748.0,425.2,14.84,14.8% ELA proficiency (Levels 3+4)
24Q153,2023-24,370.0,446.9,51.35,51.4% ELA proficiency (Levels 3+4)
24Q199,2023-24,228.0,435.1,28.51,28.5% ELA proficiency (Levels 3+4)
24Q211,2023-24,357.0,434.6,28.01,28.0% ELA proficiency (Levels 3+4)
24Q229,2023-24,500.0,449.4,54.2,54.2% ELA proficiency (Levels 3+4)
24Q239,2023-24,164.0,436.1,25.61,25.6% ELA proficiency (Levels 3+4)
24Q290,2023-24,216.0,450.5,56.94,56.9% ELA proficiency (Levels 3+4)
24Q305,2023-24,156.0,441.7,41.67,41.7% ELA proficiency (Levels 3+4)
24Q307,2023-24,350.0,434.1,26.57,26.6% ELA proficiency (Levels 3+4)
24Q311,2023-24,699.0,436.0,28.61,28.6% ELA proficiency (Levels 3+4)
24Q330,2023-24,230.0,433.8,24.78,24.8% ELA proficiency (Levels 3+4)
24Q343,2023-24,200.0,450.4,55.5,55.5% ELA proficiency (Levels 3+4)
24Q419,2023-24,369.0,436.0,30.89,30.9% ELA proficiency (Levels 3+4)
24Q560,2023-24,115.0,457.4,74.78,74.8% ELA proficiency (Levels 3+4)
25Q020,2023-24,416.0,443.2,43.99,44.0% ELA proficiency (Levels 3+4)
25Q021,2023-24,507.0,451.8,59.37,59.4% ELA proficiency (Levels 3+4)
25Q022,2023-24,350.0,448.3,54.57,54.6% ELA proficiency (Levels 3+4)
25Q024,2023-24,537.0,453.0,61.27,61.3% ELA proficiency (Levels 3+4)
25Q025,2023-24,946.0,458.5,69.24,69.2% ELA proficiency (Levels 3+4)
25Q029,2023-24,298.0,439.5,37.58,37.6% ELA proficiency (Levels 3+4)
25Q032,2023-24,425.0,453.8,62.12,62.1% ELA proficiency (Levels 3+4)
25Q079,2023-24,473.0,462.0,78.86,78.9% ELA proficiency (Levels 3+4)
25Q107,2023-24,378.0,442.8,44.71,44.7% ELA proficiency (Levels 3+4)
25Q120,2023-24,292.0,445.3,48.97,49.0% ELA proficiency (Levels 3+4)
25Q129,2023-24,504.0,441.3,40.67,40.7% ELA proficiency (Levels 3+4)
25Q130,2023-24,134.0,457.1,71.64,71.6% ELA proficiency (Levels 3+4)
25Q154,2023-24,173.0,451.2,52.6,52.6% ELA proficiency (Levels 3+4)
25Q163,2023-24,339.0,452.1,62.24,62.2% ELA proficiency (Levels 3+4)
25Q164,2023-24,315.0,451.9,56.83,56.8% ELA proficiency (Levels 3+4)
25Q165,2023-24,253.0,452.9,59.29,59.3% ELA proficiency (Levels 3+4)
25Q169,2023-24,199.0,448.2,52.26,52.3% ELA proficiency (Levels 3+4)
25Q184,2023-24,208.0,452.0,61.06,61.1% ELA proficiency (Levels 3+4)
25Q185,2023-24,1366.0,455.8,65.59,65.6% ELA proficiency (Levels 3+4)
25Q189,2023-24,524.0,443.0,45.99,46.0% ELA proficiency (Levels 3+4)
25Q193,2023-24,235.0,455.3,66.81,66.8% ELA proficiency (Levels 3+4)
25Q194,2023-24,916.0,455.3,63.76,63.8% ELA proficiency (Levels 3+4)
25Q200,2023-24,293.0,452.9,60.41,60.4% ELA proficiency (Levels 3+4)
25Q201,2023-24,97.0,444.2,43.3,43.3% ELA proficiency (Levels 3+4)
25Q209,2023-24,218.0,459.0,69.72,69.7% ELA proficiency (Levels 3+4)
25Q214,2023-24,169.0,444.6,44.38,44.4% ELA proficiency (Levels 3+4)
25Q219,2023-24,310.0,452.5,56.45,56.5% ELA proficiency (Levels 3+4)
25Q237,2023-24,1121.0,451.5,59.41,59.4% ELA proficiency (Levels 3+4)
25Q242,2023-24,40.0,453.1,55.0,55.0% ELA proficiency (Levels 3+4)
25Q244,2023-24,74.0,452.9,60.81,60.8% ELA proficiency (Levels 3+4)
25Q250,2023-24,234.0,436.8,37.61,37.6% ELA proficiency (Levels 3+4)
25Q252,2023-24,199.0,447.8,46.23,46.2% ELA proficiency (Levels 3+4)
25Q281,2023-24,277.0,465.7,82.67,82.7% ELA proficiency (Levels 3+4)
25Q285,2023-24,239.0,459.7,71.13,71.1% ELA proficiency (Levels 3+4)
25Q294,2023-24,326.0,467.2,84.05,84.0% ELA proficiency (Levels 3+4)
25Q379,2023-24,421.0,440.0,36.34,36.3% ELA proficiency (Levels 3+4)
25Q499,2023-24,328.0,461.9,76.52,76.5% ELA proficiency (Levels 3+4)
26Q018,2023-24,141.0,455.5,63.83,63.8% ELA proficiency (Levels 3+4)
26Q026,2023-24,237.0,451.6,56.54,56.5% ELA proficiency (Levels 3+4)
26Q031,2023-24,150.0,451.1,59.33,59.3% ELA proficiency (Levels 3+4)
26Q041,2023-24,176.0,467.0,82.39,82.4% ELA proficiency (Levels 3+4)
26Q046,2023-24,197.0,454.0,62.94,62.9% ELA proficiency (Levels 3+4)
26Q067,2023-24,908.0,465.7,81.28,81.3% ELA proficiency (Levels 3+4)
26Q074,2023-24,930.0,464.3,79.89,79.9% ELA proficiency (Levels 3+4)
26Q094,2023-24,146.0,467.9,90.41,90.4% ELA proficiency (Levels 3+4)
26Q098,2023-24,111.0,464.7,80.18,80.2% ELA proficiency (Levels 3+4)
26Q115,2023-24,301.0,460.4,73.09,73.1% ELA proficiency (Levels 3+4)
26Q133,2023-24,272.0,457.0,69.49,69.5% ELA proficiency (Levels 3+4)
26Q158,2023-24,661.0,462.5,75.79,75.8% ELA proficiency (Levels 3+4)
26Q159,2023-24,258.0,457.0,72.48,72.5% ELA proficiency (Levels 3+4)
26Q162,2023-24,244.0,451.0,56.15,56.1% ELA proficiency (Levels 3+4)
26Q172,2023-24,714.0,457.9,67.51,67.5% ELA proficiency (Levels 3+4)
26Q173,2023-24,442.0,455.0,65.38,65.4% ELA proficiency (Levels 3+4)
26Q178,2023-24,274.0,449.0,57.66,57.7% ELA proficiency (Levels 3+4)
26Q186,2023-24,129.0,455.1,65.89,65.9% ELA proficiency (Levels 3+4)
26Q188,2023-24,314.0,466.1,82.48,82.5% ELA proficiency (Levels 3+4)
26Q191,2023-24,127.0,453.9,60.63,60.6% ELA proficiency (Levels 3+4)
26Q203,2023-24,321.0,465.2,80.37,80.4% ELA proficiency (Levels 3+4)
26Q205,2023-24,101.0,462.8,79.21,79.2% ELA proficiency (Levels 3+4)
26Q213,2023-24,143.0,451.3,60.14,60.1% ELA proficiency (Levels 3+4)
26Q216,2023-24,1383.0,462.8,76.28,76.3% ELA proficiency (Levels 3+4)
26Q221,2023-24,220.0,456.4,68.18,68.2% ELA proficiency (Levels 3+4)
26Q266,2023-24,240.0,454.4,62.92,62.9% ELA proficiency (Levels 3+4)
26Q376,2023-24,218.0,461.2,75.69,75.7% ELA proficiency (Levels 3+4)
26Q390,2023-24,5.0,,,Data suppressed
27Q042,2023-24,328.0,432.0,23.48,23.5% ELA proficiency (Levels 3+4)
27Q043,2023-24,325.0,434.2,25.23,25.2% ELA proficiency (Levels 3+4)
27Q045,2023-24,114.0,430.5,25.44,25.4% ELA proficiency (Levels 3+4)
27Q047,2023-24,133.0,451.8,57.89,57.9% ELA proficiency (Levels 3+4)
27Q053,2023-24,214.0,436.5,35.51,35.5% ELA proficiency (Levels 3+4)
27Q056,2023-24,235.0,444.5,46.38,46.4% ELA proficiency (Levels 3+4)
27Q060,2023-24,407.0,446.8,44.23,44.2% ELA proficiency (Levels 3+4)
27Q062,2023-24,359.0,445.3,48.19,48.2% ELA proficiency (Levels 3+4)
27Q063,2023-24,402.0,,,Data suppressed
27Q064,2023-24,190.0,436.7,33.16,33.2% ELA proficiency (Levels 3+4)
27Q065,2023-24,147.0,442.3,41.5,41.5% ELA proficiency (Levels 3+4)
27Q066,2023-24,213.0,464.5,80.75,80.8% ELA proficiency (Levels 3+4)
27Q090,2023-24,249.0,440.7,39.36,39.4% ELA proficiency (Levels 3+4)
27Q096,2023-24,130.0,454.2,64.62,64.6% ELA proficiency (Levels 3+4)
27Q097,2023-24,240.0,441.2,40.42,40.4% ELA proficiency (Levels 3+4)
27Q100,2023-24,303.0,440.9,37.95,38.0% ELA proficiency (Levels 3+4)
27Q104,2023-24,219.0,438.1,31.05,31.1% ELA proficiency (Levels 3+4)
27Q105,2023-24,383.0,431.6,17.75,17.8% ELA proficiency (Levels 3+4)
27Q106,2023-24,68.0,429.7,19.12,19.1% ELA proficiency (Levels 3+4)
27Q108,2023-24,473.0,452.4,57.93,57.9% ELA proficiency (Levels 3+4)
27Q114,2023-24,298.0,454.7,65.77,65.8% ELA proficiency (Levels 3+4)
27Q123,2023-24,196.0,449.2,54.59,54.6% ELA proficiency (Levels 3+4)
27Q124,2023-24,697.0,447.7,53.37,53.4% ELA proficiency (Levels 3+4)
27Q137,2023-24,1578.0,450.1,55.2,55.2% ELA proficiency (Levels 3+4)
27Q146,2023-24,286.0,450.9,58.39,58.4% ELA proficiency (Levels 3+4)
27Q155,2023-24,182.0,453.7,66.48,66.5% ELA proficiency (Levels 3+4)
27Q183,2023-24,234.0,433.1,23.5,23.5% ELA proficiency (Levels 3+4)
27Q197,2023-24,157.0,440.0,36.31,36.3% ELA proficiency (Levels 3+4)
27Q202,2023-24,815.0,449.2,54.97,55.0% ELA proficiency (Levels 3+4)
27Q207,2023-24,337.0,450.1,56.97,57.0% ELA proficiency (Levels 3+4)
27Q210,2023-24,1346.0,446.2,49.03,49.0% ELA proficiency (Levels 3+4)
27Q223,2023-24,187.0,430.3,19.79,19.8% ELA proficiency (Levels 3+4)
27Q226,2023-24,692.0,442.2,41.91,41.9% ELA proficiency (Levels 3+4)
27Q232,2023-24,493.0,445.9,45.44,45.4% ELA proficiency (Levels 3+4)
27Q253,2023-24,220.0,434.0,27.27,27.3% ELA proficiency (Levels 3+4)
27Q254,2023-24,172.0,441.0,35.47,35.5% ELA proficiency (Levels 3+4)
27Q262,2023-24,335.0,448.8,49.85,49.9% ELA proficiency (Levels 3+4)
27Q273,2023-24,118.0,447.8,48.31,48.3% ELA proficiency (Levels 3+4)
27Q282,2023-24,255.0,449.5,56.86,56.9% ELA proficiency (Levels 3+4)
27Q297,2023-24,312.0,451.2,58.01,58.0% ELA proficiency (Levels 3+4)
27Q306,2023-24,148.0,438.0,35.14,35.1% ELA proficiency (Levels 3+4)
27Q309,2023-24,193.0,437.5,30.05,30.1% ELA proficiency (Levels 3+4)
27Q316,2023-24,139.0,454.1,65.47,65.5% ELA proficiency (Levels 3+4)
27Q317,2023-24,176.0,452.7,59.09,59.1% ELA proficiency (Levels 3+4)
27Q318,2023-24,151.0,445.9,44.37,44.4% ELA proficiency (Levels 3+4)
27Q319,2023-24,258.0,441.6,39.53,39.5% ELA proficiency (Levels 3+4)
27Q323,2023-24,500.0,461.9,76.8,76.8% ELA proficiency (Levels 3+4)
27Q333,2023-24,165.0,434.2,26.06,26.1% ELA proficiency (Levels 3+4)
27Q362,2023-24,137.0,451.1,56.2,56.2% ELA proficiency (Levels 3+4)
27Q377,2023-24,168.0,442.9,39.88,39.9% ELA proficiency (Levels 3+4)
28Q008,2023-24,270.0,447.1,48.52,48.5% ELA proficiency (Levels 3+4)
28Q040,2023-24,115.0,446.6,46.09,46.1% ELA proficiency (Levels 3+4)
28Q048,2023-24,178.0,447.2,54.49,54.5% ELA proficiency (Levels 3+4)
28Q050,2023-24,391.0,442.7,41.69,41.7% ELA proficiency (Levels 3+4)
28Q054,2023-24,163.0,444.8,44.17,44.2% ELA proficiency (Levels 3+4)
28Q055,2023-24,145.0,452.0,55.86,55.9% ELA proficiency (Levels 3+4)
28Q072,2023-24,252.0,442.1,41.27,41.3% ELA proficiency (Levels 3+4)
28Q080,2023-24,130.0,442.6,41.54,41.5% ELA proficiency (Levels 3+4)
28Q082,2023-24,261.0,438.4,31.8,31.8% ELA proficiency (Levels 3+4)
28Q086,2023-24,296.0,445.8,47.64,47.6% ELA proficiency (Levels 3+4)
28Q099,2023-24,320.0,456.7,65.62,65.6% ELA proficiency (Levels 3+4)
28Q101,2023-24,233.0,466.0,83.69,83.7% ELA proficiency (Levels 3+4)
28Q117,2023-24,259.0,442.9,44.02,44.0% ELA proficiency (Levels 3+4)
28Q121,2023-24,199.0,465.0,82.41,82.4% ELA proficiency (Levels 3+4)
28Q139,2023-24,200.0,450.3,57.5,57.5% ELA proficiency (Levels 3+4)
28Q140,2023-24,124.0,444.4,47.58,47.6% ELA proficiency (Levels 3+4)
28Q144,2023-24,318.0,460.9,75.16,75.2% ELA proficiency (Levels 3+4)
28Q157,2023-24,1290.0,461.2,71.32,71.3% ELA proficiency (Levels 3+4)
28Q160,2023-24,203.0,444.8,46.31,46.3% ELA proficiency (Levels 3+4)
28Q161,2023-24,189.0,447.6,49.74,49.7% ELA proficiency (Levels 3+4)
28Q167,2023-24,313.0,445.2,42.49,42.5% ELA proficiency (Levels 3+4)
28Q174,2023-24,234.0,462.6,71.79,71.8% ELA proficiency (Levels 3+4)
28Q175,2023-24,290.0,446.1,47.59,47.6% ELA proficiency (Levels 3+4)
28Q182,2023-24,269.0,440.2,37.17,37.2% ELA proficiency (Levels 3+4)
28Q190,2023-24,845.0,453.8,60.36,60.4% ELA proficiency (Levels 3+4)
28Q196,2023-24,329.0,471.6,89.97,90.0% ELA proficiency (Levels 3+4)
28Q206,2023-24,203.0,441.4,41.38,41.4% ELA proficiency (Levels 3+4)
28Q217,2023-24,1134.0,442.5,42.42,42.4% ELA proficiency (Levels 3+4)
28Q220,2023-24,253.0,444.4,42.29,42.3% ELA proficiency (Levels 3+4)
28Q284,2023-24,260.0,449.5,56.92,56.9% ELA proficiency (Levels 3+4)
28Q287,2023-24,246.0,438.1,35.77,35.8% ELA proficiency (Levels 3+4)
28Q303,2023-24,161.0,469.3,90.06,90.1% ELA proficiency (Levels 3+4)
28Q310,2023-24,223.0,450.0,55.61,55.6% ELA proficiency (Levels 3+4)
28Q312,2023-24,95.0,438.9,31.58,31.6% ELA proficiency (Levels 3+4)
28Q332,2023-24,242.0,446.9,45.04,45.0% ELA proficiency (Levels 3+4)
28Q349,2023-24,279.0,443.1,45.16,45.2% ELA proficiency (Levels 3+4)
28Q354,2023-24,180.0,438.5,34.44,34.4% ELA proficiency (Levels 3+4)
28Q358,2023-24,334.0,449.0,49.4,49.4% ELA proficiency (Levels 3+4)
28Q680,2023-24,256.0,466.3,82.81,82.8% ELA proficiency (Levels 3+4)
28Q896,2023-24,228.0,448.1,51.75,51.8% ELA proficiency (Levels 3+4)
29Q015,2023-24,130.0,444.0,41.54,41.5% ELA proficiency (Levels 3+4)
29Q033,2023-24,334.0,443.3,42.81,42.8% ELA proficiency (Levels 3+4)
29Q034,2023-24,222.0,446.5,51.8,51.8% ELA proficiency (Levels 3+4)
29Q035,2023-24,246.0,442.5,40.65,40.6% ELA proficiency (Levels 3+4)
29Q036,2023-24,133.0,436.1,25.56,25.6% ELA proficiency (Levels 3+4)
29Q037,2023-24,119.0,438.2,35.29,35.3% ELA proficiency (Levels 3+4)
29Q038,2023-24,103.0,455.5,65.05,65.0% ELA proficiency (Levels 3+4)
29Q052,2023-24,98.0,434.4,27.55,27.6% ELA proficiency (Levels 3+4)
29Q059,2023-24,384.0,445.0,44.01,44.0% ELA proficiency (Levels 3+4)
