DBN,school_year,ela_number_tested,ela_mean_scale_score,ela_pct_proficient,ela_pct_proficient_label
27Q062,2017-18,425.0,604.0,51.29,51.3% ELA proficiency (Levels 3+4)
27Q063,2017-18,596.0,601.7,50.5,50.5% ELA proficiency (Levels 3+4)
27Q064,2017-18,317.0,604.6,54.89,54.9% ELA proficiency (Levels 3+4)
27Q065,2017-18,224.0,607.8,56.7,56.7% ELA proficiency (Levels 3+4)
27Q066,2017-18,227.0,604.0,53.3,53.3% ELA proficiency (Levels 3+4)
27Q090,2017-18,388.0,600.6,43.81,43.8% ELA proficiency (Levels 3+4)
27Q096,2017-18,132.0,606.1,57.58,57.6% ELA proficiency (Levels 3+4)
27Q097,2017-18,303.0,603.2,51.16,51.2% ELA proficiency (Levels 3+4)
27Q100,2017-18,418.0,602.5,47.13,47.1% ELA proficiency (Levels 3+4)
27Q104,2017-18,305.0,593.6,33.77,33.8% ELA proficiency (Levels 3+4)
27Q105,2017-18,513.0,589.9,18.32,18.3% ELA proficiency (Levels 3+4)
27Q106,2017-18,102.0,586.6,15.69,15.7% ELA proficiency (Levels 3+4)
27Q108,2017-18,766.0,606.9,58.09,58.1% ELA proficiency (Levels 3+4)
27Q114,2017-18,350.0,612.7,74.29,74.3% ELA proficiency (Levels 3+4)
27Q123,2017-18,328.0,598.2,40.24,40.2% ELA proficiency (Levels 3+4)
27Q124,2017-18,810.0,603.2,50.74,50.7% ELA proficiency (Levels 3+4)
27Q137,2017-18,1824.0,604.0,53.07,53.1% ELA proficiency (Levels 3+4)
27Q146,2017-18,430.0,605.6,60.93,60.9% ELA proficiency (Levels 3+4)
27Q155,2017-18,223.0,606.5,58.3,58.3% ELA proficiency (Levels 3+4)
27Q183,2017-18,316.0,591.4,24.68,24.7% ELA proficiency (Levels 3+4)
27Q197,2017-18,244.0,592.9,28.28,28.3% ELA proficiency (Levels 3+4)
27Q202,2017-18,1038.0,603.4,52.12,52.1% ELA proficiency (Levels 3+4)
27Q207,2017-18,382.0,605.1,56.02,56.0% ELA proficiency (Levels 3+4)
27Q210,2017-18,1726.0,597.8,41.08,41.1% ELA proficiency (Levels 3+4)
27Q223,2017-18,250.0,595.0,31.6,31.6% ELA proficiency (Levels 3+4)
27Q226,2017-18,890.0,595.0,33.82,33.8% ELA proficiency (Levels 3+4)
27Q232,2017-18,657.0,608.2,63.17,63.2% ELA proficiency (Levels 3+4)
27Q253,2017-18,268.0,589.7,23.13,23.1% ELA proficiency (Levels 3+4)
27Q254,2017-18,287.0,600.6,43.9,43.9% ELA proficiency (Levels 3+4)
27Q262,2017-18,357.0,603.7,51.82,51.8% ELA proficiency (Levels 3+4)
27Q273,2017-18,152.0,598.5,38.16,38.2% ELA proficiency (Levels 3+4)
27Q282,2017-18,261.0,602.2,52.49,52.5% ELA proficiency (Levels 3+4)
27Q297,2017-18,341.0,600.4,45.16,45.2% ELA proficiency (Levels 3+4)
27Q306,2017-18,184.0,597.3,34.78,34.8% ELA proficiency (Levels 3+4)
27Q309,2017-18,210.0,593.9,30.0,30.0% ELA proficiency (Levels 3+4)
27Q316,2017-18,62.0,604.5,54.84,54.8% ELA proficiency (Levels 3+4)
27Q317,2017-18,220.0,600.8,45.91,45.9% ELA proficiency (Levels 3+4)
27Q318,2017-18,219.0,596.2,31.51,31.5% ELA proficiency (Levels 3+4)
27Q319,2017-18,354.0,591.6,23.45,23.4% ELA proficiency (Levels 3+4)
27Q323,2017-18,671.0,622.6,93.59,93.6% ELA proficiency (Levels 3+4)
27Q333,2017-18,226.0,599.5,41.15,41.1% ELA proficiency (Levels 3+4)
27Q362,2017-18,247.0,605.1,54.25,54.2% ELA proficiency (Levels 3+4)
28Q008,2017-18,307.0,593.5,31.6,31.6% ELA proficiency (Levels 3+4)
28Q040,2017-18,244.0,593.6,30.74,30.7% ELA proficiency (Levels 3+4)
28Q048,2017-18,256.0,598.5,41.02,41.0% ELA proficiency (Levels 3+4)
28Q050,2017-18,343.0,603.8,51.02,51.0% ELA proficiency (Levels 3+4)
28Q054,2017-18,285.0,598.8,40.7,40.7% ELA proficiency (Levels 3+4)
28Q055,2017-18,214.0,601.1,48.13,48.1% ELA proficiency (Levels 3+4)
28Q072,2017-18,342.0,590.0,21.64,21.6% ELA proficiency (Levels 3+4)
28Q080,2017-18,243.0,596.9,34.98,35.0% ELA proficiency (Levels 3+4)
28Q082,2017-18,321.0,597.6,39.88,39.9% ELA proficiency (Levels 3+4)
28Q086,2017-18,505.0,601.2,47.92,47.9% ELA proficiency (Levels 3+4)
28Q099,2017-18,420.0,607.4,62.62,62.6% ELA proficiency (Levels 3+4)
28Q101,2017-18,270.0,618.0,77.78,77.8% ELA proficiency (Levels 3+4)
28Q117,2017-18,447.0,601.3,46.98,47.0% ELA proficiency (Levels 3+4)
28Q121,2017-18,472.0,607.7,59.53,59.5% ELA proficiency (Levels 3+4)
28Q139,2017-18,335.0,603.4,53.13,53.1% ELA proficiency (Levels 3+4)
28Q140,2017-18,108.0,605.3,56.48,56.5% ELA proficiency (Levels 3+4)
28Q144,2017-18,361.0,612.1,69.53,69.5% ELA proficiency (Levels 3+4)
28Q157,2017-18,1406.0,609.6,65.29,65.3% ELA proficiency (Levels 3+4)
28Q160,2017-18,286.0,595.9,31.47,31.5% ELA proficiency (Levels 3+4)
28Q161,2017-18,307.0,606.8,57.98,58.0% ELA proficiency (Levels 3+4)
28Q167,2017-18,345.0,601.4,45.8,45.8% ELA proficiency (Levels 3+4)
28Q174,2017-18,296.0,610.5,66.22,66.2% ELA proficiency (Levels 3+4)
28Q175,2017-18,339.0,602.0,46.31,46.3% ELA proficiency (Levels 3+4)
28Q182,2017-18,376.0,598.6,38.56,38.6% ELA proficiency (Levels 3+4)
28Q190,2017-18,968.0,609.3,63.64,63.6% ELA proficiency (Levels 3+4)
28Q196,2017-18,379.0,623.6,92.08,92.1% ELA proficiency (Levels 3+4)
28Q206,2017-18,253.0,597.0,41.9,41.9% ELA proficiency (Levels 3+4)
28Q217,2017-18,1544.0,599.4,43.91,43.9% ELA proficiency (Levels 3+4)
28Q220,2017-18,314.0,602.5,46.5,46.5% ELA proficiency (Levels 3+4)
28Q284,2017-18,278.0,610.4,68.71,68.7% ELA proficiency (Levels 3+4)
28Q287,2017-18,337.0,592.4,24.63,24.6% ELA proficiency (Levels 3+4)
28Q303,2017-18,35.0,628.0,97.14,97.1% ELA proficiency (Levels 3+4)
28Q310,2017-18,237.0,602.1,52.32,52.3% ELA proficiency (Levels 3+4)
28Q312,2017-18,31.0,599.8,54.84,54.8% ELA proficiency (Levels 3+4)
28Q332,2017-18,285.0,594.1,28.77,28.8% ELA proficiency (Levels 3+4)
28Q354,2017-18,226.0,595.3,31.86,31.9% ELA proficiency (Levels 3+4)
28Q358,2017-18,362.0,596.7,36.74,36.7% ELA proficiency (Levels 3+4)
28Q680,2017-18,265.0,625.0,92.83,92.8% ELA proficiency (Levels 3+4)
28Q896,2017-18,226.0,616.7,84.96,85.0% ELA proficiency (Levels 3+4)
29Q015,2017-18,203.0,596.7,34.48,34.5% ELA proficiency (Levels 3+4)
29Q033,2017-18,443.0,603.0,51.24,51.2% ELA proficiency (Levels 3+4)
29Q034,2017-18,264.0,600.2,42.8,42.8% ELA proficiency (Levels 3+4)
29Q035,2017-18,284.0,597.7,35.92,35.9% ELA proficiency (Levels 3+4)
29Q036,2017-18,211.0,596.5,32.23,32.2% ELA proficiency (Levels 3+4)
29Q037,2017-18,217.0,591.4,26.73,26.7% ELA proficiency (Levels 3+4)
29Q038,2017-18,125.0,603.8,47.2,47.2% ELA proficiency (Levels 3+4)
29Q052,2017-18,202.0,595.0,34.16,34.2% ELA proficiency (Levels 3+4)
29Q059,2017-18,555.0,597.2,35.68,35.7% ELA proficiency (Levels 3+4)
29Q095,2017-18,598.0,607.4,57.69,57.7% ELA proficiency (Levels 3+4)
29Q109,2017-18,1045.0,600.7,46.03,46.0% ELA proficiency (Levels 3+4)
29Q116,2017-18,422.0,591.9,24.41,24.4% ELA proficiency (Levels 3+4)
29Q118,2017-18,207.0,598.1,37.68,37.7% ELA proficiency (Levels 3+4)
29Q131,2017-18,427.0,612.4,70.49,70.5% ELA proficiency (Levels 3+4)
29Q132,2017-18,147.0,599.6,44.9,44.9% ELA proficiency (Levels 3+4)
29Q134,2017-18,160.0,595.7,31.88,31.9% ELA proficiency (Levels 3+4)
29Q135,2017-18,434.0,600.5,43.78,43.8% ELA proficiency (Levels 3+4)
29Q136,2017-18,278.0,597.3,38.85,38.9% ELA proficiency (Levels 3+4)
29Q138,2017-18,488.0,595.9,34.02,34.0% ELA proficiency (Levels 3+4)
29Q147,2017-18,388.0,594.6,30.93,30.9% ELA proficiency (Levels 3+4)
29Q156,2017-18,126.0,595.2,25.4,25.4% ELA proficiency (Levels 3+4)
29Q176,2017-18,327.0,608.9,60.55,60.5% ELA proficiency (Levels 3+4)
29Q181,2017-18,143.0,602.4,51.05,51.0% ELA proficiency (Levels 3+4)
29Q192,2017-18,481.0,592.9,29.52,29.5% ELA proficiency (Levels 3+4)
29Q195,2017-18,247.0,595.9,33.2,33.2% ELA proficiency (Levels 3+4)
29Q208,2017-18,506.0,606.2,56.32,56.3% ELA proficiency (Levels 3+4)
29Q238,2017-18,1301.0,594.5,32.28,32.3% ELA proficiency (Levels 3+4)
29Q251,2017-18,156.0,601.8,43.59,43.6% ELA proficiency (Levels 3+4)
29Q259,2017-18,226.0,600.5,44.25,44.2% ELA proficiency (Levels 3+4)
29Q268,2017-18,383.0,602.6,47.26,47.3% ELA proficiency (Levels 3+4)
29Q270,2017-18,548.0,601.0,45.99,46.0% ELA proficiency (Levels 3+4)
29Q283,2017-18,172.0,604.2,55.81,55.8% ELA proficiency (Levels 3+4)
29Q289,2017-18,182.0,593.8,26.37,26.4% ELA proficiency (Levels 3+4)
29Q295,2017-18,286.0,608.7,60.84,60.8% ELA proficiency (Levels 3+4)
29Q327,2017-18,195.0,593.3,25.13,25.1% ELA proficiency (Levels 3+4)
29Q355,2017-18,277.0,592.3,26.35,26.4% ELA proficiency (Levels 3+4)
29Q356,2017-18,298.0,592.7,26.85,26.9% ELA proficiency (Levels 3+4)
30Q002,2017-18,294.0,611.2,65.65,65.7% ELA proficiency (Levels 3+4)
30Q010,2017-18,692.0,602.5,50.72,50.7% ELA proficiency (Levels 3+4)
30Q011,2017-18,636.0,604.5,55.82,55.8% ELA proficiency (Levels 3+4)
30Q017,2017-18,225.0,597.3,34.67,34.7% ELA proficiency (Levels 3+4)
30Q069,2017-18,517.0,608.1,63.64,63.6% ELA proficiency (Levels 3+4)
30Q070,2017-18,371.0,605.5,57.41,57.4% ELA proficiency (Levels 3+4)
30Q076,2017-18,187.0,594.2,33.16,33.2% ELA proficiency (Levels 3+4)
30Q078,2017-18,317.0,612.5,73.82,73.8% ELA proficiency (Levels 3+4)
30Q084,2017-18,98.0,611.6,70.41,70.4% ELA proficiency (Levels 3+4)
30Q085,2017-18,284.0,611.2,65.14,65.1% ELA proficiency (Levels 3+4)
30Q092,2017-18,384.0,596.8,34.9,34.9% ELA proficiency (Levels 3+4)
30Q111,2017-18,141.0,584.9,12.06,12.1% ELA proficiency (Levels 3+4)
30Q112,2017-18,205.0,598.2,38.05,38.0% ELA proficiency (Levels 3+4)
30Q122,2017-18,792.0,619.1,78.66,78.7% ELA proficiency (Levels 3+4)
30Q126,2017-18,642.0,601.4,47.04,47.0% ELA proficiency (Levels 3+4)
30Q127,2017-18,792.0,599.5,40.53,40.5% ELA proficiency (Levels 3+4)
30Q141,2017-18,1080.0,610.1,66.48,66.5% ELA proficiency (Levels 3+4)
30Q145,2017-18,1586.0,599.1,41.05,41.0% ELA proficiency (Levels 3+4)
30Q148,2017-18,422.0,596.2,35.07,35.1% ELA proficiency (Levels 3+4)
30Q149,2017-18,605.0,599.4,41.49,41.5% ELA proficiency (Levels 3+4)
30Q150,2017-18,535.0,611.3,67.1,67.1% ELA proficiency (Levels 3+4)
30Q151,2017-18,180.0,597.5,43.33,43.3% ELA proficiency (Levels 3+4)
30Q152,2017-18,554.0,607.7,63.54,63.5% ELA proficiency (Levels 3+4)
30Q166,2017-18,540.0,612.0,65.19,65.2% ELA proficiency (Levels 3+4)
30Q171,2017-18,234.0,593.7,30.77,30.8% ELA proficiency (Levels 3+4)
30Q204,2017-18,448.0,596.2,37.28,37.3% ELA proficiency (Levels 3+4)
30Q212,2017-18,354.0,605.4,58.19,58.2% ELA proficiency (Levels 3+4)
30Q227,2017-18,1405.0,613.4,76.94,76.9% ELA proficiency (Levels 3+4)
30Q230,2017-18,1215.0,606.2,59.01,59.0% ELA proficiency (Levels 3+4)
30Q234,2017-18,247.0,607.9,59.51,59.5% ELA proficiency (Levels 3+4)
30Q235,2017-18,62.0,,,Data suppressed
30Q280,2017-18,333.0,600.5,42.94,42.9% ELA proficiency (Levels 3+4)
30Q286,2017-18,236.0,610.8,75.42,75.4% ELA proficiency (Levels 3+4)
30Q291,2017-18,391.0,608.4,62.66,62.7% ELA proficiency (Levels 3+4)
30Q300,2017-18,267.0,630.6,98.13,98.1% ELA proficiency (Levels 3+4)
30Q329,2017-18,137.0,601.9,56.2,56.2% ELA proficiency (Levels 3+4)
30Q580,2017-18,181.0,631.0,98.9,98.9% ELA proficiency (Levels 3+4)
31R001,2017-18,225.0,607.4,58.22,58.2% ELA proficiency (Levels 3+4)
31R002,2017-18,949.0,603.7,52.79,52.8% ELA proficiency (Levels 3+4)
31R003,2017-18,424.0,610.4,65.09,65.1% ELA proficiency (Levels 3+4)
31R004,2017-18,345.0,606.1,60.87,60.9% ELA proficiency (Levels 3+4)
31R005,2017-18,133.0,618.6,86.47,86.5% ELA proficiency (Levels 3+4)
31R006,2017-18,245.0,609.1,63.27,63.3% ELA proficiency (Levels 3+4)
31R007,2017-18,1087.0,611.1,70.65,70.7% ELA proficiency (Levels 3+4)
31R008,2017-18,286.0,616.1,76.92,76.9% ELA proficiency (Levels 3+4)
31R009,2017-18,100.0,616.3,81.0,81.0% ELA proficiency (Levels 3+4)
31R010,2017-18,41.0,594.8,43.9,43.9% ELA proficiency (Levels 3+4)
31R011,2017-18,132.0,601.2,48.48,48.5% ELA proficiency (Levels 3+4)
31R013,2017-18,429.0,602.2,50.58,50.6% ELA proficiency (Levels 3+4)
31R016,2017-18,266.0,589.6,22.56,22.6% ELA proficiency (Levels 3+4)
31R018,2017-18,235.0,596.6,35.32,35.3% ELA proficiency (Levels 3+4)
31R019,2017-18,279.0,594.7,33.69,33.7% ELA proficiency (Levels 3+4)
31R020,2017-18,246.0,595.6,34.15,34.1% ELA proficiency (Levels 3+4)
31R021,2017-18,183.0,597.5,36.61,36.6% ELA proficiency (Levels 3+4)
31R022,2017-18,464.0,598.0,40.52,40.5% ELA proficiency (Levels 3+4)
31R023,2017-18,252.0,609.8,65.48,65.5% ELA proficiency (Levels 3+4)
31R024,2017-18,1208.0,608.9,62.58,62.6% ELA proficiency (Levels 3+4)
31R026,2017-18,94.0,611.2,67.02,67.0% ELA proficiency (Levels 3+4)
31R027,2017-18,887.0,605.8,55.24,55.2% ELA proficiency (Levels 3+4)
31R028,2017-18,206.0,594.8,27.67,27.7% ELA proficiency (Levels 3+4)
31R029,2017-18,303.0,607.7,60.4,60.4% ELA proficiency (Levels 3+4)
31R030,2017-18,370.0,608.8,65.14,65.1% ELA proficiency (Levels 3+4)
31R031,2017-18,203.0,586.8,18.23,18.2% ELA proficiency (Levels 3+4)
31R032,2017-18,282.0,609.3,63.83,63.8% ELA proficiency (Levels 3+4)
31R034,2017-18,1039.0,609.3,64.1,64.1% ELA proficiency (Levels 3+4)
31R035,2017-18,203.0,616.8,83.25,83.2% ELA proficiency (Levels 3+4)
31R036,2017-18,384.0,608.2,62.24,62.2% ELA proficiency (Levels 3+4)
31R038,2017-18,167.0,600.4,41.92,41.9% ELA proficiency (Levels 3+4)
31R039,2017-18,251.0,600.0,44.62,44.6% ELA proficiency (Levels 3+4)
31R041,2017-18,326.0,606.4,59.51,59.5% ELA proficiency (Levels 3+4)
31R042,2017-18,469.0,609.1,63.33,63.3% ELA proficiency (Levels 3+4)
31R044,2017-18,362.0,586.7,15.47,15.5% ELA proficiency (Levels 3+4)
31R045,2017-18,397.0,599.5,44.84,44.8% ELA proficiency (Levels 3+4)
31R046,2017-18,139.0,596.4,31.65,31.6% ELA proficiency (Levels 3+4)
31R048,2017-18,621.0,611.0,69.89,69.9% ELA proficiency (Levels 3+4)
31R049,2017-18,588.0,592.4,26.87,26.9% ELA proficiency (Levels 3+4)
31R050,2017-18,407.0,615.2,76.17,76.2% ELA proficiency (Levels 3+4)
31R051,2017-18,1219.0,596.3,35.85,35.9% ELA proficiency (Levels 3+4)
31R052,2017-18,215.0,608.0,65.58,65.6% ELA proficiency (Levels 3+4)
31R053,2017-18,348.0,612.6,68.97,69.0% ELA proficiency (Levels 3+4)
31R054,2017-18,356.0,607.8,60.67,60.7% ELA proficiency (Levels 3+4)
31R055,2017-18,281.0,607.8,59.79,59.8% ELA proficiency (Levels 3+4)
31R056,2017-18,284.0,608.6,63.73,63.7% ELA proficiency (Levels 3+4)
31R057,2017-18,312.0,589.6,24.36,24.4% ELA proficiency (Levels 3+4)
31R058,2017-18,335.0,605.4,53.43,53.4% ELA proficiency (Levels 3+4)
31R059,2017-18,83.0,603.1,60.24,60.2% ELA proficiency (Levels 3+4)
31R060,2017-18,445.0,600.3,45.39,45.4% ELA proficiency (Levels 3+4)
31R061,2017-18,940.0,595.6,35.11,35.1% ELA proficiency (Levels 3+4)
31R063,2017-18,455.0,609.8,66.37,66.4% ELA proficiency (Levels 3+4)
31R065,2017-18,195.0,608.6,59.49,59.5% ELA proficiency (Levels 3+4)
31R069,2017-18,465.0,603.8,51.61,51.6% ELA proficiency (Levels 3+4)
31R072,2017-18,1342.0,605.4,56.41,56.4% ELA proficiency (Levels 3+4)
31R074,2017-18,167.0,593.3,29.34,29.3% ELA proficiency (Levels 3+4)
31R075,2017-18,1318.0,610.7,66.24,66.2% ELA proficiency (Levels 3+4)
31R078,2017-18,391.0,587.0,16.37,16.4% ELA proficiency (Levels 3+4)
31R080,2017-18,569.0,606.8,56.77,56.8% ELA proficiency (Levels 3+4)
31R861,2017-18,583.0,607.6,62.26,62.3% ELA proficiency (Levels 3+4)
32K045,2017-18,376.0,595.3,35.64,35.6% ELA proficiency (Levels 3+4)
32K075,2017-18,151.0,591.5,21.85,21.9% ELA proficiency (Levels 3+4)
32K086,2017-18,148.0,596.5,33.78,33.8% ELA proficiency (Levels 3+4)
32K106,2017-18,182.0,589.3,24.18,24.2% ELA proficiency (Levels 3+4)
32K116,2017-18,202.0,593.7,30.2,30.2% ELA proficiency (Levels 3+4)
32K123,2017-18,296.0,594.2,29.05,29.1% ELA proficiency (Levels 3+4)
32K145,2017-18,265.0,592.2,28.3,28.3% ELA proficiency (Levels 3+4)
32K151,2017-18,110.0,592.1,23.64,23.6% ELA proficiency (Levels 3+4)
32K162,2017-18,329.0,592.0,27.05,27.1% ELA proficiency (Levels 3+4)
32K274,2017-18,178.0,593.6,34.83,34.8% ELA proficiency (Levels 3+4)
32K291,2017-18,261.0,586.1,17.62,17.6% ELA proficiency (Levels 3+4)
32K299,2017-18,107.0,594.9,31.78,31.8% ELA proficiency (Levels 3+4)
32K347,2017-18,286.0,588.9,19.23,19.2% ELA proficiency (Levels 3+4)
32K349,2017-18,291.0,592.4,26.8,26.8% ELA proficiency (Levels 3+4)
32K376,2017-18,248.0,612.0,70.56,70.6% ELA proficiency (Levels 3+4)
32K377,2017-18,186.0,584.4,19.35,19.4% ELA proficiency (Levels 3+4)
32K383,2017-18,808.0,607.5,65.84,65.8% ELA proficiency (Levels 3+4)
32K384,2017-18,294.0,592.0,29.59,29.6% ELA proficiency (Levels 3+4)
32K554,2017-18,178.0,620.7,93.26,93.3% ELA proficiency (Levels 3+4)
32K562,2017-18,317.0,592.6,23.03,23.0% ELA proficiency (Levels 3+4)
01M015,2018-19,70.0,605.6,60.0,60.0% ELA proficiency (Levels 3+4)
01M020,2018-19,197.0,596.9,39.59,39.6% ELA proficiency (Levels 3+4)
01M034,2018-19,198.0,589.3,20.71,20.7% ELA proficiency (Levels 3+4)
01M063,2018-19,79.0,600.3,44.3,44.3% ELA proficiency (Levels 3+4)
01M064,2018-19,81.0,601.2,49.38,49.4% ELA proficiency (Levels 3+4)
01M110,2018-19,144.0,614.7,70.83,70.8% ELA proficiency (Levels 3+4)
01M134,2018-19,132.0,595.0,37.88,37.9% ELA proficiency (Levels 3+4)
01M140,2018-19,216.0,590.9,26.39,26.4% ELA proficiency (Levels 3+4)
01M142,2018-19,104.0,597.3,42.31,42.3% ELA proficiency (Levels 3+4)
01M184,2018-19,413.0,612.6,75.3,75.3% ELA proficiency (Levels 3+4)
01M188,2018-19,269.0,593.8,24.91,24.9% ELA proficiency (Levels 3+4)
01M315,2018-19,112.0,606.1,61.61,61.6% ELA proficiency (Levels 3+4)
01M332,2018-19,175.0,592.2,31.43,31.4% ELA proficiency (Levels 3+4)
01M361,2018-19,95.0,604.8,57.89,57.9% ELA proficiency (Levels 3+4)
01M363,2018-19,27.0,597.9,37.04,37.0% ELA proficiency (Levels 3+4)
01M364,2018-19,32.0,593.5,21.88,21.9% ELA proficiency (Levels 3+4)
01M378,2018-19,198.0,595.5,32.32,32.3% ELA proficiency (Levels 3+4)
01M450,2018-19,248.0,605.8,62.9,62.9% ELA proficiency (Levels 3+4)
01M539,2018-19,739.0,630.0,97.56,97.6% ELA proficiency (Levels 3+4)
01M839,2018-19,286.0,608.0,61.19,61.2% ELA proficiency (Levels 3+4)
02M001,2018-19,132.0,601.2,52.27,52.3% ELA proficiency (Levels 3+4)
02M002,2018-19,220.0,607.7,65.0,65.0% ELA proficiency (Levels 3+4)
02M003,2018-19,279.0,614.4,75.27,75.3% ELA proficiency (Levels 3+4)
02M006,2018-19,263.0,622.2,87.07,87.1% ELA proficiency (Levels 3+4)
02M011,2018-19,405.0,615.2,75.06,75.1% ELA proficiency (Levels 3+4)
02M033,2018-19,286.0,612.0,63.99,64.0% ELA proficiency (Levels 3+4)
02M040,2018-19,270.0,619.4,87.41,87.4% ELA proficiency (Levels 3+4)
02M041,2018-19,313.0,615.5,80.51,80.5% ELA proficiency (Levels 3+4)
02M042,2018-19,235.0,605.8,59.57,59.6% ELA proficiency (Levels 3+4)
02M051,2018-19,166.0,601.0,45.18,45.2% ELA proficiency (Levels 3+4)
02M059,2018-19,251.0,619.0,87.65,87.7% ELA proficiency (Levels 3+4)
02M077,2018-19,185.0,628.5,97.84,97.8% ELA proficiency (Levels 3+4)
02M089,2018-19,173.0,616.6,84.97,85.0% ELA proficiency (Levels 3+4)
02M104,2018-19,991.0,614.2,76.99,77.0% ELA proficiency (Levels 3+4)
02M111,2018-19,179.0,601.6,51.4,51.4% ELA proficiency (Levels 3+4)
02M114,2018-19,437.0,626.8,94.51,94.5% ELA proficiency (Levels 3+4)
02M116,2018-19,198.0,610.6,71.72,71.7% ELA proficiency (Levels 3+4)
02M124,2018-19,280.0,617.6,84.64,84.6% ELA proficiency (Levels 3+4)
02M126,2018-19,485.0,610.9,70.31,70.3% ELA proficiency (Levels 3+4)
02M130,2018-19,428.0,615.5,77.57,77.6% ELA proficiency (Levels 3+4)
02M131,2018-19,358.0,599.4,49.16,49.2% ELA proficiency (Levels 3+4)
02M150,2018-19,79.0,617.6,87.34,87.3% ELA proficiency (Levels 3+4)
02M151,2018-19,203.0,609.6,66.01,66.0% ELA proficiency (Levels 3+4)
02M158,2018-19,325.0,616.4,84.0,84.0% ELA proficiency (Levels 3+4)
02M167,2018-19,1279.0,614.7,79.44,79.4% ELA proficiency (Levels 3+4)
02M177,2018-19,211.0,612.5,75.36,75.4% ELA proficiency (Levels 3+4)
02M183,2018-19,227.0,618.6,89.43,89.4% ELA proficiency (Levels 3+4)
02M198,2018-19,190.0,612.9,69.47,69.5% ELA proficiency (Levels 3+4)
02M212,2018-19,141.0,613.8,78.01,78.0% ELA proficiency (Levels 3+4)
02M217,2018-19,293.0,609.7,67.92,67.9% ELA proficiency (Levels 3+4)
02M225,2018-19,87.0,611.2,77.01,77.0% ELA proficiency (Levels 3+4)
02M234,2018-19,297.0,612.9,77.44,77.4% ELA proficiency (Levels 3+4)
02M255,2018-19,386.0,625.7,94.04,94.0% ELA proficiency (Levels 3+4)
02M260,2018-19,265.0,624.5,92.83,92.8% ELA proficiency (Levels 3+4)
02M267,2018-19,170.0,621.2,90.0,90.0% ELA proficiency (Levels 3+4)
02M276,2018-19,514.0,614.6,77.43,77.4% ELA proficiency (Levels 3+4)
02M281,2018-19,87.0,617.4,81.61,81.6% ELA proficiency (Levels 3+4)
02M289,2018-19,259.0,611.4,74.52,74.5% ELA proficiency (Levels 3+4)
02M290,2018-19,258.0,620.4,88.76,88.8% ELA proficiency (Levels 3+4)
02M297,2018-19,522.0,607.2,65.52,65.5% ELA proficiency (Levels 3+4)
02M312,2018-19,542.0,623.3,91.7,91.7% ELA proficiency (Levels 3+4)
02M340,2018-19,77.0,609.8,74.03,74.0% ELA proficiency (Levels 3+4)
02M343,2018-19,171.0,615.9,80.7,80.7% ELA proficiency (Levels 3+4)
02M347,2018-19,50.0,605.3,64.0,64.0% ELA proficiency (Levels 3+4)
02M397,2018-19,311.0,614.1,79.74,79.7% ELA proficiency (Levels 3+4)
02M407,2018-19,22.0,,,Data suppressed
02M408,2018-19,79.0,616.9,79.75,79.8% ELA proficiency (Levels 3+4)
02M413,2018-19,258.0,609.0,68.6,68.6% ELA proficiency (Levels 3+4)
02M422,2018-19,137.0,599.1,45.26,45.3% ELA proficiency (Levels 3+4)
02M442,2018-19,137.0,617.9,81.75,81.8% ELA proficiency (Levels 3+4)
02M527,2018-19,172.0,615.8,83.14,83.1% ELA proficiency (Levels 3+4)
02M896,2018-19,347.0,609.6,71.47,71.5% ELA proficiency (Levels 3+4)
03M009,2018-19,290.0,616.5,80.0,80.0% ELA proficiency (Levels 3+4)
03M054,2018-19,807.0,623.1,90.09,90.1% ELA proficiency (Levels 3+4)
03M075,2018-19,243.0,600.5,50.21,50.2% ELA proficiency (Levels 3+4)
03M076,2018-19,236.0,590.9,29.66,29.7% ELA proficiency (Levels 3+4)
03M084,2018-19,248.0,610.2,68.55,68.5% ELA proficiency (Levels 3+4)
03M087,2018-19,414.0,616.5,84.06,84.1% ELA proficiency (Levels 3+4)
03M145,2018-19,143.0,586.6,19.58,19.6% ELA proficiency (Levels 3+4)
03M149,2018-19,145.0,588.7,26.21,26.2% ELA proficiency (Levels 3+4)
03M163,2018-19,218.0,610.8,65.14,65.1% ELA proficiency (Levels 3+4)
03M165,2018-19,193.0,602.0,50.26,50.3% ELA proficiency (Levels 3+4)
03M166,2018-19,267.0,623.1,89.14,89.1% ELA proficiency (Levels 3+4)
03M180,2018-19,248.0,593.4,31.85,31.9% ELA proficiency (Levels 3+4)
03M185,2018-19,126.0,591.0,26.19,26.2% ELA proficiency (Levels 3+4)
03M191,2018-19,289.0,595.3,37.37,37.4% ELA proficiency (Levels 3+4)
03M199,2018-19,432.0,621.6,87.27,87.3% ELA proficiency (Levels 3+4)
03M241,2018-19,70.0,590.8,21.43,21.4% ELA proficiency (Levels 3+4)
03M242,2018-19,47.0,585.5,14.89,14.9% ELA proficiency (Levels 3+4)
03M243,2018-19,222.0,622.4,91.44,91.4% ELA proficiency (Levels 3+4)
03M245,2018-19,369.0,616.6,81.57,81.6% ELA proficiency (Levels 3+4)
03M247,2018-19,178.0,598.3,46.63,46.6% ELA proficiency (Levels 3+4)
03M256,2018-19,135.0,603.9,54.81,54.8% ELA proficiency (Levels 3+4)
03M258,2018-19,203.0,599.0,40.39,40.4% ELA proficiency (Levels 3+4)
