DBN,school_year,math_number_tested,math_mean_scale_score,math_pct_proficient,math_pct_proficient_label
01M015,2017-18,67.0,606.6,58.21,58.2% Math proficiency (Levels 3+4)
01M020,2017-18,212.0,593.1,35.38,35.4% Math proficiency (Levels 3+4)
01M034,2017-18,221.0,588.4,15.84,15.8% Math proficiency (Levels 3+4)
01M063,2017-18,64.0,602.2,57.81,57.8% Math proficiency (Levels 3+4)
01M064,2017-18,86.0,592.1,32.56,32.6% Math proficiency (Levels 3+4)
01M110,2017-18,168.0,615.3,77.38,77.4% Math proficiency (Levels 3+4)
01M134,2017-18,145.0,587.7,33.79,33.8% Math proficiency (Levels 3+4)
01M140,2017-18,221.0,588.2,17.65,17.6% Math proficiency (Levels 3+4)
01M142,2017-18,96.0,590.1,31.25,31.2% Math proficiency (Levels 3+4)
01M184,2017-18,427.0,617.7,81.03,81.0% Math proficiency (Levels 3+4)
01M188,2017-18,265.0,595.8,30.19,30.2% Math proficiency (Levels 3+4)
01M315,2017-18,107.0,609.4,67.29,67.3% Math proficiency (Levels 3+4)
01M332,2017-18,168.0,584.5,12.5,12.5% Math proficiency (Levels 3+4)
01M361,2017-18,90.0,602.1,55.56,55.6% Math proficiency (Levels 3+4)
01M363,2017-18,31.0,596.1,48.39,48.4% Math proficiency (Levels 3+4)
01M364,2017-18,38.0,590.4,18.42,18.4% Math proficiency (Levels 3+4)
01M378,2017-18,211.0,595.9,27.49,27.5% Math proficiency (Levels 3+4)
01M450,2017-18,217.0,603.0,50.23,50.2% Math proficiency (Levels 3+4)
01M539,2017-18,595.0,627.6,96.97,97.0% Math proficiency (Levels 3+4)
01M839,2017-18,247.0,601.9,49.39,49.4% Math proficiency (Levels 3+4)
02M001,2017-18,146.0,602.5,54.79,54.8% Math proficiency (Levels 3+4)
02M002,2017-18,260.0,609.4,72.31,72.3% Math proficiency (Levels 3+4)
02M003,2017-18,280.0,613.3,77.86,77.9% Math proficiency (Levels 3+4)
02M006,2017-18,303.0,622.5,91.42,91.4% Math proficiency (Levels 3+4)
02M011,2017-18,454.0,612.3,73.35,73.3% Math proficiency (Levels 3+4)
02M033,2017-18,298.0,610.7,64.77,64.8% Math proficiency (Levels 3+4)
02M040,2017-18,281.0,619.0,88.61,88.6% Math proficiency (Levels 3+4)
02M041,2017-18,314.0,618.1,86.94,86.9% Math proficiency (Levels 3+4)
02M042,2017-18,291.0,616.1,78.01,78.0% Math proficiency (Levels 3+4)
02M051,2017-18,169.0,597.2,41.42,41.4% Math proficiency (Levels 3+4)
02M059,2017-18,250.0,616.8,82.4,82.4% Math proficiency (Levels 3+4)
02M077,2017-18,184.0,630.4,98.91,98.9% Math proficiency (Levels 3+4)
02M089,2017-18,178.0,616.5,85.39,85.4% Math proficiency (Levels 3+4)
02M104,2017-18,936.0,610.3,65.49,65.5% Math proficiency (Levels 3+4)
02M111,2017-18,157.0,597.3,42.04,42.0% Math proficiency (Levels 3+4)
02M114,2017-18,439.0,630.6,95.9,95.9% Math proficiency (Levels 3+4)
02M116,2017-18,236.0,607.0,66.53,66.5% Math proficiency (Levels 3+4)
02M124,2017-18,323.0,617.9,90.09,90.1% Math proficiency (Levels 3+4)
02M126,2017-18,427.0,,,Data suppressed
02M130,2017-18,480.0,620.0,88.33,88.3% Math proficiency (Levels 3+4)
02M131,2017-18,394.0,609.7,60.66,60.7% Math proficiency (Levels 3+4)
02M150,2017-18,74.0,617.8,91.89,91.9% Math proficiency (Levels 3+4)
02M151,2017-18,216.0,609.6,67.13,67.1% Math proficiency (Levels 3+4)
02M158,2017-18,328.0,616.7,85.06,85.1% Math proficiency (Levels 3+4)
02M167,2017-18,1187.0,617.9,80.29,80.3% Math proficiency (Levels 3+4)
02M177,2017-18,195.0,609.8,62.05,62.0% Math proficiency (Levels 3+4)
02M183,2017-18,238.0,618.4,87.39,87.4% Math proficiency (Levels 3+4)
02M198,2017-18,171.0,616.0,78.36,78.4% Math proficiency (Levels 3+4)
02M212,2017-18,156.0,610.9,78.85,78.8% Math proficiency (Levels 3+4)
02M217,2017-18,312.0,608.3,66.99,67.0% Math proficiency (Levels 3+4)
02M225,2017-18,59.0,,,Data suppressed
02M234,2017-18,307.0,615.3,87.3,87.3% Math proficiency (Levels 3+4)
02M255,2017-18,332.0,623.4,88.86,88.9% Math proficiency (Levels 3+4)
02M260,2017-18,189.0,617.9,93.12,93.1% Math proficiency (Levels 3+4)
02M267,2017-18,155.0,618.0,85.16,85.2% Math proficiency (Levels 3+4)
02M276,2017-18,465.0,613.3,78.28,78.3% Math proficiency (Levels 3+4)
02M281,2017-18,58.0,614.0,81.03,81.0% Math proficiency (Levels 3+4)
02M289,2017-18,256.0,613.7,70.31,70.3% Math proficiency (Levels 3+4)
02M290,2017-18,255.0,619.7,87.06,87.1% Math proficiency (Levels 3+4)
02M297,2017-18,187.0,606.7,59.89,59.9% Math proficiency (Levels 3+4)
02M312,2017-18,411.0,626.3,90.75,90.8% Math proficiency (Levels 3+4)
02M340,2017-18,37.0,609.9,81.08,81.1% Math proficiency (Levels 3+4)
02M343,2017-18,152.0,611.5,80.26,80.3% Math proficiency (Levels 3+4)
02M347,2017-18,42.0,604.3,47.62,47.6% Math proficiency (Levels 3+4)
02M397,2017-18,271.0,615.1,84.13,84.1% Math proficiency (Levels 3+4)
02M407,2017-18,19.0,610.5,78.95,79.0% Math proficiency (Levels 3+4)
02M408,2017-18,61.0,612.0,80.33,80.3% Math proficiency (Levels 3+4)
02M413,2017-18,268.0,611.8,66.42,66.4% Math proficiency (Levels 3+4)
02M422,2017-18,172.0,597.0,27.33,27.3% Math proficiency (Levels 3+4)
02M442,2017-18,112.0,618.5,77.68,77.7% Math proficiency (Levels 3+4)
02M527,2017-18,150.0,619.7,88.67,88.7% Math proficiency (Levels 3+4)
02M896,2017-18,338.0,609.3,62.72,62.7% Math proficiency (Levels 3+4)
03M009,2017-18,280.0,616.8,85.71,85.7% Math proficiency (Levels 3+4)
03M054,2017-18,601.0,623.4,86.36,86.4% Math proficiency (Levels 3+4)
03M075,2017-18,243.0,598.9,44.44,44.4% Math proficiency (Levels 3+4)
03M076,2017-18,252.0,583.0,11.51,11.5% Math proficiency (Levels 3+4)
03M084,2017-18,252.0,604.9,61.51,61.5% Math proficiency (Levels 3+4)
03M087,2017-18,394.0,616.7,85.79,85.8% Math proficiency (Levels 3+4)
03M145,2017-18,143.0,588.8,23.08,23.1% Math proficiency (Levels 3+4)
03M149,2017-18,143.0,584.5,7.69,7.7% Math proficiency (Levels 3+4)
03M163,2017-18,268.0,610.2,66.42,66.4% Math proficiency (Levels 3+4)
03M165,2017-18,329.0,595.0,37.08,37.1% Math proficiency (Levels 3+4)
03M166,2017-18,269.0,622.1,86.99,87.0% Math proficiency (Levels 3+4)
03M180,2017-18,276.0,593.8,25.36,25.4% Math proficiency (Levels 3+4)
03M191,2017-18,245.0,587.1,23.67,23.7% Math proficiency (Levels 3+4)
03M199,2017-18,430.0,620.5,90.23,90.2% Math proficiency (Levels 3+4)
03M241,2017-18,69.0,585.6,23.19,23.2% Math proficiency (Levels 3+4)
03M242,2017-18,72.0,590.0,22.22,22.2% Math proficiency (Levels 3+4)
03M243,2017-18,168.0,615.0,82.14,82.1% Math proficiency (Levels 3+4)
03M245,2017-18,291.0,611.0,67.35,67.3% Math proficiency (Levels 3+4)
03M247,2017-18,175.0,601.4,41.14,41.1% Math proficiency (Levels 3+4)
03M256,2017-18,126.0,596.7,33.33,33.3% Math proficiency (Levels 3+4)
03M258,2017-18,169.0,599.3,30.18,30.2% Math proficiency (Levels 3+4)
03M291,2017-18,211.0,614.6,76.78,76.8% Math proficiency (Levels 3+4)
03M333,2017-18,372.0,607.0,65.86,65.9% Math proficiency (Levels 3+4)
03M334,2017-18,273.0,629.4,97.07,97.1% Math proficiency (Levels 3+4)
03M415,2017-18,57.0,590.2,17.54,17.5% Math proficiency (Levels 3+4)
03M421,2017-18,150.0,588.0,11.33,11.3% Math proficiency (Levels 3+4)
03M452,2017-18,116.0,617.5,81.03,81.0% Math proficiency (Levels 3+4)
03M610,2017-18,91.0,600.3,41.76,41.8% Math proficiency (Levels 3+4)
03M859,2017-18,64.0,635.2,100.0,100.0% Math proficiency (Levels 3+4)
03M860,2017-18,26.0,590.6,26.92,26.9% Math proficiency (Levels 3+4)
03M862,2017-18,248.0,607.0,50.4,50.4% Math proficiency (Levels 3+4)
04M007,2017-18,188.0,593.4,27.66,27.7% Math proficiency (Levels 3+4)
04M012,2017-18,345.0,628.5,98.26,98.3% Math proficiency (Levels 3+4)
04M037,2017-18,76.0,597.8,47.37,47.4% Math proficiency (Levels 3+4)
04M038,2017-18,90.0,577.7,5.56,5.6% Math proficiency (Levels 3+4)
04M057,2017-18,498.0,590.4,18.67,18.7% Math proficiency (Levels 3+4)
04M072,2017-18,376.0,591.0,18.88,18.9% Math proficiency (Levels 3+4)
04M083,2017-18,211.0,603.6,54.03,54.0% Math proficiency (Levels 3+4)
04M096,2017-18,256.0,587.7,13.67,13.7% Math proficiency (Levels 3+4)
04M102,2017-18,140.0,594.4,35.71,35.7% Math proficiency (Levels 3+4)
04M108,2017-18,303.0,591.2,21.12,21.1% Math proficiency (Levels 3+4)
04M146,2017-18,123.0,592.9,32.52,32.5% Math proficiency (Levels 3+4)
04M155,2017-18,126.0,582.3,15.87,15.9% Math proficiency (Levels 3+4)
04M171,2017-18,440.0,612.9,70.91,70.9% Math proficiency (Levels 3+4)
04M182,2017-18,151.0,596.4,37.75,37.8% Math proficiency (Levels 3+4)
04M206,2017-18,358.0,589.5,24.58,24.6% Math proficiency (Levels 3+4)
04M224,2017-18,110.0,595.7,35.45,35.5% Math proficiency (Levels 3+4)
04M372,2017-18,156.0,586.2,12.18,12.2% Math proficiency (Levels 3+4)
04M375,2017-18,122.0,588.8,24.59,24.6% Math proficiency (Levels 3+4)
04M377,2017-18,82.0,593.5,29.27,29.3% Math proficiency (Levels 3+4)
04M497,2017-18,17.0,589.3,23.53,23.5% Math proficiency (Levels 3+4)
04M825,2017-18,123.0,591.9,22.76,22.8% Math proficiency (Levels 3+4)
04M964,2017-18,181.0,597.0,40.33,40.3% Math proficiency (Levels 3+4)
05M030,2017-18,97.0,593.3,35.05,35.0% Math proficiency (Levels 3+4)
05M036,2017-18,147.0,592.6,32.65,32.6% Math proficiency (Levels 3+4)
05M046,2017-18,400.0,586.6,16.5,16.5% Math proficiency (Levels 3+4)
05M092,2017-18,121.0,588.1,18.18,18.2% Math proficiency (Levels 3+4)
05M123,2017-18,326.0,587.5,15.34,15.3% Math proficiency (Levels 3+4)
05M125,2017-18,83.0,599.8,39.76,39.8% Math proficiency (Levels 3+4)
05M129,2017-18,253.0,588.0,20.95,20.9% Math proficiency (Levels 3+4)
05M133,2017-18,94.0,582.4,10.64,10.6% Math proficiency (Levels 3+4)
05M148,2017-18,111.0,583.2,8.11,8.1% Math proficiency (Levels 3+4)
05M154,2017-18,129.0,581.1,13.18,13.2% Math proficiency (Levels 3+4)
05M161,2017-18,582.0,592.4,25.26,25.3% Math proficiency (Levels 3+4)
05M175,2017-18,153.0,590.3,28.1,28.1% Math proficiency (Levels 3+4)
05M194,2017-18,100.0,584.6,18.0,18.0% Math proficiency (Levels 3+4)
05M197,2017-18,140.0,583.6,15.71,15.7% Math proficiency (Levels 3+4)
05M200,2017-18,177.0,587.7,20.9,20.9% Math proficiency (Levels 3+4)
05M286,2017-18,161.0,584.2,8.7,8.7% Math proficiency (Levels 3+4)
05M318,2017-18,116.0,601.0,46.55,46.5% Math proficiency (Levels 3+4)
05M362,2017-18,177.0,621.3,89.27,89.3% Math proficiency (Levels 3+4)
05M499,2017-18,263.0,583.5,9.13,9.1% Math proficiency (Levels 3+4)
05M514,2017-18,124.0,584.8,11.29,11.3% Math proficiency (Levels 3+4)
05M517,2017-18,130.0,600.8,47.69,47.7% Math proficiency (Levels 3+4)
05M670,2017-18,165.0,593.0,21.21,21.2% Math proficiency (Levels 3+4)
06M004,2017-18,281.0,589.2,24.91,24.9% Math proficiency (Levels 3+4)
06M005,2017-18,260.0,591.7,30.0,30.0% Math proficiency (Levels 3+4)
06M008,2017-18,215.0,598.3,45.58,45.6% Math proficiency (Levels 3+4)
06M018,2017-18,234.0,591.2,27.35,27.4% Math proficiency (Levels 3+4)
06M028,2017-18,311.0,595.9,36.66,36.7% Math proficiency (Levels 3+4)
06M048,2017-18,258.0,587.9,17.83,17.8% Math proficiency (Levels 3+4)
06M052,2017-18,229.0,588.0,11.79,11.8% Math proficiency (Levels 3+4)
06M098,2017-18,214.0,588.3,27.57,27.6% Math proficiency (Levels 3+4)
06M103,2017-18,110.0,595.7,39.09,39.1% Math proficiency (Levels 3+4)
06M115,2017-18,217.0,590.2,28.57,28.6% Math proficiency (Levels 3+4)
06M128,2017-18,242.0,590.1,31.82,31.8% Math proficiency (Levels 3+4)
06M132,2017-18,165.0,592.2,30.3,30.3% Math proficiency (Levels 3+4)
06M143,2017-18,251.0,585.9,15.14,15.1% Math proficiency (Levels 3+4)
06M152,2017-18,265.0,590.0,30.19,30.2% Math proficiency (Levels 3+4)
06M153,2017-18,263.0,593.2,36.12,36.1% Math proficiency (Levels 3+4)
06M173,2017-18,224.0,595.3,32.59,32.6% Math proficiency (Levels 3+4)
06M178,2017-18,130.0,603.4,55.38,55.4% Math proficiency (Levels 3+4)
06M187,2017-18,434.0,604.3,53.92,53.9% Math proficiency (Levels 3+4)
06M189,2017-18,391.0,592.6,31.2,31.2% Math proficiency (Levels 3+4)
06M192,2017-18,181.0,588.7,30.94,30.9% Math proficiency (Levels 3+4)
06M209,2017-18,223.0,591.9,19.73,19.7% Math proficiency (Levels 3+4)
06M210,2017-18,247.0,603.5,46.96,47.0% Math proficiency (Levels 3+4)
06M223,2017-18,277.0,617.2,82.31,82.3% Math proficiency (Levels 3+4)
06M278,2017-18,373.0,603.8,51.47,51.5% Math proficiency (Levels 3+4)
06M293,2017-18,240.0,601.3,39.17,39.2% Math proficiency (Levels 3+4)
06M311,2017-18,249.0,598.2,36.95,37.0% Math proficiency (Levels 3+4)
06M314,2017-18,120.0,611.5,75.83,75.8% Math proficiency (Levels 3+4)
06M319,2017-18,313.0,597.7,30.03,30.0% Math proficiency (Levels 3+4)
06M322,2017-18,295.0,591.3,21.36,21.4% Math proficiency (Levels 3+4)
06M324,2017-18,308.0,595.1,26.62,26.6% Math proficiency (Levels 3+4)
06M328,2017-18,211.0,581.0,10.43,10.4% Math proficiency (Levels 3+4)
06M346,2017-18,234.0,594.7,19.23,19.2% Math proficiency (Levels 3+4)
06M348,2017-18,238.0,588.9,9.24,9.2% Math proficiency (Levels 3+4)
06M366,2017-18,259.0,609.3,67.18,67.2% Math proficiency (Levels 3+4)
06M368,2017-18,69.0,589.7,26.09,26.1% Math proficiency (Levels 3+4)
06M513,2017-18,17.0,,,Data suppressed
06M528,2017-18,170.0,596.1,30.59,30.6% Math proficiency (Levels 3+4)
07X001,2017-18,284.0,585.8,21.13,21.1% Math proficiency (Levels 3+4)
07X005,2017-18,423.0,586.5,16.08,16.1% Math proficiency (Levels 3+4)
07X018,2017-18,286.0,587.9,24.48,24.5% Math proficiency (Levels 3+4)
07X025,2017-18,172.0,601.0,50.0,50.0% Math proficiency (Levels 3+4)
07X029,2017-18,497.0,585.6,13.48,13.5% Math proficiency (Levels 3+4)
07X030,2017-18,266.0,587.4,18.42,18.4% Math proficiency (Levels 3+4)
07X031,2017-18,393.0,587.3,17.81,17.8% Math proficiency (Levels 3+4)
07X043,2017-18,214.0,595.2,38.32,38.3% Math proficiency (Levels 3+4)
07X049,2017-18,269.0,602.7,53.53,53.5% Math proficiency (Levels 3+4)
07X065,2017-18,162.0,593.0,29.63,29.6% Math proficiency (Levels 3+4)
07X154,2017-18,163.0,594.9,38.04,38.0% Math proficiency (Levels 3+4)
07X157,2017-18,274.0,594.4,32.48,32.5% Math proficiency (Levels 3+4)
07X161,2017-18,178.0,590.7,33.15,33.1% Math proficiency (Levels 3+4)
07X179,2017-18,145.0,584.7,15.17,15.2% Math proficiency (Levels 3+4)
07X221,2017-18,261.0,598.4,26.05,26.1% Math proficiency (Levels 3+4)
07X223,2017-18,276.0,604.1,47.83,47.8% Math proficiency (Levels 3+4)
07X224,2017-18,289.0,578.2,2.08,2.1% Math proficiency (Levels 3+4)
07X277,2017-18,193.0,594.7,37.31,37.3% Math proficiency (Levels 3+4)
07X296,2017-18,221.0,586.8,11.76,11.8% Math proficiency (Levels 3+4)
07X298,2017-18,206.0,585.3,4.85,4.8% Math proficiency (Levels 3+4)
07X343,2017-18,256.0,597.7,34.38,34.4% Math proficiency (Levels 3+4)
07X359,2017-18,141.0,617.7,87.94,87.9% Math proficiency (Levels 3+4)
07X369,2017-18,110.0,589.2,21.82,21.8% Math proficiency (Levels 3+4)
07X500,2017-18,146.0,595.5,20.55,20.6% Math proficiency (Levels 3+4)
07X551,2017-18,240.0,586.0,10.42,10.4% Math proficiency (Levels 3+4)
07X584,2017-18,261.0,580.4,4.98,5.0% Math proficiency (Levels 3+4)
08X014,2017-18,298.0,601.3,54.36,54.4% Math proficiency (Levels 3+4)
08X036,2017-18,318.0,601.1,48.43,48.4% Math proficiency (Levels 3+4)
08X048,2017-18,295.0,586.1,19.66,19.7% Math proficiency (Levels 3+4)
08X062,2017-18,335.0,591.7,26.87,26.9% Math proficiency (Levels 3+4)
08X069,2017-18,272.0,608.7,67.65,67.7% Math proficiency (Levels 3+4)
08X071,2017-18,1154.0,601.2,44.37,44.4% Math proficiency (Levels 3+4)
08X072,2017-18,310.0,595.0,37.1,37.1% Math proficiency (Levels 3+4)
08X075,2017-18,273.0,592.7,34.8,34.8% Math proficiency (Levels 3+4)
08X093,2017-18,128.0,589.9,26.56,26.6% Math proficiency (Levels 3+4)
08X100,2017-18,258.0,583.7,12.4,12.4% Math proficiency (Levels 3+4)
08X101,2017-18,499.0,605.3,50.1,50.1% Math proficiency (Levels 3+4)
08X107,2017-18,237.0,594.5,34.6,34.6% Math proficiency (Levels 3+4)
08X119,2017-18,452.0,594.1,35.18,35.2% Math proficiency (Levels 3+4)
08X123,2017-18,312.0,588.3,16.35,16.4% Math proficiency (Levels 3+4)
08X130,2017-18,220.0,590.3,26.82,26.8% Math proficiency (Levels 3+4)
08X131,2017-18,441.0,590.7,21.54,21.5% Math proficiency (Levels 3+4)
08X138,2017-18,322.0,592.9,31.68,31.7% Math proficiency (Levels 3+4)
08X140,2017-18,284.0,588.0,26.76,26.8% Math proficiency (Levels 3+4)
08X146,2017-18,176.0,592.9,32.95,33.0% Math proficiency (Levels 3+4)
08X152,2017-18,408.0,592.3,28.43,28.4% Math proficiency (Levels 3+4)
08X182,2017-18,430.0,597.3,39.3,39.3% Math proficiency (Levels 3+4)
08X269,2017-18,262.0,590.8,14.5,14.5% Math proficiency (Levels 3+4)
08X301,2017-18,241.0,584.0,10.37,10.4% Math proficiency (Levels 3+4)
08X302,2017-18,473.0,590.4,21.56,21.6% Math proficiency (Levels 3+4)
08X304,2017-18,223.0,604.2,62.78,62.8% Math proficiency (Levels 3+4)
08X333,2017-18,281.0,588.8,20.28,20.3% Math proficiency (Levels 3+4)
08X337,2017-18,468.0,605.8,47.44,47.4% Math proficiency (Levels 3+4)
08X367,2017-18,269.0,590.0,17.47,17.5% Math proficiency (Levels 3+4)
08X371,2017-18,325.0,596.6,26.46,26.5% Math proficiency (Levels 3+4)
08X375,2017-18,212.0,587.8,13.21,13.2% Math proficiency (Levels 3+4)
08X376,2017-18,162.0,589.5,19.14,19.1% Math proficiency (Levels 3+4)
08X392,2017-18,30.0,599.5,53.33,53.3% Math proficiency (Levels 3+4)
08X424,2017-18,285.0,583.3,5.61,5.6% Math proficiency (Levels 3+4)
08X448,2017-18,353.0,593.5,21.53,21.5% Math proficiency (Levels 3+4)
08X467,2017-18,304.0,589.6,17.43,17.4% Math proficiency (Levels 3+4)
08X562,2017-18,317.0,595.6,27.76,27.8% Math proficiency (Levels 3+4)
09X004,2017-18,302.0,595.7,33.11,33.1% Math proficiency (Levels 3+4)
09X011,2017-18,258.0,592.3,30.62,30.6% Math proficiency (Levels 3+4)
09X022,2017-18,414.0,586.7,12.08,12.1% Math proficiency (Levels 3+4)
09X028,2017-18,327.0,591.0,29.66,29.7% Math proficiency (Levels 3+4)
09X035,2017-18,321.0,588.0,21.18,21.2% Math proficiency (Levels 3+4)
09X042,2017-18,181.0,591.8,30.94,30.9% Math proficiency (Levels 3+4)
09X053,2017-18,558.0,598.8,47.13,47.1% Math proficiency (Levels 3+4)
09X055,2017-18,218.0,592.8,32.11,32.1% Math proficiency (Levels 3+4)
09X058,2017-18,219.0,588.6,31.05,31.1% Math proficiency (Levels 3+4)
09X063,2017-18,208.0,597.0,38.94,38.9% Math proficiency (Levels 3+4)
09X070,2017-18,610.0,587.5,23.77,23.8% Math proficiency (Levels 3+4)
09X073,2017-18,312.0,581.0,11.22,11.2% Math proficiency (Levels 3+4)
09X088,2017-18,20.0,594.5,40.0,40.0% Math proficiency (Levels 3+4)
09X109,2017-18,259.0,589.5,25.48,25.5% Math proficiency (Levels 3+4)
09X110,2017-18,192.0,591.4,27.08,27.1% Math proficiency (Levels 3+4)
09X114,2017-18,362.0,587.0,23.76,23.8% Math proficiency (Levels 3+4)
09X117,2017-18,476.0,584.9,8.61,8.6% Math proficiency (Levels 3+4)
09X126,2017-18,240.0,590.6,29.17,29.2% Math proficiency (Levels 3+4)
09X128,2017-18,351.0,606.5,52.42,52.4% Math proficiency (Levels 3+4)
09X132,2017-18,179.0,586.4,17.88,17.9% Math proficiency (Levels 3+4)
09X163,2017-18,221.0,585.2,13.57,13.6% Math proficiency (Levels 3+4)
09X199,2017-18,340.0,590.5,29.12,29.1% Math proficiency (Levels 3+4)
09X204,2017-18,317.0,603.3,52.68,52.7% Math proficiency (Levels 3+4)
09X215,2017-18,285.0,594.8,22.81,22.8% Math proficiency (Levels 3+4)
09X218,2017-18,527.0,593.8,31.31,31.3% Math proficiency (Levels 3+4)
09X219,2017-18,308.0,585.2,10.06,10.1% Math proficiency (Levels 3+4)
09X229,2017-18,229.0,580.4,6.99,7.0% Math proficiency (Levels 3+4)
09X231,2017-18,112.0,587.7,13.39,13.4% Math proficiency (Levels 3+4)
09X232,2017-18,457.0,589.2,16.19,16.2% Math proficiency (Levels 3+4)
09X236,2017-18,120.0,594.8,34.17,34.2% Math proficiency (Levels 3+4)
09X241,2017-18,186.0,591.0,23.66,23.7% Math proficiency (Levels 3+4)
09X274,2017-18,319.0,584.1,14.11,14.1% Math proficiency (Levels 3+4)
09X294,2017-18,155.0,618.6,94.19,94.2% Math proficiency (Levels 3+4)
09X303,2017-18,219.0,596.0,26.94,26.9% Math proficiency (Levels 3+4)
09X311,2017-18,173.0,594.9,43.35,43.4% Math proficiency (Levels 3+4)
09X313,2017-18,294.0,585.4,11.22,11.2% Math proficiency (Levels 3+4)
09X323,2017-18,400.0,590.6,20.0,20.0% Math proficiency (Levels 3+4)
09X324,2017-18,221.0,590.8,14.48,14.5% Math proficiency (Levels 3+4)
09X327,2017-18,281.0,603.0,43.42,43.4% Math proficiency (Levels 3+4)
09X328,2017-18,240.0,585.1,10.42,10.4% Math proficiency (Levels 3+4)
09X339,2017-18,450.0,588.8,18.0,18.0% Math proficiency (Levels 3+4)
09X361,2017-18,338.0,588.2,11.54,11.5% Math proficiency (Levels 3+4)
09X413,2017-18,138.0,598.6,31.16,31.2% Math proficiency (Levels 3+4)
09X443,2017-18,215.0,595.4,37.67,37.7% Math proficiency (Levels 3+4)
09X449,2017-18,190.0,594.3,34.21,34.2% Math proficiency (Levels 3+4)
09X454,2017-18,427.0,604.0,45.2,45.2% Math proficiency (Levels 3+4)
09X457,2017-18,243.0,592.2,31.69,31.7% Math proficiency (Levels 3+4)
09X505,2017-18,258.0,598.5,32.95,33.0% Math proficiency (Levels 3+4)
09X555,2017-18,178.0,603.2,52.81,52.8% Math proficiency (Levels 3+4)
09X568,2017-18,220.0,601.5,39.09,39.1% Math proficiency (Levels 3+4)
10X003,2017-18,168.0,597.1,30.36,30.4% Math proficiency (Levels 3+4)
10X007,2017-18,488.0,602.1,51.23,51.2% Math proficiency (Levels 3+4)
10X008,2017-18,496.0,590.0,26.41,26.4% Math proficiency (Levels 3+4)
10X009,2017-18,389.0,589.8,24.68,24.7% Math proficiency (Levels 3+4)
10X015,2017-18,311.0,605.8,55.31,55.3% Math proficiency (Levels 3+4)
10X020,2017-18,673.0,591.0,24.22,24.2% Math proficiency (Levels 3+4)
10X023,2017-18,207.0,585.4,13.04,13.0% Math proficiency (Levels 3+4)
10X024,2017-18,408.0,612.0,75.98,76.0% Math proficiency (Levels 3+4)
10X032,2017-18,405.0,582.9,15.06,15.1% Math proficiency (Levels 3+4)
10X033,2017-18,413.0,595.2,35.84,35.8% Math proficiency (Levels 3+4)
10X037,2017-18,413.0,592.9,28.57,28.6% Math proficiency (Levels 3+4)
10X045,2017-18,625.0,586.0,8.32,8.3% Math proficiency (Levels 3+4)
10X046,2017-18,467.0,587.3,21.41,21.4% Math proficiency (Levels 3+4)
10X051,2017-18,78.0,592.4,35.9,35.9% Math proficiency (Levels 3+4)
10X054,2017-18,195.0,582.6,9.23,9.2% Math proficiency (Levels 3+4)
10X056,2017-18,338.0,599.1,47.34,47.3% Math proficiency (Levels 3+4)
10X059,2017-18,276.0,586.3,22.1,22.1% Math proficiency (Levels 3+4)
10X077,2017-18,68.0,590.1,35.29,35.3% Math proficiency (Levels 3+4)
10X080,2017-18,484.0,589.5,20.45,20.4% Math proficiency (Levels 3+4)
10X081,2017-18,253.0,608.0,68.38,68.4% Math proficiency (Levels 3+4)
10X085,2017-18,447.0,585.0,17.23,17.2% Math proficiency (Levels 3+4)
10X086,2017-18,902.0,598.8,42.57,42.6% Math proficiency (Levels 3+4)
10X091,2017-18,352.0,588.7,22.44,22.4% Math proficiency (Levels 3+4)
10X094,2017-18,564.0,582.8,14.36,14.4% Math proficiency (Levels 3+4)
10X095,2017-18,814.0,592.4,25.18,25.2% Math proficiency (Levels 3+4)
10X118,2017-18,1090.0,596.9,35.14,35.1% Math proficiency (Levels 3+4)
10X141,2017-18,618.0,600.1,41.75,41.8% Math proficiency (Levels 3+4)
10X159,2017-18,88.0,590.7,29.55,29.6% Math proficiency (Levels 3+4)
10X205,2017-18,514.0,590.4,26.07,26.1% Math proficiency (Levels 3+4)
10X206,2017-18,179.0,587.0,15.08,15.1% Math proficiency (Levels 3+4)
10X225,2017-18,166.0,592.4,21.08,21.1% Math proficiency (Levels 3+4)
10X226,2017-18,193.0,587.0,23.32,23.3% Math proficiency (Levels 3+4)
10X228,2017-18,264.0,604.7,51.52,51.5% Math proficiency (Levels 3+4)
10X243,2017-18,203.0,586.4,11.82,11.8% Math proficiency (Levels 3+4)
10X244,2017-18,659.0,593.4,21.24,21.2% Math proficiency (Levels 3+4)
10X246,2017-18,391.0,585.1,18.41,18.4% Math proficiency (Levels 3+4)
10X254,2017-18,413.0,590.9,20.1,20.1% Math proficiency (Levels 3+4)
10X279,2017-18,740.0,592.9,25.81,25.8% Math proficiency (Levels 3+4)
10X280,2017-18,580.0,597.6,35.17,35.2% Math proficiency (Levels 3+4)
10X291,2017-18,314.0,594.5,36.31,36.3% Math proficiency (Levels 3+4)
10X306,2017-18,374.0,587.9,23.26,23.3% Math proficiency (Levels 3+4)
10X308,2017-18,244.0,595.7,22.54,22.5% Math proficiency (Levels 3+4)
10X310,2017-18,330.0,593.7,32.42,32.4% Math proficiency (Levels 3+4)
10X315,2017-18,169.0,592.6,28.99,29.0% Math proficiency (Levels 3+4)
10X331,2017-18,362.0,593.7,26.8,26.8% Math proficiency (Levels 3+4)
