DBN,school_year,math_number_tested,math_mean_scale_score,math_pct_proficient,math_pct_proficient_label
10X340,2017-18,284.0,591.0,25.7,25.7% Math proficiency (Levels 3+4)
10X342,2017-18,140.0,588.6,11.43,11.4% Math proficiency (Levels 3+4)
10X344,2017-18,183.0,599.9,48.63,48.6% Math proficiency (Levels 3+4)
10X360,2017-18,189.0,586.4,22.22,22.2% Math proficiency (Levels 3+4)
10X363,2017-18,521.0,588.2,10.17,10.2% Math proficiency (Levels 3+4)
10X368,2017-18,319.0,589.9,26.65,26.6% Math proficiency (Levels 3+4)
10X386,2017-18,244.0,584.2,15.16,15.2% Math proficiency (Levels 3+4)
10X390,2017-18,505.0,592.0,22.57,22.6% Math proficiency (Levels 3+4)
10X391,2017-18,499.0,583.0,7.82,7.8% Math proficiency (Levels 3+4)
10X396,2017-18,150.0,582.8,15.33,15.3% Math proficiency (Levels 3+4)
10X447,2017-18,448.0,596.4,26.56,26.6% Math proficiency (Levels 3+4)
11X016,2017-18,186.0,592.0,24.73,24.7% Math proficiency (Levels 3+4)
11X019,2017-18,327.0,605.2,57.19,57.2% Math proficiency (Levels 3+4)
11X021,2017-18,366.0,588.1,21.86,21.9% Math proficiency (Levels 3+4)
11X041,2017-18,455.0,592.9,38.9,38.9% Math proficiency (Levels 3+4)
11X068,2017-18,326.0,595.2,37.42,37.4% Math proficiency (Levels 3+4)
11X076,2017-18,491.0,586.6,17.92,17.9% Math proficiency (Levels 3+4)
11X078,2017-18,416.0,586.6,23.56,23.6% Math proficiency (Levels 3+4)
11X083,2017-18,1177.0,599.1,40.36,40.4% Math proficiency (Levels 3+4)
11X087,2017-18,321.0,594.6,36.45,36.5% Math proficiency (Levels 3+4)
11X089,2017-18,827.0,593.7,29.14,29.1% Math proficiency (Levels 3+4)
11X096,2017-18,469.0,593.9,36.89,36.9% Math proficiency (Levels 3+4)
11X097,2017-18,334.0,595.5,36.23,36.2% Math proficiency (Levels 3+4)
11X103,2017-18,570.0,586.1,21.4,21.4% Math proficiency (Levels 3+4)
11X105,2017-18,597.0,592.8,32.5,32.5% Math proficiency (Levels 3+4)
11X106,2017-18,496.0,597.3,41.13,41.1% Math proficiency (Levels 3+4)
11X108,2017-18,235.0,601.9,51.91,51.9% Math proficiency (Levels 3+4)
11X111,2017-18,302.0,590.1,30.46,30.5% Math proficiency (Levels 3+4)
11X112,2017-18,174.0,583.1,8.05,8.1% Math proficiency (Levels 3+4)
11X121,2017-18,456.0,591.4,31.36,31.4% Math proficiency (Levels 3+4)
11X127,2017-18,694.0,594.6,25.94,25.9% Math proficiency (Levels 3+4)
11X144,2017-18,442.0,592.2,22.62,22.6% Math proficiency (Levels 3+4)
11X153,2017-18,331.0,604.0,54.98,55.0% Math proficiency (Levels 3+4)
11X160,2017-18,156.0,593.8,35.26,35.3% Math proficiency (Levels 3+4)
11X169,2017-18,174.0,603.5,52.87,52.9% Math proficiency (Levels 3+4)
11X175,2017-18,221.0,604.0,49.32,49.3% Math proficiency (Levels 3+4)
11X178,2017-18,237.0,590.8,21.94,21.9% Math proficiency (Levels 3+4)
11X180,2017-18,930.0,599.2,36.67,36.7% Math proficiency (Levels 3+4)
11X181,2017-18,721.0,597.6,31.9,31.9% Math proficiency (Levels 3+4)
11X189,2017-18,173.0,591.0,34.1,34.1% Math proficiency (Levels 3+4)
11X194,2017-18,909.0,598.4,42.02,42.0% Math proficiency (Levels 3+4)
11X287,2017-18,565.0,583.0,6.55,6.5% Math proficiency (Levels 3+4)
11X326,2017-18,318.0,587.3,18.55,18.6% Math proficiency (Levels 3+4)
11X355,2017-18,328.0,585.7,9.15,9.2% Math proficiency (Levels 3+4)
11X357,2017-18,119.0,599.2,43.7,43.7% Math proficiency (Levels 3+4)
11X370,2017-18,365.0,589.7,14.52,14.5% Math proficiency (Levels 3+4)
11X462,2017-18,229.0,590.2,14.41,14.4% Math proficiency (Levels 3+4)
11X468,2017-18,292.0,599.0,34.59,34.6% Math proficiency (Levels 3+4)
11X498,2017-18,443.0,604.4,51.47,51.5% Math proficiency (Levels 3+4)
11X529,2017-18,321.0,597.1,28.04,28.0% Math proficiency (Levels 3+4)
11X532,2017-18,295.0,588.0,11.86,11.9% Math proficiency (Levels 3+4)
11X556,2017-18,368.0,593.4,23.64,23.6% Math proficiency (Levels 3+4)
11X566,2017-18,452.0,590.9,16.37,16.4% Math proficiency (Levels 3+4)
11X567,2017-18,184.0,589.3,20.65,20.6% Math proficiency (Levels 3+4)
12X006,2017-18,231.0,583.3,15.15,15.2% Math proficiency (Levels 3+4)
12X044,2017-18,104.0,592.3,32.69,32.7% Math proficiency (Levels 3+4)
12X047,2017-18,562.0,588.4,21.0,21.0% Math proficiency (Levels 3+4)
12X057,2017-18,206.0,587.0,23.3,23.3% Math proficiency (Levels 3+4)
12X061,2017-18,134.0,587.5,20.9,20.9% Math proficiency (Levels 3+4)
12X066,2017-18,277.0,587.8,22.02,22.0% Math proficiency (Levels 3+4)
12X067,2017-18,250.0,595.8,38.0,38.0% Math proficiency (Levels 3+4)
12X129,2017-18,467.0,594.3,23.98,24.0% Math proficiency (Levels 3+4)
12X134,2017-18,285.0,583.9,16.14,16.1% Math proficiency (Levels 3+4)
12X150,2017-18,418.0,590.3,27.99,28.0% Math proficiency (Levels 3+4)
12X190,2017-18,217.0,592.2,19.35,19.4% Math proficiency (Levels 3+4)
12X195,2017-18,452.0,583.4,17.04,17.0% Math proficiency (Levels 3+4)
12X196,2017-18,463.0,587.6,21.6,21.6% Math proficiency (Levels 3+4)
12X211,2017-18,371.0,591.8,23.72,23.7% Math proficiency (Levels 3+4)
12X214,2017-18,706.0,586.1,17.56,17.6% Math proficiency (Levels 3+4)
12X217,2017-18,249.0,586.8,14.46,14.5% Math proficiency (Levels 3+4)
12X242,2017-18,181.0,592.6,22.1,22.1% Math proficiency (Levels 3+4)
12X267,2017-18,151.0,591.5,23.18,23.2% Math proficiency (Levels 3+4)
12X271,2017-18,235.0,588.8,15.32,15.3% Math proficiency (Levels 3+4)
12X273,2017-18,198.0,589.2,14.65,14.7% Math proficiency (Levels 3+4)
12X286,2017-18,263.0,582.9,4.56,4.6% Math proficiency (Levels 3+4)
12X300,2017-18,274.0,584.7,15.33,15.3% Math proficiency (Levels 3+4)
12X314,2017-18,136.0,582.1,14.71,14.7% Math proficiency (Levels 3+4)
12X316,2017-18,362.0,592.2,22.93,22.9% Math proficiency (Levels 3+4)
12X318,2017-18,237.0,581.8,9.28,9.3% Math proficiency (Levels 3+4)
12X341,2017-18,142.0,583.7,7.75,7.8% Math proficiency (Levels 3+4)
12X383,2017-18,252.0,586.5,13.89,13.9% Math proficiency (Levels 3+4)
12X458,2017-18,37.0,581.8,24.32,24.3% Math proficiency (Levels 3+4)
12X463,2017-18,107.0,590.9,29.91,29.9% Math proficiency (Levels 3+4)
12X531,2017-18,229.0,587.7,24.45,24.4% Math proficiency (Levels 3+4)
12X536,2017-18,193.0,585.6,21.24,21.2% Math proficiency (Levels 3+4)
12X691,2017-18,142.0,592.3,33.1,33.1% Math proficiency (Levels 3+4)
13K003,2017-18,144.0,589.4,23.61,23.6% Math proficiency (Levels 3+4)
13K008,2017-18,449.0,609.8,71.94,71.9% Math proficiency (Levels 3+4)
13K009,2017-18,264.0,604.2,53.03,53.0% Math proficiency (Levels 3+4)
13K011,2017-18,391.0,614.0,74.42,74.4% Math proficiency (Levels 3+4)
13K020,2017-18,156.0,607.6,65.38,65.4% Math proficiency (Levels 3+4)
13K044,2017-18,56.0,590.4,28.57,28.6% Math proficiency (Levels 3+4)
13K046,2017-18,118.0,588.8,22.88,22.9% Math proficiency (Levels 3+4)
13K054,2017-18,87.0,585.3,21.84,21.8% Math proficiency (Levels 3+4)
13K056,2017-18,89.0,585.9,20.22,20.2% Math proficiency (Levels 3+4)
13K067,2017-18,96.0,593.1,29.17,29.2% Math proficiency (Levels 3+4)
13K093,2017-18,103.0,590.4,22.33,22.3% Math proficiency (Levels 3+4)
13K113,2017-18,276.0,589.1,14.13,14.1% Math proficiency (Levels 3+4)
13K133,2017-18,297.0,603.6,57.91,57.9% Math proficiency (Levels 3+4)
13K256,2017-18,93.0,600.1,46.24,46.2% Math proficiency (Levels 3+4)
13K266,2017-18,130.0,594.2,21.54,21.5% Math proficiency (Levels 3+4)
13K270,2017-18,40.0,589.8,25.0,25.0% Math proficiency (Levels 3+4)
13K282,2017-18,369.0,598.7,39.57,39.6% Math proficiency (Levels 3+4)
13K287,2017-18,87.0,582.4,9.2,9.2% Math proficiency (Levels 3+4)
13K301,2017-18,83.0,589.3,10.84,10.8% Math proficiency (Levels 3+4)
13K307,2017-18,133.0,590.6,30.08,30.1% Math proficiency (Levels 3+4)
13K313,2017-18,170.0,602.6,49.41,49.4% Math proficiency (Levels 3+4)
13K351,2017-18,139.0,587.8,17.27,17.3% Math proficiency (Levels 3+4)
13K492,2017-18,183.0,607.5,63.39,63.4% Math proficiency (Levels 3+4)
13K527,2017-18,152.0,597.2,30.92,30.9% Math proficiency (Levels 3+4)
13K691,2017-18,199.0,587.4,12.06,12.1% Math proficiency (Levels 3+4)
14K016,2017-18,88.0,588.1,23.86,23.9% Math proficiency (Levels 3+4)
14K017,2017-18,115.0,600.3,48.7,48.7% Math proficiency (Levels 3+4)
14K018,2017-18,64.0,590.5,29.69,29.7% Math proficiency (Levels 3+4)
14K023,2017-18,95.0,594.2,35.79,35.8% Math proficiency (Levels 3+4)
14K031,2017-18,194.0,611.9,72.16,72.2% Math proficiency (Levels 3+4)
14K034,2017-18,178.0,607.1,65.73,65.7% Math proficiency (Levels 3+4)
14K050,2017-18,233.0,594.7,25.32,25.3% Math proficiency (Levels 3+4)
14K059,2017-18,131.0,591.9,32.06,32.1% Math proficiency (Levels 3+4)
14K071,2017-18,152.0,592.1,20.39,20.4% Math proficiency (Levels 3+4)
14K084,2017-18,429.0,595.7,34.27,34.3% Math proficiency (Levels 3+4)
14K110,2017-18,161.0,601.1,53.42,53.4% Math proficiency (Levels 3+4)
14K120,2017-18,155.0,597.3,41.94,41.9% Math proficiency (Levels 3+4)
14K126,2017-18,323.0,588.9,13.93,13.9% Math proficiency (Levels 3+4)
14K132,2017-18,280.0,607.2,65.71,65.7% Math proficiency (Levels 3+4)
14K147,2017-18,93.0,597.3,47.31,47.3% Math proficiency (Levels 3+4)
14K157,2017-18,274.0,590.0,19.71,19.7% Math proficiency (Levels 3+4)
14K196,2017-18,111.0,594.0,34.23,34.2% Math proficiency (Levels 3+4)
14K250,2017-18,256.0,590.5,27.73,27.7% Math proficiency (Levels 3+4)
14K257,2017-18,264.0,597.1,44.32,44.3% Math proficiency (Levels 3+4)
14K297,2017-18,109.0,591.5,26.61,26.6% Math proficiency (Levels 3+4)
14K318,2017-18,977.0,596.3,31.83,31.8% Math proficiency (Levels 3+4)
14K380,2017-18,249.0,601.9,53.82,53.8% Math proficiency (Levels 3+4)
14K414,2017-18,286.0,600.8,53.85,53.9% Math proficiency (Levels 3+4)
14K577,2017-18,300.0,604.7,50.33,50.3% Math proficiency (Levels 3+4)
14K582,2017-18,215.0,595.3,25.58,25.6% Math proficiency (Levels 3+4)
14K586,2017-18,138.0,578.3,6.52,6.5% Math proficiency (Levels 3+4)
14K614,2017-18,136.0,594.4,23.53,23.5% Math proficiency (Levels 3+4)
15K001,2017-18,549.0,594.4,34.61,34.6% Math proficiency (Levels 3+4)
15K010,2017-18,365.0,609.3,75.07,75.1% Math proficiency (Levels 3+4)
15K015,2017-18,132.0,593.0,25.0,25.0% Math proficiency (Levels 3+4)
15K024,2017-18,287.0,588.3,20.21,20.2% Math proficiency (Levels 3+4)
15K029,2017-18,367.0,612.2,81.2,81.2% Math proficiency (Levels 3+4)
15K032,2017-18,226.0,609.0,61.06,61.1% Math proficiency (Levels 3+4)
15K038,2017-18,218.0,608.7,62.39,62.4% Math proficiency (Levels 3+4)
15K039,2017-18,180.0,616.7,86.67,86.7% Math proficiency (Levels 3+4)
15K051,2017-18,829.0,617.0,82.39,82.4% Math proficiency (Levels 3+4)
15K058,2017-18,401.0,611.8,78.05,78.0% Math proficiency (Levels 3+4)
15K088,2017-18,1124.0,600.5,39.68,39.7% Math proficiency (Levels 3+4)
15K094,2017-18,683.0,605.6,58.71,58.7% Math proficiency (Levels 3+4)
15K107,2017-18,263.0,617.6,88.97,89.0% Math proficiency (Levels 3+4)
15K118,2017-18,75.0,614.2,89.33,89.3% Math proficiency (Levels 3+4)
15K124,2017-18,103.0,600.2,48.54,48.5% Math proficiency (Levels 3+4)
15K130,2017-18,294.0,605.7,62.24,62.2% Math proficiency (Levels 3+4)
15K131,2017-18,478.0,604.7,58.58,58.6% Math proficiency (Levels 3+4)
15K136,2017-18,450.0,587.6,14.44,14.4% Math proficiency (Levels 3+4)
15K146,2017-18,9.0,608.4,55.56,55.6% Math proficiency (Levels 3+4)
15K154,2017-18,234.0,611.6,76.92,76.9% Math proficiency (Levels 3+4)
15K169,2017-18,729.0,599.4,46.91,46.9% Math proficiency (Levels 3+4)
15K172,2017-18,234.0,623.1,100.0,100.0% Math proficiency (Levels 3+4)
15K230,2017-18,534.0,601.6,47.94,47.9% Math proficiency (Levels 3+4)
15K261,2017-18,146.0,602.2,54.11,54.1% Math proficiency (Levels 3+4)
15K295,2017-18,186.0,608.4,63.98,64.0% Math proficiency (Levels 3+4)
15K321,2017-18,461.0,618.2,87.42,87.4% Math proficiency (Levels 3+4)
15K442,2017-18,161.0,601.8,46.58,46.6% Math proficiency (Levels 3+4)
15K443,2017-18,415.0,611.3,68.43,68.4% Math proficiency (Levels 3+4)
15K447,2017-18,320.0,616.7,80.94,80.9% Math proficiency (Levels 3+4)
15K448,2017-18,53.0,588.1,15.09,15.1% Math proficiency (Levels 3+4)
15K464,2017-18,109.0,598.9,44.04,44.0% Math proficiency (Levels 3+4)
15K497,2017-18,305.0,601.6,48.52,48.5% Math proficiency (Levels 3+4)
15K516,2017-18,98.0,592.8,30.61,30.6% Math proficiency (Levels 3+4)
15K676,2017-18,93.0,579.0,11.83,11.8% Math proficiency (Levels 3+4)
15K821,2017-18,427.0,599.8,37.0,37.0% Math proficiency (Levels 3+4)
15K839,2017-18,131.0,604.4,54.96,55.0% Math proficiency (Levels 3+4)
16K005,2017-18,68.0,591.3,35.29,35.3% Math proficiency (Levels 3+4)
16K021,2017-18,252.0,602.9,58.33,58.3% Math proficiency (Levels 3+4)
16K025,2017-18,41.0,608.2,70.73,70.7% Math proficiency (Levels 3+4)
16K026,2017-18,108.0,602.9,57.41,57.4% Math proficiency (Levels 3+4)
16K035,2017-18,223.0,589.6,14.35,14.3% Math proficiency (Levels 3+4)
16K040,2017-18,131.0,605.2,59.54,59.5% Math proficiency (Levels 3+4)
16K057,2017-18,143.0,591.3,15.38,15.4% Math proficiency (Levels 3+4)
16K081,2017-18,112.0,585.9,18.75,18.8% Math proficiency (Levels 3+4)
16K243,2017-18,100.0,592.0,31.0,31.0% Math proficiency (Levels 3+4)
16K262,2017-18,92.0,602.1,56.52,56.5% Math proficiency (Levels 3+4)
16K267,2017-18,180.0,597.0,29.44,29.4% Math proficiency (Levels 3+4)
16K308,2017-18,169.0,583.8,8.88,8.9% Math proficiency (Levels 3+4)
16K309,2017-18,83.0,582.5,14.46,14.5% Math proficiency (Levels 3+4)
16K335,2017-18,107.0,592.6,34.58,34.6% Math proficiency (Levels 3+4)
16K627,2017-18,108.0,597.2,47.22,47.2% Math proficiency (Levels 3+4)
16K628,2017-18,64.0,597.5,45.31,45.3% Math proficiency (Levels 3+4)
16K681,2017-18,126.0,584.6,5.56,5.6% Math proficiency (Levels 3+4)
17K002,2017-18,464.0,593.0,21.98,22.0% Math proficiency (Levels 3+4)
17K006,2017-18,336.0,587.5,22.92,22.9% Math proficiency (Levels 3+4)
17K012,2017-18,93.0,590.6,30.11,30.1% Math proficiency (Levels 3+4)
17K061,2017-18,666.0,595.9,29.58,29.6% Math proficiency (Levels 3+4)
17K091,2017-18,123.0,593.6,37.4,37.4% Math proficiency (Levels 3+4)
17K092,2017-18,201.0,588.6,26.37,26.4% Math proficiency (Levels 3+4)
17K138,2017-18,386.0,602.9,49.74,49.7% Math proficiency (Levels 3+4)
17K161,2017-18,168.0,590.3,27.38,27.4% Math proficiency (Levels 3+4)
17K181,2017-18,447.0,588.8,21.48,21.5% Math proficiency (Levels 3+4)
17K189,2017-18,679.0,606.2,56.7,56.7% Math proficiency (Levels 3+4)
17K191,2017-18,48.0,615.5,64.58,64.6% Math proficiency (Levels 3+4)
17K221,2017-18,122.0,596.2,35.25,35.2% Math proficiency (Levels 3+4)
17K241,2017-18,235.0,600.3,54.47,54.5% Math proficiency (Levels 3+4)
17K246,2017-18,334.0,588.9,14.37,14.4% Math proficiency (Levels 3+4)
17K249,2017-18,364.0,611.6,71.7,71.7% Math proficiency (Levels 3+4)
17K289,2017-18,179.0,598.2,43.02,43.0% Math proficiency (Levels 3+4)
17K316,2017-18,184.0,604.1,56.52,56.5% Math proficiency (Levels 3+4)
17K340,2017-18,199.0,600.2,36.18,36.2% Math proficiency (Levels 3+4)
17K352,2017-18,148.0,593.8,27.03,27.0% Math proficiency (Levels 3+4)
17K353,2017-18,129.0,588.8,11.63,11.6% Math proficiency (Levels 3+4)
17K354,2017-18,230.0,602.8,45.65,45.6% Math proficiency (Levels 3+4)
17K375,2017-18,191.0,590.8,26.7,26.7% Math proficiency (Levels 3+4)
17K382,2017-18,122.0,582.0,3.28,3.3% Math proficiency (Levels 3+4)
17K394,2017-18,268.0,589.8,19.78,19.8% Math proficiency (Levels 3+4)
17K397,2017-18,90.0,601.2,48.89,48.9% Math proficiency (Levels 3+4)
17K398,2017-18,114.0,591.6,27.19,27.2% Math proficiency (Levels 3+4)
17K399,2017-18,206.0,588.9,20.39,20.4% Math proficiency (Levels 3+4)
17K484,2017-18,123.0,593.7,23.58,23.6% Math proficiency (Levels 3+4)
17K532,2017-18,172.0,590.4,25.0,25.0% Math proficiency (Levels 3+4)
17K543,2017-18,172.0,609.0,61.05,61.0% Math proficiency (Levels 3+4)
17K590,2017-18,146.0,609.5,68.49,68.5% Math proficiency (Levels 3+4)
17K705,2017-18,138.0,582.3,13.04,13.0% Math proficiency (Levels 3+4)
17K722,2017-18,216.0,589.0,15.28,15.3% Math proficiency (Levels 3+4)
17K770,2017-18,82.0,596.3,39.02,39.0% Math proficiency (Levels 3+4)
18K066,2017-18,550.0,601.3,45.09,45.1% Math proficiency (Levels 3+4)
18K068,2017-18,323.0,591.2,17.03,17.0% Math proficiency (Levels 3+4)
18K114,2017-18,211.0,593.9,31.75,31.8% Math proficiency (Levels 3+4)
18K115,2017-18,438.0,594.9,38.81,38.8% Math proficiency (Levels 3+4)
18K135,2017-18,309.0,591.2,26.21,26.2% Math proficiency (Levels 3+4)
18K208,2017-18,171.0,590.8,26.9,26.9% Math proficiency (Levels 3+4)
18K211,2017-18,469.0,591.0,18.55,18.6% Math proficiency (Levels 3+4)
18K219,2017-18,220.0,588.9,25.45,25.4% Math proficiency (Levels 3+4)
18K233,2017-18,187.0,592.2,27.81,27.8% Math proficiency (Levels 3+4)
18K235,2017-18,743.0,607.9,65.14,65.1% Math proficiency (Levels 3+4)
18K244,2017-18,249.0,598.3,44.58,44.6% Math proficiency (Levels 3+4)
18K268,2017-18,159.0,592.3,30.19,30.2% Math proficiency (Levels 3+4)
18K272,2017-18,200.0,587.0,17.0,17.0% Math proficiency (Levels 3+4)
18K276,2017-18,257.0,591.3,26.85,26.9% Math proficiency (Levels 3+4)
18K279,2017-18,171.0,594.3,35.09,35.1% Math proficiency (Levels 3+4)
18K285,2017-18,592.0,592.6,20.27,20.3% Math proficiency (Levels 3+4)
18K366,2017-18,372.0,591.7,18.28,18.3% Math proficiency (Levels 3+4)
18K581,2017-18,119.0,589.1,13.45,13.4% Math proficiency (Levels 3+4)
18K588,2017-18,173.0,589.9,13.87,13.9% Math proficiency (Levels 3+4)
18K763,2017-18,249.0,596.6,24.5,24.5% Math proficiency (Levels 3+4)
19K007,2017-18,384.0,594.0,33.33,33.3% Math proficiency (Levels 3+4)
19K013,2017-18,186.0,590.3,33.33,33.3% Math proficiency (Levels 3+4)
19K065,2017-18,319.0,607.0,60.5,60.5% Math proficiency (Levels 3+4)
19K089,2017-18,279.0,585.6,12.9,12.9% Math proficiency (Levels 3+4)
19K108,2017-18,395.0,602.8,53.42,53.4% Math proficiency (Levels 3+4)
19K149,2017-18,306.0,592.7,29.08,29.1% Math proficiency (Levels 3+4)
19K158,2017-18,254.0,590.4,29.92,29.9% Math proficiency (Levels 3+4)
19K159,2017-18,387.0,595.4,37.47,37.5% Math proficiency (Levels 3+4)
19K171,2017-18,420.0,588.6,15.24,15.2% Math proficiency (Levels 3+4)
19K190,2017-18,75.0,593.1,30.67,30.7% Math proficiency (Levels 3+4)
19K202,2017-18,218.0,586.1,16.97,17.0% Math proficiency (Levels 3+4)
19K213,2017-18,130.0,583.7,16.15,16.1% Math proficiency (Levels 3+4)
19K214,2017-18,375.0,593.6,35.2,35.2% Math proficiency (Levels 3+4)
19K218,2017-18,421.0,584.0,13.3,13.3% Math proficiency (Levels 3+4)
19K224,2017-18,203.0,582.6,13.79,13.8% Math proficiency (Levels 3+4)
19K273,2017-18,168.0,586.9,14.88,14.9% Math proficiency (Levels 3+4)
19K290,2017-18,243.0,592.7,34.98,35.0% Math proficiency (Levels 3+4)
19K292,2017-18,502.0,594.8,29.88,29.9% Math proficiency (Levels 3+4)
19K306,2017-18,151.0,589.5,23.84,23.8% Math proficiency (Levels 3+4)
19K325,2017-18,95.0,597.2,42.11,42.1% Math proficiency (Levels 3+4)
19K328,2017-18,107.0,588.7,23.36,23.4% Math proficiency (Levels 3+4)
19K345,2017-18,256.0,590.8,30.47,30.5% Math proficiency (Levels 3+4)
19K346,2017-18,236.0,593.3,33.05,33.0% Math proficiency (Levels 3+4)
19K404,2017-18,199.0,587.6,15.08,15.1% Math proficiency (Levels 3+4)
19K409,2017-18,178.0,600.1,34.27,34.3% Math proficiency (Levels 3+4)
19K422,2017-18,211.0,589.2,12.32,12.3% Math proficiency (Levels 3+4)
19K452,2017-18,303.0,594.9,19.8,19.8% Math proficiency (Levels 3+4)
19K557,2017-18,114.0,581.4,12.28,12.3% Math proficiency (Levels 3+4)
19K654,2017-18,271.0,586.4,9.59,9.6% Math proficiency (Levels 3+4)
19K661,2017-18,424.0,597.3,33.73,33.7% Math proficiency (Levels 3+4)
19K662,2017-18,443.0,595.0,26.41,26.4% Math proficiency (Levels 3+4)
19K663,2017-18,179.0,580.3,3.91,3.9% Math proficiency (Levels 3+4)
19K677,2017-18,237.0,584.5,18.57,18.6% Math proficiency (Levels 3+4)
19K678,2017-18,245.0,586.5,10.61,10.6% Math proficiency (Levels 3+4)
19K760,2017-18,309.0,588.4,14.56,14.6% Math proficiency (Levels 3+4)
20K030,2017-18,581.0,605.4,54.04,54.0% Math proficiency (Levels 3+4)
20K048,2017-18,280.0,603.9,53.93,53.9% Math proficiency (Levels 3+4)
20K062,2017-18,1028.0,600.2,39.11,39.1% Math proficiency (Levels 3+4)
20K069,2017-18,405.0,612.2,74.57,74.6% Math proficiency (Levels 3+4)
20K102,2017-18,679.0,608.6,65.1,65.1% Math proficiency (Levels 3+4)
20K104,2017-18,845.0,608.8,59.64,59.6% Math proficiency (Levels 3+4)
20K105,2017-18,722.0,616.7,81.99,82.0% Math proficiency (Levels 3+4)
20K112,2017-18,265.0,608.3,66.04,66.0% Math proficiency (Levels 3+4)
20K127,2017-18,248.0,605.4,61.29,61.3% Math proficiency (Levels 3+4)
20K160,2017-18,651.0,609.7,70.51,70.5% Math proficiency (Levels 3+4)
20K163,2017-18,428.0,606.0,55.14,55.1% Math proficiency (Levels 3+4)
20K164,2017-18,276.0,606.5,57.97,58.0% Math proficiency (Levels 3+4)
20K170,2017-18,498.0,609.3,66.06,66.1% Math proficiency (Levels 3+4)
20K176,2017-18,759.0,613.8,75.23,75.2% Math proficiency (Levels 3+4)
20K179,2017-18,409.0,595.8,39.12,39.1% Math proficiency (Levels 3+4)
20K180,2017-18,724.0,609.1,60.5,60.5% Math proficiency (Levels 3+4)
20K185,2017-18,312.0,608.7,67.31,67.3% Math proficiency (Levels 3+4)
20K186,2017-18,487.0,603.6,55.85,55.9% Math proficiency (Levels 3+4)
20K187,2017-18,690.0,635.6,95.65,95.7% Math proficiency (Levels 3+4)
20K192,2017-18,373.0,601.6,46.65,46.6% Math proficiency (Levels 3+4)
20K200,2017-18,599.0,604.6,57.93,57.9% Math proficiency (Levels 3+4)
20K201,2017-18,1544.0,616.0,71.76,71.8% Math proficiency (Levels 3+4)
20K204,2017-18,559.0,615.2,78.0,78.0% Math proficiency (Levels 3+4)
20K205,2017-18,584.0,610.3,66.1,66.1% Math proficiency (Levels 3+4)
20K220,2017-18,1400.0,608.7,55.64,55.6% Math proficiency (Levels 3+4)
20K223,2017-18,876.0,609.3,59.47,59.5% Math proficiency (Levels 3+4)
20K227,2017-18,1515.0,601.6,43.43,43.4% Math proficiency (Levels 3+4)
20K229,2017-18,742.0,615.1,73.85,73.8% Math proficiency (Levels 3+4)
20K247,2017-18,418.0,613.8,76.56,76.6% Math proficiency (Levels 3+4)
20K259,2017-18,1810.0,614.1,69.67,69.7% Math proficiency (Levels 3+4)
20K264,2017-18,217.0,602.9,54.38,54.4% Math proficiency (Levels 3+4)
20K310,2017-18,220.0,617.1,79.09,79.1% Math proficiency (Levels 3+4)
20K503,2017-18,519.0,596.9,43.16,43.2% Math proficiency (Levels 3+4)
20K506,2017-18,350.0,595.6,41.14,41.1% Math proficiency (Levels 3+4)
