DBN,school_year,family_q36_pct_satisfied,family_q36_pct_satisfied_label
17K532,2022-23,99.0,99.0% of families satisfied with their child's education
17K537,2022-23,94.0,94.0% of families satisfied with their child's education
17K539,2022-23,100.0,100.0% of families satisfied with their child's education
17K543,2022-23,96.0,96.0% of families satisfied with their child's education
17K546,2022-23,95.0,95.0% of families satisfied with their child's education
17K547,2022-23,96.0,96.0% of families satisfied with their child's education
17K548,2022-23,91.0,91.0% of families satisfied with their child's education
17K568,2022-23,,Data not available
17K590,2022-23,91.0,91.0% of families satisfied with their child's education
17K600,2022-23,91.0,91.0% of families satisfied with their child's education
17K646,2022-23,100.0,100.0% of families satisfied with their child's education
17K705,2022-23,92.0,92.0% of families satisfied with their child's education
17K722,2022-23,94.0,94.0% of families satisfied with their child's education
17K745,2022-23,94.0,94.0% of families satisfied with their child's education
17K751,2022-23,75.0,75.0% of families satisfied with their child's education
17K770,2022-23,94.0,94.0% of families satisfied with their child's education
18K066,2022-23,92.0,92.0% of families satisfied with their child's education
18K068,2022-23,96.0,96.0% of families satisfied with their child's education
18K114,2022-23,95.0,95.0% of families satisfied with their child's education
18K115,2022-23,93.0,93.0% of families satisfied with their child's education
18K135,2022-23,94.0,94.0% of families satisfied with their child's education
18K208,2022-23,96.0,96.0% of families satisfied with their child's education
18K211,2022-23,100.0,100.0% of families satisfied with their child's education
18K219,2022-23,96.0,96.0% of families satisfied with their child's education
18K233,2022-23,94.0,94.0% of families satisfied with their child's education
18K235,2022-23,93.0,93.0% of families satisfied with their child's education
18K244,2022-23,96.0,96.0% of families satisfied with their child's education
18K268,2022-23,98.0,98.0% of families satisfied with their child's education
18K272,2022-23,96.0,96.0% of families satisfied with their child's education
18K276,2022-23,95.0,95.0% of families satisfied with their child's education
18K279,2022-23,94.0,94.0% of families satisfied with their child's education
18K285,2022-23,94.0,94.0% of families satisfied with their child's education
18K366,2022-23,92.0,92.0% of families satisfied with their child's education
18K563,2022-23,80.0,80.0% of families satisfied with their child's education
18K566,2022-23,80.0,80.0% of families satisfied with their child's education
18K567,2022-23,85.0,85.0% of families satisfied with their child's education
18K569,2022-23,,Data not available
18K576,2022-23,88.0,88.0% of families satisfied with their child's education
18K578,2022-23,100.0,100.0% of families satisfied with their child's education
18K581,2022-23,88.0,88.0% of families satisfied with their child's education
18K588,2022-23,93.0,93.0% of families satisfied with their child's education
18K617,2022-23,95.0,95.0% of families satisfied with their child's education
18K629,2022-23,91.0,91.0% of families satisfied with their child's education
18K633,2022-23,95.0,95.0% of families satisfied with their child's education
18K635,2022-23,100.0,100.0% of families satisfied with their child's education
18K637,2022-23,100.0,100.0% of families satisfied with their child's education
18K642,2022-23,96.0,96.0% of families satisfied with their child's education
18K673,2022-23,100.0,100.0% of families satisfied with their child's education
18K763,2022-23,96.0,96.0% of families satisfied with their child's education
19K007,2022-23,97.0,97.0% of families satisfied with their child's education
19K013,2022-23,97.0,97.0% of families satisfied with their child's education
19K065,2022-23,97.0,97.0% of families satisfied with their child's education
19K089,2022-23,96.0,96.0% of families satisfied with their child's education
19K108,2022-23,99.0,99.0% of families satisfied with their child's education
19K149,2022-23,95.0,95.0% of families satisfied with their child's education
19K158,2022-23,91.0,91.0% of families satisfied with their child's education
19K159,2022-23,94.0,94.0% of families satisfied with their child's education
19K171,2022-23,95.0,95.0% of families satisfied with their child's education
19K190,2022-23,85.0,85.0% of families satisfied with their child's education
19K202,2022-23,100.0,100.0% of families satisfied with their child's education
19K213,2022-23,95.0,95.0% of families satisfied with their child's education
19K214,2022-23,95.0,95.0% of families satisfied with their child's education
19K218,2022-23,97.0,97.0% of families satisfied with their child's education
19K224,2022-23,94.0,94.0% of families satisfied with their child's education
19K273,2022-23,94.0,94.0% of families satisfied with their child's education
19K290,2022-23,92.0,92.0% of families satisfied with their child's education
19K292,2022-23,95.0,95.0% of families satisfied with their child's education
19K306,2022-23,100.0,100.0% of families satisfied with their child's education
19K325,2022-23,98.0,98.0% of families satisfied with their child's education
19K328,2022-23,98.0,98.0% of families satisfied with their child's education
19K345,2022-23,98.0,98.0% of families satisfied with their child's education
19K346,2022-23,92.0,92.0% of families satisfied with their child's education
19K364,2022-23,83.0,83.0% of families satisfied with their child's education
19K404,2022-23,98.0,98.0% of families satisfied with their child's education
19K409,2022-23,94.0,94.0% of families satisfied with their child's education
19K422,2022-23,86.0,86.0% of families satisfied with their child's education
19K452,2022-23,97.0,97.0% of families satisfied with their child's education
19K502,2022-23,96.0,96.0% of families satisfied with their child's education
19K504,2022-23,98.0,98.0% of families satisfied with their child's education
19K507,2022-23,94.0,94.0% of families satisfied with their child's education
19K510,2022-23,93.0,93.0% of families satisfied with their child's education
19K557,2022-23,98.0,98.0% of families satisfied with their child's education
19K583,2022-23,91.0,91.0% of families satisfied with their child's education
19K615,2022-23,95.0,95.0% of families satisfied with their child's education
19K618,2022-23,96.0,96.0% of families satisfied with their child's education
19K639,2022-23,91.0,91.0% of families satisfied with their child's education
19K654,2022-23,91.0,91.0% of families satisfied with their child's education
19K659,2022-23,95.0,95.0% of families satisfied with their child's education
19K660,2022-23,92.0,92.0% of families satisfied with their child's education
19K661,2022-23,90.0,90.0% of families satisfied with their child's education
19K662,2022-23,100.0,100.0% of families satisfied with their child's education
19K663,2022-23,98.0,98.0% of families satisfied with their child's education
19K677,2022-23,94.0,94.0% of families satisfied with their child's education
19K678,2022-23,97.0,97.0% of families satisfied with their child's education
19K683,2022-23,100.0,100.0% of families satisfied with their child's education
19K760,2022-23,96.0,96.0% of families satisfied with their child's education
19K764,2022-23,89.0,89.0% of families satisfied with their child's education
19K907,2022-23,83.0,83.0% of families satisfied with their child's education
19K935,2022-23,94.0,94.0% of families satisfied with their child's education
19K938,2022-23,99.0,99.0% of families satisfied with their child's education
19K953,2022-23,84.0,84.0% of families satisfied with their child's education
20K030,2022-23,94.0,94.0% of families satisfied with their child's education
20K048,2022-23,97.0,97.0% of families satisfied with their child's education
20K062,2022-23,95.0,95.0% of families satisfied with their child's education
20K069,2022-23,97.0,97.0% of families satisfied with their child's education
20K102,2022-23,96.0,96.0% of families satisfied with their child's education
20K104,2022-23,90.0,90.0% of families satisfied with their child's education
20K105,2022-23,98.0,98.0% of families satisfied with their child's education
20K112,2022-23,98.0,98.0% of families satisfied with their child's education
20K127,2022-23,95.0,95.0% of families satisfied with their child's education
20K160,2022-23,98.0,98.0% of families satisfied with their child's education
20K163,2022-23,97.0,97.0% of families satisfied with their child's education
20K164,2022-23,96.0,96.0% of families satisfied with their child's education
20K170,2022-23,98.0,98.0% of families satisfied with their child's education
20K176,2022-23,96.0,96.0% of families satisfied with their child's education
20K179,2022-23,93.0,93.0% of families satisfied with their child's education
20K180,2022-23,96.0,96.0% of families satisfied with their child's education
20K185,2022-23,96.0,96.0% of families satisfied with their child's education
20K186,2022-23,96.0,96.0% of families satisfied with their child's education
20K187,2022-23,97.0,97.0% of families satisfied with their child's education
20K192,2022-23,96.0,96.0% of families satisfied with their child's education
20K200,2022-23,91.0,91.0% of families satisfied with their child's education
20K201,2022-23,97.0,97.0% of families satisfied with their child's education
20K204,2022-23,95.0,95.0% of families satisfied with their child's education
20K205,2022-23,95.0,95.0% of families satisfied with their child's education
20K220,2022-23,95.0,95.0% of families satisfied with their child's education
20K223,2022-23,94.0,94.0% of families satisfied with their child's education
20K227,2022-23,95.0,95.0% of families satisfied with their child's education
20K229,2022-23,93.0,93.0% of families satisfied with their child's education
20K247,2022-23,99.0,99.0% of families satisfied with their child's education
20K259,2022-23,95.0,95.0% of families satisfied with their child's education
20K264,2022-23,95.0,95.0% of families satisfied with their child's education
20K310,2022-23,98.0,98.0% of families satisfied with their child's education
20K445,2022-23,94.0,94.0% of families satisfied with their child's education
20K485,2022-23,95.0,95.0% of families satisfied with their child's education
20K490,2022-23,93.0,93.0% of families satisfied with their child's education
20K503,2022-23,96.0,96.0% of families satisfied with their child's education
20K505,2022-23,95.0,95.0% of families satisfied with their child's education
20K506,2022-23,96.0,96.0% of families satisfied with their child's education
20K609,2022-23,91.0,91.0% of families satisfied with their child's education
20K682,2022-23,98.0,98.0% of families satisfied with their child's education
20K686,2022-23,95.0,95.0% of families satisfied with their child's education
20K748,2022-23,96.0,96.0% of families satisfied with their child's education
20K936,2022-23,99.0,99.0% of families satisfied with their child's education
20K939,2022-23,95.0,95.0% of families satisfied with their child's education
20K971,2022-23,96.0,96.0% of families satisfied with their child's education
21K090,2022-23,94.0,94.0% of families satisfied with their child's education
21K095,2022-23,96.0,96.0% of families satisfied with their child's education
21K096,2022-23,96.0,96.0% of families satisfied with their child's education
21K097,2022-23,97.0,97.0% of families satisfied with their child's education
21K098,2022-23,95.0,95.0% of families satisfied with their child's education
21K099,2022-23,88.0,88.0% of families satisfied with their child's education
21K100,2022-23,93.0,93.0% of families satisfied with their child's education
21K101,2022-23,98.0,98.0% of families satisfied with their child's education
21K121,2022-23,97.0,97.0% of families satisfied with their child's education
21K128,2022-23,93.0,93.0% of families satisfied with their child's education
21K153,2022-23,93.0,93.0% of families satisfied with their child's education
21K177,2022-23,95.0,95.0% of families satisfied with their child's education
21K188,2022-23,98.0,98.0% of families satisfied with their child's education
21K199,2022-23,97.0,97.0% of families satisfied with their child's education
21K209,2022-23,90.0,90.0% of families satisfied with their child's education
21K212,2022-23,96.0,96.0% of families satisfied with their child's education
21K215,2022-23,96.0,96.0% of families satisfied with their child's education
21K216,2022-23,95.0,95.0% of families satisfied with their child's education
21K225,2022-23,94.0,94.0% of families satisfied with their child's education
21K226,2022-23,94.0,94.0% of families satisfied with their child's education
21K228,2022-23,96.0,96.0% of families satisfied with their child's education
21K238,2022-23,91.0,91.0% of families satisfied with their child's education
21K239,2022-23,93.0,93.0% of families satisfied with their child's education
21K253,2022-23,98.0,98.0% of families satisfied with their child's education
21K281,2022-23,96.0,96.0% of families satisfied with their child's education
21K288,2022-23,95.0,95.0% of families satisfied with their child's education
21K303,2022-23,92.0,92.0% of families satisfied with their child's education
21K329,2022-23,92.0,92.0% of families satisfied with their child's education
21K337,2022-23,93.0,93.0% of families satisfied with their child's education
21K344,2022-23,94.0,94.0% of families satisfied with their child's education
21K348,2022-23,92.0,92.0% of families satisfied with their child's education
21K410,2022-23,93.0,93.0% of families satisfied with their child's education
21K468,2022-23,96.0,96.0% of families satisfied with their child's education
21K525,2022-23,94.0,94.0% of families satisfied with their child's education
21K540,2022-23,94.0,94.0% of families satisfied with their child's education
21K559,2022-23,76.0,76.0% of families satisfied with their child's education
21K572,2022-23,96.0,96.0% of families satisfied with their child's education
21K620,2022-23,91.0,91.0% of families satisfied with their child's education
21K690,2022-23,90.0,90.0% of families satisfied with their child's education
21K728,2022-23,90.0,90.0% of families satisfied with their child's education
22K014,2022-23,91.0,91.0% of families satisfied with their child's education
22K052,2022-23,92.0,92.0% of families satisfied with their child's education
22K078,2022-23,93.0,93.0% of families satisfied with their child's education
22K109,2022-23,95.0,95.0% of families satisfied with their child's education
22K119,2022-23,97.0,97.0% of families satisfied with their child's education
22K134,2022-23,95.0,95.0% of families satisfied with their child's education
22K139,2022-23,96.0,96.0% of families satisfied with their child's education
22K152,2022-23,95.0,95.0% of families satisfied with their child's education
22K193,2022-23,95.0,95.0% of families satisfied with their child's education
22K194,2022-23,95.0,95.0% of families satisfied with their child's education
22K195,2022-23,96.0,96.0% of families satisfied with their child's education
22K197,2022-23,93.0,93.0% of families satisfied with their child's education
22K198,2022-23,95.0,95.0% of families satisfied with their child's education
22K203,2022-23,91.0,91.0% of families satisfied with their child's education
22K206,2022-23,94.0,94.0% of families satisfied with their child's education
22K207,2022-23,96.0,96.0% of families satisfied with their child's education
22K217,2022-23,95.0,95.0% of families satisfied with their child's education
22K222,2022-23,95.0,95.0% of families satisfied with their child's education
22K234,2022-23,89.0,89.0% of families satisfied with their child's education
22K236,2022-23,96.0,96.0% of families satisfied with their child's education
22K240,2022-23,96.0,96.0% of families satisfied with their child's education
22K245,2022-23,96.0,96.0% of families satisfied with their child's education
22K251,2022-23,94.0,94.0% of families satisfied with their child's education
22K254,2022-23,93.0,93.0% of families satisfied with their child's education
22K255,2022-23,95.0,95.0% of families satisfied with their child's education
22K277,2022-23,95.0,95.0% of families satisfied with their child's education
22K278,2022-23,84.0,84.0% of families satisfied with their child's education
22K312,2022-23,95.0,95.0% of families satisfied with their child's education
22K315,2022-23,93.0,93.0% of families satisfied with their child's education
22K326,2022-23,100.0,100.0% of families satisfied with their child's education
22K361,2022-23,96.0,96.0% of families satisfied with their child's education
22K381,2022-23,96.0,96.0% of families satisfied with their child's education
22K405,2022-23,93.0,93.0% of families satisfied with their child's education
22K425,2022-23,95.0,95.0% of families satisfied with their child's education
22K535,2022-23,89.0,89.0% of families satisfied with their child's education
22K555,2022-23,96.0,96.0% of families satisfied with their child's education
22K611,2022-23,84.0,84.0% of families satisfied with their child's education
22K630,2022-23,100.0,100.0% of families satisfied with their child's education
22K889,2022-23,95.0,95.0% of families satisfied with their child's education
22K890,2022-23,97.0,97.0% of families satisfied with their child's education
23K041,2022-23,93.0,93.0% of families satisfied with their child's education
23K137,2022-23,96.0,96.0% of families satisfied with their child's education
23K150,2022-23,94.0,94.0% of families satisfied with their child's education
23K155,2022-23,91.0,91.0% of families satisfied with their child's education
23K156,2022-23,93.0,93.0% of families satisfied with their child's education
23K165,2022-23,96.0,96.0% of families satisfied with their child's education
23K178,2022-23,100.0,100.0% of families satisfied with their child's education
23K184,2022-23,88.0,88.0% of families satisfied with their child's education
23K284,2022-23,99.0,99.0% of families satisfied with their child's education
23K298,2022-23,97.0,97.0% of families satisfied with their child's education
23K323,2022-23,92.0,92.0% of families satisfied with their child's education
23K327,2022-23,95.0,95.0% of families satisfied with their child's education
23K363,2022-23,97.0,97.0% of families satisfied with their child's education
23K392,2022-23,92.0,92.0% of families satisfied with their child's education
23K401,2022-23,100.0,100.0% of families satisfied with their child's education
23K446,2022-23,96.0,96.0% of families satisfied with their child's education
23K493,2022-23,95.0,95.0% of families satisfied with their child's education
23K514,2022-23,98.0,98.0% of families satisfied with their child's education
23K518,2022-23,100.0,100.0% of families satisfied with their child's education
23K522,2022-23,98.0,98.0% of families satisfied with their child's education
23K599,2022-23,95.0,95.0% of families satisfied with their child's education
23K643,2022-23,96.0,96.0% of families satisfied with their child's education
23K644,2022-23,96.0,96.0% of families satisfied with their child's education
23K647,2022-23,100.0,100.0% of families satisfied with their child's education
23K664,2022-23,99.0,99.0% of families satisfied with their child's education
23K668,2022-23,94.0,94.0% of families satisfied with their child's education
23K671,2022-23,100.0,100.0% of families satisfied with their child's education
23K697,2022-23,93.0,93.0% of families satisfied with their child's education
24Q005,2022-23,95.0,95.0% of families satisfied with their child's education
24Q007,2022-23,97.0,97.0% of families satisfied with their child's education
24Q012,2022-23,97.0,97.0% of families satisfied with their child's education
24Q013,2022-23,93.0,93.0% of families satisfied with their child's education
24Q014,2022-23,94.0,94.0% of families satisfied with their child's education
24Q016,2022-23,97.0,97.0% of families satisfied with their child's education
24Q019,2022-23,95.0,95.0% of families satisfied with their child's education
24Q028,2022-23,98.0,98.0% of families satisfied with their child's education
24Q049,2022-23,97.0,97.0% of families satisfied with their child's education
24Q058,2022-23,96.0,96.0% of families satisfied with their child's education
24Q061,2022-23,95.0,95.0% of families satisfied with their child's education
24Q068,2022-23,95.0,95.0% of families satisfied with their child's education
24Q071,2022-23,95.0,95.0% of families satisfied with their child's education
24Q073,2022-23,96.0,96.0% of families satisfied with their child's education
24Q077,2022-23,97.0,97.0% of families satisfied with their child's education
24Q081,2022-23,95.0,95.0% of families satisfied with their child's education
24Q087,2022-23,96.0,96.0% of families satisfied with their child's education
24Q088,2022-23,93.0,93.0% of families satisfied with their child's education
24Q089,2022-23,97.0,97.0% of families satisfied with their child's education
24Q091,2022-23,97.0,97.0% of families satisfied with their child's education
24Q093,2022-23,95.0,95.0% of families satisfied with their child's education
24Q102,2022-23,97.0,97.0% of families satisfied with their child's education
24Q110,2022-23,98.0,98.0% of families satisfied with their child's education
24Q113,2022-23,98.0,98.0% of families satisfied with their child's education
24Q119,2022-23,94.0,94.0% of families satisfied with their child's education
24Q125,2022-23,95.0,95.0% of families satisfied with their child's education
24Q128,2022-23,95.0,95.0% of families satisfied with their child's education
24Q143,2022-23,96.0,96.0% of families satisfied with their child's education
24Q153,2022-23,96.0,96.0% of families satisfied with their child's education
24Q199,2022-23,94.0,94.0% of families satisfied with their child's education
24Q211,2022-23,95.0,95.0% of families satisfied with their child's education
24Q229,2022-23,97.0,97.0% of families satisfied with their child's education
24Q236,2022-23,98.0,98.0% of families satisfied with their child's education
24Q239,2022-23,98.0,98.0% of families satisfied with their child's education
24Q264,2022-23,93.0,93.0% of families satisfied with their child's education
24Q267,2022-23,88.0,88.0% of families satisfied with their child's education
24Q290,2022-23,95.0,95.0% of families satisfied with their child's education
24Q293,2022-23,98.0,98.0% of families satisfied with their child's education
24Q296,2022-23,99.0,99.0% of families satisfied with their child's education
24Q299,2022-23,91.0,91.0% of families satisfied with their child's education
24Q305,2022-23,96.0,96.0% of families satisfied with their child's education
24Q307,2022-23,98.0,98.0% of families satisfied with their child's education
24Q311,2022-23,96.0,96.0% of families satisfied with their child's education
24Q330,2022-23,94.0,94.0% of families satisfied with their child's education
24Q343,2022-23,97.0,97.0% of families satisfied with their child's education
24Q419,2022-23,96.0,96.0% of families satisfied with their child's education
24Q455,2022-23,92.0,92.0% of families satisfied with their child's education
24Q485,2022-23,90.0,90.0% of families satisfied with their child's education
24Q520,2022-23,95.0,95.0% of families satisfied with their child's education
24Q530,2022-23,98.0,98.0% of families satisfied with their child's education
24Q550,2022-23,97.0,97.0% of families satisfied with their child's education
24Q560,2022-23,91.0,91.0% of families satisfied with their child's education
24Q585,2022-23,97.0,97.0% of families satisfied with their child's education
24Q600,2022-23,93.0,93.0% of families satisfied with their child's education
24Q610,2022-23,95.0,95.0% of families satisfied with their child's education
24Q744,2022-23,100.0,100.0% of families satisfied with their child's education
25Q020,2022-23,97.0,97.0% of families satisfied with their child's education
25Q021,2022-23,97.0,97.0% of families satisfied with their child's education
25Q022,2022-23,97.0,97.0% of families satisfied with their child's education
25Q024,2022-23,96.0,96.0% of families satisfied with their child's education
25Q025,2022-23,94.0,94.0% of families satisfied with their child's education
25Q029,2022-23,98.0,98.0% of families satisfied with their child's education
25Q032,2022-23,96.0,96.0% of families satisfied with their child's education
25Q079,2022-23,98.0,98.0% of families satisfied with their child's education
25Q107,2022-23,97.0,97.0% of families satisfied with their child's education
25Q120,2022-23,96.0,96.0% of families satisfied with their child's education
25Q129,2022-23,95.0,95.0% of families satisfied with their child's education
25Q130,2022-23,96.0,96.0% of families satisfied with their child's education
25Q154,2022-23,97.0,97.0% of families satisfied with their child's education
25Q163,2022-23,97.0,97.0% of families satisfied with their child's education
25Q164,2022-23,94.0,94.0% of families satisfied with their child's education
25Q165,2022-23,96.0,96.0% of families satisfied with their child's education
25Q169,2022-23,94.0,94.0% of families satisfied with their child's education
25Q184,2022-23,98.0,98.0% of families satisfied with their child's education
25Q185,2022-23,96.0,96.0% of families satisfied with their child's education
25Q189,2022-23,92.0,92.0% of families satisfied with their child's education
25Q193,2022-23,96.0,96.0% of families satisfied with their child's education
25Q194,2022-23,94.0,94.0% of families satisfied with their child's education
25Q200,2022-23,92.0,92.0% of families satisfied with their child's education
25Q201,2022-23,98.0,98.0% of families satisfied with their child's education
25Q209,2022-23,93.0,93.0% of families satisfied with their child's education
25Q214,2022-23,95.0,95.0% of families satisfied with their child's education
25Q219,2022-23,96.0,96.0% of families satisfied with their child's education
25Q237,2022-23,95.0,95.0% of families satisfied with their child's education
25Q240,2022-23,97.0,97.0% of families satisfied with their child's education
25Q241,2022-23,95.0,95.0% of families satisfied with their child's education
25Q242,2022-23,98.0,98.0% of families satisfied with their child's education
25Q244,2022-23,99.0,99.0% of families satisfied with their child's education
25Q250,2022-23,93.0,93.0% of families satisfied with their child's education
25Q252,2022-23,94.0,94.0% of families satisfied with their child's education
25Q263,2022-23,98.0,98.0% of families satisfied with their child's education
25Q281,2022-23,96.0,96.0% of families satisfied with their child's education
25Q285,2022-23,91.0,91.0% of families satisfied with their child's education
25Q294,2022-23,97.0,97.0% of families satisfied with their child's education
25Q379,2022-23,94.0,94.0% of families satisfied with their child's education
25Q425,2022-23,91.0,91.0% of families satisfied with their child's education
25Q460,2022-23,92.0,92.0% of families satisfied with their child's education
25Q499,2022-23,94.0,94.0% of families satisfied with their child's education
25Q525,2022-23,96.0,96.0% of families satisfied with their child's education
25Q540,2022-23,100.0,100.0% of families satisfied with their child's education
25Q670,2022-23,93.0,93.0% of families satisfied with their child's education
25Q792,2022-23,,Data not available
26Q018,2022-23,93.0,93.0% of families satisfied with their child's education
26Q026,2022-23,94.0,94.0% of families satisfied with their child's education
26Q031,2022-23,96.0,96.0% of families satisfied with their child's education
26Q041,2022-23,96.0,96.0% of families satisfied with their child's education
26Q046,2022-23,94.0,94.0% of families satisfied with their child's education
26Q067,2022-23,97.0,97.0% of families satisfied with their child's education
26Q074,2022-23,96.0,96.0% of families satisfied with their child's education
26Q094,2022-23,98.0,98.0% of families satisfied with their child's education
26Q098,2022-23,95.0,95.0% of families satisfied with their child's education
26Q115,2022-23,96.0,96.0% of families satisfied with their child's education
26Q133,2022-23,98.0,98.0% of families satisfied with their child's education
26Q158,2022-23,92.0,92.0% of families satisfied with their child's education
26Q159,2022-23,94.0,94.0% of families satisfied with their child's education
26Q162,2022-23,97.0,97.0% of families satisfied with their child's education
26Q172,2022-23,92.0,92.0% of families satisfied with their child's education
26Q173,2022-23,90.0,90.0% of families satisfied with their child's education
26Q178,2022-23,90.0,90.0% of families satisfied with their child's education
26Q186,2022-23,96.0,96.0% of families satisfied with their child's education
26Q188,2022-23,95.0,95.0% of families satisfied with their child's education
26Q191,2022-23,99.0,99.0% of families satisfied with their child's education
26Q203,2022-23,95.0,95.0% of families satisfied with their child's education
26Q205,2022-23,87.0,87.0% of families satisfied with their child's education
26Q213,2022-23,99.0,99.0% of families satisfied with their child's education
26Q216,2022-23,93.0,93.0% of families satisfied with their child's education
26Q221,2022-23,97.0,97.0% of families satisfied with their child's education
26Q266,2022-23,92.0,92.0% of families satisfied with their child's education
26Q315,2022-23,97.0,97.0% of families satisfied with their child's education
26Q376,2022-23,97.0,97.0% of families satisfied with their child's education
26Q390,2022-23,96.0,96.0% of families satisfied with their child's education
26Q415,2022-23,85.0,85.0% of families satisfied with their child's education
26Q430,2022-23,93.0,93.0% of families satisfied with their child's education
26Q435,2022-23,93.0,93.0% of families satisfied with their child's education
26Q495,2022-23,92.0,92.0% of families satisfied with their child's education
26Q566,2022-23,90.0,90.0% of families satisfied with their child's education
27Q042,2022-23,95.0,95.0% of families satisfied with their child's education
27Q043,2022-23,93.0,93.0% of families satisfied with their child's education
27Q045,2022-23,88.0,88.0% of families satisfied with their child's education
27Q047,2022-23,91.0,91.0% of families satisfied with their child's education
27Q051,2022-23,99.0,99.0% of families satisfied with their child's education
27Q053,2022-23,99.0,99.0% of families satisfied with their child's education
27Q056,2022-23,93.0,93.0% of families satisfied with their child's education
27Q060,2022-23,96.0,96.0% of families satisfied with their child's education
27Q062,2022-23,96.0,96.0% of families satisfied with their child's education
27Q063,2022-23,96.0,96.0% of families satisfied with their child's education
27Q064,2022-23,95.0,95.0% of families satisfied with their child's education
27Q065,2022-23,96.0,96.0% of families satisfied with their child's education
27Q066,2022-23,98.0,98.0% of families satisfied with their child's education
27Q090,2022-23,92.0,92.0% of families satisfied with their child's education
27Q096,2022-23,97.0,97.0% of families satisfied with their child's education
27Q097,2022-23,93.0,93.0% of families satisfied with their child's education
27Q100,2022-23,94.0,94.0% of families satisfied with their child's education
27Q104,2022-23,99.0,99.0% of families satisfied with their child's education
27Q105,2022-23,96.0,96.0% of families satisfied with their child's education
27Q106,2022-23,88.0,88.0% of families satisfied with their child's education
27Q108,2022-23,96.0,96.0% of families satisfied with their child's education
27Q114,2022-23,94.0,94.0% of families satisfied with their child's education
27Q123,2022-23,93.0,93.0% of families satisfied with their child's education
27Q124,2022-23,95.0,95.0% of families satisfied with their child's education
27Q137,2022-23,95.0,95.0% of families satisfied with their child's education
27Q146,2022-23,95.0,95.0% of families satisfied with their child's education
27Q155,2022-23,96.0,96.0% of families satisfied with their child's education
27Q183,2022-23,93.0,93.0% of families satisfied with their child's education
27Q197,2022-23,94.0,94.0% of families satisfied with their child's education
27Q202,2022-23,95.0,95.0% of families satisfied with their child's education
27Q207,2022-23,95.0,95.0% of families satisfied with their child's education
27Q210,2022-23,93.0,93.0% of families satisfied with their child's education
27Q223,2022-23,97.0,97.0% of families satisfied with their child's education
27Q226,2022-23,93.0,93.0% of families satisfied with their child's education
27Q232,2022-23,95.0,95.0% of families satisfied with their child's education
27Q253,2022-23,97.0,97.0% of families satisfied with their child's education
27Q254,2022-23,96.0,96.0% of families satisfied with their child's education
27Q260,2022-23,93.0,93.0% of families satisfied with their child's education
27Q261,2022-23,,Data not available
27Q262,2022-23,92.0,92.0% of families satisfied with their child's education
27Q273,2022-23,99.0,99.0% of families satisfied with their child's education
27Q282,2022-23,100.0,100.0% of families satisfied with their child's education
27Q297,2022-23,98.0,98.0% of families satisfied with their child's education
27Q302,2022-23,99.0,99.0% of families satisfied with their child's education
27Q306,2022-23,98.0,98.0% of families satisfied with their child's education
27Q308,2022-23,96.0,96.0% of families satisfied with their child's education
27Q309,2022-23,86.0,86.0% of families satisfied with their child's education
27Q314,2022-23,92.0,92.0% of families satisfied with their child's education
27Q316,2022-23,99.0,99.0% of families satisfied with their child's education
27Q317,2022-23,95.0,95.0% of families satisfied with their child's education
27Q318,2022-23,96.0,96.0% of families satisfied with their child's education
27Q319,2022-23,97.0,97.0% of families satisfied with their child's education
27Q323,2022-23,97.0,97.0% of families satisfied with their child's education
27Q324,2022-23,92.0,92.0% of families satisfied with their child's education
27Q333,2022-23,93.0,93.0% of families satisfied with their child's education
27Q334,2022-23,89.0,89.0% of families satisfied with their child's education
27Q351,2022-23,92.0,92.0% of families satisfied with their child's education
27Q362,2022-23,96.0,96.0% of families satisfied with their child's education
27Q377,2022-23,97.0,97.0% of families satisfied with their child's education
27Q400,2022-23,93.0,93.0% of families satisfied with their child's education
27Q475,2022-23,92.0,92.0% of families satisfied with their child's education
27Q480,2022-23,95.0,95.0% of families satisfied with their child's education
27Q650,2022-23,94.0,94.0% of families satisfied with their child's education
28Q008,2022-23,92.0,92.0% of families satisfied with their child's education
28Q040,2022-23,98.0,98.0% of families satisfied with their child's education
28Q048,2022-23,98.0,98.0% of families satisfied with their child's education
28Q050,2022-23,98.0,98.0% of families satisfied with their child's education
28Q054,2022-23,98.0,98.0% of families satisfied with their child's education
28Q055,2022-23,98.0,98.0% of families satisfied with their child's education
28Q072,2022-23,94.0,94.0% of families satisfied with their child's education
28Q080,2022-23,96.0,96.0% of families satisfied with their child's education
28Q082,2022-23,95.0,95.0% of families satisfied with their child's education
28Q086,2022-23,94.0,94.0% of families satisfied with their child's education
28Q099,2022-23,98.0,98.0% of families satisfied with their child's education
28Q101,2022-23,93.0,93.0% of families satisfied with their child's education
28Q117,2022-23,96.0,96.0% of families satisfied with their child's education
28Q121,2022-23,97.0,97.0% of families satisfied with their child's education
28Q139,2022-23,95.0,95.0% of families satisfied with their child's education
28Q140,2022-23,94.0,94.0% of families satisfied with their child's education
28Q144,2022-23,94.0,94.0% of families satisfied with their child's education
28Q157,2022-23,99.0,99.0% of families satisfied with their child's education
28Q160,2022-23,97.0,97.0% of families satisfied with their child's education
28Q161,2022-23,98.0,98.0% of families satisfied with their child's education
28Q167,2022-23,91.0,91.0% of families satisfied with their child's education
28Q174,2022-23,93.0,93.0% of families satisfied with their child's education
