DBN,school_year,family_q36_pct_satisfied,family_q36_pct_satisfied_label
01M015,2020-21,99.0,99.0% of families satisfied with their child's education
01M019,2020-21,97.0,97.0% of families satisfied with their child's education
01M020,2020-21,89.0,89.0% of families satisfied with their child's education
01M034,2020-21,96.0,96.0% of families satisfied with their child's education
01M063,2020-21,89.0,89.0% of families satisfied with their child's education
01M064,2020-21,100.0,100.0% of families satisfied with their child's education
01M110,2020-21,92.0,92.0% of families satisfied with their child's education
01M134,2020-21,100.0,100.0% of families satisfied with their child's education
01M140,2020-21,96.0,96.0% of families satisfied with their child's education
01M142,2020-21,97.0,97.0% of families satisfied with their child's education
01M184,2020-21,95.0,95.0% of families satisfied with their child's education
01M188,2020-21,100.0,100.0% of families satisfied with their child's education
01M292,2020-21,90.0,90.0% of families satisfied with their child's education
01M315,2020-21,92.0,92.0% of families satisfied with their child's education
01M332,2020-21,88.0,88.0% of families satisfied with their child's education
01M361,2020-21,98.0,98.0% of families satisfied with their child's education
01M363,2020-21,82.0,82.0% of families satisfied with their child's education
01M364,2020-21,84.0,84.0% of families satisfied with their child's education
01M378,2020-21,75.0,75.0% of families satisfied with their child's education
01M448,2020-21,96.0,96.0% of families satisfied with their child's education
01M450,2020-21,94.0,94.0% of families satisfied with their child's education
01M515,2020-21,87.0,87.0% of families satisfied with their child's education
01M539,2020-21,88.0,88.0% of families satisfied with their child's education
01M650,2020-21,100.0,100.0% of families satisfied with their child's education
01M696,2020-21,96.0,96.0% of families satisfied with their child's education
01M839,2020-21,94.0,94.0% of families satisfied with their child's education
02M001,2020-21,95.0,95.0% of families satisfied with their child's education
02M002,2020-21,97.0,97.0% of families satisfied with their child's education
02M003,2020-21,88.0,88.0% of families satisfied with their child's education
02M006,2020-21,80.0,80.0% of families satisfied with their child's education
02M011,2020-21,85.0,85.0% of families satisfied with their child's education
02M033,2020-21,81.0,81.0% of families satisfied with their child's education
02M040,2020-21,87.0,87.0% of families satisfied with their child's education
02M041,2020-21,88.0,88.0% of families satisfied with their child's education
02M042,2020-21,98.0,98.0% of families satisfied with their child's education
02M047,2020-21,95.0,95.0% of families satisfied with their child's education
02M051,2020-21,91.0,91.0% of families satisfied with their child's education
02M059,2020-21,88.0,88.0% of families satisfied with their child's education
02M077,2020-21,86.0,86.0% of families satisfied with their child's education
02M089,2020-21,85.0,85.0% of families satisfied with their child's education
02M104,2020-21,89.0,89.0% of families satisfied with their child's education
02M111,2020-21,93.0,93.0% of families satisfied with their child's education
02M114,2020-21,94.0,94.0% of families satisfied with their child's education
02M116,2020-21,79.0,79.0% of families satisfied with their child's education
02M124,2020-21,90.0,90.0% of families satisfied with their child's education
02M126,2020-21,93.0,93.0% of families satisfied with their child's education
02M130,2020-21,88.0,88.0% of families satisfied with their child's education
02M131,2020-21,91.0,91.0% of families satisfied with their child's education
02M135,2020-21,95.0,95.0% of families satisfied with their child's education
02M139,2020-21,94.0,94.0% of families satisfied with their child's education
02M150,2020-21,88.0,88.0% of families satisfied with their child's education
02M151,2020-21,87.0,87.0% of families satisfied with their child's education
02M158,2020-21,92.0,92.0% of families satisfied with their child's education
02M167,2020-21,64.0,64.0% of families satisfied with their child's education
02M177,2020-21,84.0,84.0% of families satisfied with their child's education
02M183,2020-21,96.0,96.0% of families satisfied with their child's education
02M198,2020-21,87.0,87.0% of families satisfied with their child's education
02M212,2020-21,84.0,84.0% of families satisfied with their child's education
02M217,2020-21,84.0,84.0% of families satisfied with their child's education
02M225,2020-21,96.0,96.0% of families satisfied with their child's education
02M234,2020-21,92.0,92.0% of families satisfied with their child's education
02M255,2020-21,90.0,90.0% of families satisfied with their child's education
02M260,2020-21,81.0,81.0% of families satisfied with their child's education
02M267,2020-21,68.0,68.0% of families satisfied with their child's education
02M276,2020-21,82.0,82.0% of families satisfied with their child's education
02M280,2020-21,79.0,79.0% of families satisfied with their child's education
02M281,2020-21,93.0,93.0% of families satisfied with their child's education
02M282,2020-21,90.0,90.0% of families satisfied with their child's education
02M288,2020-21,86.0,86.0% of families satisfied with their child's education
02M289,2020-21,83.0,83.0% of families satisfied with their child's education
02M290,2020-21,90.0,90.0% of families satisfied with their child's education
02M294,2020-21,97.0,97.0% of families satisfied with their child's education
02M296,2020-21,89.0,89.0% of families satisfied with their child's education
02M297,2020-21,74.0,74.0% of families satisfied with their child's education
02M298,2020-21,85.0,85.0% of families satisfied with their child's education
02M300,2020-21,95.0,95.0% of families satisfied with their child's education
02M303,2020-21,89.0,89.0% of families satisfied with their child's education
02M305,2020-21,80.0,80.0% of families satisfied with their child's education
02M308,2020-21,43.0,43.0% of families satisfied with their child's education
02M312,2020-21,85.0,85.0% of families satisfied with their child's education
02M313,2020-21,100.0,100.0% of families satisfied with their child's education
02M316,2020-21,83.0,83.0% of families satisfied with their child's education
02M340,2020-21,81.0,81.0% of families satisfied with their child's education
02M343,2020-21,92.0,92.0% of families satisfied with their child's education
02M347,2020-21,94.0,94.0% of families satisfied with their child's education
02M374,2020-21,84.0,84.0% of families satisfied with their child's education
02M376,2020-21,90.0,90.0% of families satisfied with their child's education
02M392,2020-21,100.0,100.0% of families satisfied with their child's education
02M393,2020-21,95.0,95.0% of families satisfied with their child's education
02M394,2020-21,99.0,99.0% of families satisfied with their child's education
02M397,2020-21,81.0,81.0% of families satisfied with their child's education
02M399,2020-21,56.0,56.0% of families satisfied with their child's education
02M400,2020-21,87.0,87.0% of families satisfied with their child's education
02M407,2020-21,76.0,76.0% of families satisfied with their child's education
02M408,2020-21,75.0,75.0% of families satisfied with their child's education
02M411,2020-21,79.0,79.0% of families satisfied with their child's education
02M412,2020-21,90.0,90.0% of families satisfied with their child's education
02M413,2020-21,86.0,86.0% of families satisfied with their child's education
02M414,2020-21,84.0,84.0% of families satisfied with their child's education
02M416,2020-21,79.0,79.0% of families satisfied with their child's education
02M418,2020-21,84.0,84.0% of families satisfied with their child's education
02M419,2020-21,100.0,100.0% of families satisfied with their child's education
02M420,2020-21,84.0,84.0% of families satisfied with their child's education
02M422,2020-21,81.0,81.0% of families satisfied with their child's education
02M425,2020-21,82.0,82.0% of families satisfied with their child's education
02M427,2020-21,94.0,94.0% of families satisfied with their child's education
02M432,2020-21,100.0,100.0% of families satisfied with their child's education
02M437,2020-21,85.0,85.0% of families satisfied with their child's education
02M438,2020-21,87.0,87.0% of families satisfied with their child's education
02M439,2020-21,95.0,95.0% of families satisfied with their child's education
02M442,2020-21,95.0,95.0% of families satisfied with their child's education
02M449,2020-21,91.0,91.0% of families satisfied with their child's education
02M459,2020-21,93.0,93.0% of families satisfied with their child's education
02M475,2020-21,89.0,89.0% of families satisfied with their child's education
02M489,2020-21,94.0,94.0% of families satisfied with their child's education
02M500,2020-21,100.0,100.0% of families satisfied with their child's education
02M507,2020-21,98.0,98.0% of families satisfied with their child's education
02M519,2020-21,83.0,83.0% of families satisfied with their child's education
02M520,2020-21,91.0,91.0% of families satisfied with their child's education
02M527,2020-21,93.0,93.0% of families satisfied with their child's education
02M529,2020-21,91.0,91.0% of families satisfied with their child's education
02M531,2020-21,85.0,85.0% of families satisfied with their child's education
02M533,2020-21,98.0,98.0% of families satisfied with their child's education
02M534,2020-21,93.0,93.0% of families satisfied with their child's education
02M542,2020-21,95.0,95.0% of families satisfied with their child's education
02M543,2020-21,89.0,89.0% of families satisfied with their child's education
02M544,2020-21,,Data not available
02M545,2020-21,88.0,88.0% of families satisfied with their child's education
02M546,2020-21,92.0,92.0% of families satisfied with their child's education
02M550,2020-21,93.0,93.0% of families satisfied with their child's education
02M551,2020-21,77.0,77.0% of families satisfied with their child's education
02M560,2020-21,100.0,100.0% of families satisfied with their child's education
02M565,2020-21,94.0,94.0% of families satisfied with their child's education
02M575,2020-21,,Data not available
02M580,2020-21,100.0,100.0% of families satisfied with their child's education
02M586,2020-21,,Data not available
02M600,2020-21,95.0,95.0% of families satisfied with their child's education
02M605,2020-21,83.0,83.0% of families satisfied with their child's education
02M615,2020-21,85.0,85.0% of families satisfied with their child's education
02M630,2020-21,90.0,90.0% of families satisfied with their child's education
02M655,2020-21,93.0,93.0% of families satisfied with their child's education
02M896,2020-21,91.0,91.0% of families satisfied with their child's education
02M933,2020-21,89.0,89.0% of families satisfied with their child's education
03M009,2020-21,92.0,92.0% of families satisfied with their child's education
03M054,2020-21,87.0,87.0% of families satisfied with their child's education
03M075,2020-21,88.0,88.0% of families satisfied with their child's education
03M076,2020-21,96.0,96.0% of families satisfied with their child's education
03M084,2020-21,85.0,85.0% of families satisfied with their child's education
03M087,2020-21,81.0,81.0% of families satisfied with their child's education
03M145,2020-21,90.0,90.0% of families satisfied with their child's education
03M149,2020-21,100.0,100.0% of families satisfied with their child's education
03M163,2020-21,73.0,73.0% of families satisfied with their child's education
03M165,2020-21,91.0,91.0% of families satisfied with their child's education
03M166,2020-21,92.0,92.0% of families satisfied with their child's education
03M180,2020-21,85.0,85.0% of families satisfied with their child's education
03M185,2020-21,97.0,97.0% of families satisfied with their child's education
03M191,2020-21,93.0,93.0% of families satisfied with their child's education
03M199,2020-21,80.0,80.0% of families satisfied with their child's education
03M241,2020-21,96.0,96.0% of families satisfied with their child's education
03M242,2020-21,91.0,91.0% of families satisfied with their child's education
03M243,2020-21,92.0,92.0% of families satisfied with their child's education
03M245,2020-21,91.0,91.0% of families satisfied with their child's education
03M247,2020-21,92.0,92.0% of families satisfied with their child's education
03M250,2020-21,97.0,97.0% of families satisfied with their child's education
03M256,2020-21,91.0,91.0% of families satisfied with their child's education
03M258,2020-21,92.0,92.0% of families satisfied with their child's education
03M291,2020-21,83.0,83.0% of families satisfied with their child's education
03M299,2020-21,91.0,91.0% of families satisfied with their child's education
03M307,2020-21,,Data not available
03M333,2020-21,73.0,73.0% of families satisfied with their child's education
03M334,2020-21,81.0,81.0% of families satisfied with their child's education
03M402,2020-21,100.0,100.0% of families satisfied with their child's education
03M403,2020-21,90.0,90.0% of families satisfied with their child's education
03M404,2020-21,86.0,86.0% of families satisfied with their child's education
03M415,2020-21,85.0,85.0% of families satisfied with their child's education
03M417,2020-21,87.0,87.0% of families satisfied with their child's education
03M421,2020-21,85.0,85.0% of families satisfied with their child's education
03M452,2020-21,81.0,81.0% of families satisfied with their child's education
03M479,2020-21,83.0,83.0% of families satisfied with their child's education
03M485,2020-21,49.0,49.0% of families satisfied with their child's education
03M492,2020-21,83.0,83.0% of families satisfied with their child's education
03M494,2020-21,78.0,78.0% of families satisfied with their child's education
03M505,2020-21,100.0,100.0% of families satisfied with their child's education
03M541,2020-21,90.0,90.0% of families satisfied with their child's education
03M859,2020-21,88.0,88.0% of families satisfied with their child's education
03M860,2020-21,92.0,92.0% of families satisfied with their child's education
03M862,2020-21,90.0,90.0% of families satisfied with their child's education
04M007,2020-21,89.0,89.0% of families satisfied with their child's education
04M012,2020-21,88.0,88.0% of families satisfied with their child's education
04M037,2020-21,90.0,90.0% of families satisfied with their child's education
04M038,2020-21,93.0,93.0% of families satisfied with their child's education
04M057,2020-21,88.0,88.0% of families satisfied with their child's education
04M072,2020-21,,Data not available
04M083,2020-21,100.0,100.0% of families satisfied with their child's education
04M096,2020-21,97.0,97.0% of families satisfied with their child's education
04M102,2020-21,77.0,77.0% of families satisfied with their child's education
04M108,2020-21,100.0,100.0% of families satisfied with their child's education
04M112,2020-21,100.0,100.0% of families satisfied with their child's education
04M146,2020-21,86.0,86.0% of families satisfied with their child's education
04M155,2020-21,96.0,96.0% of families satisfied with their child's education
04M171,2020-21,96.0,96.0% of families satisfied with their child's education
04M182,2020-21,97.0,97.0% of families satisfied with their child's education
04M206,2020-21,98.0,98.0% of families satisfied with their child's education
04M224,2020-21,88.0,88.0% of families satisfied with their child's education
04M310,2020-21,,Data not available
04M372,2020-21,95.0,95.0% of families satisfied with their child's education
04M375,2020-21,100.0,100.0% of families satisfied with their child's education
04M377,2020-21,85.0,85.0% of families satisfied with their child's education
04M435,2020-21,93.0,93.0% of families satisfied with their child's education
04M495,2020-21,88.0,88.0% of families satisfied with their child's education
04M497,2020-21,97.0,97.0% of families satisfied with their child's education
04M555,2020-21,94.0,94.0% of families satisfied with their child's education
04M610,2020-21,89.0,89.0% of families satisfied with their child's education
04M680,2020-21,92.0,92.0% of families satisfied with their child's education
04M825,2020-21,95.0,95.0% of families satisfied with their child's education
04M964,2020-21,88.0,88.0% of families satisfied with their child's education
05M030,2020-21,94.0,94.0% of families satisfied with their child's education
05M036,2020-21,100.0,100.0% of families satisfied with their child's education
05M046,2020-21,80.0,80.0% of families satisfied with their child's education
05M092,2020-21,91.0,91.0% of families satisfied with their child's education
05M123,2020-21,95.0,95.0% of families satisfied with their child's education
05M125,2020-21,92.0,92.0% of families satisfied with their child's education
05M129,2020-21,100.0,100.0% of families satisfied with their child's education
05M133,2020-21,94.0,94.0% of families satisfied with their child's education
05M148,2020-21,88.0,88.0% of families satisfied with their child's education
05M154,2020-21,96.0,96.0% of families satisfied with their child's education
05M157,2020-21,75.0,75.0% of families satisfied with their child's education
05M161,2020-21,90.0,90.0% of families satisfied with their child's education
05M175,2020-21,98.0,98.0% of families satisfied with their child's education
05M194,2020-21,93.0,93.0% of families satisfied with their child's education
05M197,2020-21,100.0,100.0% of families satisfied with their child's education
05M200,2020-21,94.0,94.0% of families satisfied with their child's education
05M286,2020-21,,Data not available
05M304,2020-21,97.0,97.0% of families satisfied with their child's education
05M318,2020-21,99.0,99.0% of families satisfied with their child's education
05M362,2020-21,76.0,76.0% of families satisfied with their child's education
05M369,2020-21,71.0,71.0% of families satisfied with their child's education
05M371,2020-21,96.0,96.0% of families satisfied with their child's education
05M499,2020-21,80.0,80.0% of families satisfied with their child's education
05M514,2020-21,99.0,99.0% of families satisfied with their child's education
05M517,2020-21,86.0,86.0% of families satisfied with their child's education
05M670,2020-21,80.0,80.0% of families satisfied with their child's education
05M692,2020-21,88.0,88.0% of families satisfied with their child's education
06M004,2020-21,98.0,98.0% of families satisfied with their child's education
06M005,2020-21,95.0,95.0% of families satisfied with their child's education
06M008,2020-21,99.0,99.0% of families satisfied with their child's education
06M018,2020-21,93.0,93.0% of families satisfied with their child's education
06M028,2020-21,94.0,94.0% of families satisfied with their child's education
06M048,2020-21,96.0,96.0% of families satisfied with their child's education
06M052,2020-21,100.0,100.0% of families satisfied with their child's education
06M098,2020-21,95.0,95.0% of families satisfied with their child's education
06M103,2020-21,95.0,95.0% of families satisfied with their child's education
06M115,2020-21,95.0,95.0% of families satisfied with their child's education
06M128,2020-21,95.0,95.0% of families satisfied with their child's education
06M132,2020-21,100.0,100.0% of families satisfied with their child's education
06M143,2020-21,100.0,100.0% of families satisfied with their child's education
06M152,2020-21,97.0,97.0% of families satisfied with their child's education
06M153,2020-21,94.0,94.0% of families satisfied with their child's education
06M173,2020-21,94.0,94.0% of families satisfied with their child's education
06M178,2020-21,96.0,96.0% of families satisfied with their child's education
06M187,2020-21,84.0,84.0% of families satisfied with their child's education
06M189,2020-21,96.0,96.0% of families satisfied with their child's education
06M192,2020-21,94.0,94.0% of families satisfied with their child's education
06M209,2020-21,93.0,93.0% of families satisfied with their child's education
06M210,2020-21,94.0,94.0% of families satisfied with their child's education
06M211,2020-21,94.0,94.0% of families satisfied with their child's education
06M223,2020-21,92.0,92.0% of families satisfied with their child's education
06M278,2020-21,88.0,88.0% of families satisfied with their child's education
06M293,2020-21,97.0,97.0% of families satisfied with their child's education
06M311,2020-21,96.0,96.0% of families satisfied with their child's education
06M314,2020-21,89.0,89.0% of families satisfied with their child's education
06M319,2020-21,93.0,93.0% of families satisfied with their child's education
06M322,2020-21,95.0,95.0% of families satisfied with their child's education
06M324,2020-21,90.0,90.0% of families satisfied with their child's education
06M328,2020-21,100.0,100.0% of families satisfied with their child's education
06M346,2020-21,98.0,98.0% of families satisfied with their child's education
06M348,2020-21,97.0,97.0% of families satisfied with their child's education
06M349,2020-21,99.0,99.0% of families satisfied with their child's education
06M366,2020-21,95.0,95.0% of families satisfied with their child's education
06M368,2020-21,98.0,98.0% of families satisfied with their child's education
06M423,2020-21,99.0,99.0% of families satisfied with their child's education
06M462,2020-21,99.0,99.0% of families satisfied with their child's education
06M463,2020-21,98.0,98.0% of families satisfied with their child's education
06M467,2020-21,99.0,99.0% of families satisfied with their child's education
06M468,2020-21,100.0,100.0% of families satisfied with their child's education
06M513,2020-21,95.0,95.0% of families satisfied with their child's education
06M528,2020-21,97.0,97.0% of families satisfied with their child's education
06M540,2020-21,85.0,85.0% of families satisfied with their child's education
06M552,2020-21,95.0,95.0% of families satisfied with their child's education
07X001,2020-21,96.0,96.0% of families satisfied with their child's education
07X005,2020-21,93.0,93.0% of families satisfied with their child's education
07X018,2020-21,94.0,94.0% of families satisfied with their child's education
07X025,2020-21,96.0,96.0% of families satisfied with their child's education
07X029,2020-21,91.0,91.0% of families satisfied with their child's education
07X030,2020-21,85.0,85.0% of families satisfied with their child's education
07X031,2020-21,99.0,99.0% of families satisfied with their child's education
07X043,2020-21,92.0,92.0% of families satisfied with their child's education
07X049,2020-21,93.0,93.0% of families satisfied with their child's education
07X065,2020-21,98.0,98.0% of families satisfied with their child's education
07X151,2020-21,96.0,96.0% of families satisfied with their child's education
07X154,2020-21,94.0,94.0% of families satisfied with their child's education
07X157,2020-21,97.0,97.0% of families satisfied with their child's education
07X161,2020-21,97.0,97.0% of families satisfied with their child's education
07X179,2020-21,100.0,100.0% of families satisfied with their child's education
07X221,2020-21,89.0,89.0% of families satisfied with their child's education
07X223,2020-21,91.0,91.0% of families satisfied with their child's education
07X224,2020-21,100.0,100.0% of families satisfied with their child's education
07X259,2020-21,95.0,95.0% of families satisfied with their child's education
07X277,2020-21,96.0,96.0% of families satisfied with their child's education
07X296,2020-21,93.0,93.0% of families satisfied with their child's education
07X298,2020-21,98.0,98.0% of families satisfied with their child's education
07X334,2020-21,100.0,100.0% of families satisfied with their child's education
07X343,2020-21,93.0,93.0% of families satisfied with their child's education
07X359,2020-21,100.0,100.0% of families satisfied with their child's education
07X369,2020-21,94.0,94.0% of families satisfied with their child's education
07X379,2020-21,100.0,100.0% of families satisfied with their child's education
07X427,2020-21,82.0,82.0% of families satisfied with their child's education
07X473,2020-21,94.0,94.0% of families satisfied with their child's education
07X495,2020-21,94.0,94.0% of families satisfied with their child's education
07X500,2020-21,75.0,75.0% of families satisfied with their child's education
07X522,2020-21,89.0,89.0% of families satisfied with their child's education
07X527,2020-21,94.0,94.0% of families satisfied with their child's education
07X548,2020-21,90.0,90.0% of families satisfied with their child's education
07X551,2020-21,79.0,79.0% of families satisfied with their child's education
07X557,2020-21,100.0,100.0% of families satisfied with their child's education
07X584,2020-21,95.0,95.0% of families satisfied with their child's education
07X600,2020-21,88.0,88.0% of families satisfied with their child's education
07X625,2020-21,88.0,88.0% of families satisfied with their child's education
07X670,2020-21,99.0,99.0% of families satisfied with their child's education
08X014,2020-21,89.0,89.0% of families satisfied with their child's education
08X036,2020-21,99.0,99.0% of families satisfied with their child's education
08X048,2020-21,90.0,90.0% of families satisfied with their child's education
08X062,2020-21,97.0,97.0% of families satisfied with their child's education
08X069,2020-21,96.0,96.0% of families satisfied with their child's education
08X071,2020-21,90.0,90.0% of families satisfied with their child's education
08X072,2020-21,96.0,96.0% of families satisfied with their child's education
08X075,2020-21,95.0,95.0% of families satisfied with their child's education
08X093,2020-21,100.0,100.0% of families satisfied with their child's education
08X100,2020-21,92.0,92.0% of families satisfied with their child's education
08X101,2020-21,92.0,92.0% of families satisfied with their child's education
08X107,2020-21,91.0,91.0% of families satisfied with their child's education
08X119,2020-21,93.0,93.0% of families satisfied with their child's education
08X123,2020-21,93.0,93.0% of families satisfied with their child's education
08X130,2020-21,97.0,97.0% of families satisfied with their child's education
08X131,2020-21,96.0,96.0% of families satisfied with their child's education
08X138,2020-21,88.0,88.0% of families satisfied with their child's education
08X140,2020-21,87.0,87.0% of families satisfied with their child's education
08X146,2020-21,94.0,94.0% of families satisfied with their child's education
08X152,2020-21,90.0,90.0% of families satisfied with their child's education
08X182,2020-21,93.0,93.0% of families satisfied with their child's education
08X269,2020-21,86.0,86.0% of families satisfied with their child's education
08X282,2020-21,50.0,50.0% of families satisfied with their child's education
08X293,2020-21,96.0,96.0% of families satisfied with their child's education
08X301,2020-21,100.0,100.0% of families satisfied with their child's education
08X302,2020-21,93.0,93.0% of families satisfied with their child's education
08X304,2020-21,97.0,97.0% of families satisfied with their child's education
08X312,2020-21,96.0,96.0% of families satisfied with their child's education
08X320,2020-21,100.0,100.0% of families satisfied with their child's education
08X333,2020-21,92.0,92.0% of families satisfied with their child's education
08X337,2020-21,88.0,88.0% of families satisfied with their child's education
08X348,2020-21,97.0,97.0% of families satisfied with their child's education
08X349,2020-21,85.0,85.0% of families satisfied with their child's education
08X367,2020-21,75.0,75.0% of families satisfied with their child's education
08X371,2020-21,91.0,91.0% of families satisfied with their child's education
08X375,2020-21,94.0,94.0% of families satisfied with their child's education
08X376,2020-21,89.0,89.0% of families satisfied with their child's education
08X377,2020-21,100.0,100.0% of families satisfied with their child's education
08X392,2020-21,93.0,93.0% of families satisfied with their child's education
08X405,2020-21,86.0,86.0% of families satisfied with their child's education
08X424,2020-21,95.0,95.0% of families satisfied with their child's education
08X432,2020-21,100.0,100.0% of families satisfied with their child's education
08X448,2020-21,87.0,87.0% of families satisfied with their child's education
08X452,2020-21,100.0,100.0% of families satisfied with their child's education
08X467,2020-21,81.0,81.0% of families satisfied with their child's education
08X530,2020-21,97.0,97.0% of families satisfied with their child's education
08X537,2020-21,,Data not available
08X558,2020-21,100.0,100.0% of families satisfied with their child's education
08X559,2020-21,,Data not available
08X561,2020-21,90.0,90.0% of families satisfied with their child's education
08X562,2020-21,89.0,89.0% of families satisfied with their child's education
08X583,2020-21,91.0,91.0% of families satisfied with their child's education
09X004,2020-21,95.0,95.0% of families satisfied with their child's education
09X011,2020-21,88.0,88.0% of families satisfied with their child's education
09X022,2020-21,100.0,100.0% of families satisfied with their child's education
09X028,2020-21,94.0,94.0% of families satisfied with their child's education
09X035,2020-21,95.0,95.0% of families satisfied with their child's education
09X042,2020-21,97.0,97.0% of families satisfied with their child's education
09X053,2020-21,90.0,90.0% of families satisfied with their child's education
09X055,2020-21,97.0,97.0% of families satisfied with their child's education
09X058,2020-21,76.0,76.0% of families satisfied with their child's education
09X063,2020-21,98.0,98.0% of families satisfied with their child's education
09X070,2020-21,96.0,96.0% of families satisfied with their child's education
09X073,2020-21,96.0,96.0% of families satisfied with their child's education
09X088,2020-21,100.0,100.0% of families satisfied with their child's education
09X109,2020-21,99.0,99.0% of families satisfied with their child's education
09X110,2020-21,90.0,90.0% of families satisfied with their child's education
09X114,2020-21,94.0,94.0% of families satisfied with their child's education
09X117,2020-21,100.0,100.0% of families satisfied with their child's education
09X126,2020-21,96.0,96.0% of families satisfied with their child's education
09X128,2020-21,98.0,98.0% of families satisfied with their child's education
09X132,2020-21,85.0,85.0% of families satisfied with their child's education
09X163,2020-21,96.0,96.0% of families satisfied with their child's education
09X170,2020-21,99.0,99.0% of families satisfied with their child's education
09X199,2020-21,92.0,92.0% of families satisfied with their child's education
09X204,2020-21,98.0,98.0% of families satisfied with their child's education
09X215,2020-21,66.0,66.0% of families satisfied with their child's education
09X218,2020-21,92.0,92.0% of families satisfied with their child's education
09X219,2020-21,95.0,95.0% of families satisfied with their child's education
09X227,2020-21,100.0,100.0% of families satisfied with their child's education
09X229,2020-21,99.0,99.0% of families satisfied with their child's education
09X231,2020-21,82.0,82.0% of families satisfied with their child's education
09X232,2020-21,98.0,98.0% of families satisfied with their child's education
09X236,2020-21,97.0,97.0% of families satisfied with their child's education
09X241,2020-21,100.0,100.0% of families satisfied with their child's education
09X250,2020-21,95.0,95.0% of families satisfied with their child's education
09X252,2020-21,88.0,88.0% of families satisfied with their child's education
09X260,2020-21,90.0,90.0% of families satisfied with their child's education
09X263,2020-21,91.0,91.0% of families satisfied with their child's education
09X274,2020-21,89.0,89.0% of families satisfied with their child's education
09X294,2020-21,98.0,98.0% of families satisfied with their child's education
09X297,2020-21,94.0,94.0% of families satisfied with their child's education
09X303,2020-21,98.0,98.0% of families satisfied with their child's education
09X311,2020-21,95.0,95.0% of families satisfied with their child's education
09X313,2020-21,96.0,96.0% of families satisfied with their child's education
09X323,2020-21,89.0,89.0% of families satisfied with their child's education
09X324,2020-21,96.0,96.0% of families satisfied with their child's education
09X327,2020-21,95.0,95.0% of families satisfied with their child's education
09X328,2020-21,88.0,88.0% of families satisfied with their child's education
09X329,2020-21,93.0,93.0% of families satisfied with their child's education
09X339,2020-21,89.0,89.0% of families satisfied with their child's education
09X350,2020-21,,Data not available
09X361,2020-21,99.0,99.0% of families satisfied with their child's education
09X365,2020-21,100.0,100.0% of families satisfied with their child's education
09X404,2020-21,88.0,88.0% of families satisfied with their child's education
09X412,2020-21,94.0,94.0% of families satisfied with their child's education
09X413,2020-21,89.0,89.0% of families satisfied with their child's education
09X443,2020-21,97.0,97.0% of families satisfied with their child's education
09X449,2020-21,92.0,92.0% of families satisfied with their child's education
09X454,2020-21,98.0,98.0% of families satisfied with their child's education
09X457,2020-21,76.0,76.0% of families satisfied with their child's education
09X505,2020-21,89.0,89.0% of families satisfied with their child's education
09X517,2020-21,97.0,97.0% of families satisfied with their child's education
09X525,2020-21,100.0,100.0% of families satisfied with their child's education
09X543,2020-21,100.0,100.0% of families satisfied with their child's education
09X555,2020-21,96.0,96.0% of families satisfied with their child's education
09X564,2020-21,100.0,100.0% of families satisfied with their child's education
09X568,2020-21,89.0,89.0% of families satisfied with their child's education
09X593,2020-21,99.0,99.0% of families satisfied with their child's education
09X594,2020-21,98.0,98.0% of families satisfied with their child's education
10X003,2020-21,87.0,87.0% of families satisfied with their child's education
10X007,2020-21,96.0,96.0% of families satisfied with their child's education
10X008,2020-21,96.0,96.0% of families satisfied with their child's education
10X009,2020-21,94.0,94.0% of families satisfied with their child's education
10X015,2020-21,85.0,85.0% of families satisfied with their child's education
10X020,2020-21,92.0,92.0% of families satisfied with their child's education
10X023,2020-21,93.0,93.0% of families satisfied with their child's education
10X024,2020-21,88.0,88.0% of families satisfied with their child's education
10X032,2020-21,93.0,93.0% of families satisfied with their child's education
10X033,2020-21,94.0,94.0% of families satisfied with their child's education
10X037,2020-21,100.0,100.0% of families satisfied with their child's education
10X045,2020-21,82.0,82.0% of families satisfied with their child's education
10X046,2020-21,90.0,90.0% of families satisfied with their child's education
10X051,2020-21,94.0,94.0% of families satisfied with their child's education
10X054,2020-21,92.0,92.0% of families satisfied with their child's education
10X056,2020-21,97.0,97.0% of families satisfied with their child's education
10X059,2020-21,99.0,99.0% of families satisfied with their child's education
10X077,2020-21,93.0,93.0% of families satisfied with their child's education
10X080,2020-21,73.0,73.0% of families satisfied with their child's education
10X081,2020-21,93.0,93.0% of families satisfied with their child's education
10X085,2020-21,95.0,95.0% of families satisfied with their child's education
10X086,2020-21,95.0,95.0% of families satisfied with their child's education
10X091,2020-21,97.0,97.0% of families satisfied with their child's education
10X094,2020-21,91.0,91.0% of families satisfied with their child's education
10X095,2020-21,92.0,92.0% of families satisfied with their child's education
10X118,2020-21,92.0,92.0% of families satisfied with their child's education
10X141,2020-21,86.0,86.0% of families satisfied with their child's education
10X159,2020-21,100.0,100.0% of families satisfied with their child's education
10X205,2020-21,96.0,96.0% of families satisfied with their child's education
10X206,2020-21,99.0,99.0% of families satisfied with their child's education
10X207,2020-21,90.0,90.0% of families satisfied with their child's education
10X209,2020-21,96.0,96.0% of families satisfied with their child's education
10X213,2020-21,99.0,99.0% of families satisfied with their child's education
10X225,2020-21,92.0,92.0% of families satisfied with their child's education
10X226,2020-21,92.0,92.0% of families satisfied with their child's education
10X228,2020-21,94.0,94.0% of families satisfied with their child's education
10X237,2020-21,92.0,92.0% of families satisfied with their child's education
