DBN,school_year,teacher_q119_disruptive_sel,teacher_q119_disruptive_sel_label,teacher_q120_access_supports,teacher_q120_access_supports_label
02M139,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
02M150,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M151,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
02M158,2023-24,98.0,98.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
02M167,2023-24,55.0,55.0% of adults recognize disruptive behavior as SEL opportunity,58.0,58.0% of adults have access to behavioral/emotional supports
02M177,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
02M183,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
02M198,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
02M212,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
02M217,2023-24,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
02M225,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,42.0,42.0% of adults have access to behavioral/emotional supports
02M234,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
02M255,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
02M260,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,57.0,57.0% of adults have access to behavioral/emotional supports
02M267,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
02M276,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
02M280,2023-24,55.0,55.0% of adults recognize disruptive behavior as SEL opportunity,38.0,38.0% of adults have access to behavioral/emotional supports
02M281,2023-24,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,41.0,41.0% of adults have access to behavioral/emotional supports
02M282,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
02M288,2023-24,57.0,57.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
02M289,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
02M290,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
02M294,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
02M296,2023-24,58.0,58.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
02M297,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
02M298,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,48.0,48.0% of adults have access to behavioral/emotional supports
02M300,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
02M303,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
02M305,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
02M308,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
02M312,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
02M313,2023-24,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
02M316,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M340,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
02M343,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M347,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
02M374,2023-24,55.0,55.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
02M376,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M392,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
02M393,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M394,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
02M395,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
02M397,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
02M399,2023-24,36.0,36.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
02M400,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
02M407,2023-24,,Data not available,,Data not available
02M408,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
02M411,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
02M412,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
02M413,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
02M414,2023-24,61.0,61.0% of adults recognize disruptive behavior as SEL opportunity,63.0,63.0% of adults have access to behavioral/emotional supports
02M416,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
02M418,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
02M419,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M420,2023-24,61.0,61.0% of adults recognize disruptive behavior as SEL opportunity,69.0,69.0% of adults have access to behavioral/emotional supports
02M422,2023-24,54.0,54.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
02M425,2023-24,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
02M427,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
02M432,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
02M437,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
02M438,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
02M439,2023-24,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
02M442,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M449,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
02M459,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
02M475,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
02M489,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
02M500,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
02M507,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M519,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
02M520,2023-24,,Data not available,,Data not available
02M527,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
02M529,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
02M531,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M533,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
02M534,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,72.0,72.0% of adults have access to behavioral/emotional supports
02M542,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
02M543,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
02M544,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
02M545,2023-24,57.0,57.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
02M546,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
02M550,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
02M551,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
02M560,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
02M565,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
02M570,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
02M575,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
02M580,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
02M586,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M600,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
02M605,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
02M615,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
02M630,2023-24,63.0,63.0% of adults recognize disruptive behavior as SEL opportunity,63.0,63.0% of adults have access to behavioral/emotional supports
02M655,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
02M896,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
02M933,2023-24,38.0,38.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
03M009,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
03M054,2023-24,61.0,61.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
03M075,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,54.0,54.0% of adults have access to behavioral/emotional supports
03M076,2023-24,63.0,63.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
03M084,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
03M087,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
03M145,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
03M149,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
03M163,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,60.0,60.0% of adults have access to behavioral/emotional supports
03M165,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
03M166,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
03M180,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
03M185,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,64.0,64.0% of adults have access to behavioral/emotional supports
03M191,2023-24,54.0,54.0% of adults recognize disruptive behavior as SEL opportunity,51.0,51.0% of adults have access to behavioral/emotional supports
03M199,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
03M241,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
03M242,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
03M243,2023-24,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
03M245,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
03M247,2023-24,58.0,58.0% of adults recognize disruptive behavior as SEL opportunity,47.0,47.0% of adults have access to behavioral/emotional supports
03M256,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
03M258,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
03M291,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,59.0,59.0% of adults have access to behavioral/emotional supports
03M299,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
03M307,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
03M333,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,46.0,46.0% of adults have access to behavioral/emotional supports
03M334,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
03M402,2023-24,32.0,32.0% of adults recognize disruptive behavior as SEL opportunity,43.0,43.0% of adults have access to behavioral/emotional supports
03M403,2023-24,54.0,54.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
03M404,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
03M415,2023-24,63.0,63.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
03M417,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
03M421,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
03M452,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,39.0,39.0% of adults have access to behavioral/emotional supports
03M479,2023-24,42.0,42.0% of adults recognize disruptive behavior as SEL opportunity,45.0,45.0% of adults have access to behavioral/emotional supports
03M485,2023-24,49.0,49.0% of adults recognize disruptive behavior as SEL opportunity,49.0,49.0% of adults have access to behavioral/emotional supports
03M492,2023-24,42.0,42.0% of adults recognize disruptive behavior as SEL opportunity,52.0,52.0% of adults have access to behavioral/emotional supports
03M494,2023-24,55.0,55.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
03M541,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
03M610,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,97.0,97.0% of adults have access to behavioral/emotional supports
03M859,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
03M860,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,52.0,52.0% of adults have access to behavioral/emotional supports
03M862,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
04M007,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
04M012,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,48.0,48.0% of adults have access to behavioral/emotional supports
04M037,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
04M038,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,47.0,47.0% of adults have access to behavioral/emotional supports
04M057,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
04M072,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
04M083,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
04M096,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,57.0,57.0% of adults have access to behavioral/emotional supports
04M102,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
04M108,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
04M112,2023-24,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
04M146,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
04M155,2023-24,41.0,41.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
04M171,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
04M182,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
04M206,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
04M224,2023-24,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
04M310,2023-24,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
04M372,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,66.0,66.0% of adults have access to behavioral/emotional supports
04M375,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
04M377,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
04M435,2023-24,98.0,98.0% of adults recognize disruptive behavior as SEL opportunity,99.0,99.0% of adults have access to behavioral/emotional supports
04M495,2023-24,66.0,66.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
04M497,2023-24,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
04M505,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
04M555,2023-24,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
04M680,2023-24,45.0,45.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
04M825,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
04M964,2023-24,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,61.0,61.0% of adults have access to behavioral/emotional supports
05M030,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
05M036,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,53.0,53.0% of adults have access to behavioral/emotional supports
05M046,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,72.0,72.0% of adults have access to behavioral/emotional supports
05M092,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
05M123,2023-24,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
05M125,2023-24,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
05M129,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
05M133,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
05M148,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,60.0,60.0% of adults have access to behavioral/emotional supports
05M154,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
05M157,2023-24,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
05M161,2023-24,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
05M175,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
05M194,2023-24,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
05M197,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
05M200,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
05M285,2023-24,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
05M286,2023-24,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
05M304,2023-24,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,62.0,62.0% of adults have access to behavioral/emotional supports
05M318,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
05M362,2023-24,50.0,50.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
05M369,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,60.0,60.0% of adults have access to behavioral/emotional supports
05M371,2023-24,10.0,10.0% of adults recognize disruptive behavior as SEL opportunity,33.0,33.0% of adults have access to behavioral/emotional supports
05M499,2023-24,59.0,59.0% of adults recognize disruptive behavior as SEL opportunity,52.0,52.0% of adults have access to behavioral/emotional supports
05M514,2023-24,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
05M517,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,50.0,50.0% of adults have access to behavioral/emotional supports
05M670,2023-24,48.0,48.0% of adults recognize disruptive behavior as SEL opportunity,66.0,66.0% of adults have access to behavioral/emotional supports
05M692,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
06M004,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
06M005,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
06M008,2023-24,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
06M018,2023-24,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
06M028,2023-24,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
06M048,2023-24,53.0,53.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
06M052,2023-24,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
06M098,2023-24,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,70.0,70.0% of adults have access to behavioral/emotional supports
06M103,2023-24,97.0,97.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M115,2023-24,60.0,60.0% of adults recognize disruptive behavior as SEL opportunity,58.0,58.0% of adults have access to behavioral/emotional supports
06M128,2023-24,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
06M132,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M143,2023-24,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
06M152,2023-24,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
06M153,2023-24,76.0,76.0% of adults recognize disruptive behavior as SEL opportunity,65.0,65.0% of adults have access to behavioral/emotional supports
06M173,2023-24,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,58.0,58.0% of adults have access to behavioral/emotional supports
06M178,2023-24,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
06M187,2023-24,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
06M189,2023-24,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
06M192,2023-24,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
06M209,2023-24,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,71.0,71.0% of adults have access to behavioral/emotional supports
06M210,2023-24,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
06M211,2023-24,52.0,52.0% of adults recognize disruptive behavior as SEL opportunity,60.0,60.0% of adults have access to behavioral/emotional supports
