DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
28Q700,2023-24,379.0,9.99,10.0% of students in temporary housing
28Q896,2023-24,41.0,7.36,7.4% of students in temporary housing
29Q015,2023-24,29.0,8.84,8.8% of students in temporary housing
29Q033,2023-24,124.0,15.9,15.9% of students in temporary housing
29Q034,2023-24,59.0,11.57,11.6% of students in temporary housing
29Q035,2023-24,86.0,13.29,13.3% of students in temporary housing
29Q036,2023-24,54.0,17.09,17.1% of students in temporary housing
29Q037,2023-24,74.0,23.64,23.6% of students in temporary housing
29Q038,2023-24,22.0,9.21,9.2% of students in temporary housing
29Q052,2023-24,171.0,51.51,51.5% of students in temporary housing
29Q059,2023-24,98.0,20.55,20.6% of students in temporary housing
29Q095,2023-24,213.0,18.13,18.1% of students in temporary housing
29Q109,2023-24,124.0,12.6,12.6% of students in temporary housing
29Q116,2023-24,139.0,16.13,16.1% of students in temporary housing
29Q118,2023-24,52.0,12.32,12.3% of students in temporary housing
29Q131,2023-24,159.0,20.23,20.2% of students in temporary housing
29Q132,2023-24,24.0,7.69,7.7% of students in temporary housing
29Q134,2023-24,74.0,20.16,20.2% of students in temporary housing
29Q135,2023-24,124.0,16.15,16.1% of students in temporary housing
29Q136,2023-24,77.0,19.79,19.8% of students in temporary housing
29Q138,2023-24,98.0,14.54,14.5% of students in temporary housing
29Q147,2023-24,47.0,10.4,10.4% of students in temporary housing
29Q156,2023-24,23.0,11.44,11.4% of students in temporary housing
29Q176,2023-24,27.0,4.46,4.5% of students in temporary housing
29Q181,2023-24,48.0,12.94,12.9% of students in temporary housing
29Q192,2023-24,63.0,17.03,17.0% of students in temporary housing
29Q195,2023-24,31.0,9.01,9.0% of students in temporary housing
29Q208,2023-24,20.0,3.11,3.1% of students in temporary housing
29Q238,2023-24,253.0,24.8,24.8% of students in temporary housing
29Q243,2023-24,47.0,9.77,9.8% of students in temporary housing
29Q248,2023-24,56.0,17.72,17.7% of students in temporary housing
29Q251,2023-24,34.0,13.6,13.6% of students in temporary housing
29Q259,2023-24,67.0,8.9,8.9% of students in temporary housing
29Q265,2023-24,87.0,16.38,16.4% of students in temporary housing
29Q268,2023-24,99.0,14.14,14.1% of students in temporary housing
29Q270,2023-24,69.0,10.36,10.4% of students in temporary housing
29Q272,2023-24,63.0,14.25,14.2% of students in temporary housing
29Q283,2023-24,73.0,12.56,12.6% of students in temporary housing
29Q289,2023-24,22.0,9.78,9.8% of students in temporary housing
29Q295,2023-24,84.0,14.38,14.4% of students in temporary housing
29Q313,2023-24,40.0,10.64,10.6% of students in temporary housing
29Q326,2023-24,28.0,7.57,7.6% of students in temporary housing
29Q327,2023-24,44.0,9.3,9.3% of students in temporary housing
29Q355,2023-24,55.0,18.46,18.5% of students in temporary housing
29Q356,2023-24,68.0,20.99,21.0% of students in temporary housing
29Q360,2023-24,10.0,3.36,3.4% of students in temporary housing
29Q381,2023-24,56.0,13.53,13.5% of students in temporary housing
29Q444,2023-24,44.0,6.95,7.0% of students in temporary housing
29Q492,2023-24,53.0,11.21,11.2% of students in temporary housing
29Q498,2023-24,55.0,9.37,9.4% of students in temporary housing
29Q700,2023-24,203.0,8.72,8.7% of students in temporary housing
30Q002,2023-24,79.0,13.32,13.3% of students in temporary housing
30Q010,2023-24,72.0,10.88,10.9% of students in temporary housing
30Q011,2023-24,92.0,12.89,12.9% of students in temporary housing
30Q017,2023-24,127.0,20.32,20.3% of students in temporary housing
30Q069,2023-24,26.0,3.08,3.1% of students in temporary housing
30Q070,2023-24,87.0,10.0,10.0% of students in temporary housing
30Q076,2023-24,249.0,45.03,45.0% of students in temporary housing
30Q078,2023-24,21.0,2.66,2.7% of students in temporary housing
30Q084,2023-24,26.0,7.08,7.1% of students in temporary housing
30Q085,2023-24,44.0,7.72,7.7% of students in temporary housing
30Q092,2023-24,134.0,15.21,15.2% of students in temporary housing
30Q111,2023-24,360.0,64.29,64.3% of students in temporary housing
30Q112,2023-24,312.0,48.3,48.3% of students in temporary housing
30Q122,2023-24,50.0,4.29,4.3% of students in temporary housing
30Q126,2023-24,73.0,17.76,17.8% of students in temporary housing
30Q127,2023-24,274.0,22.28,22.3% of students in temporary housing
30Q141,2023-24,86.0,8.28,8.3% of students in temporary housing
30Q145,2023-24,333.0,21.21,21.2% of students in temporary housing
30Q148,2023-24,171.0,23.14,23.1% of students in temporary housing
30Q149,2023-24,198.0,26.44,26.4% of students in temporary housing
30Q150,2023-24,102.0,13.97,14.0% of students in temporary housing
30Q151,2023-24,106.0,28.8,28.8% of students in temporary housing
30Q152,2023-24,198.0,28.09,28.1% of students in temporary housing
30Q166,2023-24,144.0,16.46,16.5% of students in temporary housing
30Q171,2023-24,171.0,34.27,34.3% of students in temporary housing
30Q204,2023-24,232.0,48.95,49.0% of students in temporary housing
30Q212,2023-24,27.0,4.6,4.6% of students in temporary housing
30Q222,2023-24,55.0,24.23,24.2% of students in temporary housing
30Q227,2023-24,56.0,3.59,3.6% of students in temporary housing
30Q228,2023-24,51.0,21.43,21.4% of students in temporary housing
30Q230,2023-24,128.0,12.1,12.1% of students in temporary housing
30Q234,2023-24,64.0,13.68,13.7% of students in temporary housing
30Q235,2023-24,166.0,84.26,84.3% of students in temporary housing
30Q258,2023-24,27.0,5.47,5.5% of students in temporary housing
30Q280,2023-24,83.0,17.33,17.3% of students in temporary housing
30Q286,2023-24,9.0,1.58,1.6% of students in temporary housing
30Q291,2023-24,35.0,8.77,8.8% of students in temporary housing
30Q300,2023-24,,,Data suppressed
30Q301,2023-24,35.0,6.46,6.5% of students in temporary housing
30Q329,2023-24,172.0,36.6,36.6% of students in temporary housing
30Q361,2023-24,67.0,13.16,13.2% of students in temporary housing
30Q384,2023-24,25.0,5.75,5.8% of students in temporary housing
30Q389,2023-24,147.0,41.06,41.1% of students in temporary housing
30Q398,2023-24,48.0,11.27,11.3% of students in temporary housing
30Q417,2023-24,43.0,20.48,20.5% of students in temporary housing
30Q429,2023-24,6.0,5.77,5.8% of students in temporary housing
30Q444,2023-24,44.0,6.33,6.3% of students in temporary housing
30Q445,2023-24,308.0,14.43,14.4% of students in temporary housing
30Q450,2023-24,372.0,19.72,19.7% of students in temporary housing
30Q501,2023-24,18.0,2.12,2.1% of students in temporary housing
30Q502,2023-24,89.0,10.68,10.7% of students in temporary housing
30Q555,2023-24,791.0,48.89,48.9% of students in temporary housing
30Q575,2023-24,41.0,2.95,3.0% of students in temporary housing
30Q580,2023-24,9.0,1.71,1.7% of students in temporary housing
30Q700,2023-24,239.0,7.32,7.3% of students in temporary housing
31R001,2023-24,9.0,1.98,2.0% of students in temporary housing
31R002,2023-24,94.0,9.33,9.3% of students in temporary housing
31R003,2023-24,8.0,1.22,1.2% of students in temporary housing
31R004,2023-24,14.0,1.65,1.6% of students in temporary housing
31R005,2023-24,,,Data suppressed
31R006,2023-24,13.0,2.48,2.5% of students in temporary housing
31R007,2023-24,18.0,1.47,1.5% of students in temporary housing
31R008,2023-24,12.0,2.24,2.2% of students in temporary housing
31R009,2023-24,,,Data suppressed
31R010,2023-24,48.0,22.97,23.0% of students in temporary housing
31R011,2023-24,12.0,3.95,4.0% of students in temporary housing
31R013,2023-24,74.0,9.25,9.2% of students in temporary housing
31R016,2023-24,95.0,23.06,23.1% of students in temporary housing
31R018,2023-24,74.0,20.9,20.9% of students in temporary housing
31R019,2023-24,98.0,20.59,20.6% of students in temporary housing
31R020,2023-24,43.0,13.4,13.4% of students in temporary housing
31R021,2023-24,17.0,4.15,4.2% of students in temporary housing
31R022,2023-24,100.0,12.58,12.6% of students in temporary housing
31R023,2023-24,12.0,1.94,1.9% of students in temporary housing
31R024,2023-24,37.0,2.81,2.8% of students in temporary housing
31R026,2023-24,20.0,7.09,7.1% of students in temporary housing
31R027,2023-24,78.0,8.58,8.6% of students in temporary housing
31R028,2023-24,28.0,9.62,9.6% of students in temporary housing
31R029,2023-24,17.0,2.88,2.9% of students in temporary housing
31R030,2023-24,17.0,2.36,2.4% of students in temporary housing
31R031,2023-24,74.0,18.83,18.8% of students in temporary housing
31R032,2023-24,9.0,1.33,1.3% of students in temporary housing
31R034,2023-24,7.0,0.61,0.6% of students in temporary housing
31R035,2023-24,7.0,1.77,1.8% of students in temporary housing
31R036,2023-24,10.0,1.13,1.1% of students in temporary housing
31R038,2023-24,57.0,14.21,14.2% of students in temporary housing
31R039,2023-24,28.0,5.62,5.6% of students in temporary housing
31R041,2023-24,16.0,2.25,2.2% of students in temporary housing
31R042,2023-24,10.0,0.98,1.0% of students in temporary housing
31R044,2023-24,68.0,11.99,12.0% of students in temporary housing
31R045,2023-24,51.0,6.65,6.7% of students in temporary housing
31R046,2023-24,19.0,10.0,10.0% of students in temporary housing
31R047,2023-24,,,Data suppressed
31R048,2023-24,30.0,2.96,3.0% of students in temporary housing
31R049,2023-24,50.0,12.02,12.0% of students in temporary housing
31R050,2023-24,8.0,1.08,1.1% of students in temporary housing
31R051,2023-24,133.0,11.39,11.4% of students in temporary housing
31R052,2023-24,36.0,5.52,5.5% of students in temporary housing
31R053,2023-24,8.0,0.98,1.0% of students in temporary housing
31R054,2023-24,25.0,3.03,3.0% of students in temporary housing
31R055,2023-24,6.0,1.17,1.2% of students in temporary housing
31R056,2023-24,,,Data suppressed
31R057,2023-24,17.0,3.83,3.8% of students in temporary housing
31R058,2023-24,43.0,5.89,5.9% of students in temporary housing
31R059,2023-24,22.0,8.53,8.5% of students in temporary housing
31R060,2023-24,16.0,2.49,2.5% of students in temporary housing
31R061,2023-24,139.0,14.49,14.5% of students in temporary housing
31R062,2023-24,14.0,2.93,2.9% of students in temporary housing
31R063,2023-24,18.0,4.27,4.3% of students in temporary housing
31R064,2023-24,7.0,1.26,1.3% of students in temporary housing
31R065,2023-24,23.0,6.22,6.2% of students in temporary housing
31R066,2023-24,73.0,5.75,5.8% of students in temporary housing
31R068,2023-24,67.0,15.06,15.1% of students in temporary housing
31R069,2023-24,19.0,2.5,2.5% of students in temporary housing
31R072,2023-24,71.0,4.74,4.7% of students in temporary housing
31R074,2023-24,54.0,19.93,19.9% of students in temporary housing
31R075,2023-24,33.0,2.16,2.2% of students in temporary housing
31R078,2023-24,56.0,11.24,11.2% of students in temporary housing
31R080,2023-24,48.0,3.36,3.4% of students in temporary housing
31R084,2023-24,9.0,10.34,10.3% of students in temporary housing
31R085,2023-24,7.0,5.38,5.4% of students in temporary housing
31R440,2023-24,146.0,4.79,4.8% of students in temporary housing
31R444,2023-24,53.0,4.5,4.5% of students in temporary housing
31R445,2023-24,206.0,11.46,11.5% of students in temporary housing
31R450,2023-24,228.0,9.94,9.9% of students in temporary housing
31R455,2023-24,112.0,2.93,2.9% of students in temporary housing
31R460,2023-24,125.0,4.3,4.3% of students in temporary housing
31R470,2023-24,39.0,16.81,16.8% of students in temporary housing
31R600,2023-24,39.0,5.82,5.8% of students in temporary housing
31R605,2023-24,9.0,0.64,0.6% of students in temporary housing
31R700,2023-24,97.0,2.77,2.8% of students in temporary housing
31R861,2023-24,64.0,7.44,7.4% of students in temporary housing
32K045,2023-24,93.0,18.6,18.6% of students in temporary housing
32K075,2023-24,62.0,27.68,27.7% of students in temporary housing
32K086,2023-24,185.0,47.56,47.6% of students in temporary housing
32K106,2023-24,119.0,31.73,31.7% of students in temporary housing
32K116,2023-24,133.0,37.46,37.5% of students in temporary housing
32K123,2023-24,174.0,34.87,34.9% of students in temporary housing
32K145,2023-24,95.0,20.0,20.0% of students in temporary housing
32K151,2023-24,118.0,37.11,37.1% of students in temporary housing
32K162,2023-24,129.0,40.57,40.6% of students in temporary housing
32K168,2023-24,60.0,15.79,15.8% of students in temporary housing
32K274,2023-24,167.0,47.58,47.6% of students in temporary housing
32K291,2023-24,130.0,39.39,39.4% of students in temporary housing
32K299,2023-24,97.0,44.5,44.5% of students in temporary housing
32K347,2023-24,59.0,24.79,24.8% of students in temporary housing
32K349,2023-24,62.0,28.7,28.7% of students in temporary housing
32K376,2023-24,98.0,18.46,18.5% of students in temporary housing
32K377,2023-24,104.0,44.83,44.8% of students in temporary housing
32K383,2023-24,98.0,13.28,13.3% of students in temporary housing
32K384,2023-24,102.0,26.22,26.2% of students in temporary housing
32K403,2023-24,100.0,32.36,32.4% of students in temporary housing
32K444,2023-24,20.0,12.82,12.8% of students in temporary housing
32K545,2023-24,90.0,20.13,20.1% of students in temporary housing
32K549,2023-24,76.0,26.57,26.6% of students in temporary housing
32K552,2023-24,76.0,17.72,17.7% of students in temporary housing
32K554,2023-24,27.0,6.28,6.3% of students in temporary housing
32K556,2023-24,107.0,28.84,28.8% of students in temporary housing
32K562,2023-24,114.0,31.23,31.2% of students in temporary housing
32K564,2023-24,29.0,21.17,21.2% of students in temporary housing
32K700,2023-24,375.0,28.37,28.4% of students in temporary housing
75K004,2023-24,44.0,10.21,10.2% of students in temporary housing
75K036,2023-24,64.0,13.73,13.7% of students in temporary housing
75K053,2023-24,33.0,7.8,7.8% of students in temporary housing
75K077,2023-24,39.0,9.82,9.8% of students in temporary housing
75K140,2023-24,82.0,22.47,22.5% of students in temporary housing
75K141,2023-24,69.0,17.25,17.2% of students in temporary housing
75K231,2023-24,14.0,4.42,4.4% of students in temporary housing
75K368,2023-24,83.0,28.04,28.0% of students in temporary housing
75K369,2023-24,49.0,9.53,9.5% of students in temporary housing
75K370,2023-24,13.0,4.81,4.8% of students in temporary housing
75K371,2023-24,18.0,7.09,7.1% of students in temporary housing
75K372,2023-24,7.0,3.33,3.3% of students in temporary housing
75K373,2023-24,42.0,9.09,9.1% of students in temporary housing
75K396,2023-24,80.0,13.94,13.9% of students in temporary housing
75K403,2023-24,,,Data suppressed
75K444,2023-24,7.0,6.54,6.5% of students in temporary housing
75K503,2023-24,,,Data suppressed
75K721,2023-24,20.0,4.34,4.3% of students in temporary housing
75K753,2023-24,54.0,12.98,13.0% of students in temporary housing
75K771,2023-24,31.0,5.27,5.3% of students in temporary housing
75K811,2023-24,24.0,8.25,8.2% of students in temporary housing
75M035,2023-24,50.0,15.82,15.8% of students in temporary housing
75M079,2023-24,27.0,11.69,11.7% of students in temporary housing
75M094,2023-24,64.0,13.09,13.1% of students in temporary housing
75M138,2023-24,82.0,11.19,11.2% of students in temporary housing
75M169,2023-24,69.0,17.88,17.9% of students in temporary housing
75M226,2023-24,45.0,15.15,15.2% of students in temporary housing
75M401,2023-24,12.0,13.64,13.6% of students in temporary housing
75M444,2023-24,,,Data suppressed
75M501,2023-24,,,Data suppressed
75M721,2023-24,34.0,16.19,16.2% of students in temporary housing
75M751,2023-24,35.0,15.28,15.3% of students in temporary housing
75M811,2023-24,98.0,17.82,17.8% of students in temporary housing
75Q004,2023-24,46.0,8.04,8.0% of students in temporary housing
75Q009,2023-24,71.0,10.53,10.5% of students in temporary housing
75Q023,2023-24,52.0,9.51,9.5% of students in temporary housing
75Q075,2023-24,72.0,11.04,11.0% of students in temporary housing
75Q177,2023-24,31.0,4.79,4.8% of students in temporary housing
75Q224,2023-24,36.0,7.27,7.3% of students in temporary housing
75Q233,2023-24,32.0,5.69,5.7% of students in temporary housing
75Q255,2023-24,27.0,4.72,4.7% of students in temporary housing
75Q256,2023-24,63.0,8.29,8.3% of students in temporary housing
75Q277,2023-24,69.0,9.27,9.3% of students in temporary housing
75Q404,2023-24,,,Data suppressed
75Q444,2023-24,,,Data suppressed
75Q504,2023-24,,,Data suppressed
75Q721,2023-24,33.0,6.19,6.2% of students in temporary housing
75Q752,2023-24,48.0,10.91,10.9% of students in temporary housing
75Q811,2023-24,34.0,6.06,6.1% of students in temporary housing
75Q993,2023-24,41.0,6.68,6.7% of students in temporary housing
75R025,2023-24,40.0,6.49,6.5% of students in temporary housing
75R037,2023-24,12.0,2.19,2.2% of students in temporary housing
75R373,2023-24,35.0,4.92,4.9% of students in temporary housing
75R405,2023-24,,,Data suppressed
75R444,2023-24,,,Data suppressed
75R505,2023-24,,,Data suppressed
75R721,2023-24,15.0,2.89,2.9% of students in temporary housing
75X010,2023-24,94.0,12.7,12.7% of students in temporary housing
75X012,2023-24,42.0,14.29,14.3% of students in temporary housing
75X017,2023-24,93.0,13.86,13.9% of students in temporary housing
75X168,2023-24,84.0,12.73,12.7% of students in temporary housing
75X176,2023-24,21.0,3.37,3.4% of students in temporary housing
75X186,2023-24,153.0,20.0,20.0% of students in temporary housing
75X188,2023-24,75.0,14.85,14.8% of students in temporary housing
75X352,2023-24,78.0,13.78,13.8% of students in temporary housing
75X402,2023-24,,,Data suppressed
75X444,2023-24,12.0,10.0,10.0% of students in temporary housing
75X469,2023-24,90.0,14.47,14.5% of students in temporary housing
75X502,2023-24,,,Data suppressed
75X596,2023-24,20.0,4.8,4.8% of students in temporary housing
75X721,2023-24,55.0,10.81,10.8% of students in temporary housing
75X723,2023-24,55.0,13.13,13.1% of students in temporary housing
75X754,2023-24,96.0,24.3,24.3% of students in temporary housing
75X811,2023-24,79.0,12.85,12.8% of students in temporary housing
79K925,2023-24,125.0,10.94,10.9% of students in temporary housing
79M379,2023-24,72.0,10.75,10.8% of students in temporary housing
79M645,2023-24,148.0,8.02,8.0% of students in temporary housing
79M921,2023-24,29.0,31.87,31.9% of students in temporary housing
79M973,2023-24,341.0,54.21,54.2% of students in temporary housing
79Q344,2023-24,132.0,22.72,22.7% of students in temporary housing
79Q950,2023-24,1157.0,19.76,19.8% of students in temporary housing
79X695,2023-24,83.0,16.67,16.7% of students in temporary housing
01M015,2024-25,54.0,32.53,32.5% of students in temporary housing
01M020,2024-25,121.0,35.8,35.8% of students in temporary housing
01M034,2024-25,61.0,29.9,29.9% of students in temporary housing
01M063,2024-25,39.0,19.6,19.6% of students in temporary housing
01M064,2024-25,37.0,24.18,24.2% of students in temporary housing
01M110,2024-25,25.0,11.11,11.1% of students in temporary housing
01M134,2024-25,62.0,35.84,35.8% of students in temporary housing
01M140,2024-25,229.0,58.57,58.6% of students in temporary housing
01M142,2024-25,134.0,34.01,34.0% of students in temporary housing
01M184,2024-25,92.0,11.9,11.9% of students in temporary housing
01M188,2024-25,208.0,55.91,55.9% of students in temporary housing
01M292,2024-25,49.0,18.77,18.8% of students in temporary housing
01M315,2024-25,30.0,6.11,6.1% of students in temporary housing
01M332,2024-25,40.0,28.17,28.2% of students in temporary housing
01M361,2024-25,38.0,13.72,13.7% of students in temporary housing
01M363,2024-25,29.0,13.62,13.6% of students in temporary housing
01M364,2024-25,22.0,12.22,12.2% of students in temporary housing
01M378,2024-25,38.0,25.0,25.0% of students in temporary housing
01M444,2024-25,18.0,11.92,11.9% of students in temporary housing
01M448,2024-25,38.0,7.98,8.0% of students in temporary housing
01M450,2024-25,87.0,12.43,12.4% of students in temporary housing
01M458,2024-25,42.0,17.65,17.6% of students in temporary housing
01M515,2024-25,170.0,27.16,27.2% of students in temporary housing
01M539,2024-25,24.0,1.48,1.5% of students in temporary housing
01M650,2024-25,24.0,14.81,14.8% of students in temporary housing
01M696,2024-25,17.0,2.98,3.0% of students in temporary housing
01M700,2024-25,88.0,22.86,22.9% of students in temporary housing
01M839,2024-25,47.0,16.21,16.2% of students in temporary housing
02M001,2024-25,63.0,28.64,28.6% of students in temporary housing
02M002,2024-25,94.0,27.89,27.9% of students in temporary housing
02M003,2024-25,39.0,6.74,6.7% of students in temporary housing
02M006,2024-25,17.0,2.53,2.5% of students in temporary housing
02M011,2024-25,50.0,7.36,7.4% of students in temporary housing
02M033,2024-25,187.0,29.08,29.1% of students in temporary housing
02M040,2024-25,11.0,2.03,2.0% of students in temporary housing
02M041,2024-25,11.0,2.24,2.2% of students in temporary housing
02M042,2024-25,64.0,12.93,12.9% of students in temporary housing
02M047,2024-25,14.0,9.4,9.4% of students in temporary housing
02M051,2024-25,238.0,47.98,48.0% of students in temporary housing
02M059,2024-25,9.0,1.64,1.6% of students in temporary housing
02M077,2024-25,,,Data suppressed
02M089,2024-25,11.0,3.18,3.2% of students in temporary housing
02M104,2024-25,103.0,9.82,9.8% of students in temporary housing
02M111,2024-25,202.0,44.99,45.0% of students in temporary housing
02M114,2024-25,6.0,1.37,1.4% of students in temporary housing
02M116,2024-25,227.0,43.91,43.9% of students in temporary housing
02M124,2024-25,15.0,3.26,3.3% of students in temporary housing
02M126,2024-25,95.0,16.27,16.3% of students in temporary housing
02M130,2024-25,43.0,7.99,8.0% of students in temporary housing
02M131,2024-25,58.0,20.94,20.9% of students in temporary housing
02M135,2024-25,59.0,17.51,17.5% of students in temporary housing
02M139,2024-25,33.0,9.71,9.7% of students in temporary housing
02M150,2024-25,7.0,2.43,2.4% of students in temporary housing
02M151,2024-25,11.0,3.12,3.1% of students in temporary housing
02M158,2024-25,15.0,2.43,2.4% of students in temporary housing
02M167,2024-25,62.0,6.37,6.4% of students in temporary housing
02M177,2024-25,14.0,5.62,5.6% of students in temporary housing
02M183,2024-25,23.0,4.14,4.1% of students in temporary housing
02M198,2024-25,56.0,10.73,10.7% of students in temporary housing
02M212,2024-25,109.0,30.62,30.6% of students in temporary housing
02M217,2024-25,14.0,1.89,1.9% of students in temporary housing
02M225,2024-25,34.0,9.71,9.7% of students in temporary housing
02M234,2024-25,,,Data suppressed
02M255,2024-25,10.0,2.62,2.6% of students in temporary housing
02M260,2024-25,21.0,2.47,2.5% of students in temporary housing
02M267,2024-25,23.0,6.37,6.4% of students in temporary housing
02M276,2024-25,105.0,12.79,12.8% of students in temporary housing
02M280,2024-25,107.0,26.68,26.7% of students in temporary housing
02M281,2024-25,26.0,4.92,4.9% of students in temporary housing
02M282,2024-25,57.0,10.46,10.5% of students in temporary housing
02M288,2024-25,92.0,18.59,18.6% of students in temporary housing
02M289,2024-25,22.0,8.49,8.5% of students in temporary housing
02M290,2024-25,8.0,1.74,1.7% of students in temporary housing
02M294,2024-25,26.0,7.12,7.1% of students in temporary housing
02M296,2024-25,86.0,38.05,38.0% of students in temporary housing
02M297,2024-25,186.0,51.67,51.7% of students in temporary housing
02M298,2024-25,58.0,11.37,11.4% of students in temporary housing
02M300,2024-25,50.0,24.75,24.8% of students in temporary housing
02M303,2024-25,155.0,38.85,38.9% of students in temporary housing
02M305,2024-25,43.0,17.06,17.1% of students in temporary housing
02M308,2024-25,56.0,20.97,21.0% of students in temporary housing
02M312,2024-25,11.0,2.0,2.0% of students in temporary housing
02M313,2024-25,33.0,19.64,19.6% of students in temporary housing
02M316,2024-25,68.0,55.28,55.3% of students in temporary housing
02M340,2024-25,24.0,7.97,8.0% of students in temporary housing
02M343,2024-25,71.0,22.19,22.2% of students in temporary housing
02M347,2024-25,41.0,22.78,22.8% of students in temporary housing
02M374,2024-25,22.0,5.39,5.4% of students in temporary housing
02M376,2024-25,25.0,5.56,5.6% of students in temporary housing
02M391,2024-25,59.0,9.18,9.2% of students in temporary housing
02M392,2024-25,64.0,14.81,14.8% of students in temporary housing
02M393,2024-25,61.0,15.68,15.7% of students in temporary housing
02M394,2024-25,120.0,36.36,36.4% of students in temporary housing
02M395,2024-25,27.0,12.05,12.1% of students in temporary housing
02M397,2024-25,32.0,7.14,7.1% of students in temporary housing
02M399,2024-25,71.0,50.35,50.4% of students in temporary housing
02M400,2024-25,110.0,10.88,10.9% of students in temporary housing
02M407,2024-25,13.0,2.73,2.7% of students in temporary housing
02M408,2024-25,30.0,5.66,5.7% of students in temporary housing
02M411,2024-25,10.0,2.09,2.1% of students in temporary housing
02M412,2024-25,13.0,3.12,3.1% of students in temporary housing
02M413,2024-25,38.0,5.21,5.2% of students in temporary housing
02M414,2024-25,19.0,3.93,3.9% of students in temporary housing
02M416,2024-25,24.0,4.41,4.4% of students in temporary housing
02M418,2024-25,32.0,4.66,4.7% of students in temporary housing
02M419,2024-25,80.0,26.4,26.4% of students in temporary housing
02M420,2024-25,110.0,6.48,6.5% of students in temporary housing
02M422,2024-25,132.0,32.43,32.4% of students in temporary housing
02M425,2024-25,77.0,26.92,26.9% of students in temporary housing
02M427,2024-25,257.0,78.59,78.6% of students in temporary housing
02M432,2024-25,27.0,8.68,8.7% of students in temporary housing
02M437,2024-25,53.0,28.04,28.0% of students in temporary housing
02M438,2024-25,231.0,60.79,60.8% of students in temporary housing
02M439,2024-25,33.0,8.23,8.2% of students in temporary housing
02M442,2024-25,,,Data suppressed
02M444,2024-25,56.0,9.3,9.3% of students in temporary housing
02M449,2024-25,51.0,12.47,12.5% of students in temporary housing
02M459,2024-25,167.0,44.77,44.8% of students in temporary housing
02M475,2024-25,110.0,3.38,3.4% of students in temporary housing
02M489,2024-25,73.0,11.48,11.5% of students in temporary housing
02M500,2024-25,86.0,33.73,33.7% of students in temporary housing
02M507,2024-25,34.0,8.46,8.5% of students in temporary housing
02M519,2024-25,26.0,5.63,5.6% of students in temporary housing
02M520,2024-25,38.0,33.04,33.0% of students in temporary housing
02M527,2024-25,13.0,3.45,3.5% of students in temporary housing
02M529,2024-25,78.0,25.16,25.2% of students in temporary housing
02M531,2024-25,19.0,9.09,9.1% of students in temporary housing
02M533,2024-25,52.0,10.2,10.2% of students in temporary housing
02M534,2024-25,47.0,12.63,12.6% of students in temporary housing
02M542,2024-25,108.0,27.48,27.5% of students in temporary housing
02M543,2024-25,54.0,13.11,13.1% of students in temporary housing
02M544,2024-25,97.0,31.8,31.8% of students in temporary housing
02M545,2024-25,31.0,8.56,8.6% of students in temporary housing
02M546,2024-25,71.0,16.06,16.1% of students in temporary housing
02M550,2024-25,278.0,56.5,56.5% of students in temporary housing
02M551,2024-25,21.0,4.11,4.1% of students in temporary housing
02M560,2024-25,69.0,11.94,11.9% of students in temporary housing
02M565,2024-25,13.0,9.7,9.7% of students in temporary housing
02M570,2024-25,31.0,19.14,19.1% of students in temporary housing
02M575,2024-25,461.0,53.73,53.7% of students in temporary housing
02M580,2024-25,44.0,10.68,10.7% of students in temporary housing
02M586,2024-25,13.0,13.13,13.1% of students in temporary housing
02M600,2024-25,145.0,10.19,10.2% of students in temporary housing
02M605,2024-25,30.0,11.28,11.3% of students in temporary housing
02M615,2024-25,48.0,12.66,12.7% of students in temporary housing
02M630,2024-25,52.0,3.52,3.5% of students in temporary housing
02M655,2024-25,89.0,23.18,23.2% of students in temporary housing
02M700,2024-25,198.0,12.99,13.0% of students in temporary housing
02M896,2024-25,41.0,12.85,12.8% of students in temporary housing
03M009,2024-25,25.0,4.59,4.6% of students in temporary housing
03M054,2024-25,25.0,3.49,3.5% of students in temporary housing
03M075,2024-25,128.0,26.07,26.1% of students in temporary housing
03M076,2024-25,92.0,36.65,36.6% of students in temporary housing
03M084,2024-25,95.0,13.4,13.4% of students in temporary housing
03M087,2024-25,34.0,4.4,4.4% of students in temporary housing
03M145,2024-25,149.0,28.54,28.5% of students in temporary housing
03M149,2024-25,85.0,31.37,31.4% of students in temporary housing
03M163,2024-25,123.0,25.68,25.7% of students in temporary housing
03M165,2024-25,86.0,18.42,18.4% of students in temporary housing
03M166,2024-25,39.0,6.31,6.3% of students in temporary housing
03M180,2024-25,71.0,19.24,19.2% of students in temporary housing
03M185,2024-25,48.0,13.71,13.7% of students in temporary housing
03M191,2024-25,247.0,47.5,47.5% of students in temporary housing
03M199,2024-25,51.0,8.92,8.9% of students in temporary housing
03M241,2024-25,52.0,35.37,35.4% of students in temporary housing
03M242,2024-25,103.0,63.98,64.0% of students in temporary housing
03M243,2024-25,7.0,2.82,2.8% of students in temporary housing
03M245,2024-25,17.0,4.55,4.5% of students in temporary housing
03M247,2024-25,102.0,59.65,59.6% of students in temporary housing
03M256,2024-25,44.0,20.75,20.8% of students in temporary housing
03M258,2024-25,47.0,32.87,32.9% of students in temporary housing
03M291,2024-25,29.0,4.01,4.0% of students in temporary housing
03M307,2024-25,55.0,15.99,16.0% of students in temporary housing
03M333,2024-25,109.0,22.8,22.8% of students in temporary housing
03M334,2024-25,,,Data suppressed
