DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
25Q021,2020-21,192.0,15.5,15.5% of students in temporary housing
25Q022,2020-21,38.0,4.4,4.4% of students in temporary housing
25Q024,2020-21,88.0,7.9,7.9% of students in temporary housing
25Q025,2020-21,79.0,7.5,7.5% of students in temporary housing
25Q029,2020-21,40.0,5.5,5.5% of students in temporary housing
25Q032,2020-21,36.0,3.7,3.7% of students in temporary housing
25Q079,2020-21,30.0,2.7,2.7% of students in temporary housing
25Q107,2020-21,72.0,7.9,7.9% of students in temporary housing
25Q120,2020-21,16.0,1.9,1.9% of students in temporary housing
25Q129,2020-21,55.0,5.0,5.0% of students in temporary housing
25Q130,2020-21,,,Data suppressed
25Q154,2020-21,15.0,2.4,2.4% of students in temporary housing
25Q163,2020-21,12.0,1.4,1.4% of students in temporary housing
25Q164,2020-21,16.0,2.6,2.6% of students in temporary housing
25Q165,2020-21,49.0,6.5,6.5% of students in temporary housing
25Q169,2020-21,,,Data suppressed
25Q184,2020-21,20.0,3.8,3.8% of students in temporary housing
25Q185,2020-21,129.0,9.0,9.0% of students in temporary housing
25Q189,2020-21,52.0,7.0,7.0% of students in temporary housing
25Q193,2020-21,,,Data suppressed
25Q194,2020-21,51.0,4.2,4.2% of students in temporary housing
25Q200,2020-21,22.0,4.1,4.1% of students in temporary housing
25Q201,2020-21,23.0,5.1,5.1% of students in temporary housing
25Q209,2020-21,,,Data suppressed
25Q214,2020-21,11.0,2.9,2.9% of students in temporary housing
25Q219,2020-21,62.0,9.7,9.7% of students in temporary housing
25Q237,2020-21,67.0,4.9,4.9% of students in temporary housing
25Q240,2020-21,35.0,5.5,5.5% of students in temporary housing
25Q241,2020-21,23.0,5.2,5.2% of students in temporary housing
25Q242,2020-21,9.0,2.2,2.2% of students in temporary housing
25Q244,2020-21,,,Data suppressed
25Q250,2020-21,35.0,10.1,10.1% of students in temporary housing
25Q252,2020-21,13.0,2.1,2.1% of students in temporary housing
25Q263,2020-21,87.0,19.5,19.5% of students in temporary housing
25Q281,2020-21,7.0,1.0,1.0% of students in temporary housing
25Q285,2020-21,23.0,3.7,3.7% of students in temporary housing
25Q294,2020-21,,,Data suppressed
25Q379,2020-21,20.0,4.0,4.0% of students in temporary housing
25Q409,2020-21,,,Data suppressed
25Q425,2020-21,160.0,4.8,4.8% of students in temporary housing
25Q444,2020-21,10.0,2.6,2.6% of students in temporary housing
25Q460,2020-21,116.0,8.2,8.2% of students in temporary housing
25Q499,2020-21,10.0,1.9,1.9% of students in temporary housing
25Q525,2020-21,11.0,0.9,0.9% of students in temporary housing
25Q540,2020-21,17.0,4.5,4.5% of students in temporary housing
25Q670,2020-21,26.0,3.9,3.9% of students in temporary housing
25Q700,2020-21,37.0,2.1,2.1% of students in temporary housing
25Q792,2020-21,9.0,6.8,6.8% of students in temporary housing
26Q018,2020-21,6.0,1.3,1.3% of students in temporary housing
26Q026,2020-21,11.0,1.5,1.5% of students in temporary housing
26Q031,2020-21,,,Data suppressed
26Q041,2020-21,9.0,1.9,1.9% of students in temporary housing
26Q046,2020-21,15.0,3.0,3.0% of students in temporary housing
26Q067,2020-21,21.0,2.0,2.0% of students in temporary housing
26Q074,2020-21,28.0,2.5,2.5% of students in temporary housing
26Q094,2020-21,10.0,3.0,3.0% of students in temporary housing
26Q098,2020-21,,,Data suppressed
26Q115,2020-21,13.0,1.6,1.6% of students in temporary housing
26Q133,2020-21,14.0,2.3,2.3% of students in temporary housing
26Q158,2020-21,33.0,3.3,3.3% of students in temporary housing
26Q159,2020-21,26.0,3.9,3.9% of students in temporary housing
26Q162,2020-21,17.0,2.9,2.9% of students in temporary housing
26Q172,2020-21,28.0,2.8,2.8% of students in temporary housing
26Q173,2020-21,30.0,3.3,3.3% of students in temporary housing
26Q178,2020-21,10.0,1.9,1.9% of students in temporary housing
26Q186,2020-21,7.0,1.8,1.8% of students in temporary housing
26Q188,2020-21,16.0,2.2,2.2% of students in temporary housing
26Q191,2020-21,42.0,10.4,10.4% of students in temporary housing
26Q203,2020-21,,,Data suppressed
26Q205,2020-21,9.0,3.2,3.2% of students in temporary housing
26Q213,2020-21,18.0,3.9,3.9% of students in temporary housing
26Q216,2020-21,120.0,7.4,7.4% of students in temporary housing
26Q221,2020-21,,,Data suppressed
26Q266,2020-21,10.0,1.7,1.7% of students in temporary housing
26Q315,2020-21,41.0,7.3,7.3% of students in temporary housing
26Q376,2020-21,15.0,4.9,4.9% of students in temporary housing
26Q390,2020-21,,,Data suppressed
26Q415,2020-21,106.0,3.1,3.1% of students in temporary housing
26Q430,2020-21,195.0,4.4,4.4% of students in temporary housing
26Q435,2020-21,60.0,5.2,5.2% of students in temporary housing
26Q444,2020-21,,,Data suppressed
26Q495,2020-21,192.0,6.5,6.5% of students in temporary housing
26Q566,2020-21,26.0,2.7,2.7% of students in temporary housing
26Q700,2020-21,14.0,1.4,1.4% of students in temporary housing
27Q042,2020-21,52.0,8.2,8.2% of students in temporary housing
27Q043,2020-21,124.0,15.1,15.1% of students in temporary housing
27Q045,2020-21,47.0,14.6,14.6% of students in temporary housing
27Q047,2020-21,9.0,3.4,3.4% of students in temporary housing
27Q051,2020-21,11.0,4.8,4.8% of students in temporary housing
27Q053,2020-21,30.0,17.4,17.4% of students in temporary housing
27Q056,2020-21,19.0,5.6,5.6% of students in temporary housing
27Q060,2020-21,45.0,4.2,4.2% of students in temporary housing
27Q062,2020-21,8.0,0.9,0.9% of students in temporary housing
27Q063,2020-21,45.0,4.0,4.0% of students in temporary housing
27Q064,2020-21,14.0,2.9,2.9% of students in temporary housing
27Q065,2020-21,19.0,4.4,4.4% of students in temporary housing
27Q066,2020-21,19.0,3.7,3.7% of students in temporary housing
27Q090,2020-21,46.0,6.7,6.7% of students in temporary housing
27Q096,2020-21,16.0,5.3,5.3% of students in temporary housing
27Q097,2020-21,30.0,4.6,4.6% of students in temporary housing
27Q100,2020-21,14.0,1.6,1.6% of students in temporary housing
27Q104,2020-21,47.0,7.3,7.3% of students in temporary housing
27Q105,2020-21,82.0,10.2,10.2% of students in temporary housing
27Q106,2020-21,26.0,15.5,15.5% of students in temporary housing
27Q108,2020-21,39.0,3.0,3.0% of students in temporary housing
27Q114,2020-21,,,Data suppressed
27Q123,2020-21,59.0,9.5,9.5% of students in temporary housing
27Q124,2020-21,28.0,2.5,2.5% of students in temporary housing
27Q137,2020-21,25.0,1.3,1.3% of students in temporary housing
27Q146,2020-21,13.0,2.3,2.3% of students in temporary housing
27Q155,2020-21,23.0,4.1,4.1% of students in temporary housing
27Q183,2020-21,65.0,13.0,13.0% of students in temporary housing
27Q197,2020-21,32.0,7.0,7.0% of students in temporary housing
27Q202,2020-21,35.0,3.3,3.3% of students in temporary housing
27Q207,2020-21,,,Data suppressed
27Q210,2020-21,94.0,5.3,5.3% of students in temporary housing
27Q223,2020-21,31.0,6.3,6.3% of students in temporary housing
27Q226,2020-21,98.0,11.0,11.0% of students in temporary housing
27Q232,2020-21,20.0,2.2,2.2% of students in temporary housing
27Q253,2020-21,95.0,17.7,17.7% of students in temporary housing
27Q254,2020-21,19.0,3.2,3.2% of students in temporary housing
27Q260,2020-21,27.0,10.8,10.8% of students in temporary housing
27Q261,2020-21,27.0,8.3,8.3% of students in temporary housing
27Q262,2020-21,48.0,4.1,4.1% of students in temporary housing
27Q273,2020-21,,,Data suppressed
27Q282,2020-21,14.0,4.9,4.9% of students in temporary housing
27Q297,2020-21,9.0,2.3,2.3% of students in temporary housing
27Q302,2020-21,36.0,7.4,7.4% of students in temporary housing
27Q306,2020-21,21.0,5.9,5.9% of students in temporary housing
27Q308,2020-21,12.0,2.0,2.0% of students in temporary housing
27Q309,2020-21,79.0,10.8,10.8% of students in temporary housing
27Q314,2020-21,20.0,4.8,4.8% of students in temporary housing
27Q316,2020-21,16.0,3.4,3.4% of students in temporary housing
27Q317,2020-21,16.0,3.3,3.3% of students in temporary housing
27Q318,2020-21,21.0,10.6,10.6% of students in temporary housing
27Q319,2020-21,49.0,12.8,12.8% of students in temporary housing
27Q323,2020-21,,,Data suppressed
27Q324,2020-21,25.0,9.7,9.7% of students in temporary housing
27Q333,2020-21,8.0,2.3,2.3% of students in temporary housing
27Q334,2020-21,21.0,5.1,5.1% of students in temporary housing
27Q336,2020-21,7.0,0.9,0.9% of students in temporary housing
27Q351,2020-21,32.0,10.7,10.7% of students in temporary housing
27Q362,2020-21,70.0,14.1,14.1% of students in temporary housing
27Q377,2020-21,17.0,4.1,4.1% of students in temporary housing
27Q400,2020-21,59.0,13.9,13.9% of students in temporary housing
27Q444,2020-21,14.0,2.4,2.4% of students in temporary housing
27Q475,2020-21,92.0,5.7,5.7% of students in temporary housing
27Q480,2020-21,187.0,7.6,7.6% of students in temporary housing
27Q650,2020-21,7.0,0.6,0.6% of students in temporary housing
27Q700,2020-21,45.0,2.4,2.4% of students in temporary housing
28Q008,2020-21,48.0,10.5,10.5% of students in temporary housing
28Q040,2020-21,42.0,11.2,11.2% of students in temporary housing
28Q048,2020-21,94.0,17.3,17.3% of students in temporary housing
28Q050,2020-21,64.0,7.9,7.9% of students in temporary housing
28Q054,2020-21,77.0,15.9,15.9% of students in temporary housing
28Q055,2020-21,14.0,2.7,2.7% of students in temporary housing
28Q072,2020-21,36.0,13.9,13.9% of students in temporary housing
28Q080,2020-21,52.0,12.7,12.7% of students in temporary housing
28Q082,2020-21,58.0,9.8,9.8% of students in temporary housing
28Q086,2020-21,86.0,12.0,12.0% of students in temporary housing
28Q099,2020-21,54.0,7.5,7.5% of students in temporary housing
28Q101,2020-21,,,Data suppressed
28Q117,2020-21,73.0,8.1,8.1% of students in temporary housing
28Q121,2020-21,18.0,2.2,2.2% of students in temporary housing
28Q139,2020-21,28.0,4.1,4.1% of students in temporary housing
28Q140,2020-21,45.0,11.1,11.1% of students in temporary housing
28Q144,2020-21,15.0,1.7,1.7% of students in temporary housing
28Q157,2020-21,76.0,4.5,4.5% of students in temporary housing
28Q160,2020-21,79.0,12.4,12.4% of students in temporary housing
28Q161,2020-21,24.0,3.9,3.9% of students in temporary housing
28Q167,2020-21,43.0,5.1,5.1% of students in temporary housing
28Q174,2020-21,11.0,1.8,1.8% of students in temporary housing
28Q175,2020-21,14.0,1.8,1.8% of students in temporary housing
28Q182,2020-21,100.0,15.4,15.4% of students in temporary housing
28Q190,2020-21,45.0,3.9,3.9% of students in temporary housing
28Q196,2020-21,,,Data suppressed
28Q206,2020-21,20.0,3.4,3.4% of students in temporary housing
28Q217,2020-21,196.0,12.0,12.0% of students in temporary housing
28Q220,2020-21,36.0,5.4,5.4% of students in temporary housing
28Q284,2020-21,20.0,3.2,3.2% of students in temporary housing
28Q287,2020-21,55.0,13.9,13.9% of students in temporary housing
28Q303,2020-21,,,Data suppressed
28Q310,2020-21,37.0,5.7,5.7% of students in temporary housing
28Q312,2020-21,26.0,10.7,10.7% of students in temporary housing
28Q325,2020-21,35.0,7.6,7.6% of students in temporary housing
28Q328,2020-21,26.0,5.5,5.5% of students in temporary housing
28Q332,2020-21,22.0,7.8,7.8% of students in temporary housing
28Q335,2020-21,9.0,3.8,3.8% of students in temporary housing
28Q338,2020-21,9.0,5.6,5.6% of students in temporary housing
28Q349,2020-21,68.0,11.0,11.0% of students in temporary housing
28Q350,2020-21,44.0,8.3,8.3% of students in temporary housing
28Q354,2020-21,55.0,11.1,11.1% of students in temporary housing
28Q358,2020-21,36.0,10.2,10.2% of students in temporary housing
28Q440,2020-21,152.0,4.0,4.0% of students in temporary housing
28Q444,2020-21,14.0,2.7,2.7% of students in temporary housing
28Q505,2020-21,204.0,7.1,7.1% of students in temporary housing
28Q620,2020-21,96.0,4.1,4.1% of students in temporary housing
28Q680,2020-21,34.0,4.7,4.7% of students in temporary housing
28Q686,2020-21,22.0,2.1,2.1% of students in temporary housing
28Q687,2020-21,10.0,2.0,2.0% of students in temporary housing
28Q690,2020-21,20.0,5.2,5.2% of students in temporary housing
28Q700,2020-21,62.0,2.7,2.7% of students in temporary housing
28Q896,2020-21,14.0,2.4,2.4% of students in temporary housing
29Q015,2020-21,40.0,10.4,10.4% of students in temporary housing
29Q033,2020-21,29.0,3.2,3.2% of students in temporary housing
29Q034,2020-21,58.0,10.4,10.4% of students in temporary housing
29Q035,2020-21,47.0,7.1,7.1% of students in temporary housing
29Q036,2020-21,46.0,13.5,13.5% of students in temporary housing
29Q037,2020-21,63.0,20.2,20.2% of students in temporary housing
29Q038,2020-21,16.0,6.2,6.2% of students in temporary housing
29Q052,2020-21,125.0,36.5,36.5% of students in temporary housing
29Q059,2020-21,56.0,10.4,10.4% of students in temporary housing
29Q095,2020-21,205.0,14.5,14.5% of students in temporary housing
29Q109,2020-21,81.0,6.9,6.9% of students in temporary housing
29Q116,2020-21,108.0,12.5,12.5% of students in temporary housing
29Q118,2020-21,34.0,8.3,8.3% of students in temporary housing
29Q131,2020-21,99.0,13.8,13.8% of students in temporary housing
29Q132,2020-21,25.0,7.4,7.4% of students in temporary housing
29Q134,2020-21,24.0,8.0,8.0% of students in temporary housing
29Q135,2020-21,52.0,6.4,6.4% of students in temporary housing
29Q136,2020-21,44.0,8.9,8.9% of students in temporary housing
29Q138,2020-21,45.0,7.3,7.3% of students in temporary housing
29Q147,2020-21,37.0,7.3,7.3% of students in temporary housing
29Q156,2020-21,16.0,9.5,9.5% of students in temporary housing
29Q176,2020-21,8.0,1.2,1.2% of students in temporary housing
29Q181,2020-21,28.0,9.3,9.3% of students in temporary housing
29Q192,2020-21,51.0,11.7,11.7% of students in temporary housing
29Q195,2020-21,29.0,6.8,6.8% of students in temporary housing
29Q208,2020-21,25.0,3.3,3.3% of students in temporary housing
29Q238,2020-21,171.0,14.8,14.8% of students in temporary housing
29Q243,2020-21,40.0,8.4,8.4% of students in temporary housing
29Q248,2020-21,25.0,10.3,10.3% of students in temporary housing
29Q251,2020-21,24.0,8.0,8.0% of students in temporary housing
29Q259,2020-21,47.0,7.6,7.6% of students in temporary housing
29Q265,2020-21,37.0,9.1,9.1% of students in temporary housing
29Q268,2020-21,42.0,6.6,6.6% of students in temporary housing
29Q270,2020-21,23.0,3.2,3.2% of students in temporary housing
29Q272,2020-21,28.0,7.9,7.9% of students in temporary housing
29Q283,2020-21,44.0,8.1,8.1% of students in temporary housing
29Q289,2020-21,18.0,10.1,10.1% of students in temporary housing
29Q295,2020-21,67.0,12.0,12.0% of students in temporary housing
29Q313,2020-21,35.0,8.0,8.0% of students in temporary housing
29Q326,2020-21,29.0,8.0,8.0% of students in temporary housing
29Q327,2020-21,39.0,9.5,9.5% of students in temporary housing
29Q355,2020-21,43.0,10.8,10.8% of students in temporary housing
29Q356,2020-21,60.0,17.5,17.5% of students in temporary housing
29Q360,2020-21,15.0,4.6,4.6% of students in temporary housing
29Q381,2020-21,11.0,5.9,5.9% of students in temporary housing
29Q444,2020-21,25.0,5.9,5.9% of students in temporary housing
29Q492,2020-21,38.0,10.4,10.4% of students in temporary housing
29Q498,2020-21,21.0,5.5,5.5% of students in temporary housing
29Q700,2020-21,72.0,6.2,6.2% of students in temporary housing
30Q002,2020-21,35.0,6.6,6.6% of students in temporary housing
30Q010,2020-21,52.0,6.7,6.7% of students in temporary housing
30Q011,2020-21,66.0,7.9,7.9% of students in temporary housing
30Q017,2020-21,63.0,10.8,10.8% of students in temporary housing
30Q069,2020-21,24.0,2.7,2.7% of students in temporary housing
30Q070,2020-21,23.0,2.8,2.8% of students in temporary housing
30Q076,2020-21,31.0,7.7,7.7% of students in temporary housing
30Q078,2020-21,8.0,1.1,1.1% of students in temporary housing
30Q084,2020-21,9.0,3.1,3.1% of students in temporary housing
30Q085,2020-21,14.0,2.4,2.4% of students in temporary housing
30Q092,2020-21,9.0,1.0,1.0% of students in temporary housing
30Q111,2020-21,80.0,23.3,23.3% of students in temporary housing
30Q112,2020-21,47.0,11.7,11.7% of students in temporary housing
30Q122,2020-21,30.0,2.4,2.4% of students in temporary housing
30Q126,2020-21,41.0,7.0,7.0% of students in temporary housing
30Q127,2020-21,79.0,7.1,7.1% of students in temporary housing
30Q141,2020-21,69.0,5.8,5.8% of students in temporary housing
30Q145,2020-21,158.0,9.6,9.6% of students in temporary housing
30Q148,2020-21,74.0,9.9,9.9% of students in temporary housing
30Q149,2020-21,132.0,15.3,15.3% of students in temporary housing
30Q150,2020-21,54.0,5.8,5.8% of students in temporary housing
30Q151,2020-21,41.0,13.3,13.3% of students in temporary housing
30Q152,2020-21,170.0,20.2,20.2% of students in temporary housing
30Q166,2020-21,36.0,4.0,4.0% of students in temporary housing
30Q171,2020-21,53.0,12.9,12.9% of students in temporary housing
30Q204,2020-21,36.0,9.4,9.4% of students in temporary housing
30Q212,2020-21,12.0,1.6,1.6% of students in temporary housing
30Q222,2020-21,7.0,3.0,3.0% of students in temporary housing
30Q227,2020-21,86.0,5.4,5.4% of students in temporary housing
30Q228,2020-21,18.0,7.1,7.1% of students in temporary housing
30Q230,2020-21,83.0,7.1,7.1% of students in temporary housing
30Q234,2020-21,17.0,4.0,4.0% of students in temporary housing
30Q235,2020-21,43.0,44.8,44.8% of students in temporary housing
30Q258,2020-21,9.0,1.7,1.7% of students in temporary housing
30Q280,2020-21,29.0,5.2,5.2% of students in temporary housing
30Q286,2020-21,6.0,1.0,1.0% of students in temporary housing
30Q291,2020-21,18.0,4.2,4.2% of students in temporary housing
30Q300,2020-21,,,Data suppressed
30Q301,2020-21,29.0,5.0,5.0% of students in temporary housing
30Q329,2020-21,131.0,28.5,28.5% of students in temporary housing
30Q361,2020-21,45.0,9.3,9.3% of students in temporary housing
30Q384,2020-21,,,Data suppressed
30Q389,2020-21,10.0,3.6,3.6% of students in temporary housing
30Q398,2020-21,8.0,4.4,4.4% of students in temporary housing
30Q444,2020-21,,,Data suppressed
30Q445,2020-21,163.0,7.5,7.5% of students in temporary housing
30Q450,2020-21,151.0,7.0,7.0% of students in temporary housing
30Q501,2020-21,11.0,1.2,1.2% of students in temporary housing
30Q502,2020-21,68.0,7.2,7.2% of students in temporary housing
30Q555,2020-21,138.0,18.3,18.3% of students in temporary housing
30Q575,2020-21,21.0,1.8,1.8% of students in temporary housing
30Q580,2020-21,,,Data suppressed
30Q700,2020-21,50.0,3.0,3.0% of students in temporary housing
31R001,2020-21,10.0,2.5,2.5% of students in temporary housing
31R002,2020-21,33.0,3.3,3.3% of students in temporary housing
31R003,2020-21,,,Data suppressed
31R004,2020-21,12.0,1.6,1.6% of students in temporary housing
31R005,2020-21,9.0,3.1,3.1% of students in temporary housing
31R006,2020-21,,,Data suppressed
31R007,2020-21,12.0,1.0,1.0% of students in temporary housing
31R008,2020-21,6.0,1.0,1.0% of students in temporary housing
31R009,2020-21,,,Data suppressed
31R010,2020-21,30.0,14.0,14.0% of students in temporary housing
31R011,2020-21,15.0,4.6,4.6% of students in temporary housing
31R013,2020-21,37.0,4.4,4.4% of students in temporary housing
31R016,2020-21,57.0,12.9,12.9% of students in temporary housing
31R018,2020-21,70.0,15.6,15.6% of students in temporary housing
31R019,2020-21,18.0,3.3,3.3% of students in temporary housing
31R020,2020-21,33.0,7.9,7.9% of students in temporary housing
31R021,2020-21,21.0,5.2,5.2% of students in temporary housing
31R022,2020-21,69.0,7.9,7.9% of students in temporary housing
31R023,2020-21,17.0,2.9,2.9% of students in temporary housing
31R024,2020-21,41.0,3.1,3.1% of students in temporary housing
31R026,2020-21,,,Data suppressed
31R027,2020-21,76.0,7.1,7.1% of students in temporary housing
31R028,2020-21,21.0,6.1,6.1% of students in temporary housing
31R029,2020-21,19.0,2.9,2.9% of students in temporary housing
31R030,2020-21,19.0,2.4,2.4% of students in temporary housing
31R031,2020-21,34.0,8.9,8.9% of students in temporary housing
31R032,2020-21,,,Data suppressed
31R034,2020-21,6.0,0.6,0.6% of students in temporary housing
31R035,2020-21,,,Data suppressed
31R036,2020-21,,,Data suppressed
31R038,2020-21,13.0,3.2,3.2% of students in temporary housing
31R039,2020-21,25.0,4.9,4.9% of students in temporary housing
31R041,2020-21,8.0,1.2,1.2% of students in temporary housing
31R042,2020-21,8.0,0.8,0.8% of students in temporary housing
31R044,2020-21,46.0,6.9,6.9% of students in temporary housing
31R045,2020-21,33.0,3.9,3.9% of students in temporary housing
31R046,2020-21,11.0,4.5,4.5% of students in temporary housing
31R047,2020-21,,,Data suppressed
31R048,2020-21,13.0,1.3,1.3% of students in temporary housing
31R049,2020-21,40.0,6.2,6.2% of students in temporary housing
31R050,2020-21,,,Data suppressed
31R051,2020-21,92.0,6.5,6.5% of students in temporary housing
31R052,2020-21,26.0,4.3,4.3% of students in temporary housing
31R053,2020-21,14.0,1.7,1.7% of students in temporary housing
31R054,2020-21,7.0,0.8,0.8% of students in temporary housing
31R055,2020-21,,,Data suppressed
31R056,2020-21,,,Data suppressed
31R057,2020-21,32.0,5.2,5.2% of students in temporary housing
31R058,2020-21,31.0,4.6,4.6% of students in temporary housing
31R059,2020-21,25.0,8.1,8.1% of students in temporary housing
31R060,2020-21,8.0,1.0,1.0% of students in temporary housing
31R061,2020-21,76.0,7.5,7.5% of students in temporary housing
31R062,2020-21,,,Data suppressed
31R063,2020-21,10.0,2.2,2.2% of students in temporary housing
31R064,2020-21,11.0,2.4,2.4% of students in temporary housing
31R065,2020-21,19.0,4.7,4.7% of students in temporary housing
31R066,2020-21,10.0,1.3,1.3% of students in temporary housing
31R068,2020-21,46.0,11.9,11.9% of students in temporary housing
31R069,2020-21,,,Data suppressed
31R072,2020-21,18.0,1.2,1.2% of students in temporary housing
31R074,2020-21,40.0,14.5,14.5% of students in temporary housing
31R075,2020-21,15.0,1.0,1.0% of students in temporary housing
31R078,2020-21,63.0,9.1,9.1% of students in temporary housing
31R080,2020-21,25.0,1.8,1.8% of students in temporary housing
31R440,2020-21,103.0,3.3,3.3% of students in temporary housing
31R444,2020-21,22.0,2.2,2.2% of students in temporary housing
31R445,2020-21,110.0,7.2,7.2% of students in temporary housing
31R450,2020-21,132.0,5.4,5.4% of students in temporary housing
31R455,2020-21,65.0,1.7,1.7% of students in temporary housing
31R460,2020-21,86.0,2.6,2.6% of students in temporary housing
31R470,2020-21,13.0,7.8,7.8% of students in temporary housing
31R600,2020-21,19.0,2.3,2.3% of students in temporary housing
31R605,2020-21,,,Data suppressed
31R700,2020-21,44.0,1.3,1.3% of students in temporary housing
31R861,2020-21,57.0,6.5,6.5% of students in temporary housing
32K045,2020-21,68.0,11.8,11.8% of students in temporary housing
32K075,2020-21,47.0,17.8,17.8% of students in temporary housing
32K086,2020-21,105.0,25.5,25.5% of students in temporary housing
32K106,2020-21,56.0,15.5,15.5% of students in temporary housing
32K116,2020-21,101.0,27.1,27.1% of students in temporary housing
32K123,2020-21,107.0,17.9,17.9% of students in temporary housing
32K145,2020-21,130.0,26.4,26.4% of students in temporary housing
32K151,2020-21,109.0,32.4,32.4% of students in temporary housing
32K162,2020-21,72.0,20.7,20.7% of students in temporary housing
32K168,2020-21,35.0,9.2,9.2% of students in temporary housing
32K274,2020-21,125.0,32.8,32.8% of students in temporary housing
32K291,2020-21,81.0,24.6,24.6% of students in temporary housing
32K299,2020-21,53.0,26.4,26.4% of students in temporary housing
32K347,2020-21,38.0,14.0,14.0% of students in temporary housing
32K349,2020-21,47.0,16.3,16.3% of students in temporary housing
32K376,2020-21,57.0,11.7,11.7% of students in temporary housing
32K377,2020-21,8.0,5.2,5.2% of students in temporary housing
32K383,2020-21,53.0,5.9,5.9% of students in temporary housing
32K384,2020-21,31.0,7.4,7.4% of students in temporary housing
32K403,2020-21,61.0,21.7,21.7% of students in temporary housing
32K444,2020-21,14.0,16.9,16.9% of students in temporary housing
32K545,2020-21,45.0,9.6,9.6% of students in temporary housing
32K549,2020-21,55.0,16.0,16.0% of students in temporary housing
32K552,2020-21,55.0,14.7,14.7% of students in temporary housing
32K554,2020-21,17.0,3.9,3.9% of students in temporary housing
32K556,2020-21,61.0,16.4,16.4% of students in temporary housing
32K562,2020-21,77.0,20.5,20.5% of students in temporary housing
32K564,2020-21,9.0,6.1,6.1% of students in temporary housing
32K700,2020-21,26.0,1.8,1.8% of students in temporary housing
75K004,2020-21,25.0,6.0,6.0% of students in temporary housing
75K036,2020-21,57.0,14.5,14.5% of students in temporary housing
75K053,2020-21,18.0,4.1,4.1% of students in temporary housing
75K077,2020-21,7.0,2.4,2.4% of students in temporary housing
75K140,2020-21,78.0,21.8,21.8% of students in temporary housing
75K141,2020-21,27.0,6.9,6.9% of students in temporary housing
75K231,2020-21,,,Data suppressed
75K368,2020-21,35.0,13.6,13.6% of students in temporary housing
75K369,2020-21,36.0,6.9,6.9% of students in temporary housing
75K370,2020-21,12.0,4.9,4.9% of students in temporary housing
75K371,2020-21,14.0,6.3,6.3% of students in temporary housing
75K372,2020-21,,,Data suppressed
75K373,2020-21,33.0,6.6,6.6% of students in temporary housing
75K396,2020-21,70.0,13.8,13.8% of students in temporary housing
75K403,2020-21,,,Data suppressed
75K444,2020-21,,,Data suppressed
75K503,2020-21,,,Data suppressed
75K721,2020-21,27.0,5.5,5.5% of students in temporary housing
75K753,2020-21,48.0,13.8,13.8% of students in temporary housing
75K771,2020-21,14.0,2.9,2.9% of students in temporary housing
75K811,2020-21,21.0,6.2,6.2% of students in temporary housing
75M035,2020-21,62.0,17.5,17.5% of students in temporary housing
75M079,2020-21,26.0,9.3,9.3% of students in temporary housing
75M094,2020-21,42.0,10.0,10.0% of students in temporary housing
75M138,2020-21,64.0,9.5,9.5% of students in temporary housing
75M169,2020-21,55.0,15.5,15.5% of students in temporary housing
75M226,2020-21,35.0,12.4,12.4% of students in temporary housing
75M401,2020-21,13.0,17.3,17.3% of students in temporary housing
75M444,2020-21,,,Data suppressed
75M501,2020-21,9.0,18.8,18.8% of students in temporary housing
75M721,2020-21,23.0,11.4,11.4% of students in temporary housing
75M751,2020-21,32.0,13.1,13.1% of students in temporary housing
75M811,2020-21,91.0,21.0,21.0% of students in temporary housing
75Q004,2020-21,31.0,6.7,6.7% of students in temporary housing
75Q009,2020-21,60.0,9.3,9.3% of students in temporary housing
75Q023,2020-21,22.0,4.5,4.5% of students in temporary housing
75Q075,2020-21,54.0,8.9,8.9% of students in temporary housing
75Q177,2020-21,11.0,2.2,2.2% of students in temporary housing
75Q224,2020-21,17.0,4.0,4.0% of students in temporary housing
75Q233,2020-21,14.0,2.5,2.5% of students in temporary housing
75Q255,2020-21,10.0,2.1,2.1% of students in temporary housing
75Q256,2020-21,50.0,7.4,7.4% of students in temporary housing
75Q277,2020-21,45.0,6.5,6.5% of students in temporary housing
75Q404,2020-21,,,Data suppressed
75Q444,2020-21,,,Data suppressed
75Q504,2020-21,,,Data suppressed
75Q721,2020-21,22.0,4.4,4.4% of students in temporary housing
75Q752,2020-21,52.0,11.7,11.7% of students in temporary housing
75Q811,2020-21,19.0,4.2,4.2% of students in temporary housing
75Q993,2020-21,24.0,3.9,3.9% of students in temporary housing
75R025,2020-21,31.0,5.0,5.0% of students in temporary housing
75R037,2020-21,9.0,1.9,1.9% of students in temporary housing
75R373,2020-21,25.0,4.0,4.0% of students in temporary housing
75R405,2020-21,,,Data suppressed
75R444,2020-21,,,Data suppressed
75R505,2020-21,,,Data suppressed
75R721,2020-21,14.0,3.2,3.2% of students in temporary housing
75X010,2020-21,63.0,9.7,9.7% of students in temporary housing
75X012,2020-21,40.0,12.9,12.9% of students in temporary housing
75X017,2020-21,55.0,10.0,10.0% of students in temporary housing
75X168,2020-21,62.0,11.9,11.9% of students in temporary housing
75X176,2020-21,23.0,4.2,4.2% of students in temporary housing
75X186,2020-21,108.0,14.7,14.7% of students in temporary housing
75X188,2020-21,72.0,12.6,12.6% of students in temporary housing
75X352,2020-21,68.0,12.0,12.0% of students in temporary housing
75X402,2020-21,,,Data suppressed
