DBN,school_year,suspension_total,suspension_rate,suspension_rate_label
11X021,2020-21,0.0,0.0,0.0% of students suspended
11X041,2020-21,,,Data suppressed
11X068,2020-21,,,Data suppressed
11X076,2020-21,,,Data suppressed
11X078,2020-21,0.0,0.0,0.0% of students suspended
11X083,2020-21,0.0,0.0,0.0% of students suspended
11X087,2020-21,0.0,0.0,0.0% of students suspended
11X089,2020-21,,,Data suppressed
11X096,2020-21,0.0,0.0,0.0% of students suspended
11X097,2020-21,0.0,0.0,0.0% of students suspended
11X103,2020-21,0.0,0.0,0.0% of students suspended
11X105,2020-21,0.0,0.0,0.0% of students suspended
11X106,2020-21,0.0,0.0,0.0% of students suspended
11X108,2020-21,,,Data suppressed
11X111,2020-21,0.0,0.0,0.0% of students suspended
11X112,2020-21,0.0,0.0,0.0% of students suspended
11X121,2020-21,,,Data suppressed
11X127,2020-21,0.0,0.0,0.0% of students suspended
11X144,2020-21,0.0,0.0,0.0% of students suspended
11X153,2020-21,,,Data suppressed
11X160,2020-21,0.0,0.0,0.0% of students suspended
11X169,2020-21,0.0,0.0,0.0% of students suspended
11X175,2020-21,,,Data suppressed
11X178,2020-21,,,Data suppressed
11X180,2020-21,6.0,0.61,0.6% of students suspended
11X181,2020-21,,,Data suppressed
11X189,2020-21,0.0,0.0,0.0% of students suspended
11X194,2020-21,0.0,0.0,0.0% of students suspended
11X249,2020-21,0.0,0.0,0.0% of students suspended
11X253,2020-21,,,Data suppressed
11X265,2020-21,0.0,0.0,0.0% of students suspended
11X270,2020-21,,,Data suppressed
11X275,2020-21,0.0,0.0,0.0% of students suspended
11X287,2020-21,0.0,0.0,0.0% of students suspended
11X288,2020-21,0.0,0.0,0.0% of students suspended
11X290,2020-21,0.0,0.0,0.0% of students suspended
11X299,2020-21,0.0,0.0,0.0% of students suspended
11X326,2020-21,,,Data suppressed
11X355,2020-21,0.0,0.0,0.0% of students suspended
11X357,2020-21,0.0,0.0,0.0% of students suspended
11X370,2020-21,8.0,1.83,1.8% of students suspended
11X418,2020-21,0.0,0.0,0.0% of students suspended
11X455,2020-21,,,Data suppressed
11X462,2020-21,0.0,0.0,0.0% of students suspended
11X468,2020-21,0.0,0.0,0.0% of students suspended
11X481,2020-21,0.0,0.0,0.0% of students suspended
11X483,2020-21,0.0,0.0,0.0% of students suspended
11X498,2020-21,,,Data suppressed
11X508,2020-21,0.0,0.0,0.0% of students suspended
11X509,2020-21,0.0,0.0,0.0% of students suspended
11X513,2020-21,0.0,0.0,0.0% of students suspended
11X514,2020-21,0.0,0.0,0.0% of students suspended
11X529,2020-21,0.0,0.0,0.0% of students suspended
11X532,2020-21,0.0,0.0,0.0% of students suspended
11X542,2020-21,0.0,0.0,0.0% of students suspended
11X544,2020-21,0.0,0.0,0.0% of students suspended
11X545,2020-21,0.0,0.0,0.0% of students suspended
11X556,2020-21,0.0,0.0,0.0% of students suspended
11X566,2020-21,0.0,0.0,0.0% of students suspended
11X567,2020-21,0.0,0.0,0.0% of students suspended
11X901,2020-21,0.0,,Data suppressed
12X006,2020-21,,,Data suppressed
12X044,2020-21,0.0,0.0,0.0% of students suspended
12X047,2020-21,0.0,0.0,0.0% of students suspended
12X057,2020-21,0.0,0.0,0.0% of students suspended
12X061,2020-21,0.0,0.0,0.0% of students suspended
12X066,2020-21,0.0,0.0,0.0% of students suspended
12X067,2020-21,0.0,0.0,0.0% of students suspended
12X098,2020-21,0.0,,Data suppressed
12X129,2020-21,,,Data suppressed
12X134,2020-21,0.0,0.0,0.0% of students suspended
12X150,2020-21,,,Data suppressed
12X190,2020-21,,,Data suppressed
12X195,2020-21,0.0,0.0,0.0% of students suspended
12X196,2020-21,0.0,0.0,0.0% of students suspended
12X211,2020-21,0.0,0.0,0.0% of students suspended
12X214,2020-21,,,Data suppressed
12X217,2020-21,0.0,0.0,0.0% of students suspended
12X242,2020-21,0.0,0.0,0.0% of students suspended
12X248,2020-21,0.0,0.0,0.0% of students suspended
12X251,2020-21,,,Data suppressed
12X267,2020-21,0.0,0.0,0.0% of students suspended
12X271,2020-21,,,Data suppressed
12X273,2020-21,0.0,0.0,0.0% of students suspended
12X286,2020-21,0.0,0.0,0.0% of students suspended
12X300,2020-21,0.0,0.0,0.0% of students suspended
12X314,2020-21,0.0,0.0,0.0% of students suspended
12X316,2020-21,0.0,0.0,0.0% of students suspended
12X318,2020-21,0.0,0.0,0.0% of students suspended
12X341,2020-21,0.0,0.0,0.0% of students suspended
12X383,2020-21,0.0,0.0,0.0% of students suspended
12X388,2020-21,0.0,0.0,0.0% of students suspended
12X446,2020-21,0.0,0.0,0.0% of students suspended
12X458,2020-21,0.0,0.0,0.0% of students suspended
12X463,2020-21,0.0,0.0,0.0% of students suspended
12X478,2020-21,0.0,0.0,0.0% of students suspended
12X479,2020-21,0.0,0.0,0.0% of students suspended
12X480,2020-21,0.0,0.0,0.0% of students suspended
12X511,2020-21,0.0,0.0,0.0% of students suspended
12X521,2020-21,0.0,0.0,0.0% of students suspended
12X531,2020-21,0.0,0.0,0.0% of students suspended
12X536,2020-21,0.0,0.0,0.0% of students suspended
12X550,2020-21,0.0,0.0,0.0% of students suspended
12X595,2020-21,0.0,0.0,0.0% of students suspended
12X682,2020-21,0.0,0.0,0.0% of students suspended
12X684,2020-21,,,Data suppressed
12X691,2020-21,0.0,0.0,0.0% of students suspended
13K003,2020-21,0.0,0.0,0.0% of students suspended
13K008,2020-21,0.0,0.0,0.0% of students suspended
13K009,2020-21,0.0,0.0,0.0% of students suspended
13K011,2020-21,0.0,0.0,0.0% of students suspended
13K020,2020-21,0.0,0.0,0.0% of students suspended
13K044,2020-21,0.0,0.0,0.0% of students suspended
13K046,2020-21,0.0,0.0,0.0% of students suspended
13K054,2020-21,0.0,0.0,0.0% of students suspended
13K056,2020-21,0.0,0.0,0.0% of students suspended
13K067,2020-21,0.0,0.0,0.0% of students suspended
13K093,2020-21,0.0,0.0,0.0% of students suspended
13K113,2020-21,,,Data suppressed
13K133,2020-21,0.0,0.0,0.0% of students suspended
13K256,2020-21,0.0,0.0,0.0% of students suspended
13K265,2020-21,0.0,0.0,0.0% of students suspended
13K266,2020-21,,,Data suppressed
13K270,2020-21,0.0,0.0,0.0% of students suspended
13K282,2020-21,0.0,0.0,0.0% of students suspended
13K287,2020-21,0.0,0.0,0.0% of students suspended
13K301,2020-21,0.0,0.0,0.0% of students suspended
13K307,2020-21,0.0,0.0,0.0% of students suspended
13K313,2020-21,,,Data suppressed
13K350,2020-21,0.0,0.0,0.0% of students suspended
13K351,2020-21,0.0,0.0,0.0% of students suspended
13K412,2020-21,0.0,0.0,0.0% of students suspended
13K419,2020-21,0.0,0.0,0.0% of students suspended
13K430,2020-21,,,Data suppressed
13K439,2020-21,0.0,0.0,0.0% of students suspended
13K483,2020-21,,,Data suppressed
13K492,2020-21,,,Data suppressed
13K527,2020-21,0.0,0.0,0.0% of students suspended
13K553,2020-21,0.0,0.0,0.0% of students suspended
13K594,2020-21,0.0,0.0,0.0% of students suspended
13K595,2020-21,0.0,0.0,0.0% of students suspended
13K605,2020-21,0.0,0.0,0.0% of students suspended
13K616,2020-21,0.0,0.0,0.0% of students suspended
13K670,2020-21,0.0,0.0,0.0% of students suspended
13K674,2020-21,0.0,0.0,0.0% of students suspended
13K691,2020-21,0.0,0.0,0.0% of students suspended
13K901,2020-21,0.0,,Data suppressed
13K902,2020-21,0.0,,Data suppressed
13K915,2020-21,0.0,0.0,0.0% of students suspended
14K016,2020-21,0.0,0.0,0.0% of students suspended
14K017,2020-21,0.0,0.0,0.0% of students suspended
14K018,2020-21,0.0,0.0,0.0% of students suspended
14K023,2020-21,0.0,0.0,0.0% of students suspended
14K031,2020-21,0.0,0.0,0.0% of students suspended
14K034,2020-21,0.0,0.0,0.0% of students suspended
14K050,2020-21,0.0,0.0,0.0% of students suspended
14K059,2020-21,0.0,0.0,0.0% of students suspended
14K071,2020-21,0.0,0.0,0.0% of students suspended
14K084,2020-21,0.0,0.0,0.0% of students suspended
14K110,2020-21,0.0,0.0,0.0% of students suspended
14K120,2020-21,0.0,0.0,0.0% of students suspended
14K126,2020-21,0.0,0.0,0.0% of students suspended
14K132,2020-21,0.0,0.0,0.0% of students suspended
14K147,2020-21,0.0,0.0,0.0% of students suspended
14K157,2020-21,,,Data suppressed
14K196,2020-21,0.0,0.0,0.0% of students suspended
14K250,2020-21,0.0,0.0,0.0% of students suspended
14K257,2020-21,0.0,0.0,0.0% of students suspended
14K297,2020-21,0.0,0.0,0.0% of students suspended
14K318,2020-21,9.0,0.71,0.7% of students suspended
14K319,2020-21,0.0,0.0,0.0% of students suspended
14K380,2020-21,0.0,0.0,0.0% of students suspended
14K414,2020-21,,,Data suppressed
14K449,2020-21,0.0,0.0,0.0% of students suspended
14K454,2020-21,0.0,0.0,0.0% of students suspended
14K474,2020-21,,,Data suppressed
14K477,2020-21,0.0,0.0,0.0% of students suspended
14K478,2020-21,,,Data suppressed
14K488,2020-21,0.0,0.0,0.0% of students suspended
14K558,2020-21,0.0,0.0,0.0% of students suspended
14K561,2020-21,0.0,0.0,0.0% of students suspended
14K577,2020-21,0.0,0.0,0.0% of students suspended
14K582,2020-21,,,Data suppressed
14K586,2020-21,,,Data suppressed
14K610,2020-21,0.0,0.0,0.0% of students suspended
14K614,2020-21,0.0,0.0,0.0% of students suspended
14K685,2020-21,0.0,0.0,0.0% of students suspended
15K001,2020-21,0.0,0.0,0.0% of students suspended
15K010,2020-21,0.0,0.0,0.0% of students suspended
15K015,2020-21,,,Data suppressed
15K024,2020-21,0.0,0.0,0.0% of students suspended
15K029,2020-21,0.0,0.0,0.0% of students suspended
15K032,2020-21,0.0,0.0,0.0% of students suspended
15K038,2020-21,0.0,0.0,0.0% of students suspended
15K039,2020-21,0.0,0.0,0.0% of students suspended
15K051,2020-21,0.0,0.0,0.0% of students suspended
15K058,2020-21,0.0,0.0,0.0% of students suspended
15K088,2020-21,,,Data suppressed
15K094,2020-21,0.0,0.0,0.0% of students suspended
15K107,2020-21,0.0,0.0,0.0% of students suspended
15K118,2020-21,0.0,0.0,0.0% of students suspended
15K124,2020-21,0.0,0.0,0.0% of students suspended
15K130,2020-21,0.0,0.0,0.0% of students suspended
15K131,2020-21,0.0,0.0,0.0% of students suspended
15K136,2020-21,0.0,0.0,0.0% of students suspended
15K146,2020-21,0.0,0.0,0.0% of students suspended
15K154,2020-21,0.0,0.0,0.0% of students suspended
15K169,2020-21,0.0,0.0,0.0% of students suspended
15K172,2020-21,0.0,0.0,0.0% of students suspended
15K230,2020-21,0.0,0.0,0.0% of students suspended
15K261,2020-21,,,Data suppressed
15K295,2020-21,0.0,0.0,0.0% of students suspended
15K321,2020-21,0.0,0.0,0.0% of students suspended
15K418,2020-21,0.0,,Data suppressed
15K423,2020-21,0.0,0.0,0.0% of students suspended
15K429,2020-21,0.0,0.0,0.0% of students suspended
15K442,2020-21,,,Data suppressed
15K443,2020-21,0.0,0.0,0.0% of students suspended
15K447,2020-21,0.0,0.0,0.0% of students suspended
15K448,2020-21,0.0,0.0,0.0% of students suspended
15K462,2020-21,0.0,0.0,0.0% of students suspended
15K463,2020-21,0.0,0.0,0.0% of students suspended
15K464,2020-21,0.0,0.0,0.0% of students suspended
15K497,2020-21,0.0,0.0,0.0% of students suspended
15K516,2020-21,0.0,0.0,0.0% of students suspended
15K519,2020-21,0.0,0.0,0.0% of students suspended
15K529,2020-21,0.0,0.0,0.0% of students suspended
15K592,2020-21,,,Data suppressed
15K656,2020-21,0.0,0.0,0.0% of students suspended
15K667,2020-21,0.0,0.0,0.0% of students suspended
15K676,2020-21,0.0,0.0,0.0% of students suspended
15K684,2020-21,,,Data suppressed
15K698,2020-21,0.0,0.0,0.0% of students suspended
15K821,2020-21,,,Data suppressed
15K839,2020-21,0.0,0.0,0.0% of students suspended
15K896,2020-21,0.0,0.0,0.0% of students suspended
16K005,2020-21,0.0,0.0,0.0% of students suspended
16K021,2020-21,0.0,0.0,0.0% of students suspended
16K025,2020-21,0.0,0.0,0.0% of students suspended
16K026,2020-21,0.0,0.0,0.0% of students suspended
16K035,2020-21,0.0,0.0,0.0% of students suspended
16K040,2020-21,0.0,0.0,0.0% of students suspended
16K057,2020-21,0.0,0.0,0.0% of students suspended
16K081,2020-21,0.0,0.0,0.0% of students suspended
16K243,2020-21,0.0,0.0,0.0% of students suspended
16K262,2020-21,0.0,0.0,0.0% of students suspended
16K267,2020-21,0.0,0.0,0.0% of students suspended
16K308,2020-21,,,Data suppressed
16K309,2020-21,0.0,0.0,0.0% of students suspended
16K335,2020-21,0.0,0.0,0.0% of students suspended
16K455,2020-21,,,Data suppressed
16K498,2020-21,0.0,0.0,0.0% of students suspended
16K627,2020-21,0.0,0.0,0.0% of students suspended
16K628,2020-21,0.0,0.0,0.0% of students suspended
16K669,2020-21,0.0,0.0,0.0% of students suspended
16K681,2020-21,0.0,0.0,0.0% of students suspended
16K688,2020-21,0.0,0.0,0.0% of students suspended
16K765,2020-21,0.0,0.0,0.0% of students suspended
16K898,2020-21,0.0,0.0,0.0% of students suspended
17K002,2020-21,,,Data suppressed
17K006,2020-21,0.0,0.0,0.0% of students suspended
17K012,2020-21,0.0,0.0,0.0% of students suspended
17K061,2020-21,0.0,0.0,0.0% of students suspended
17K091,2020-21,0.0,0.0,0.0% of students suspended
17K092,2020-21,0.0,0.0,0.0% of students suspended
17K122,2020-21,0.0,0.0,0.0% of students suspended
17K138,2020-21,0.0,0.0,0.0% of students suspended
17K161,2020-21,0.0,0.0,0.0% of students suspended
17K181,2020-21,,,Data suppressed
17K189,2020-21,,,Data suppressed
17K191,2020-21,0.0,0.0,0.0% of students suspended
17K221,2020-21,0.0,0.0,0.0% of students suspended
17K241,2020-21,0.0,0.0,0.0% of students suspended
17K246,2020-21,0.0,0.0,0.0% of students suspended
17K249,2020-21,0.0,0.0,0.0% of students suspended
17K289,2020-21,0.0,0.0,0.0% of students suspended
17K316,2020-21,0.0,0.0,0.0% of students suspended
17K340,2020-21,0.0,0.0,0.0% of students suspended
17K352,2020-21,0.0,0.0,0.0% of students suspended
17K353,2020-21,0.0,0.0,0.0% of students suspended
17K354,2020-21,0.0,0.0,0.0% of students suspended
17K375,2020-21,0.0,0.0,0.0% of students suspended
17K382,2020-21,0.0,0.0,0.0% of students suspended
17K394,2020-21,0.0,0.0,0.0% of students suspended
17K397,2020-21,0.0,0.0,0.0% of students suspended
17K398,2020-21,0.0,0.0,0.0% of students suspended
17K399,2020-21,0.0,0.0,0.0% of students suspended
17K408,2020-21,0.0,0.0,0.0% of students suspended
17K484,2020-21,,,Data suppressed
17K524,2020-21,0.0,0.0,0.0% of students suspended
17K528,2020-21,0.0,0.0,0.0% of students suspended
17K531,2020-21,,,Data suppressed
17K532,2020-21,0.0,0.0,0.0% of students suspended
17K537,2020-21,0.0,0.0,0.0% of students suspended
17K539,2020-21,0.0,0.0,0.0% of students suspended
17K543,2020-21,0.0,0.0,0.0% of students suspended
17K546,2020-21,,,Data suppressed
17K547,2020-21,0.0,0.0,0.0% of students suspended
17K548,2020-21,,,Data suppressed
17K568,2020-21,0.0,0.0,0.0% of students suspended
17K590,2020-21,,,Data suppressed
17K600,2020-21,,,Data suppressed
17K646,2020-21,0.0,0.0,0.0% of students suspended
17K705,2020-21,0.0,0.0,0.0% of students suspended
17K722,2020-21,,,Data suppressed
17K745,2020-21,,,Data suppressed
17K751,2020-21,0.0,0.0,0.0% of students suspended
17K770,2020-21,,,Data suppressed
18K066,2020-21,0.0,0.0,0.0% of students suspended
18K068,2020-21,0.0,0.0,0.0% of students suspended
18K114,2020-21,0.0,0.0,0.0% of students suspended
18K115,2020-21,0.0,0.0,0.0% of students suspended
18K135,2020-21,0.0,0.0,0.0% of students suspended
18K208,2020-21,0.0,0.0,0.0% of students suspended
18K211,2020-21,0.0,0.0,0.0% of students suspended
18K219,2020-21,0.0,0.0,0.0% of students suspended
18K233,2020-21,0.0,0.0,0.0% of students suspended
18K235,2020-21,0.0,0.0,0.0% of students suspended
18K244,2020-21,0.0,0.0,0.0% of students suspended
18K268,2020-21,,,Data suppressed
18K272,2020-21,0.0,0.0,0.0% of students suspended
18K276,2020-21,0.0,0.0,0.0% of students suspended
18K279,2020-21,0.0,0.0,0.0% of students suspended
18K285,2020-21,6.0,0.79,0.8% of students suspended
18K366,2020-21,,,Data suppressed
18K563,2020-21,0.0,0.0,0.0% of students suspended
18K566,2020-21,0.0,0.0,0.0% of students suspended
18K567,2020-21,0.0,0.0,0.0% of students suspended
18K569,2020-21,0.0,0.0,0.0% of students suspended
18K576,2020-21,0.0,0.0,0.0% of students suspended
18K578,2020-21,0.0,0.0,0.0% of students suspended
18K581,2020-21,,,Data suppressed
18K588,2020-21,,,Data suppressed
18K617,2020-21,0.0,0.0,0.0% of students suspended
18K629,2020-21,,,Data suppressed
18K633,2020-21,0.0,0.0,0.0% of students suspended
18K635,2020-21,0.0,0.0,0.0% of students suspended
18K637,2020-21,0.0,0.0,0.0% of students suspended
18K642,2020-21,0.0,0.0,0.0% of students suspended
18K673,2020-21,0.0,0.0,0.0% of students suspended
18K763,2020-21,0.0,0.0,0.0% of students suspended
19K007,2020-21,0.0,0.0,0.0% of students suspended
19K013,2020-21,0.0,0.0,0.0% of students suspended
19K065,2020-21,0.0,0.0,0.0% of students suspended
19K089,2020-21,9.0,1.91,1.9% of students suspended
19K108,2020-21,0.0,0.0,0.0% of students suspended
19K149,2020-21,0.0,0.0,0.0% of students suspended
19K158,2020-21,0.0,0.0,0.0% of students suspended
19K159,2020-21,0.0,0.0,0.0% of students suspended
19K171,2020-21,0.0,0.0,0.0% of students suspended
19K190,2020-21,0.0,0.0,0.0% of students suspended
19K202,2020-21,0.0,0.0,0.0% of students suspended
19K213,2020-21,0.0,0.0,0.0% of students suspended
19K214,2020-21,0.0,0.0,0.0% of students suspended
19K218,2020-21,,,Data suppressed
19K224,2020-21,0.0,0.0,0.0% of students suspended
19K273,2020-21,0.0,0.0,0.0% of students suspended
19K290,2020-21,0.0,0.0,0.0% of students suspended
19K292,2020-21,0.0,0.0,0.0% of students suspended
19K306,2020-21,0.0,0.0,0.0% of students suspended
19K325,2020-21,0.0,0.0,0.0% of students suspended
19K328,2020-21,0.0,0.0,0.0% of students suspended
19K345,2020-21,0.0,0.0,0.0% of students suspended
19K346,2020-21,,,Data suppressed
19K364,2020-21,0.0,,Data suppressed
19K404,2020-21,0.0,0.0,0.0% of students suspended
19K409,2020-21,,,Data suppressed
19K422,2020-21,0.0,0.0,0.0% of students suspended
19K452,2020-21,0.0,0.0,0.0% of students suspended
19K502,2020-21,,,Data suppressed
19K504,2020-21,,,Data suppressed
19K507,2020-21,,,Data suppressed
19K510,2020-21,,,Data suppressed
19K557,2020-21,0.0,0.0,0.0% of students suspended
19K583,2020-21,0.0,0.0,0.0% of students suspended
19K615,2020-21,7.0,0.81,0.8% of students suspended
19K618,2020-21,0.0,0.0,0.0% of students suspended
19K639,2020-21,,,Data suppressed
19K654,2020-21,0.0,0.0,0.0% of students suspended
19K659,2020-21,0.0,0.0,0.0% of students suspended
19K660,2020-21,0.0,0.0,0.0% of students suspended
19K661,2020-21,0.0,0.0,0.0% of students suspended
19K662,2020-21,0.0,0.0,0.0% of students suspended
19K663,2020-21,0.0,0.0,0.0% of students suspended
19K677,2020-21,0.0,0.0,0.0% of students suspended
19K678,2020-21,0.0,0.0,0.0% of students suspended
19K683,2020-21,0.0,0.0,0.0% of students suspended
19K760,2020-21,0.0,0.0,0.0% of students suspended
19K764,2020-21,0.0,0.0,0.0% of students suspended
19K907,2020-21,0.0,0.0,0.0% of students suspended
19K938,2020-21,0.0,0.0,0.0% of students suspended
19K953,2020-21,0.0,0.0,0.0% of students suspended
20K030,2020-21,,,Data suppressed
20K048,2020-21,0.0,0.0,0.0% of students suspended
20K062,2020-21,,,Data suppressed
20K069,2020-21,,,Data suppressed
20K102,2020-21,0.0,0.0,0.0% of students suspended
20K104,2020-21,0.0,0.0,0.0% of students suspended
20K105,2020-21,0.0,0.0,0.0% of students suspended
20K112,2020-21,0.0,0.0,0.0% of students suspended
20K127,2020-21,0.0,0.0,0.0% of students suspended
20K160,2020-21,0.0,0.0,0.0% of students suspended
20K163,2020-21,0.0,0.0,0.0% of students suspended
20K164,2020-21,,,Data suppressed
20K170,2020-21,0.0,0.0,0.0% of students suspended
20K176,2020-21,0.0,0.0,0.0% of students suspended
20K179,2020-21,,,Data suppressed
20K180,2020-21,,,Data suppressed
20K185,2020-21,0.0,0.0,0.0% of students suspended
20K186,2020-21,0.0,0.0,0.0% of students suspended
20K187,2020-21,,,Data suppressed
20K192,2020-21,0.0,0.0,0.0% of students suspended
20K200,2020-21,0.0,0.0,0.0% of students suspended
20K201,2020-21,0.0,0.0,0.0% of students suspended
20K204,2020-21,,,Data suppressed
20K205,2020-21,0.0,0.0,0.0% of students suspended
