DBN,school_year,school_type,safety_climate_rating,safety_climate_rating_label,safety_pct_positive,safety_pct_positive_label
10X033,2023-24,EMS,Fair,Safety & School Climate: Fair,52.0,52.0% responded positively to safety questions
10X037,2023-24,EMS,,Rating not available,,Data not available
10X045,2023-24,EMS,Fair,Safety & School Climate: Fair,54.0,54.0% responded positively to safety questions
10X046,2023-24,EMS,Fair,Safety & School Climate: Fair,50.0,50.0% responded positively to safety questions
10X051,2023-24,EMS,Good,Safety & School Climate: Good,91.0,91.0% responded positively to safety questions
10X054,2023-24,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
10X056,2023-24,EMS,Excellent,Safety & School Climate: Excellent,92.0,92.0% responded positively to safety questions
10X059,2023-24,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
10X077,2023-24,EMS,Good,Safety & School Climate: Good,77.0,77.0% responded positively to safety questions
10X080,2023-24,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
10X081,2023-24,EMS,Excellent,Safety & School Climate: Excellent,90.0,90.0% responded positively to safety questions
10X085,2023-24,EMS,Fair,Safety & School Climate: Fair,51.0,51.0% responded positively to safety questions
10X086,2023-24,EMS,Excellent,Safety & School Climate: Excellent,83.0,83.0% responded positively to safety questions
10X091,2023-24,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
10X094,2023-24,EMS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
10X095,2023-24,EMS,,Rating not available,,Data not available
10X118,2023-24,EMS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
10X141,2023-24,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
10X159,2023-24,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
10X205,2023-24,EMS,Good,Safety & School Climate: Good,69.0,69.0% responded positively to safety questions
10X206,2023-24,EMS,Good,Safety & School Climate: Good,70.0,70.0% responded positively to safety questions
10X207,2023-24,EMS,Excellent,Safety & School Climate: Excellent,97.0,97.0% responded positively to safety questions
10X225,2023-24,EMS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
10X226,2023-24,EMS,Excellent,Safety & School Climate: Excellent,83.0,83.0% responded positively to safety questions
10X228,2023-24,EMS,Excellent,Safety & School Climate: Excellent,63.0,63.0% responded positively to safety questions
10X243,2023-24,EMS,Fair,Safety & School Climate: Fair,50.0,50.0% responded positively to safety questions
10X244,2023-24,EMS,Excellent,Safety & School Climate: Excellent,68.0,68.0% responded positively to safety questions
10X246,2023-24,EMS,Fair,Safety & School Climate: Fair,59.0,59.0% responded positively to safety questions
10X254,2023-24,EMS,Good,Safety & School Climate: Good,50.0,50.0% responded positively to safety questions
10X279,2023-24,EMS,Excellent,Safety & School Climate: Excellent,73.0,73.0% responded positively to safety questions
10X280,2023-24,EMS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
10X291,2023-24,EMS,Excellent,Safety & School Climate: Excellent,86.0,86.0% responded positively to safety questions
10X306,2023-24,EMS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
10X308,2023-24,EMS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
10X310,2023-24,EMS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
10X315,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
10X331,2023-24,EMS,Good,Safety & School Climate: Good,55.0,55.0% responded positively to safety questions
10X340,2023-24,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
10X342,2023-24,EMS,Excellent,Safety & School Climate: Excellent,71.0,71.0% responded positively to safety questions
10X344,2023-24,EMS,Good,Safety & School Climate: Good,83.0,83.0% responded positively to safety questions
10X360,2023-24,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
10X363,2023-24,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
10X368,2023-24,EMS,Good,Safety & School Climate: Good,69.0,69.0% responded positively to safety questions
10X382,2023-24,EMS,,Rating not available,71.0,71.0% responded positively to safety questions
10X386,2023-24,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
10X390,2023-24,EMS,Good,Safety & School Climate: Good,54.0,54.0% responded positively to safety questions
10X391,2023-24,EMS,Excellent,Safety & School Climate: Excellent,62.0,62.0% responded positively to safety questions
10X396,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
10X447,2023-24,EMS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
11X016,2023-24,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
11X019,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
11X021,2023-24,EMS,Fair,Safety & School Climate: Fair,59.0,59.0% responded positively to safety questions
11X041,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
11X068,2023-24,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
11X076,2023-24,EMS,Fair,Safety & School Climate: Fair,66.0,66.0% responded positively to safety questions
11X078,2023-24,EMS,Fair,Safety & School Climate: Fair,77.0,77.0% responded positively to safety questions
11X083,2023-24,EMS,Excellent,Safety & School Climate: Excellent,58.0,58.0% responded positively to safety questions
11X087,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
11X089,2023-24,EMS,Good,Safety & School Climate: Good,57.0,57.0% responded positively to safety questions
11X096,2023-24,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
11X097,2023-24,EMS,Good,Safety & School Climate: Good,96.0,96.0% responded positively to safety questions
11X103,2023-24,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
11X105,2023-24,EMS,Fair,Safety & School Climate: Fair,89.0,89.0% responded positively to safety questions
11X106,2023-24,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
11X108,2023-24,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
11X111,2023-24,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,55.0,55.0% responded positively to safety questions
11X112,2023-24,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
11X121,2023-24,EMS,Fair,Safety & School Climate: Fair,75.0,75.0% responded positively to safety questions
11X127,2023-24,EMS,Good,Safety & School Climate: Good,59.0,59.0% responded positively to safety questions
11X144,2023-24,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
11X153,2023-24,EMS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
11X160,2023-24,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
11X169,2023-24,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
11X175,2023-24,EMS,Excellent,Safety & School Climate: Excellent,70.0,70.0% responded positively to safety questions
11X178,2023-24,EMS,Fair,Safety & School Climate: Fair,69.0,69.0% responded positively to safety questions
11X180,2023-24,EMS,Fair,Safety & School Climate: Fair,52.0,52.0% responded positively to safety questions
11X181,2023-24,EMS,Excellent,Safety & School Climate: Excellent,61.0,61.0% responded positively to safety questions
11X189,2023-24,EMS,Fair,Safety & School Climate: Fair,53.0,53.0% responded positively to safety questions
11X194,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
11X287,2023-24,EMS,Fair,Safety & School Climate: Fair,46.0,46.0% responded positively to safety questions
11X326,2023-24,EMS,Good,Safety & School Climate: Good,70.0,70.0% responded positively to safety questions
11X355,2023-24,EMS,Fair,Safety & School Climate: Fair,45.0,45.0% responded positively to safety questions
11X357,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
11X370,2023-24,EMS,Fair,Safety & School Climate: Fair,54.0,54.0% responded positively to safety questions
11X462,2023-24,EMS,Fair,Safety & School Climate: Fair,50.0,50.0% responded positively to safety questions
11X468,2023-24,EMS,Good,Safety & School Climate: Good,61.0,61.0% responded positively to safety questions
11X481,2023-24,EMS,Good,Safety & School Climate: Good,93.0,93.0% responded positively to safety questions
11X483,2023-24,EMS,Excellent,Safety & School Climate: Excellent,98.0,98.0% responded positively to safety questions
11X498,2023-24,EMS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
11X529,2023-24,EMS,Excellent,Safety & School Climate: Excellent,61.0,61.0% responded positively to safety questions
11X532,2023-24,EMS,,Rating not available,,Data not available
11X556,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
11X566,2023-24,EMS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
11X567,2023-24,EMS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
12X006,2023-24,EMS,Fair,Safety & School Climate: Fair,82.0,82.0% responded positively to safety questions
12X044,2023-24,EMS,Fair,Safety & School Climate: Fair,48.0,48.0% responded positively to safety questions
12X047,2023-24,EMS,Good,Safety & School Climate: Good,72.0,72.0% responded positively to safety questions
12X057,2023-24,EMS,Fair,Safety & School Climate: Fair,43.0,43.0% responded positively to safety questions
12X061,2023-24,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
12X066,2023-24,EMS,Fair,Safety & School Climate: Fair,62.0,62.0% responded positively to safety questions
12X067,2023-24,EMS,Excellent,Safety & School Climate: Excellent,88.0,88.0% responded positively to safety questions
12X098,2023-24,EMS,,Rating not available,,Data not available
12X129,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
12X134,2023-24,EMS,Fair,Safety & School Climate: Fair,48.0,48.0% responded positively to safety questions
12X150,2023-24,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
12X190,2023-24,EMS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
12X195,2023-24,EMS,Fair,Safety & School Climate: Fair,46.0,46.0% responded positively to safety questions
12X196,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
12X211,2023-24,EMS,Good,Safety & School Climate: Good,49.0,49.0% responded positively to safety questions
12X214,2023-24,EMS,Good,Safety & School Climate: Good,52.0,52.0% responded positively to safety questions
12X217,2023-24,EMS,Fair,Safety & School Climate: Fair,47.0,47.0% responded positively to safety questions
12X242,2023-24,EMS,Excellent,Safety & School Climate: Excellent,74.0,74.0% responded positively to safety questions
12X267,2023-24,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
12X271,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
12X273,2023-24,EMS,Good,Safety & School Climate: Good,54.0,54.0% responded positively to safety questions
12X286,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
12X300,2023-24,EMS,Fair,Safety & School Climate: Fair,69.0,69.0% responded positively to safety questions
12X314,2023-24,EMS,Good,Safety & School Climate: Good,55.0,55.0% responded positively to safety questions
12X316,2023-24,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
12X318,2023-24,EMS,Fair,Safety & School Climate: Fair,53.0,53.0% responded positively to safety questions
12X341,2023-24,EMS,Good,Safety & School Climate: Good,66.0,66.0% responded positively to safety questions
12X383,2023-24,EMS,Good,Safety & School Climate: Good,54.0,54.0% responded positively to safety questions
12X458,2023-24,EMS,Excellent,Safety & School Climate: Excellent,94.0,94.0% responded positively to safety questions
12X463,2023-24,EMS,Good,Safety & School Climate: Good,72.0,72.0% responded positively to safety questions
12X531,2023-24,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
12X536,2023-24,EMS,Excellent,Safety & School Climate: Excellent,69.0,69.0% responded positively to safety questions
12X595,2023-24,EMS,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
12X691,2023-24,EMS,Excellent,Safety & School Climate: Excellent,81.0,81.0% responded positively to safety questions
13K003,2023-24,EMS,Fair,Safety & School Climate: Fair,86.0,86.0% responded positively to safety questions
13K008,2023-24,EMS,Excellent,Safety & School Climate: Excellent,99.0,99.0% responded positively to safety questions
13K009,2023-24,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
13K011,2023-24,EMS,Excellent,Safety & School Climate: Excellent,81.0,81.0% responded positively to safety questions
13K020,2023-24,EMS,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
13K044,2023-24,EMS,Fair,Safety & School Climate: Fair,88.0,88.0% responded positively to safety questions
13K046,2023-24,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
13K054,2023-24,EMS,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
13K056,2023-24,EMS,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
13K067,2023-24,EMS,Fair,Safety & School Climate: Fair,38.0,38.0% responded positively to safety questions
13K093,2023-24,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
13K113,2023-24,EMS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
13K133,2023-24,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
13K256,2023-24,EMS,Fair,Safety & School Climate: Fair,57.0,57.0% responded positively to safety questions
13K265,2023-24,EMS,Fair,Safety & School Climate: Fair,65.0,65.0% responded positively to safety questions
13K266,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
13K270,2023-24,EMS,Fair,Safety & School Climate: Fair,67.0,67.0% responded positively to safety questions
13K282,2023-24,EMS,Fair,Safety & School Climate: Fair,76.0,76.0% responded positively to safety questions
13K287,2023-24,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,67.0,67.0% responded positively to safety questions
13K301,2023-24,EMS,,Rating not available,,Data not available
13K307,2023-24,EMS,,Rating not available,,Data not available
13K313,2023-24,EMS,Fair,Safety & School Climate: Fair,47.0,47.0% responded positively to safety questions
13K351,2023-24,EMS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
13K492,2023-24,EMS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
13K527,2023-24,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
13K691,2023-24,EMS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
13K915,2023-24,EMS,Fair,Safety & School Climate: Fair,52.0,52.0% responded positively to safety questions
14K016,2023-24,EMS,Fair,Safety & School Climate: Fair,51.0,51.0% responded positively to safety questions
14K017,2023-24,EMS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
14K018,2023-24,EMS,Fair,Safety & School Climate: Fair,75.0,75.0% responded positively to safety questions
14K023,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
14K031,2023-24,EMS,Excellent,Safety & School Climate: Excellent,100.0,100.0% responded positively to safety questions
14K034,2023-24,EMS,Excellent,Safety & School Climate: Excellent,94.0,94.0% responded positively to safety questions
14K050,2023-24,EMS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
14K059,2023-24,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
14K071,2023-24,EMS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
14K084,2023-24,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
14K110,2023-24,EMS,Good,Safety & School Climate: Good,94.0,94.0% responded positively to safety questions
14K120,2023-24,EMS,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
14K126,2023-24,EMS,Fair,Safety & School Climate: Fair,63.0,63.0% responded positively to safety questions
14K132,2023-24,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
14K147,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
14K157,2023-24,EMS,Good,Safety & School Climate: Good,93.0,93.0% responded positively to safety questions
14K196,2023-24,EMS,Good,Safety & School Climate: Good,89.0,89.0% responded positively to safety questions
14K250,2023-24,EMS,Fair,Safety & School Climate: Fair,78.0,78.0% responded positively to safety questions
14K257,2023-24,EMS,Good,Safety & School Climate: Good,98.0,98.0% responded positively to safety questions
14K297,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
14K318,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
14K380,2023-24,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
14K414,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
14K577,2023-24,EMS,Excellent,Safety & School Climate: Excellent,81.0,81.0% responded positively to safety questions
14K582,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
14K586,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
14K614,2023-24,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
15K001,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
15K010,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
15K015,2023-24,EMS,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
15K024,2023-24,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
15K029,2023-24,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
15K032,2023-24,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
15K038,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
15K039,2023-24,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
15K051,2023-24,EMS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
15K058,2023-24,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
15K088,2023-24,EMS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
15K094,2023-24,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
15K107,2023-24,EMS,Excellent,Safety & School Climate: Excellent,89.0,89.0% responded positively to safety questions
15K118,2023-24,EMS,Excellent,Safety & School Climate: Excellent,91.0,91.0% responded positively to safety questions
15K124,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
15K130,2023-24,EMS,Excellent,Safety & School Climate: Excellent,89.0,89.0% responded positively to safety questions
15K131,2023-24,EMS,Fair,Safety & School Climate: Fair,69.0,69.0% responded positively to safety questions
15K136,2023-24,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
15K146,2023-24,EMS,Good,Safety & School Climate: Good,78.0,78.0% responded positively to safety questions
15K154,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
15K169,2023-24,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
15K172,2023-24,EMS,Excellent,Safety & School Climate: Excellent,66.0,66.0% responded positively to safety questions
15K230,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
15K261,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
15K295,2023-24,EMS,Fair,Safety & School Climate: Fair,78.0,78.0% responded positively to safety questions
15K321,2023-24,EMS,Excellent,Safety & School Climate: Excellent,89.0,89.0% responded positively to safety questions
15K418,2023-24,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
15K442,2023-24,EMS,Excellent,Safety & School Climate: Excellent,73.0,73.0% responded positively to safety questions
15K443,2023-24,EMS,Excellent,Safety & School Climate: Excellent,71.0,71.0% responded positively to safety questions
15K447,2023-24,EMS,Good,Safety & School Climate: Good,63.0,63.0% responded positively to safety questions
15K448,2023-24,EMS,Fair,Safety & School Climate: Fair,63.0,63.0% responded positively to safety questions
15K464,2023-24,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
15K497,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
15K516,2023-24,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
15K676,2023-24,EMS,Good,Safety & School Climate: Good,77.0,77.0% responded positively to safety questions
15K821,2023-24,EMS,Fair,Safety & School Climate: Fair,52.0,52.0% responded positively to safety questions
15K839,2023-24,EMS,Excellent,Safety & School Climate: Excellent,70.0,70.0% responded positively to safety questions
15K896,2023-24,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
16K005,2023-24,EMS,,Rating not available,,Data not available
16K021,2023-24,EMS,Fair,Safety & School Climate: Fair,78.0,78.0% responded positively to safety questions
16K025,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
16K026,2023-24,EMS,Fair,Safety & School Climate: Fair,68.0,68.0% responded positively to safety questions
16K035,2023-24,EMS,Excellent,Safety & School Climate: Excellent,90.0,90.0% responded positively to safety questions
16K040,2023-24,EMS,Excellent,Safety & School Climate: Excellent,83.0,83.0% responded positively to safety questions
16K057,2023-24,EMS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
16K081,2023-24,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,37.0,37.0% responded positively to safety questions
16K243,2023-24,EMS,Fair,Safety & School Climate: Fair,49.0,49.0% responded positively to safety questions
16K262,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
16K267,2023-24,EMS,Good,Safety & School Climate: Good,77.0,77.0% responded positively to safety questions
16K308,2023-24,EMS,,Rating not available,,Data not available
16K309,2023-24,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
16K335,2023-24,EMS,Fair,Safety & School Climate: Fair,66.0,66.0% responded positively to safety questions
16K627,2023-24,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,53.0,53.0% responded positively to safety questions
16K628,2023-24,EMS,Excellent,Safety & School Climate: Excellent,81.0,81.0% responded positively to safety questions
16K681,2023-24,EMS,,Rating not available,,Data not available
16K898,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
17K002,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
17K006,2023-24,EMS,,Rating not available,,Data not available
17K012,2023-24,EMS,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
17K061,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
17K091,2023-24,EMS,Good,Safety & School Climate: Good,92.0,92.0% responded positively to safety questions
17K092,2023-24,EMS,Fair,Safety & School Climate: Fair,79.0,79.0% responded positively to safety questions
17K138,2023-24,EMS,,Rating not available,,Data not available
17K161,2023-24,EMS,Good,Safety & School Climate: Good,93.0,93.0% responded positively to safety questions
17K181,2023-24,EMS,Fair,Safety & School Climate: Fair,49.0,49.0% responded positively to safety questions
17K189,2023-24,EMS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
17K191,2023-24,EMS,,Rating not available,,Data not available
17K221,2023-24,EMS,Good,Safety & School Climate: Good,77.0,77.0% responded positively to safety questions
17K241,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
17K246,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
17K249,2023-24,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
17K289,2023-24,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
17K316,2023-24,EMS,Fair,Safety & School Climate: Fair,82.0,82.0% responded positively to safety questions
17K340,2023-24,EMS,Excellent,Safety & School Climate: Excellent,69.0,69.0% responded positively to safety questions
17K352,2023-24,EMS,Excellent,Safety & School Climate: Excellent,70.0,70.0% responded positively to safety questions
17K353,2023-24,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
17K354,2023-24,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
17K375,2023-24,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,44.0,44.0% responded positively to safety questions
17K382,2023-24,EMS,Excellent,Safety & School Climate: Excellent,66.0,66.0% responded positively to safety questions
17K394,2023-24,EMS,Good,Safety & School Climate: Good,57.0,57.0% responded positively to safety questions
17K397,2023-24,EMS,Excellent,Safety & School Climate: Excellent,100.0,100.0% responded positively to safety questions
17K398,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
17K399,2023-24,EMS,Fair,Safety & School Climate: Fair,85.0,85.0% responded positively to safety questions
17K484,2023-24,EMS,Excellent,Safety & School Climate: Excellent,89.0,89.0% responded positively to safety questions
17K532,2023-24,EMS,Excellent,Safety & School Climate: Excellent,89.0,89.0% responded positively to safety questions
17K543,2023-24,EMS,Excellent,Safety & School Climate: Excellent,68.0,68.0% responded positively to safety questions
17K590,2023-24,EMS,,Rating not available,,Data not available
17K705,2023-24,EMS,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
17K722,2023-24,EMS,Fair,Safety & School Climate: Fair,59.0,59.0% responded positively to safety questions
17K770,2023-24,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
18K066,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
18K068,2023-24,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
18K114,2023-24,EMS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
18K115,2023-24,EMS,Fair,Safety & School Climate: Fair,68.0,68.0% responded positively to safety questions
18K135,2023-24,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
18K208,2023-24,EMS,Good,Safety & School Climate: Good,95.0,95.0% responded positively to safety questions
18K211,2023-24,EMS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
18K219,2023-24,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
18K233,2023-24,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
18K235,2023-24,EMS,Good,Safety & School Climate: Good,70.0,70.0% responded positively to safety questions
18K244,2023-24,EMS,Good,Safety & School Climate: Good,92.0,92.0% responded positively to safety questions
18K268,2023-24,EMS,Fair,Safety & School Climate: Fair,77.0,77.0% responded positively to safety questions
18K272,2023-24,EMS,Fair,Safety & School Climate: Fair,71.0,71.0% responded positively to safety questions
18K276,2023-24,EMS,Fair,Safety & School Climate: Fair,89.0,89.0% responded positively to safety questions
18K279,2023-24,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
18K285,2023-24,EMS,Good,Safety & School Climate: Good,56.0,56.0% responded positively to safety questions
18K366,2023-24,EMS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
18K581,2023-24,EMS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
18K588,2023-24,EMS,Fair,Safety & School Climate: Fair,50.0,50.0% responded positively to safety questions
18K763,2023-24,EMS,Excellent,Safety & School Climate: Excellent,64.0,64.0% responded positively to safety questions
18K961,2023-24,EMS,,Rating not available,,Data not available
19K007,2023-24,EMS,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
19K013,2023-24,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
19K065,2023-24,EMS,Excellent,Safety & School Climate: Excellent,90.0,90.0% responded positively to safety questions
19K089,2023-24,EMS,Excellent,Safety & School Climate: Excellent,74.0,74.0% responded positively to safety questions
19K108,2023-24,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
19K149,2023-24,EMS,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
