DBN,school_year,school_type,safety_climate_rating,safety_climate_rating_label,safety_pct_positive,safety_pct_positive_label
11X194,2021-22,EMS,,Rating not available,,Data not available
11X287,2021-22,EMS,,Rating not available,,Data not available
11X326,2021-22,EMS,,Rating not available,,Data not available
11X355,2021-22,EMS,,Rating not available,,Data not available
11X357,2021-22,EMS,,Rating not available,,Data not available
11X370,2021-22,EMS,,Rating not available,,Data not available
11X462,2021-22,EMS,,Rating not available,,Data not available
11X468,2021-22,EMS,,Rating not available,,Data not available
11X481,2021-22,EMS,,Rating not available,,Data not available
11X483,2021-22,EMS,,Rating not available,,Data not available
11X498,2021-22,EMS,,Rating not available,,Data not available
11X529,2021-22,EMS,,Rating not available,,Data not available
11X532,2021-22,EMS,,Rating not available,,Data not available
11X556,2021-22,EMS,,Rating not available,,Data not available
11X566,2021-22,EMS,,Rating not available,,Data not available
11X567,2021-22,EMS,,Rating not available,,Data not available
12X006,2021-22,EMS,,Rating not available,,Data not available
12X044,2021-22,EMS,,Rating not available,,Data not available
12X047,2021-22,EMS,,Rating not available,,Data not available
12X057,2021-22,EMS,,Rating not available,,Data not available
12X061,2021-22,EMS,,Rating not available,,Data not available
12X066,2021-22,EMS,,Rating not available,,Data not available
12X067,2021-22,EMS,,Rating not available,,Data not available
12X098,2021-22,EMS,,Rating not available,,Data not available
12X129,2021-22,EMS,,Rating not available,,Data not available
12X134,2021-22,EMS,,Rating not available,,Data not available
12X150,2021-22,EMS,,Rating not available,,Data not available
12X190,2021-22,EMS,,Rating not available,,Data not available
12X195,2021-22,EMS,,Rating not available,,Data not available
12X196,2021-22,EMS,,Rating not available,,Data not available
12X211,2021-22,EMS,,Rating not available,,Data not available
12X214,2021-22,EMS,,Rating not available,,Data not available
12X217,2021-22,EMS,,Rating not available,,Data not available
12X242,2021-22,EMS,,Rating not available,,Data not available
12X267,2021-22,EMS,,Rating not available,,Data not available
12X271,2021-22,EMS,,Rating not available,,Data not available
12X273,2021-22,EMS,,Rating not available,,Data not available
12X286,2021-22,EMS,,Rating not available,,Data not available
12X300,2021-22,EMS,,Rating not available,,Data not available
12X314,2021-22,EMS,,Rating not available,,Data not available
12X316,2021-22,EMS,,Rating not available,,Data not available
12X318,2021-22,EMS,,Rating not available,,Data not available
12X341,2021-22,EMS,,Rating not available,,Data not available
12X383,2021-22,EMS,,Rating not available,,Data not available
12X458,2021-22,EMS,,Rating not available,,Data not available
12X463,2021-22,EMS,,Rating not available,,Data not available
12X531,2021-22,EMS,,Rating not available,,Data not available
12X536,2021-22,EMS,,Rating not available,,Data not available
12X595,2021-22,EMS,,Rating not available,,Data not available
12X691,2021-22,EMS,,Rating not available,,Data not available
13K003,2021-22,EMS,,Rating not available,,Data not available
13K008,2021-22,EMS,,Rating not available,,Data not available
13K009,2021-22,EMS,,Rating not available,,Data not available
13K011,2021-22,EMS,,Rating not available,,Data not available
13K020,2021-22,EMS,,Rating not available,,Data not available
13K044,2021-22,EMS,,Rating not available,,Data not available
13K046,2021-22,EMS,,Rating not available,,Data not available
13K054,2021-22,EMS,,Rating not available,,Data not available
13K056,2021-22,EMS,,Rating not available,,Data not available
13K067,2021-22,EMS,,Rating not available,,Data not available
13K093,2021-22,EMS,,Rating not available,,Data not available
13K113,2021-22,EMS,,Rating not available,,Data not available
13K133,2021-22,EMS,,Rating not available,,Data not available
13K256,2021-22,EMS,,Rating not available,,Data not available
13K265,2021-22,EMS,,Rating not available,,Data not available
13K266,2021-22,EMS,,Rating not available,,Data not available
13K270,2021-22,EMS,,Rating not available,,Data not available
13K282,2021-22,EMS,,Rating not available,,Data not available
13K287,2021-22,EMS,,Rating not available,,Data not available
13K301,2021-22,EMS,,Rating not available,,Data not available
13K307,2021-22,EMS,,Rating not available,,Data not available
13K313,2021-22,EMS,,Rating not available,,Data not available
13K351,2021-22,EMS,,Rating not available,,Data not available
13K492,2021-22,EMS,,Rating not available,,Data not available
13K527,2021-22,EMS,,Rating not available,,Data not available
13K691,2021-22,EMS,,Rating not available,,Data not available
13K915,2021-22,EMS,,Rating not available,,Data not available
14K016,2021-22,EMS,,Rating not available,,Data not available
14K017,2021-22,EMS,,Rating not available,,Data not available
14K018,2021-22,EMS,,Rating not available,,Data not available
14K023,2021-22,EMS,,Rating not available,,Data not available
14K031,2021-22,EMS,,Rating not available,,Data not available
14K034,2021-22,EMS,,Rating not available,,Data not available
14K050,2021-22,EMS,,Rating not available,,Data not available
14K059,2021-22,EMS,,Rating not available,,Data not available
14K071,2021-22,EMS,,Rating not available,,Data not available
14K084,2021-22,EMS,,Rating not available,,Data not available
14K110,2021-22,EMS,,Rating not available,,Data not available
14K120,2021-22,EMS,,Rating not available,,Data not available
14K126,2021-22,EMS,,Rating not available,,Data not available
14K132,2021-22,EMS,,Rating not available,,Data not available
14K147,2021-22,EMS,,Rating not available,,Data not available
14K157,2021-22,EMS,,Rating not available,,Data not available
14K196,2021-22,EMS,,Rating not available,,Data not available
14K250,2021-22,EMS,,Rating not available,,Data not available
14K257,2021-22,EMS,,Rating not available,,Data not available
14K297,2021-22,EMS,,Rating not available,,Data not available
14K318,2021-22,EMS,,Rating not available,,Data not available
14K380,2021-22,EMS,,Rating not available,,Data not available
14K414,2021-22,EMS,,Rating not available,,Data not available
14K577,2021-22,EMS,,Rating not available,,Data not available
14K582,2021-22,EMS,,Rating not available,,Data not available
14K586,2021-22,EMS,,Rating not available,,Data not available
14K614,2021-22,EMS,,Rating not available,,Data not available
15K001,2021-22,EMS,,Rating not available,,Data not available
15K010,2021-22,EMS,,Rating not available,,Data not available
15K015,2021-22,EMS,,Rating not available,,Data not available
15K024,2021-22,EMS,,Rating not available,,Data not available
15K029,2021-22,EMS,,Rating not available,,Data not available
15K032,2021-22,EMS,,Rating not available,,Data not available
15K038,2021-22,EMS,,Rating not available,,Data not available
15K039,2021-22,EMS,,Rating not available,,Data not available
15K051,2021-22,EMS,,Rating not available,,Data not available
15K058,2021-22,EMS,,Rating not available,,Data not available
15K088,2021-22,EMS,,Rating not available,,Data not available
15K094,2021-22,EMS,,Rating not available,,Data not available
15K107,2021-22,EMS,,Rating not available,,Data not available
15K118,2021-22,EMS,,Rating not available,,Data not available
15K124,2021-22,EMS,,Rating not available,,Data not available
15K130,2021-22,EMS,,Rating not available,,Data not available
15K131,2021-22,EMS,,Rating not available,,Data not available
15K136,2021-22,EMS,,Rating not available,,Data not available
15K146,2021-22,EMS,,Rating not available,,Data not available
15K154,2021-22,EMS,,Rating not available,,Data not available
15K169,2021-22,EMS,,Rating not available,,Data not available
15K172,2021-22,EMS,,Rating not available,,Data not available
15K230,2021-22,EMS,,Rating not available,,Data not available
15K261,2021-22,EMS,,Rating not available,,Data not available
15K295,2021-22,EMS,,Rating not available,,Data not available
15K321,2021-22,EMS,,Rating not available,,Data not available
15K418,2021-22,EMS,,Rating not available,,Data not available
15K442,2021-22,EMS,,Rating not available,,Data not available
15K443,2021-22,EMS,,Rating not available,,Data not available
15K447,2021-22,EMS,,Rating not available,,Data not available
15K448,2021-22,EMS,,Rating not available,,Data not available
15K464,2021-22,EMS,,Rating not available,,Data not available
15K497,2021-22,EMS,,Rating not available,,Data not available
15K516,2021-22,EMS,,Rating not available,,Data not available
15K676,2021-22,EMS,,Rating not available,,Data not available
15K821,2021-22,EMS,,Rating not available,,Data not available
15K839,2021-22,EMS,,Rating not available,,Data not available
16K005,2021-22,EMS,,Rating not available,,Data not available
16K021,2021-22,EMS,,Rating not available,,Data not available
16K025,2021-22,EMS,,Rating not available,,Data not available
16K026,2021-22,EMS,,Rating not available,,Data not available
16K035,2021-22,EMS,,Rating not available,,Data not available
16K040,2021-22,EMS,,Rating not available,,Data not available
16K057,2021-22,EMS,,Rating not available,,Data not available
16K081,2021-22,EMS,,Rating not available,,Data not available
16K243,2021-22,EMS,,Rating not available,,Data not available
16K262,2021-22,EMS,,Rating not available,,Data not available
16K267,2021-22,EMS,,Rating not available,,Data not available
16K308,2021-22,EMS,,Rating not available,,Data not available
16K309,2021-22,EMS,,Rating not available,,Data not available
16K335,2021-22,EMS,,Rating not available,,Data not available
16K627,2021-22,EMS,,Rating not available,,Data not available
16K628,2021-22,EMS,,Rating not available,,Data not available
16K681,2021-22,EMS,,Rating not available,,Data not available
16K898,2021-22,EMS,,Rating not available,,Data not available
17K002,2021-22,EMS,,Rating not available,,Data not available
17K006,2021-22,EMS,,Rating not available,,Data not available
17K012,2021-22,EMS,,Rating not available,,Data not available
17K061,2021-22,EMS,,Rating not available,,Data not available
17K091,2021-22,EMS,,Rating not available,,Data not available
17K092,2021-22,EMS,,Rating not available,,Data not available
17K138,2021-22,EMS,,Rating not available,,Data not available
17K161,2021-22,EMS,,Rating not available,,Data not available
17K181,2021-22,EMS,,Rating not available,,Data not available
17K189,2021-22,EMS,,Rating not available,,Data not available
17K191,2021-22,EMS,,Rating not available,,Data not available
17K221,2021-22,EMS,,Rating not available,,Data not available
17K241,2021-22,EMS,,Rating not available,,Data not available
17K246,2021-22,EMS,,Rating not available,,Data not available
17K249,2021-22,EMS,,Rating not available,,Data not available
17K289,2021-22,EMS,,Rating not available,,Data not available
17K316,2021-22,EMS,,Rating not available,,Data not available
17K340,2021-22,EMS,,Rating not available,,Data not available
17K352,2021-22,EMS,,Rating not available,,Data not available
17K353,2021-22,EMS,,Rating not available,,Data not available
17K354,2021-22,EMS,,Rating not available,,Data not available
17K375,2021-22,EMS,,Rating not available,,Data not available
17K382,2021-22,EMS,,Rating not available,,Data not available
17K394,2021-22,EMS,,Rating not available,,Data not available
17K397,2021-22,EMS,,Rating not available,,Data not available
17K398,2021-22,EMS,,Rating not available,,Data not available
17K399,2021-22,EMS,,Rating not available,,Data not available
17K484,2021-22,EMS,,Rating not available,,Data not available
17K532,2021-22,EMS,,Rating not available,,Data not available
17K543,2021-22,EMS,,Rating not available,,Data not available
17K590,2021-22,EMS,,Rating not available,,Data not available
17K705,2021-22,EMS,,Rating not available,,Data not available
17K722,2021-22,EMS,,Rating not available,,Data not available
17K770,2021-22,EMS,,Rating not available,,Data not available
18K066,2021-22,EMS,,Rating not available,,Data not available
18K068,2021-22,EMS,,Rating not available,,Data not available
18K114,2021-22,EMS,,Rating not available,,Data not available
18K115,2021-22,EMS,,Rating not available,,Data not available
18K135,2021-22,EMS,,Rating not available,,Data not available
18K208,2021-22,EMS,,Rating not available,,Data not available
18K211,2021-22,EMS,,Rating not available,,Data not available
18K219,2021-22,EMS,,Rating not available,,Data not available
18K233,2021-22,EMS,,Rating not available,,Data not available
18K235,2021-22,EMS,,Rating not available,,Data not available
18K244,2021-22,EMS,,Rating not available,,Data not available
18K268,2021-22,EMS,,Rating not available,,Data not available
18K272,2021-22,EMS,,Rating not available,,Data not available
18K276,2021-22,EMS,,Rating not available,,Data not available
18K279,2021-22,EMS,,Rating not available,,Data not available
18K285,2021-22,EMS,,Rating not available,,Data not available
18K366,2021-22,EMS,,Rating not available,,Data not available
18K581,2021-22,EMS,,Rating not available,,Data not available
18K588,2021-22,EMS,,Rating not available,,Data not available
18K763,2021-22,EMS,,Rating not available,,Data not available
19K007,2021-22,EMS,,Rating not available,,Data not available
19K013,2021-22,EMS,,Rating not available,,Data not available
19K065,2021-22,EMS,,Rating not available,,Data not available
19K089,2021-22,EMS,,Rating not available,,Data not available
19K108,2021-22,EMS,,Rating not available,,Data not available
19K149,2021-22,EMS,,Rating not available,,Data not available
19K158,2021-22,EMS,,Rating not available,,Data not available
19K159,2021-22,EMS,,Rating not available,,Data not available
19K171,2021-22,EMS,,Rating not available,,Data not available
19K190,2021-22,EMS,,Rating not available,,Data not available
19K202,2021-22,EMS,,Rating not available,,Data not available
19K213,2021-22,EMS,,Rating not available,,Data not available
19K214,2021-22,EMS,,Rating not available,,Data not available
19K218,2021-22,EMS,,Rating not available,,Data not available
19K224,2021-22,EMS,,Rating not available,,Data not available
19K273,2021-22,EMS,,Rating not available,,Data not available
19K290,2021-22,EMS,,Rating not available,,Data not available
19K292,2021-22,EMS,,Rating not available,,Data not available
19K306,2021-22,EMS,,Rating not available,,Data not available
19K325,2021-22,EMS,,Rating not available,,Data not available
19K328,2021-22,EMS,,Rating not available,,Data not available
19K345,2021-22,EMS,,Rating not available,,Data not available
19K346,2021-22,EMS,,Rating not available,,Data not available
19K364,2021-22,EMS,,Rating not available,,Data not available
19K404,2021-22,EMS,,Rating not available,,Data not available
19K409,2021-22,EMS,,Rating not available,,Data not available
19K422,2021-22,EMS,,Rating not available,,Data not available
19K452,2021-22,EMS,,Rating not available,,Data not available
19K557,2021-22,EMS,,Rating not available,,Data not available
19K654,2021-22,EMS,,Rating not available,,Data not available
19K661,2021-22,EMS,,Rating not available,,Data not available
19K662,2021-22,EMS,,Rating not available,,Data not available
19K663,2021-22,EMS,,Rating not available,,Data not available
19K677,2021-22,EMS,,Rating not available,,Data not available
19K678,2021-22,EMS,,Rating not available,,Data not available
19K760,2021-22,EMS,,Rating not available,,Data not available
19K907,2021-22,EMS,,Rating not available,,Data not available
19K935,2021-22,EMS,,Rating not available,,Data not available
20K030,2021-22,EMS,,Rating not available,,Data not available
20K048,2021-22,EMS,,Rating not available,,Data not available
20K062,2021-22,EMS,,Rating not available,,Data not available
20K069,2021-22,EMS,,Rating not available,,Data not available
20K102,2021-22,EMS,,Rating not available,,Data not available
20K104,2021-22,EMS,,Rating not available,,Data not available
20K105,2021-22,EMS,,Rating not available,,Data not available
20K112,2021-22,EMS,,Rating not available,,Data not available
20K127,2021-22,EMS,,Rating not available,,Data not available
20K160,2021-22,EMS,,Rating not available,,Data not available
20K163,2021-22,EMS,,Rating not available,,Data not available
20K164,2021-22,EMS,,Rating not available,,Data not available
20K170,2021-22,EMS,,Rating not available,,Data not available
20K176,2021-22,EMS,,Rating not available,,Data not available
20K179,2021-22,EMS,,Rating not available,,Data not available
20K180,2021-22,EMS,,Rating not available,,Data not available
20K185,2021-22,EMS,,Rating not available,,Data not available
20K186,2021-22,EMS,,Rating not available,,Data not available
20K187,2021-22,EMS,,Rating not available,,Data not available
20K192,2021-22,EMS,,Rating not available,,Data not available
20K200,2021-22,EMS,,Rating not available,,Data not available
20K201,2021-22,EMS,,Rating not available,,Data not available
20K204,2021-22,EMS,,Rating not available,,Data not available
20K205,2021-22,EMS,,Rating not available,,Data not available
20K220,2021-22,EMS,,Rating not available,,Data not available
20K223,2021-22,EMS,,Rating not available,,Data not available
20K227,2021-22,EMS,,Rating not available,,Data not available
20K229,2021-22,EMS,,Rating not available,,Data not available
20K247,2021-22,EMS,,Rating not available,,Data not available
20K259,2021-22,EMS,,Rating not available,,Data not available
20K264,2021-22,EMS,,Rating not available,,Data not available
20K310,2021-22,EMS,,Rating not available,,Data not available
20K503,2021-22,EMS,,Rating not available,,Data not available
20K506,2021-22,EMS,,Rating not available,,Data not available
20K609,2021-22,EMS,,Rating not available,,Data not available
20K682,2021-22,EMS,,Rating not available,,Data not available
20K686,2021-22,EMS,,Rating not available,,Data not available
20K748,2021-22,EMS,,Rating not available,,Data not available
20K936,2021-22,EMS,,Rating not available,,Data not available
20K971,2021-22,EMS,,Rating not available,,Data not available
21K090,2021-22,EMS,,Rating not available,,Data not available
21K095,2021-22,EMS,,Rating not available,,Data not available
21K096,2021-22,EMS,,Rating not available,,Data not available
21K097,2021-22,EMS,,Rating not available,,Data not available
21K098,2021-22,EMS,,Rating not available,,Data not available
21K099,2021-22,EMS,,Rating not available,,Data not available
21K100,2021-22,EMS,,Rating not available,,Data not available
21K101,2021-22,EMS,,Rating not available,,Data not available
21K121,2021-22,EMS,,Rating not available,,Data not available
21K128,2021-22,EMS,,Rating not available,,Data not available
21K153,2021-22,EMS,,Rating not available,,Data not available
21K177,2021-22,EMS,,Rating not available,,Data not available
21K188,2021-22,EMS,,Rating not available,,Data not available
21K199,2021-22,EMS,,Rating not available,,Data not available
21K209,2021-22,EMS,,Rating not available,,Data not available
21K212,2021-22,EMS,,Rating not available,,Data not available
21K215,2021-22,EMS,,Rating not available,,Data not available
21K216,2021-22,EMS,,Rating not available,,Data not available
21K225,2021-22,EMS,,Rating not available,,Data not available
21K226,2021-22,EMS,,Rating not available,,Data not available
21K228,2021-22,EMS,,Rating not available,,Data not available
21K238,2021-22,EMS,,Rating not available,,Data not available
21K239,2021-22,EMS,,Rating not available,,Data not available
21K253,2021-22,EMS,,Rating not available,,Data not available
21K281,2021-22,EMS,,Rating not available,,Data not available
21K288,2021-22,EMS,,Rating not available,,Data not available
21K303,2021-22,EMS,,Rating not available,,Data not available
21K329,2021-22,EMS,,Rating not available,,Data not available
21K468,2021-22,EMS,,Rating not available,,Data not available
21K690,2021-22,EMS,,Rating not available,,Data not available
22K014,2021-22,EMS,,Rating not available,,Data not available
22K052,2021-22,EMS,,Rating not available,,Data not available
22K078,2021-22,EMS,,Rating not available,,Data not available
22K109,2021-22,EMS,,Rating not available,,Data not available
22K119,2021-22,EMS,,Rating not available,,Data not available
22K134,2021-22,EMS,,Rating not available,,Data not available
22K139,2021-22,EMS,,Rating not available,,Data not available
22K152,2021-22,EMS,,Rating not available,,Data not available
22K193,2021-22,EMS,,Rating not available,,Data not available
22K194,2021-22,EMS,,Rating not available,,Data not available
22K195,2021-22,EMS,,Rating not available,,Data not available
22K197,2021-22,EMS,,Rating not available,,Data not available
22K198,2021-22,EMS,,Rating not available,,Data not available
22K203,2021-22,EMS,,Rating not available,,Data not available
22K206,2021-22,EMS,,Rating not available,,Data not available
22K207,2021-22,EMS,,Rating not available,,Data not available
22K217,2021-22,EMS,,Rating not available,,Data not available
22K222,2021-22,EMS,,Rating not available,,Data not available
22K234,2021-22,EMS,,Rating not available,,Data not available
22K236,2021-22,EMS,,Rating not available,,Data not available
22K240,2021-22,EMS,,Rating not available,,Data not available
22K245,2021-22,EMS,,Rating not available,,Data not available
22K251,2021-22,EMS,,Rating not available,,Data not available
22K254,2021-22,EMS,,Rating not available,,Data not available
22K255,2021-22,EMS,,Rating not available,,Data not available
22K277,2021-22,EMS,,Rating not available,,Data not available
22K278,2021-22,EMS,,Rating not available,,Data not available
22K312,2021-22,EMS,,Rating not available,,Data not available
22K315,2021-22,EMS,,Rating not available,,Data not available
22K361,2021-22,EMS,,Rating not available,,Data not available
22K381,2021-22,EMS,,Rating not available,,Data not available
22K889,2021-22,EMS,,Rating not available,,Data not available
22K890,2021-22,EMS,,Rating not available,,Data not available
23K041,2021-22,EMS,,Rating not available,,Data not available
23K137,2021-22,EMS,,Rating not available,,Data not available
23K150,2021-22,EMS,,Rating not available,,Data not available
23K155,2021-22,EMS,,Rating not available,,Data not available
23K156,2021-22,EMS,,Rating not available,,Data not available
23K165,2021-22,EMS,,Rating not available,,Data not available
23K178,2021-22,EMS,,Rating not available,,Data not available
23K184,2021-22,EMS,,Rating not available,,Data not available
23K284,2021-22,EMS,,Rating not available,,Data not available
23K298,2021-22,EMS,,Rating not available,,Data not available
23K323,2021-22,EMS,,Rating not available,,Data not available
23K327,2021-22,EMS,,Rating not available,,Data not available
23K363,2021-22,EMS,,Rating not available,,Data not available
23K392,2021-22,EMS,,Rating not available,,Data not available
23K401,2021-22,EMS,,Rating not available,,Data not available
23K446,2021-22,EMS,,Rating not available,,Data not available
23K518,2021-22,EMS,,Rating not available,,Data not available
23K522,2021-22,EMS,,Rating not available,,Data not available
23K599,2021-22,EMS,,Rating not available,,Data not available
23K644,2021-22,EMS,,Rating not available,,Data not available
23K664,2021-22,EMS,,Rating not available,,Data not available
23K668,2021-22,EMS,,Rating not available,,Data not available
23K671,2021-22,EMS,,Rating not available,,Data not available
24Q005,2021-22,EMS,,Rating not available,,Data not available
24Q007,2021-22,EMS,,Rating not available,,Data not available
24Q012,2021-22,EMS,,Rating not available,,Data not available
24Q013,2021-22,EMS,,Rating not available,,Data not available
24Q014,2021-22,EMS,,Rating not available,,Data not available
24Q016,2021-22,EMS,,Rating not available,,Data not available
24Q019,2021-22,EMS,,Rating not available,,Data not available
24Q049,2021-22,EMS,,Rating not available,,Data not available
24Q058,2021-22,EMS,,Rating not available,,Data not available
24Q061,2021-22,EMS,,Rating not available,,Data not available
24Q068,2021-22,EMS,,Rating not available,,Data not available
24Q071,2021-22,EMS,,Rating not available,,Data not available
24Q073,2021-22,EMS,,Rating not available,,Data not available
24Q077,2021-22,EMS,,Rating not available,,Data not available
24Q081,2021-22,EMS,,Rating not available,,Data not available
24Q087,2021-22,EMS,,Rating not available,,Data not available
24Q088,2021-22,EMS,,Rating not available,,Data not available
24Q089,2021-22,EMS,,Rating not available,,Data not available
24Q091,2021-22,EMS,,Rating not available,,Data not available
24Q093,2021-22,EMS,,Rating not available,,Data not available
24Q102,2021-22,EMS,,Rating not available,,Data not available
24Q110,2021-22,EMS,,Rating not available,,Data not available
24Q113,2021-22,EMS,,Rating not available,,Data not available
24Q119,2021-22,EMS,,Rating not available,,Data not available
24Q125,2021-22,EMS,,Rating not available,,Data not available
24Q128,2021-22,EMS,,Rating not available,,Data not available
24Q143,2021-22,EMS,,Rating not available,,Data not available
24Q153,2021-22,EMS,,Rating not available,,Data not available
24Q199,2021-22,EMS,,Rating not available,,Data not available
24Q211,2021-22,EMS,,Rating not available,,Data not available
24Q229,2021-22,EMS,,Rating not available,,Data not available
24Q239,2021-22,EMS,,Rating not available,,Data not available
24Q290,2021-22,EMS,,Rating not available,,Data not available
24Q305,2021-22,EMS,,Rating not available,,Data not available
24Q307,2021-22,EMS,,Rating not available,,Data not available
24Q311,2021-22,EMS,,Rating not available,,Data not available
24Q330,2021-22,EMS,,Rating not available,,Data not available
24Q343,2021-22,EMS,,Rating not available,,Data not available
24Q560,2021-22,EMS,,Rating not available,,Data not available
25Q020,2021-22,EMS,,Rating not available,,Data not available
25Q021,2021-22,EMS,,Rating not available,,Data not available
25Q022,2021-22,EMS,,Rating not available,,Data not available
25Q024,2021-22,EMS,,Rating not available,,Data not available
25Q025,2021-22,EMS,,Rating not available,,Data not available
25Q029,2021-22,EMS,,Rating not available,,Data not available
25Q032,2021-22,EMS,,Rating not available,,Data not available
25Q079,2021-22,EMS,,Rating not available,,Data not available
25Q107,2021-22,EMS,,Rating not available,,Data not available
25Q120,2021-22,EMS,,Rating not available,,Data not available
25Q129,2021-22,EMS,,Rating not available,,Data not available
25Q130,2021-22,EMS,,Rating not available,,Data not available
25Q154,2021-22,EMS,,Rating not available,,Data not available
25Q163,2021-22,EMS,,Rating not available,,Data not available
25Q164,2021-22,EMS,,Rating not available,,Data not available
25Q165,2021-22,EMS,,Rating not available,,Data not available
25Q169,2021-22,EMS,,Rating not available,,Data not available
25Q184,2021-22,EMS,,Rating not available,,Data not available
25Q185,2021-22,EMS,,Rating not available,,Data not available
25Q189,2021-22,EMS,,Rating not available,,Data not available
25Q193,2021-22,EMS,,Rating not available,,Data not available
25Q194,2021-22,EMS,,Rating not available,,Data not available
25Q200,2021-22,EMS,,Rating not available,,Data not available
25Q201,2021-22,EMS,,Rating not available,,Data not available
25Q209,2021-22,EMS,,Rating not available,,Data not available
25Q214,2021-22,EMS,,Rating not available,,Data not available
25Q219,2021-22,EMS,,Rating not available,,Data not available
25Q237,2021-22,EMS,,Rating not available,,Data not available
25Q250,2021-22,EMS,,Rating not available,,Data not available
25Q252,2021-22,EMS,,Rating not available,,Data not available
25Q281,2021-22,EMS,,Rating not available,,Data not available
25Q285,2021-22,EMS,,Rating not available,,Data not available
25Q294,2021-22,EMS,,Rating not available,,Data not available
25Q379,2021-22,EMS,,Rating not available,,Data not available
25Q499,2021-22,EMS,,Rating not available,,Data not available
26Q018,2021-22,EMS,,Rating not available,,Data not available
26Q026,2021-22,EMS,,Rating not available,,Data not available
26Q031,2021-22,EMS,,Rating not available,,Data not available
26Q041,2021-22,EMS,,Rating not available,,Data not available
26Q046,2021-22,EMS,,Rating not available,,Data not available
26Q067,2021-22,EMS,,Rating not available,,Data not available
26Q074,2021-22,EMS,,Rating not available,,Data not available
26Q094,2021-22,EMS,,Rating not available,,Data not available
26Q098,2021-22,EMS,,Rating not available,,Data not available
26Q115,2021-22,EMS,,Rating not available,,Data not available
26Q133,2021-22,EMS,,Rating not available,,Data not available
26Q158,2021-22,EMS,,Rating not available,,Data not available
26Q159,2021-22,EMS,,Rating not available,,Data not available
26Q162,2021-22,EMS,,Rating not available,,Data not available
26Q172,2021-22,EMS,,Rating not available,,Data not available
26Q173,2021-22,EMS,,Rating not available,,Data not available
26Q178,2021-22,EMS,,Rating not available,,Data not available
26Q186,2021-22,EMS,,Rating not available,,Data not available
26Q188,2021-22,EMS,,Rating not available,,Data not available
26Q191,2021-22,EMS,,Rating not available,,Data not available
26Q203,2021-22,EMS,,Rating not available,,Data not available
26Q205,2021-22,EMS,,Rating not available,,Data not available
26Q213,2021-22,EMS,,Rating not available,,Data not available
26Q216,2021-22,EMS,,Rating not available,,Data not available
26Q221,2021-22,EMS,,Rating not available,,Data not available
26Q266,2021-22,EMS,,Rating not available,,Data not available
26Q376,2021-22,EMS,,Rating not available,,Data not available
27Q042,2021-22,EMS,,Rating not available,,Data not available
27Q043,2021-22,EMS,,Rating not available,,Data not available
27Q045,2021-22,EMS,,Rating not available,,Data not available
27Q047,2021-22,EMS,,Rating not available,,Data not available
27Q053,2021-22,EMS,,Rating not available,,Data not available
27Q056,2021-22,EMS,,Rating not available,,Data not available
27Q060,2021-22,EMS,,Rating not available,,Data not available
27Q062,2021-22,EMS,,Rating not available,,Data not available
27Q063,2021-22,EMS,,Rating not available,,Data not available
27Q064,2021-22,EMS,,Rating not available,,Data not available
27Q065,2021-22,EMS,,Rating not available,,Data not available
27Q066,2021-22,EMS,,Rating not available,,Data not available
27Q090,2021-22,EMS,,Rating not available,,Data not available
27Q096,2021-22,EMS,,Rating not available,,Data not available
27Q097,2021-22,EMS,,Rating not available,,Data not available
27Q100,2021-22,EMS,,Rating not available,,Data not available
27Q104,2021-22,EMS,,Rating not available,,Data not available
27Q105,2021-22,EMS,,Rating not available,,Data not available
27Q106,2021-22,EMS,,Rating not available,,Data not available
27Q108,2021-22,EMS,,Rating not available,,Data not available
27Q114,2021-22,EMS,,Rating not available,,Data not available
27Q123,2021-22,EMS,,Rating not available,,Data not available
27Q124,2021-22,EMS,,Rating not available,,Data not available
27Q137,2021-22,EMS,,Rating not available,,Data not available
27Q146,2021-22,EMS,,Rating not available,,Data not available
27Q155,2021-22,EMS,,Rating not available,,Data not available
27Q183,2021-22,EMS,,Rating not available,,Data not available
27Q197,2021-22,EMS,,Rating not available,,Data not available
27Q202,2021-22,EMS,,Rating not available,,Data not available
27Q207,2021-22,EMS,,Rating not available,,Data not available
27Q210,2021-22,EMS,,Rating not available,,Data not available
27Q223,2021-22,EMS,,Rating not available,,Data not available
27Q226,2021-22,EMS,,Rating not available,,Data not available
27Q232,2021-22,EMS,,Rating not available,,Data not available
27Q253,2021-22,EMS,,Rating not available,,Data not available
27Q254,2021-22,EMS,,Rating not available,,Data not available
27Q262,2021-22,EMS,,Rating not available,,Data not available
27Q273,2021-22,EMS,,Rating not available,,Data not available
27Q282,2021-22,EMS,,Rating not available,,Data not available
27Q297,2021-22,EMS,,Rating not available,,Data not available
27Q306,2021-22,EMS,,Rating not available,,Data not available
27Q309,2021-22,EMS,,Rating not available,,Data not available
27Q316,2021-22,EMS,,Rating not available,,Data not available
27Q317,2021-22,EMS,,Rating not available,,Data not available
27Q318,2021-22,EMS,,Rating not available,,Data not available
27Q319,2021-22,EMS,,Rating not available,,Data not available
27Q323,2021-22,EMS,,Rating not available,,Data not available
27Q333,2021-22,EMS,,Rating not available,,Data not available
27Q362,2021-22,EMS,,Rating not available,,Data not available
27Q377,2021-22,EMS,,Rating not available,,Data not available
28Q008,2021-22,EMS,,Rating not available,,Data not available
28Q040,2021-22,EMS,,Rating not available,,Data not available
