DBN,school_year,arts_ed_score,arts_ed_score_label,arts_ed_disciplines
03M084,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M145,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M149,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M163,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
03M165,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
03M166,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M185,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M199,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M241,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M243,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M247,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M250,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M258,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M299,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M307,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M333,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M403,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M404,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M415,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M421,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M452,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M479,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M485,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M492,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M494,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
03M541,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M012,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M037,2020-21,1,1 of 4 discipline,Visual Arts
04M038,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M083,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M096,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
04M102,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M108,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M112,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M146,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M155,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M171,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M182,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
04M206,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M224,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M372,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M375,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M435,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M497,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M555,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M610,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
04M680,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M030,2020-21,3,3 of 4 disciplines,"Dance, Music, Theater"
05M036,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M046,2020-21,1,1 of 4 discipline,Visual Arts
05M092,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M123,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M125,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M129,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M133,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
05M154,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M175,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M197,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M200,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M285,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M286,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M318,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M369,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M499,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M514,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
05M517,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
05M692,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M004,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M005,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M018,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M028,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M048,2020-21,2,2 of 4 disciplines,"Theater, Visual Arts"
06M052,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M098,2020-21,1,1 of 4 discipline,Visual Arts
06M103,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M115,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M128,2020-21,2,2 of 4 disciplines,"Dance, Visual Arts"
06M132,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M143,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M153,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M178,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M189,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M192,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M209,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M210,2020-21,0,0 of 4 disciplines,
06M211,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M278,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M293,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M311,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M314,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M319,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M328,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M348,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M423,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M462,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M467,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M468,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
06M513,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
07X005,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X018,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X030,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X043,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X065,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X151,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X154,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X157,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
07X161,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
07X179,2020-21,1,1 of 4 discipline,Dance
07X221,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X224,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X259,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X277,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X296,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X359,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
07X381,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X427,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X473,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X500,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X527,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X548,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X551,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X584,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
07X600,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X036,2020-21,2,2 of 4 disciplines,"Music, Visual Arts"
08X071,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X072,2020-21,1,1 of 4 discipline,Visual Arts
08X075,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X100,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
08X101,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X107,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X119,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X123,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X131,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X138,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X140,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X182,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X282,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X293,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X302,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X304,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X312,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X333,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
08X349,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X367,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X375,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X376,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X377,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X405,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X432,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X448,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X467,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X537,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X558,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X561,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
08X583,2020-21,0,0 of 4 disciplines,
09X011,2020-21,0,0 of 4 disciplines,
09X028,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X035,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X042,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X053,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X055,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X058,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X063,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X073,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X088,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X109,2020-21,1,1 of 4 discipline,Visual Arts
09X110,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X114,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X126,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X128,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X132,2020-21,0,0 of 4 disciplines,
09X163,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
09X170,2020-21,1,1 of 4 discipline,Visual Arts
09X199,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X204,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X218,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X219,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X229,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X232,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X241,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X250,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X252,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X274,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X297,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X303,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X327,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X350,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X361,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X365,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X404,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X413,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X443,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X449,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
09X454,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X505,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X517,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X543,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X555,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
09X593,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X003,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X008,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X009,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X015,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X020,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X023,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X024,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X032,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X045,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X051,2020-21,3,3 of 4 disciplines,"Music, Theater, Visual Arts"
10X054,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X056,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X059,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X077,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X081,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X086,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X091,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X094,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X141,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X159,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X205,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X206,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X207,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X209,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X226,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X228,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X237,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X243,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X244,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X246,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X254,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X264,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X268,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X279,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X280,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X284,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X291,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X306,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X307,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X308,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X310,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X315,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X319,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X331,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X340,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X342,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X344,2020-21,3,3 of 4 disciplines,"Dance, Music, Visual Arts"
10X363,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X382,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X386,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X390,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X391,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X396,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X397,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X434,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X437,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X438,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X439,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X445,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X447,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X477,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X524,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X546,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X565,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
10X696,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X016,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
11X019,2020-21,4,4 of 4 disciplines,"Dance, Music, Theater, Visual Arts"
